x,y,z,id,T,jx,dTdx,mat_therm_cond
0,0,0,0,5,-3.1900526664685e-10,6.3801053329371e-09,0.05
0.01,0,0,0.01,5.0000000000638,-3.1848230719334e-10,6.3696461438667e-09,0.05
0.02,0,0,0.02,5.0000000001273,-3.1673152989242e-10,6.3346305978484e-09,0.05
0.03,0,0,0.03,5.0000000001903,-3.1370746000903e-10,6.2741492001805e-09,0.05
0.04,0,0,0.04,5.0000000002525,-3.0947830964578e-10,6.1895661929157e-09,0.05
0.05,0,0,0.05,5.0000000003138,-3.039986040676e-10,6.079972081352e-09,0.05
0.06,0,0,0.06,5.0000000003738,-2.9733655537711e-10,5.9467311075423e-09,0.05
0.07,0,0,0.07,5.0000000004324,-2.8953763830941e-10,5.7907527661882e-09,0.05
0.08,0,0,0.08,5.0000000004892,-2.8053364076186e-10,5.6106728152372e-09,0.05
0.09,0,0,0.09,5.0000000005441,-2.7043824957218e-10,5.4087649914436e-09,0.05
0.1,0,0,0.1,5.0000000005969,-2.5927420210792e-10,5.1854840421584e-09,0.05
0.11,0,0,0.11,5.0000000006473,-2.4706423573662e-10,4.9412847147323e-09,0.05
0.12,0,0,0.12,5.0000000006951,-2.3396751203109e-10,4.6793502406217e-09,0.05
0.13,0,0,0.13,5.0000000007402,-2.1982486941852e-10,4.3964973883703e-09,0.05
0.14,0,0,0.14,5.0000000007824,-2.0493189367699e-10,4.0986378735397e-09,0.05
0.15,0,0,0.15,5.0000000008215,-1.8912942323368e-10,3.7825884646736e-09,0.05
0.16,0,0,0.16,5.0000000008574,-1.7264483176405e-10,3.4528966352809e-09,0.05
0.17,0,0,0.17,5.0000000008899,-1.5543264453299e-10,3.1086528906599e-09,0.05
0.18,0,0,0.18,5.0000000009188,-1.3765202311333e-10,2.7530404622667e-09,0.05
0.19,0,0,0.19,5.0000000009442,-1.1932570487261e-10,2.3865140974522e-09,0.05
0.2,0,0,0.2,5.0000000009658,-1.0047642717836e-10,2.0095285435673e-09,0.05
0.21,0,0,0.21,5.0000000009836,-8.1263351603411e-11,1.6252670320682e-09,0.05
0.22,0,0,0.22,5.0000000009975,-6.1754690250382e-11,1.2350938050076e-09,0.05
0.23,0,0,0.23,5.0000000010075,-4.1950443119276e-11,8.3900886238553e-10,0.05
0.24,0,0,0.24,5.0000000010135,-2.2009771782905e-11,4.401954356581e-10,0.05
0.25,0,0,0.25,5.0000000010155,-2.0008883439004e-12,4.0017766878009e-11,0.05
0.26,0,0,0.26,5.0000000010135,1.8030732462648e-11,-3.6061464925297e-10,0.05
