x,y,z,id,T,jx,dTdx,mat_therm_cond
0,0,0,0,5,-2.8214572012075e-09,5.642914402415e-08,0.05
0.01,0,0,0.01,5.0000000005639,-2.8170234145364e-09,5.6340468290728e-08,0.05
0.02,0,0,0.02,5.0000000011256,-2.801425580401e-09,5.6028511608019e-08,0.05
0.03,0,0,0.03,5.0000000016829,-2.7748001230066e-09,5.5496002460131e-08,0.05
0.04,0,0,0.04,5.0000000022335,-2.7372152544558e-09,5.4744305089116e-08,0.05
0.05,0,0,0.05,5.0000000027753,-2.6888301363215e-09,5.377660272643e-08,0.05
0.06,0,0,0.06,5.0000000033062,-2.6298494049115e-09,5.259698809823e-08,0.05
0.07,0,0,0.07,5.000000003824,-2.5605004339013e-09,5.1210008678026e-08,0.05
0.08,0,0,0.08,5.0000000043267,-2.4809878595988e-09,4.9619757191977e-08,0.05
0.09,0,0,0.09,5.0000000048124,-2.3917436919874e-09,4.7834873839747e-08,0.05
0.1,0,0,0.1,5.000000005279,-2.2930407794775e-09,4.5860815589549e-08,0.05
0.11,0,0,0.11,5.0000000057248,-2.1852656573174e-09,4.3705313146347e-08,0.05
0.12,0,0,0.12,5.0000000061481,-2.068873072858e-09,4.1377461457159e-08,0.05
0.13,0,0,0.13,5.000000006547,-1.9443632481853e-09,3.8887264963705e-08,0.05
0.14,0,0,0.14,5.0000000069201,-1.8121227185475e-09,3.6242454370949e-08,0.05
0.15,0,0,0.15,5.000000007266,-1.6727881302359e-09,3.3455762604717e-08,0.05
0.16,0,0,0.16,5.0000000075831,-1.5267687558662e-09,3.0535375117324e-08,0.05
0.17,0,0,0.17,5.0000000078703,-1.3747921912e-09,2.7495843823999e-08,0.05
0.18,0,0,0.18,5.0000000081265,-1.2173586583231e-09,2.4347173166461e-08,0.05
0.19,0,0,0.19,5.0000000083505,-1.0551275408943e-09,2.1102550817886e-08,0.05
0.2,0,0,0.2,5.0000000085417,-8.8873548520496e-10,1.7774709704099e-08,0.05
0.21,0,0,0.21,5.0000000086991,-7.1884187491378e-10,1.4376837498276e-08,0.05
0.22,0,0,0.22,5.0000000088221,-5.4610609367955e-10,1.0922121873591e-08,0.05
0.23,0,0,0.23,5.0000000089104,-3.7121026252862e-10,7.4242052505724e-09,0.05
0.24,0,0,0.24,5.0000000089635,-1.9488197722239e-10,3.8976395444479e-09,0.05
0.25,0,0,0.25,5.0000000089812,-1.7735146684572e-11,3.5470293369144e-10,0.05
0.26,0,0,0.26,5.0000000089635,1.5943442122079e-10,-3.1886884244159e-09,0.05
0.27,0,0,0.27,5.0000000089104,3.3603555493755e-10,-6.7207110987511e-09,0.05
0.28,0,0,0.28,5.0000000088221,5.1127244660165e-10,-1.0225448932033e-08,0.05
0.29,0,0,0.29,5.0000000086991,6.8450844992185e-10,-1.3690168998437e-08,0.05
