x,y,z,id,xi,xv,jvx,jix,xie,xve,Di,Dv,K0_dist,super_saturation,void_nucleation_rate
0,0,0,0,1.6703322714642e-09,-5.4991341329355e-07,-2.3498901626693e-12,-1.2206047776036e-12,0,3.7e-11,1,0.000181,1.679435531943e-20,-264277.52714205,-nan
1,0,0,1,1.6715369716748e-09,-5.3701944856177e-07,-2.3177729674754e-12,-1.1888435403705e-12,0,3.7e-11,1,0.000181,1.6963107470211e-20,-264108.92815656,-nan
2,0,0,2,1.6726997044697e-09,-5.243599701298e-07,-2.2756156076371e-12,-1.1471607795606e-12,0,3.7e-11,1,0.000181,1.7133486733324e-20,-263940.40003931,-nan
3,0,0,3,1.6738212237723e-09,-5.1193081256369e-07,-2.2342075638617e-12,-1.106227309771e-12,0,3.7e-11,1,0.000181,1.7305508081781e-20,-263771.94278727,-nan
4,0,0,4,1.6749022712169e-09,-4.9972787825432e-07,-2.1935366171558e-12,-1.0660308995789e-12,0,3.7e-11,1,0.000181,1.7479186619153e-20,-263603.55639555,-nan
5,0,0,5,1.6759435763025e-09,-4.8774713657271e-07,-2.1535907014902e-12,-1.0265594709861e-12,0,3.7e-11,1,0.000181,1.7654537580633e-20,-263435.24085742,-nan
6,0,0,6,1.6769458565457e-09,-4.7598462302456e-07,-2.1143579038869e-12,-9.8780109949068e-13,0,3.7e-11,1,0.000181,1.7831576334117e-20,-263266.99616442,-nan
7,0,0,7,1.6779098176348e-09,-4.6443643840464e-07,-2.0758264643987e-12,-9.4974401405787e-13,0,3.7e-11,1,0.000181,1.8010318381283e-20,-263098.82230642,-nan
8,0,0,8,1.6788361535829e-09,-4.5309874795176e-07,-2.0379847759849e-12,-9.1237659698145e-13,0,3.7e-11,1,0.000181,1.8190779358686e-20,-262930.71927164,-nan
9,0,0,9,1.679725546881e-09,-4.4196778050469e-07,-2.0008213842898e-12,-8.7568738365392e-13,0,3.7e-11,1,0.000181,1.837297503886e-20,-262762.68704679,-nan
10,0,0,10,1.6805786686509e-09,-4.3103982765962e-07,-1.9643249873286e-12,-8.3966506223399e-13,0,3.7e-11,1,0.000181,1.8556921331424e-20,-262594.72561704,-nan
11,0,0,11,1.6813961787981e-09,-4.2031124292969e-07,-1.9284844350857e-12,-8.0429847324624e-13,0,3.7e-11,1,0.000181,1.87426342842e-20,-262426.83496616,-nan
12,0,0,12,1.6821787261634e-09,-4.0977844090705e-07,-1.8932887290307e-12,-7.6957660907149e-13,0,3.7e-11,1,0.000181,1.8930130084341e-20,-262259.01507653,-nan
13,0,0,13,1.6829269486745e-09,-3.9943789642781e-07,-1.8587270215557e-12,-7.3548861338609e-13,0,3.7e-11,1,0.000181,1.911942505946e-20,-262091.26592922,-nan
14,0,0,14,1.6836414734973e-09,-3.8928614374035e-07,-1.8247886153398e-12,-7.0202378050668e-13,0,3.7e-11,1,0.000181,1.9310535678778e-20,-261923.587504,-nan
15,0,0,15,1.6843229171853e-09,-3.7931977567747e-07,-1.7914629626428e-12,-6.6917155468305e-13,0,3.7e-11,1,0.000181,1.9503478554271e-20,-261755.97977945,-nan
16,0,0,16,1.6849718858301e-09,-3.6953544283257e-07,-1.7587396645355e-12,-6.3692152930976e-13,0,3.7e-11,1,0.000181,1.9698270441835e-20,-261588.44273299,-nan
17,0,0,17,1.685588975209e-09,-3.5992985274036e-07,-1.7266084700668e-12,-6.0526344608659e-13,0,3.7e-11,1,0.000181,1.9894928242447e-20,-261420.9763409,-nan
18,0,0,18,1.6861747709334e-09,-3.5049976906233e-07,-1.6950592753742e-12,-5.74187194126e-13,0,3.7e-11,1,0.000181,2.009346900335e-20,-261253.58057842,-nan
19,0,0,19,1.6867298485953e-09,-3.4124201077737e-07,-1.6640821227399e-12,-5.4368280898783e-13,0,3.7e-11,1,0.000181,2.0293909919233e-20,-261086.25541975,-nan
20,0,0,20,1.6872547739135e-09,-3.321534513777e-07,-1.633667199597e-12,-5.1374047168749e-13,0,3.7e-11,1,0.000181,2.049626833343e-20,-260919.00083812,-nan
21,0,0,21,1.6877501028779e-09,-3.2323101807059e-07,-1.6038048374872e-12,-4.8435050764046e-13,0,3.7e-11,1,0.000181,2.0700561739122e-20,-260751.81680583,-nan
22,0,0,22,1.6882163818935e-09,-3.1447169098583e-07,-1.5744855109764e-12,-4.5550338556797e-13,0,3.7e-11,1,0.000181,2.0906807780551e-20,-260584.7032943,-nan
23,0,0,23,1.6886541479231e-09,-3.0587250238946e-07,-1.5456998365271e-12,-4.2718971636293e-13,0,3.7e-11,1,0.000181,2.1115024254239e-20,-260417.66027409,-nan
24,0,0,24,1.6890639286285e-09,-2.9743053590378e-07,-1.5174385713351e-12,-3.9940025192027e-13,0,3.7e-11,1,0.000181,2.1325229110225e-20,-260250.68771496,-nan
25,0,0,25,1.6894462425109e-09,-2.8914292573401e-07,-1.4896926121293e-12,-3.721258839243e-13,0,3.7e-11,1,0.000181,2.15374404533e-20,-260083.78558589,-nan
26,0,0,26,1.6898015990498e-09,-2.8100685590156e-07,-1.4624529939397e-12,-3.4535764261127e-13,0,3.7e-11,1,0.000181,2.1751676544256e-20,-259916.95385516,-nan
27,0,0,27,1.690130498841e-09,-2.730195594843e-07,-1.4357108888357e-12,-3.1908669550293e-13,0,3.7e-11,1,0.000181,2.196795580115e-20,-259750.19249032,-nan
28,0,0,28,1.6904334337328e-09,-2.651783178639e-07,-1.409457604636e-12,-2.9330434610374e-13,0,3.7e-11,1,0.000181,2.2186296800568e-20,-259583.50145829,-nan
29,0,0,29,1.6907108869613e-09,-2.5748045998036e-07,-1.3836845835947e-12,-2.6800203258566e-13,0,3.7e-11,1,0.000181,2.2406718278903e-20,-259416.88072536,-nan
30,0,0,30,1.6909633332842e-09,-2.4992336159385e-07,-1.3583834010632e-12,-2.4317132643565e-13,0,3.7e-11,1,0.000181,2.2629239133644e-20,-259250.33025723,-nan
31,0,0,31,1.6911912391133e-09,-2.4250444455408e-07,-1.3335457641325e-12,-2.1880393109837e-13,0,3.7e-11,1,0.000181,2.285387842467e-20,-259083.85001905,-nan
32,0,0,32,1.6913950626454e-09,-2.3522117607718e-07,-1.309163510256e-12,-1.9489168058807e-13,0,3.7e-11,1,0.000181,2.3080655375559e-20,-258917.43997542,-nan
33,0,0,33,1.6915752539924e-09,-2.2807106803031e-07,-1.2852286058559e-12,-1.714265380907e-13,0,3.7e-11,1,0.000181,2.3309589374901e-20,-258751.10009047,-nan
34,0,0,34,1.6917322553092e-09,-2.2105167622392e-07,-1.2617331449152e-12,-1.484005945478e-13,0,3.7e-11,1,0.000181,2.3540699977626e-20,-258584.83032786,-nan
35,0,0,35,1.6918665009207e-09,-2.1416059971197e-07,-1.2386693475555e-12,-1.2580606722791e-13,0,3.7e-11,1,0.000181,2.3774006906339e-20,-258418.63065082,-nan
