x,y,z,id,cv,ci,jvx,jix
57,128,0,57,1.000014873902e-06,9.9011546821868e-07,2.8018146755702e-27,5.3033641089771e-27
58,128,0,58,1.0000036759981e-06,9.9010902646109e-07,9.971421481489e-27,-4.4610903643692e-27
59,128,0,59,1.0000115411593e-06,9.9011554342347e-07,-1.576278352893e-27,6.1053944388423e-27
60,128,0,60,1.0000075892041e-06,9.9012688239138e-07,-5.4719628173817e-27,-9.5078559934538e-27
61,128,0,61,1.0000036213912e-06,9.9012177177346e-07,4.4130182498614e-27,5.3188950419354e-27
62,128,0,62,1.0000169340992e-06,9.9012683959523e-07,-9.9917583930721e-27,-5.564082779114e-27
63,128,0,63,1.0000045481321e-06,9.9012372824852e-07,1.463053903959e-26,-3.6275325128335e-27
64,128,0,64,1.0000014520229e-06,9.9011971665228e-07,-2.0985786070553e-28,8.9697112267688e-27
65,128,0,65,1.0000141158112e-06,9.9012585464711e-07,-6.3568359080045e-27,-5.3177935811755e-27
66,128,0,66,1.0000072158085e-06,9.9011253983705e-07,-1.8162208471219e-27,3.8430940030456e-27
67,128,0,67,1.000017866033e-06,9.9011538612251e-07,-3.6878219421711e-27,9.9008083225284e-28
68,128,0,68,1.0000061689803e-06,9.9011891449714e-07,3.8916670428064e-27,-2.8277919798931e-27
69,128,0,69,1.0000124195364e-06,9.90117188927e-07,-1.8787516292141e-27,-1.2460151440029e-27
70,128,0,70,1.0000130783693e-06,9.9011158710332e-07,1.3513004988385e-27,3.2338406401132e-27
71,128,0,71,1.000004113466e-06,9.901279844679e-07,9.2550087157793e-27,-2.6536383823307e-28
72,128,0,72,1.0000041116441e-06,9.9012585809698e-07,-6.3573964288809e-27,3.6441384199109e-28
73,128,0,73,1.0000042833713e-06,9.9011064131523e-07,5.109059050628e-27,6.5470669244628e-27
74,128,0,74,1.0000187182494e-06,9.9011482611665e-07,-5.8733000508298e-27,-5.644898950031e-27
75,128,0,75,1.0000011090416e-06,9.9012611568428e-07,2.9729836665294e-27,-1.458955740833e-27
76,128,0,76,1.0000129633596e-06,9.9012408047861e-07,-6.6477272545853e-27,2.1185965937798e-27
77,128,0,77,1.0000049576414e-06,9.9011731917769e-07,5.6618492915685e-27,-5.1402109595086e-27
78,128,0,78,1.0000124604454e-06,9.9012522351674e-07,-4.0702740187389e-27,3.7624688874111e-27
79,128,0,79,1.0000058770486e-06,9.9012497587047e-07,4.9393066439093e-27,-8.4579796483952e-27
80,128,0,80,1.0000081412032e-06,9.901184769065e-07,-7.8058771677225e-29,5.1305687855365e-27
81,128,0,81,1.000019327399e-06,9.9012738068006e-07,-1.1521913254509e-26,-1.3058687327492e-27
82,128,0,82,1.0000134943595e-06,9.9012516797033e-07,6.4566392532705e-27,-7.2048954718302e-28
83,128,0,83,1.000010945258e-06,9.9012604077361e-07,3.4037944767196e-27,-2.7402320001934e-27
84,128,0,84,1.0000166544617e-06,9.9011899804072e-07,-2.6956898279159e-27,9.2208927912562e-27
85,128,0,85,1.0000189818739e-06,9.9012257232579e-07,5.7522514446228e-28,-2.5861404219662e-27
86,128,0,86,1.0000002965186e-06,9.9011601558763e-07,8.8570157459795e-27,6.3844998406109e-27
87,128,0,87,1.0000104366143e-06,9.901270154944e-07,-8.7554221773625e-27,-9.806704068287e-27
88,128,0,88,1.0000071507391e-06,9.9011223709305e-07,6.9364140091251e-27,5.1486681199481e-27
89,128,0,89,1.0000112135487e-06,9.9012159725503e-07,-8.0565342454649e-27,-1.7429209750783e-28
90,128,0,90,1.0000036343798e-06,9.9012129184144e-07,1.0746989638902e-27,2.2986411253238e-27
91,128,0,91,1.0000111993328e-06,9.9012081977488e-07,-2.4951242526374e-28,-7.2491677577716e-27
92,128,0,92,1.0000135041419e-06,9.901286870408e-07,-3.5657141540464e-27,-2.8856035965879e-27
93,128,0,93,1.0000088976977e-06,9.9012617477055e-07,2.3529663875876e-27,7.7177689439623e-27
94,128,0,94,1.0000025146128e-06,9.901099145837e-07,9.5348060483996e-27,5.3294979606059e-27
95,128,0,95,1.0000017348235e-06,9.9011545822111e-07,-2.8682652606372e-27,-1.9944462806102e-27
96,128,0,96,1.0000165981945e-06,9.9012489590056e-07,-1.139304029735e-26,-7.9732221019819e-27
97,128,0,97,1.0000159053196e-06,9.9011311753606e-07,-7.3795338688058e-28,4.7927248515604e-27
98,128,0,98,1.0000121717359e-06,9.9011102150503e-07,1.069444825517e-26,4.090069451924e-27
99,128,0,99,1.0000197836144e-06,9.9012497266388e-07,-3.3577004851182e-27,-5.7989934548629e-27
100,128,0,100,1.0000194637514e-06,9.9012861573698e-07,-4.1211568639043e-27,-1.1649729773105e-27
101,128,0,101,1.0000133044381e-06,9.9011345609576e-07,7.2767031982858e-28,5.6286634753827e-27
102,128,0,102,1.000015466173e-06,9.9012073143743e-07,1.8810139803126e-27,-7.4128348559424e-27
103,128,0,103,1.0000023492961e-06,9.9012617775947e-07,6.1241555412094e-27,-2.0795450624832e-27
104,128,0,104,1.0000117844929e-06,9.9012141623163e-07,-4.2843713677545e-27,2.1031725247083e-27
105,128,0,105,1.0000038144525e-06,9.9012118804464e-07,8.0598873007064e-27,-1.7142489880054e-27
106,128,0,106,1.0000028867516e-06,9.9012622337286e-07,-1.7001149213929e-27,1.2946012550174e-27
107,128,0,107,1.0000037682441e-06,9.9012871032282e-07,-4.9620361364374e-29,-3.2901860541848e-27
108,128,0,108,1.0000054471204e-06,9.9010905177105e-07,-8.6130733034581e-27,7.6311800963245e-27
109,128,0,109,1.0000157841984e-06,9.9011791607411e-07,1.6799763877716e-28,-1.6524140167846e-27
110,128,0,110,1.0000069748311e-06,9.9012657120711e-07,3.94281226413e-27,-5.3792428303872e-27
111,128,0,111,1.0000001286791e-06,9.901118483688e-07,1.8970114141785e-27,6.3538826247591e-27
112,128,0,112,1.0000136013384e-06,9.9012292174576e-07,-1.051682513936e-26,7.4415534303567e-28
113,128,0,113,1.0000123630964e-06,9.9012334352382e-07,3.1590452353027e-27,1.157612592599e-27
114,128,0,114,1.0000182610663e-06,9.9011880599856e-07,1.6112864017653e-27,2.1129989397152e-27
115,128,0,115,1.0000097462469e-06,9.9010931116465e-07,1.041962294376e-27,-4.8565154216258e-28
116,128,0,116,1.0000183947591e-06,9.9012394868263e-07,-3.8173933416685e-27,-9.0410044419468e-28
117,128,0,117,1.0000168961122e-06,9.9012120694182e-07,6.2155082844002e-28,-5.8904336273519e-27
118,128,0,118,1.0000129487152e-06,9.9011123654513e-07,4.6162475542883e-27,5.7941953596135e-27
119,128,0,119,1.0000121924028e-06,9.9011521287257e-07,-1.5126703193939e-27,-3.3558716577774e-28
120,128,0,120,1.0000142412124e-06,9.9012577803909e-07,8.9220334777516e-28,-1.0089042108738e-26
121,128,0,121,1.0000146277296e-06,9.9011113192306e-07,-1.4377139788131e-27,1.1393432187823e-26
122,128,0,122,1.000009349628e-06,9.9012361205118e-07,-2.8818876110882e-27,-5.3231232441535e-27
123,128,0,123,1.0000147284314e-06,9.901271777206e-07,-2.5509797178648e-27,-6.5686686141548e-27
124,128,0,124,1.000011390021e-06,9.9012825451938e-07,8.8440290892556e-27,4.7514676540659e-27
125,128,0,125,1.0000130289744e-06,9.9011824849626e-07,-6.3287523665388e-27,5.522116678054e-27
126,128,0,126,1.0000054430537e-06,9.9011240936264e-07,1.008554273099e-26,-1.2391703583976e-27
127,128,0,127,1.0000101519424e-06,9.9011010930828e-07,-6.7824111223944e-27,6.1230978425919e-27
128,128,0,128,1.0000047875206e-06,9.9012068435785e-07,5.4543295271284e-27,-9.8251562741363e-27
129,128,0,129,1.0000192616801e-06,9.9011080268377e-07,-7.4454027961627e-27,1.0437455125158e-26
130,128,0,130,1.0000029611309e-06,9.901225545335e-07,8.4509359746628e-27,-5.0816979521393e-27
131,128,0,131,1.0000199170958e-06,9.9012841571108e-07,-8.2140013600085e-27,-8.0598259308003e-27
132,128,0,132,1.0000060456731e-06,9.9012661208136e-07,3.4150183063673e-27,1.1110611845979e-27
133,128,0,133,1.0000050056448e-06,9.9012367994527e-07,3.8879258311302e-27,-9.3181832370748e-28
134,128,0,134,1.0000016205241e-06,9.9012228055324e-07,-4.7408279313109e-27,7.1793442104551e-27
135,128,0,135,1.0000127220959e-06,9.9012226408896e-07,-9.7042190403872e-28,8.5528939372112e-28
136,128,0,136,1.0000056868015e-06,9.9012843188397e-07,3.0945471684744e-27,-3.7753880197008e-27
137,128,0,137,1.0000146057413e-06,9.9012754444569e-07,-2.2236578824869e-27,-1.2992114830178e-27
138,128,0,138,1.0000119572275e-06,9.9012677911281e-07,-4.4033976941289e-27,-4.6258516818961e-27
139,128,0,139,1.000006106451e-06,9.9011014312221e-07,9.6423935451489e-27,1.3071905020539e-26
140,128,0,140,1.0000006256332e-06,9.9010960727548e-07,7.778381237616e-28,3.9975108894907e-27
141,128,0,141,1.0000129439089e-06,9.9012548277833e-07,-1.1180828453376e-26,-1.1856832533087e-26
142,128,0,142,1.0000008299111e-06,9.9011052411202e-07,1.000645596168e-26,3.3119534500838e-27
143,128,0,143,1.000015806365e-06,9.9011173730737e-07,-7.6483287509729e-27,1.9105043394244e-27
144,128,0,144,1.0000144078662e-06,9.9011068422477e-07,5.2525807467064e-27,3.2989648238627e-27
145,128,0,145,1.0000121768347e-06,9.9012356909401e-07,1.5652645750152e-27,-1.0275845565479e-26
146,128,0,146,1.0000058917721e-06,9.9011738976989e-07,-2.7986801594216e-27,6.4076110645245e-27
147,128,0,147,1.0000087070638e-06,9.901256362795e-07,3.0913673982406e-27,-5.1728581597252e-27
148,128,0,148,1.0000048439581e-06,9.9012738167834e-07,-4.2391391511397e-27,-1.6078101109327e-27
149,128,0,149,1.0000104350807e-06,9.9012418500903e-07,3.5042407920036e-27,1.2233347870752e-27
150,128,0,150,1.0000157004862e-06,9.9011514939378e-07,-2.0098422092884e-27,9.57604572065e-27
151,128,0,151,1.0000149138156e-06,9.9012427880988e-07,-2.89231888057e-27,-4.1127137389463e-27
152,128,0,152,1.0000014481161e-06,9.901280313161e-07,7.1067268514082e-27,-1.0540670567925e-26
153,128,0,153,1.0000015702959e-06,9.9012829211647e-07,-2.194007537314e-27,5.9653792852062e-27
154,128,0,154,1.0000116020181e-06,9.9012600525103e-07,-7.4456994113513e-27,-1.9878746722492e-27
155,128,0,155,1.0000148421301e-06,9.9011481662802e-07,4.5649375871873e-27,2.2684676767167e-27
156,128,0,156,1.0000174939697e-06,9.9012494812101e-07,-7.100145140525e-27,1.209777955933e-27
157,128,0,157,1.0000074590149e-06,9.9012627390812e-07,7.9780640825378e-27,1.7333510188309e-28
158,128,0,158,1.0000045563451e-06,9.9012424237702e-07,4.3141534039587e-27,-5.4298661384108e-27
159,128,0,159,1.0000173033211e-06,9.9011263318409e-07,-1.313831330531e-26,1.36482182239e-26
160,128,0,160,1.0000043154316e-06,9.9012696273892e-07,1.2078921863218e-26,-1.2943261297468e-26
161,128,0,161,1.0000016900741e-06,9.901238463925e-07,4.3153609032513e-27,-1.7330975773748e-27
162,128,0,162,1.0000080433269e-06,9.9011432591317e-07,-4.988677709038e-27,8.3378652033399e-27
163,128,0,163,1.0000078324735e-06,9.9011841566592e-07,-6.9730174908095e-27,2.0443057507596e-27
164,128,0,164,1.0000116835733e-06,9.9011999708609e-07,1.4092203774613e-27,-2.2813114807914e-27
165,128,0,165,1.0000049759444e-06,9.9011805995695e-07,2.1759556749169e-27,-4.2101635171151e-27
166,128,0,166,1.0000027223044e-06,9.901132682936e-07,5.8687103477611e-27,2.7271163394252e-27
167,128,0,167,1.0000123882563e-06,9.9011640551781e-07,-3.4125661302884e-27,-2.5166727298271e-27
168,128,0,168,1.0000199587436e-06,9.9011475404278e-07,-6.6253341958543e-27,6.2132384562772e-27
169,128,0,169,1.0000140934916e-06,9.9012439788855e-07,5.7890152725557e-27,-3.0012750093174e-27
170,128,0,170,1.0000123456297e-06,9.9012690794345e-07,-2.6845864112809e-27,-8.246592500673e-27
171,128,0,171,1.0000051046719e-06,9.9011639209127e-07,6.0920957582358e-27,1.1276803498175e-26
172,128,0,172,1.0000053366098e-06,9.9010912967384e-07,-6.9982777079184e-27,2.6071088481481e-27
173,128,0,173,1.0000165183454e-06,9.9011206336999e-07,-5.7170540892602e-28,1.9281077959598e-27
174,128,0,174,1.0000114064108e-06,9.9012208988037e-07,-6.3239402083058e-28,-9.5194406869038e-27
175,128,0,175,1.0000044185062e-06,9.9011521912372e-07,7.5410446065137e-28,2.6782854321964e-27
176,128,0,176,1.0000175664517e-06,9.9011545602104e-07,3.0447338818302e-27,-3.4421275520764e-27
177,128,0,177,1.0000162179327e-06,9.901191618534e-07,-5.4046617085462e-27,2.6211463825581e-27
178,128,0,178,1.0000024248659e-06,9.9011293389868e-07,9.679341920147e-27,-1.6117230290251e-27
179,128,0,179,1.0000052472358e-06,9.901101484426e-07,-1.2401415076914e-27,7.805634535095e-27
180,128,0,180,1.0000084196131e-06,9.9012118237373e-07,-4.8674637105027e-27,-3.8717173503897e-27
181,128,0,181,1.0000187600135e-06,9.9011672316145e-07,-2.9900712377541e-27,-1.5670351150808e-27
182,128,0,182,1.0000103546561e-06,9.9011645828941e-07,6.341298256447e-27,-1.1794052691095e-27
183,128,0,183,1.0000186315955e-06,9.9012643612933e-07,-6.0163382045712e-27,6.4001951627987e-28
184,128,0,184,1.0000084632889e-06,9.9012750173995e-07,3.9764225781168e-27,-6.0066211082586e-27
185,128,0,185,1.0000133058231e-06,9.9012045691196e-07,6.3643273293746e-28,2.369646806327e-27
186,128,0,186,1.0000150487231e-06,9.9012200257873e-07,-1.6357766871803e-27,5.0492024749259e-27
187,128,0,187,1.0000199863336e-06,9.9012675972717e-07,-1.8026511481331e-27,-7.4260313725169e-27
188,128,0,188,1.0000149841321e-06,9.9012862365452e-07,-3.5999049603451e-28,-2.0613871501184e-27
189,128,0,189,1.0000066905953e-06,9.9011771178372e-07,6.6187526988204e-27,1.2101611804469e-26
190,128,0,190,1.0000096911944e-06,9.9012244140961e-07,-3.9012353859457e-27,-4.2867406808897e-27
191,128,0,191,1.0000197759362e-06,9.9012546002229e-07,-5.9774050197782e-27,-7.149492835075e-27
192,128,0,192,1.000003206206e-06,9.9012734159569e-07,1.2069667351834e-26,5.9154493055195e-27
193,128,0,193,1.0000098761055e-06,9.9010896799671e-07,-5.2486616422823e-27,1.011916441871e-26
194,128,0,194,1.00000953185e-06,9.9012449619628e-07,-5.412979996637e-27,-7.087920691997e-27
195,128,0,195,1.0000106786688e-06,9.9012056787705e-07,8.9196303170606e-27,-9.3746579892658e-28
196,128,0,196,1.0000034198319e-06,9.901212459403e-07,9.6055770408326e-28,-1.2167105408443e-27
197,128,0,197,1.0000052400159e-06,9.9012767062558e-07,8.4540774865888e-28,-4.9396119394254e-27
198,128,0,198,1.0000070421035e-06,9.9010920511911e-07,-7.8237357271028e-27,1.1447394873981e-26
199,128,0,199,1.0000070474842e-06,9.9012307057006e-07,-9.5350808251201e-29,-5.5999136034848e-27
200,128,0,200,1.0000007738977e-06,9.90118802803e-07,1.0190933149807e-26,-4.2032806790311e-27
201,128,0,201,1.0000043716451e-06,9.901189623747e-07,-4.8073783760699e-27,8.0017258623955e-27
202,128,0,202,1.000013744344e-06,9.9011729981909e-07,-4.7433453167374e-27,1.9222244450538e-28
203,128,0,203,1.0000159878021e-06,9.9011588748235e-07,-3.3766813125435e-27,9.8613970290752e-28
204,128,0,204,1.000006482738e-06,9.9012839169627e-07,8.7401342991187e-27,-1.0937706668202e-26
205,128,0,205,1.0000171768935e-06,9.9011637831874e-07,-9.300703522524e-27,4.1114806937223e-27
206,128,0,206,1.0000029244844e-06,9.9011425159252e-07,1.1031649954962e-26,-4.6495640556273e-29
207,128,0,207,1.0000101461172e-06,9.9011943139373e-07,-5.6585721661736e-27,-2.2914339935291e-28
208,128,0,208,1.0000126507877e-06,9.9011606290085e-07,-1.6583707397093e-27,1.5791154751782e-27
209,128,0,209,1.0000049742624e-06,9.9011095908236e-07,2.9046472197272e-28,8.2052359743645e-28
210,128,0,210,1.0000102448389e-06,9.9010972044087e-07,1.5525138761271e-27,5.5016805460373e-27
211,128,0,211,1.0000084389061e-06,9.9012415449797e-07,3.7895641778421e-27,-6.5028520731917e-27
212,128,0,212,1.0000058014154e-06,9.9012067381664e-07,-5.0727131560966e-27,-2.7799765190153e-27
213,128,0,213,1.0000055874189e-06,9.9012259428802e-07,6.8886778478556e-28,-1.6876764781965e-27
214,128,0,214,1.0000078704525e-06,9.9010996530771e-07,4.7246267650175e-27,9.72655640248e-27
215,128,0,215,1.0000079455496e-06,9.9011908296305e-07,-8.0431467845427e-27,-3.6699837520538e-27
216,128,0,216,1.0000049098457e-06,9.9011979697249e-07,6.8968136290925e-27,-4.0602902900467e-27
217,128,0,217,1.000001383628e-06,9.9011968216899e-07,3.1260748064399e-27,5.0070803474059e-27
218,128,0,218,1.0000186938543e-06,9.9012331934305e-07,-1.0642749018924e-26,-1.1134860424878e-27
219,128,0,219,1.0000145176025e-06,9.9011651336886e-07,-2.8050549853663e-27,-1.3657139032189e-27
220,128,0,220,1.0000059173842e-06,9.90115403356e-07,4.8048226065911e-27,6.2996091467677e-27
221,128,0,221,1.0000144127912e-06,9.9012052084999e-07,-2.717799968828e-27,-2.3541899183816e-27
222,128,0,222,1.0000134733988e-06,9.9011264944512e-07,1.0407642689351e-27,-2.5509271830285e-27
223,128,0,223,1.0000066293848e-06,9.9010925859132e-07,1.6390264129387e-27,2.3692683276672e-27
224,128,0,224,1.000003113377e-06,9.9011438948197e-07,9.3263822769292e-27,-3.4236578929412e-27
225,128,0,225,1.0000017921498e-06,9.9012825039198e-07,-3.9849106274789e-27,-6.1650896180676e-28
226,128,0,226,1.0000080218966e-06,9.9012184412683e-07,-3.7240487237928e-27,1.5382567188455e-27
227,128,0,227,1.0000092418034e-06,9.9012189273842e-07,3.0230090874136e-27,-5.5988271275847e-27
228,128,0,228,1.0000188602734e-06,9.9012089024492e-07,-6.1626503962062e-27,2.249177110664e-27
229,128,0,229,1.0000063587206e-06,9.9011865277396e-07,4.3443993271003e-27,7.9453571259996e-28
230,128,0,230,1.0000023720331e-06,9.9011000965525e-07,-1.7520370423548e-27,8.3388633111116e-27
231,128,0,231,1.0000009874853e-06,9.9012149641678e-07,3.6722435266898e-27,-9.2351803176071e-27
232,128,0,232,1.0000136331785e-06,9.9011786039323e-07,-4.0627330266845e-27,4.3267623011405e-27
233,128,0,233,1.0000005186655e-06,9.9011439413611e-07,8.0946863068633e-27,-8.6517711640356e-29
234,128,0,234,1.0000025773882e-06,9.9012525932875e-07,-2.4627779531593e-27,-9.2474180531968e-27
235,128,0,235,1.000015638672e-06,9.901230625892e-07,-9.8989635238122e-27,4.1312365707336e-27
236,128,0,236,1.0000187637463e-06,9.9012773295602e-07,2.3518777792556e-27,2.7386049655746e-27
237,128,0,237,1.0000047834792e-06,9.9012718700737e-07,1.5178551223209e-27,-5.0929697011539e-28
238,128,0,238,1.0000134962574e-06,9.9011832444291e-07,-2.8100164325739e-27,-3.3451279375877e-27
239,128,0,239,1.000018854101e-06,9.9011895361133e-07,-3.9733534087602e-27,2.0911232586346e-28
240,128,0,240,1.0000190308978e-06,9.9011478494684e-07,1.9998478466402e-27,1.1001605706686e-26
241,128,0,241,1.0000051566906e-06,9.9011260701389e-07,5.6072877195268e-27,1.1206618534923e-27
242,128,0,242,1.0000156648346e-06,9.9011016555916e-07,-2.3903044075617e-27,-7.5464311792796e-27
243,128,0,243,1.0000033620986e-06,9.9012686632809e-07,1.1486726381616e-26,-8.9050843873744e-27
244,128,0,244,1.0000046317011e-06,9.9012559225728e-07,-6.0494678385306e-27,1.0009061660112e-26
245,128,0,245,1.0000086447808e-06,9.9011439449198e-07,-3.4086124125114e-27,4.4235271470144e-27
246,128,0,246,1.0000148860307e-06,9.901092710818e-07,-1.0027816581322e-27,1.3159309739576e-27
247,128,0,247,1.0000040760276e-06,9.9011306124045e-07,8.1318287366993e-28,-5.6567303402387e-27
248,128,0,248,1.0000039751402e-06,9.9012491586812e-07,6.9119551628996e-27,-9.2646788179364e-28
249,128,0,249,1.0000044438899e-06,9.901130443916e-07,-4.593722246821e-28,-2.4313444646926e-27
250,128,0,250,1.0000139831279e-06,9.9011440306348e-07,-8.9208469960993e-27,5.6445927038263e-27
251,128,0,251,1.0000044049656e-06,9.9012491427165e-07,9.4692418176668e-27,-3.076073047474e-27
252,128,0,252,1.0000006748488e-06,9.901278701978e-07,-3.9844385955256e-27,-8.7563489626969e-28
253,128,0,253,1.0000112470569e-06,9.9012839218935e-07,-2.1424466114634e-27,-5.6053989052464e-27
254,128,0,254,1.0000098620699e-06,9.901152955215e-07,4.0272578280378e-28,8.9175887433396e-27
255,128,0,255,1.0000137874468e-06,9.9012030966893e-07,-4.0491533805378e-27,-8.2383940439876e-27
256,128,0,256,1.0000060048174e-06,9.9011662737569e-07,5.747339129495e-27,8.2195553591862e-27
