x,y,z,id,cv,ci,jvx,jix
61,128,0,61,3.6399393594499e-06,3.5669412323755e-06,4.4129017483807e-27,5.1804661054988e-27
62,128,0,62,3.6399526718065e-06,3.5669461683027e-06,-9.991494614545e-27,-5.4192726146592e-27
63,128,0,63,3.6399402861664e-06,3.5669431379316e-06,1.463015279868e-26,-3.5331227774303e-27
64,128,0,64,3.6399371901389e-06,3.5669392307406e-06,-2.0985232072624e-28,8.7362665752765e-27
65,128,0,65,3.6399498535929e-06,3.5669452089887e-06,-6.3566680887415e-27,-5.1793933092603e-27
66,128,0,66,3.6399429537723e-06,3.5669322407084e-06,-1.8161728999881e-27,3.7430740897324e-27
67,128,0,67,3.6399536037157e-06,3.5669350129167e-06,-3.6877245847335e-27,9.6431310573185e-28
68,128,0,68,3.6399419069717e-06,3.5669384494623e-06,3.8915643030701e-27,-2.7541961979614e-27
69,128,0,69,3.6399481573628e-06,3.5669367688016e-06,-1.8787020302073e-27,-1.2135865009184e-27
70,128,0,70,3.6399488161783e-06,3.5669313127704e-06,1.3512648255165e-27,3.1496770838742e-27
71,128,0,71,3.6399398515117e-06,3.5669472833791e-06,9.2547643865184e-27,-2.5845750974167e-28
72,128,0,72,3.6399398496898e-06,3.5669452123488e-06,-6.3572285959066e-27,3.549296487958e-28
73,128,0,73,3.6399400214126e-06,3.5669303915972e-06,5.1089241739852e-27,6.3766737308476e-27
74,128,0,74,3.6399544559095e-06,3.5669344674855e-06,-5.8731449987753e-27,-5.4979854746413e-27
75,128,0,75,3.6399368471666e-06,3.5669454632322e-06,2.9729051810521e-27,-1.420985129562e-27
76,128,0,76,3.6399487011717e-06,3.5669434809945e-06,-6.6475517570216e-27,2.0634582480728e-27
77,128,0,77,3.6399406956648e-06,3.5669368956624e-06,5.6616998215803e-27,-5.0064324337198e-27
78,128,0,78,3.6399481982707e-06,3.5669445942841e-06,-4.0701665658994e-27,3.6645473146303e-27
79,128,0,79,3.6399416150478e-06,3.566944353083e-06,4.9391762486795e-27,-8.2378532627375e-27
80,128,0,80,3.6399438791426e-06,3.5669380232603e-06,-7.8056711203406e-29,4.9970412051036e-27
81,128,0,81,3.6399550650431e-06,3.5669466953053e-06,-1.1521609080557e-26,-1.2718823467085e-27
82,128,0,82,3.6399492321576e-06,3.5669445401833e-06,6.4564688016806e-27,-7.0173817132174e-28
83,128,0,83,3.6399466831234e-06,3.5669453902711e-06,3.4037046167545e-27,-2.6689150433833e-27
84,128,0,84,3.6399523921764e-06,3.5669385308316e-06,-2.695618662259e-27,8.9809109188362e-27
85,128,0,85,3.6399547195271e-06,3.5669420120927e-06,5.7520995857766e-28,-2.5188338365729e-27
86,128,0,86,3.6399360346651e-06,3.5669356259995e-06,8.8567819238447e-27,6.2183375997548e-27
87,128,0,87,3.6399461744931e-06,3.566946339624e-06,-8.7551910367883e-27,-9.5514759400547e-27
88,128,0,88,3.6399428887046e-06,3.5669319458435e-06,6.9362308895487e-27,5.0146694866659e-27
89,128,0,89,3.639946951407e-06,3.566941062399e-06,-8.0563215548831e-27,-1.697559908063e-28
90,128,0,90,3.6399393724382e-06,3.5669407649341e-06,1.0746705902453e-27,2.2388169603845e-27
91,128,0,91,3.6399469371914e-06,3.5669403051535e-06,-2.4950583632679e-28,-7.0605017683293e-27
92,128,0,92,3.6399492419397e-06,3.5669479676669e-06,-3.5656200215676e-27,-2.8105032176971e-27
93,128,0,93,3.6399446356171e-06,3.5669455207807e-06,2.3529042700955e-27,7.5169071970626e-27
94,128,0,94,3.6399382527007e-06,3.5669296837795e-06,9.5345543327335e-27,5.19079307227e-27
95,128,0,95,3.6399374729321e-06,3.5669350831389e-06,-2.8681895395313e-27,-1.9425390559535e-27
96,128,0,96,3.6399523359107e-06,3.5669442751944e-06,-1.1392739525281e-26,-7.7657119605773e-27
97,128,0,97,3.639951643054e-06,3.5669328033722e-06,-7.379339054669e-28,4.6679899586816e-27
98,128,0,98,3.6399479095689e-06,3.5669307618923e-06,1.0694165926383e-26,3.9836217840654e-27
99,128,0,99,3.6399555212464e-06,3.5669443499599e-06,-3.3576118426041e-27,-5.6480695325116e-27
100,128,0,100,3.6399552013918e-06,3.5669478982188e-06,-4.1210480663868e-27,-1.134653526296e-27
101,128,0,101,3.6399490422412e-06,3.5669331331206e-06,7.2765110791696e-28,5.4821725408567e-27
102,128,0,102,3.639951203919e-06,3.5669402191151e-06,1.880964323337e-27,-7.2199092882095e-27
103,128,0,103,3.6399380873883e-06,3.5669455236918e-06,6.1239938660852e-27,-2.0254230663686e-27
104,128,0,104,3.6399475223361e-06,3.5669408860869e-06,-4.2842582629156e-27,2.0484356034396e-27
105,128,0,105,3.6399395525061e-06,3.5669406638387e-06,8.0596745234757e-27,-1.6696341448935e-27
106,128,0,106,3.6399386248297e-06,3.5669455681181e-06,-1.7000700398567e-27,1.2609081156873e-27
107,128,0,107,3.639939506299e-06,3.566947990343e-06,-4.9619050554418e-29,-3.2045560584709e-27
108,128,0,108,3.639941185131e-06,3.5669288434224e-06,-8.6128459222809e-27,7.4325718984481e-27
109,128,0,109,3.639951521936e-06,3.5669374770241e-06,1.679932047582e-28,-1.6094084836109e-27
110,128,0,110,3.6399427128013e-06,3.5669459068996e-06,3.9427081743422e-27,-5.2392432890374e-27
111,128,0,111,3.63993586683e-06,3.5669315672362e-06,1.896961334004e-27,6.1885172234644e-27
112,128,0,112,3.6399493391337e-06,3.5669423524187e-06,-1.0516547499946e-26,7.2478804168755e-28
113,128,0,113,3.6399481009243e-06,3.5669427632197e-06,3.1589618370078e-27,1.1274847033927e-27
114,128,0,114,3.6399539987385e-06,3.5669383437875e-06,1.6112438661e-27,2.0580062787385e-27
115,128,0,115,3.639945484144e-06,3.566929096065e-06,1.041934786584e-27,-4.7301203265415e-28
116,128,0,116,3.6399541324278e-06,3.5669433526287e-06,-3.8172925625619e-27,-8.8057043186599e-28
117,128,0,117,3.6399526338205e-06,3.5669406822441e-06,6.2153441757371e-28,-5.7371298947316e-27
118,128,0,118,3.6399486865277e-06,3.5669309713358e-06,4.6161256884289e-27,5.6433963121929e-27
119,128,0,119,3.6399479302352e-06,3.5669348441758e-06,-1.512630385933e-27,-3.2685321387044e-28
120,128,0,120,3.6399499789907e-06,3.5669451343745e-06,8.9217979407853e-28,-9.8264658839124e-27
121,128,0,121,3.6399503654978e-06,3.5669308694366e-06,-1.4376760228432e-27,1.1096908059888e-26
122,128,0,122,3.6399450875355e-06,3.5669430247583e-06,-2.8818115321241e-27,-5.1845842644919e-27
123,128,0,123,3.6399504661969e-06,3.5669464976281e-06,-2.5509123720486e-27,-6.3977132155764e-27
124,128,0,124,3.6399471278746e-06,3.5669475464022e-06,8.8437956106853e-27,4.6278065152347e-27
125,128,0,125,3.6399487667848e-06,3.5669378007947e-06,-6.3285852903753e-27,5.3783987174405e-27
126,128,0,126,3.6399411810643e-06,3.5669321136297e-06,1.0085276476797e-26,-1.2069198564268e-27
127,128,0,127,3.6399458898287e-06,3.5669298734363e-06,-6.7822320696481e-27,5.9637388179022e-27
128,128,0,128,3.6399405255485e-06,3.5669401732608e-06,5.4541855352993e-27,-9.5694479114292e-27
129,128,0,129,3.6399549993259e-06,3.566930548766e-06,-7.4452062410952e-27,1.0165811143236e-26
130,128,0,130,3.639938699207e-06,3.5669419947635e-06,8.4507128742049e-27,-4.9494422774123e-27
131,128,0,131,3.6399556547243e-06,3.5669477033988e-06,-8.2137845149683e-27,-7.8500618481696e-27
132,128,0,132,3.6399417836678e-06,3.5669459467101e-06,3.4149281524949e-27,1.0821448374004e-27
133,128,0,133,3.6399407436669e-06,3.5669430908854e-06,3.8878231899408e-27,-9.07566929218e-28
134,128,0,134,3.6399373586356e-06,3.5669417279138e-06,-4.7407027735374e-27,6.9924954401112e-27
135,128,0,135,3.6399484599144e-06,3.566941711878e-06,-9.7039628698307e-28,8.3302973281936e-28
136,128,0,136,3.6399414248057e-06,3.5669477191507e-06,3.0944654753097e-27,-3.6771302138961e-27
137,128,0,137,3.63995034351e-06,3.5669468548088e-06,-2.2235991796361e-27,-1.2653983582017e-27
138,128,0,138,3.6399476950661e-06,3.5669461093944e-06,-4.4032814456861e-27,-4.5054598096484e-27
139,128,0,139,3.6399418444441e-06,3.5669299063701e-06,9.6421389886137e-27,1.2731697156997e-26
140,128,0,140,3.639936363771e-06,3.5669293844693e-06,7.7781758930068e-28,3.8934721397517e-27
141,128,0,141,3.6399486817215e-06,3.5669448467982e-06,-1.11805332839e-26,-1.1548248001204e-26
142,128,0,142,3.6399365680435e-06,3.5669302774444e-06,1.000619179508e-26,3.2257569382868e-27
143,128,0,143,3.639951544102e-06,3.5669314590652e-06,-7.6481268374691e-27,1.860781778294e-27
144,128,0,144,3.6399501456401e-06,3.56693043339e-06,5.2524420813116e-27,3.2131063526712e-27
145,128,0,145,3.6399479146675e-06,3.5669429829192e-06,1.5652232503159e-27,-1.0008407616276e-26
146,128,0,146,3.6399416297709e-06,3.5669369644174e-06,-2.79860627377e-27,6.2408473310273e-27
147,128,0,147,3.6399444449883e-06,3.5669449963043e-06,3.0912857859941e-27,-5.0382299599802e-27
148,128,0,148,3.6399405819846e-06,3.5669466962776e-06,-4.2390272392276e-27,-1.5659654342427e-27
149,128,0,149,3.6399461729596e-06,3.5669435828045e-06,3.5041482818047e-27,1.1914964191493e-27
150,128,0,150,3.639951438226e-06,3.5669347823491e-06,-2.0097891510387e-27,9.3268206794775e-27
151,128,0,151,3.6399506515762e-06,3.5669436741641e-06,-2.8922425236468e-27,-4.0056767341371e-27
152,128,0,152,3.6399371862322e-06,3.566947329008e-06,7.1065392353574e-27,-1.0266340314886e-26
153,128,0,153,3.6399373084088e-06,3.5669475830208e-06,-2.1939496163805e-27,5.8101250257216e-27
154,128,0,154,3.6399473398662e-06,3.5669453556731e-06,-7.4455028472047e-27,-1.9361384793867e-27
155,128,0,155,3.6399505798926e-06,3.5669344582438e-06,4.5648170738542e-27,2.2094288019255e-27
156,128,0,156,3.6399532316621e-06,3.5669443260558e-06,-7.0999576987777e-27,1.1782924177284e-27
157,128,0,157,3.6399431969723e-06,3.5669456173381e-06,7.9778534639705e-27,1.6882390251625e-28
158,128,0,158,3.6399402943792e-06,3.5669436386794e-06,4.3140395126365e-27,-5.2885490791205e-27
159,128,0,159,3.6399530410186e-06,3.566932331626e-06,-1.3137966459361e-26,1.3293011298724e-26
160,128,0,160,3.639940053472e-06,3.5669462882415e-06,1.2078602984576e-26,-1.2606401497629e-26
161,128,0,161,3.6399374281838e-06,3.5669432530007e-06,4.3152469799669e-27,-1.6879921844092e-27
162,128,0,162,3.6399437812689e-06,3.5669339803003e-06,-4.9885460114554e-27,8.1208649026634e-27
163,128,0,163,3.639943570421e-06,3.5669379636136e-06,-6.972833404967e-27,1.9911008901169e-27
164,128,0,164,3.6399474214191e-06,3.5669395038759e-06,1.409183174239e-27,-2.2219383361208e-27
165,128,0,165,3.6399407139674e-06,3.5669376171623e-06,2.1758982310615e-27,-4.1005902950342e-27
166,128,0,166,3.6399384603869e-06,3.5669329502062e-06,5.8685554158663e-27,2.6561407282769e-27
167,128,0,167,3.6399481260836e-06,3.5669360057814e-06,-3.4124760398112e-27,-2.4511741011079e-27
168,128,0,168,3.639955696371e-06,3.5669343972874e-06,-6.6251592888844e-27,6.051533442219e-27
169,128,0,169,3.6399498312738e-06,3.5669437901436e-06,5.7888624440554e-27,-2.9231641780821e-27
170,128,0,170,3.6399480834581e-06,3.5669462348721e-06,-2.6845155388695e-27,-8.0319676529957e-27
171,128,0,171,3.6399408426914e-06,3.5669359927043e-06,6.0919349293637e-27,1.0983314734392e-26
172,128,0,172,3.6399410746232e-06,3.5669289192977e-06,-6.9980929568109e-27,2.539256540391e-27
173,128,0,173,3.6399522560636e-06,3.5669317766418e-06,-5.7169031502389e-28,1.8779270882342e-27
174,128,0,174,3.639947144264e-06,3.5669415422034e-06,-6.3237732550679e-28,-9.2716888418291e-27
175,128,0,175,3.6399401565438e-06,3.5669348502642e-06,7.5408455245219e-28,2.608580690674e-27
176,128,0,176,3.6399533041423e-06,3.5669350809961e-06,3.0446535011431e-27,-3.3525431449847e-27
177,128,0,177,3.6399519556589e-06,3.5669386903809e-06,-5.4045190267594e-27,2.5529287346149e-27
178,128,0,178,3.6399381629562e-06,3.5669326245142e-06,9.6790863881607e-27,-1.569776514358e-27
179,128,0,179,3.6399409852516e-06,3.5669299115521e-06,-1.2401087681343e-27,7.602486007224e-27
180,128,0,180,3.6399441575452e-06,3.5669406583154e-06,-4.8673352107739e-27,-3.7709524894135e-27
181,128,0,181,3.6399544976725e-06,3.5669363151581e-06,-2.9899923009935e-27,-1.5262516427188e-27
182,128,0,182,3.6399460925371e-06,3.5669360571795e-06,6.3411308484583e-27,-1.1487102060329e-27
183,128,0,183,3.639954369258e-06,3.5669457753374e-06,-6.0161793759144e-27,6.2336244342289e-28
184,128,0,184,3.6399442012198e-06,3.5669468132145e-06,3.9763176020149e-27,-5.8502934930966e-27
185,128,0,185,3.6399490436261e-06,3.5669399517344e-06,6.3641593238306e-28,2.3079746570997e-27
186,128,0,186,3.6399507864802e-06,3.5669414571738e-06,-1.6357335040643e-27,4.9177925249435e-27
187,128,0,187,3.6399557239603e-06,3.5669460905133e-06,-1.8026035586457e-27,-7.2327623534513e-27
188,128,0,188,3.6399507218908e-06,3.5669479059303e-06,-3.5998099356892e-28,-2.0077377293552e-27
189,128,0,189,3.639942428573e-06,3.5669372780506e-06,6.6185779676098e-27,1.1786656676723e-26
190,128,0,190,3.6399454290929e-06,3.5669418845838e-06,-3.9011323946008e-27,-4.1751744717447e-27
191,128,0,191,3.6399555135684e-06,3.5669448246344e-06,-5.9772472186651e-27,-6.9634209738985e-27
192,128,0,192,3.6399389442756e-06,3.5669466572382e-06,1.2069348716158e-26,5.7614945153445e-27
193,128,0,193,3.639945613999e-06,3.5669287618283e-06,-5.2485230786639e-27,9.8558042354047e-27
194,128,0,194,3.6399452697527e-06,3.5669438858928e-06,-5.4128370953893e-27,-6.9034513019073e-27
195,128,0,195,3.6399464165412e-06,3.5669400598115e-06,8.9193948416631e-27,-9.1306742305816e-28
196,128,0,196,3.6399391578959e-06,3.5669407202276e-06,9.6053234664321e-28,-1.1850445745899e-27
197,128,0,197,3.6399409780319e-06,3.5669469777048e-06,8.4538542936719e-28,-4.8110541794914e-27
198,128,0,198,3.6399427800719e-06,3.5669289927794e-06,-7.8235291832537e-27,1.1149466319269e-26
199,128,0,199,3.6399427854525e-06,3.5669424973698e-06,-9.5348290657523e-29,-5.4541709104285e-27
200,128,0,200,3.6399365120316e-06,3.5669383406751e-06,1.0190664113336e-26,-4.0938865882984e-27
201,128,0,201,3.6399401096841e-06,3.5669384960938e-06,-4.8072514649911e-27,7.7934738838578e-27
202,128,0,202,3.6399494821355e-06,3.5669368768077e-06,-4.7432200924585e-27,1.8721968613769e-28
203,128,0,203,3.6399517255343e-06,3.5669355012282e-06,-3.3765921695388e-27,9.6047454659719e-28
204,128,0,204,3.6399422207212e-06,3.566947680009e-06,8.7399035614808e-27,-1.0653043200055e-26
205,128,0,205,3.6399529145943e-06,3.5669359792902e-06,-9.3004579858044e-27,4.0044757801725e-27
206,128,0,206,3.6399386625615e-06,3.5669339079139e-06,1.1031358721146e-26,-4.5285549475196e-29
207,128,0,207,3.6399458840036e-06,3.5669389529062e-06,-5.6584227805976e-27,-2.231797411474e-28
208,128,0,208,3.639948388608e-06,3.5669356720813e-06,-1.6583269596732e-27,1.5380176024768e-27
209,128,0,209,3.6399407122854e-06,3.5669307010942e-06,2.9045705383638e-28,7.9916874705511e-28
210,128,0,210,3.6399459827228e-06,3.5669294946895e-06,1.5524728896718e-27,5.3584944532668e-27
211,128,0,211,3.6399441768376e-06,3.5669435530875e-06,3.789464135866e-27,-6.3336096081799e-27
212,128,0,212,3.6399415394165e-06,3.566940162994e-06,-5.0725792386921e-27,-2.70762517678e-27
213,128,0,213,3.6399413254257e-06,3.5669420334834e-06,6.88849599147e-28,-1.6437532080384e-27
214,128,0,214,3.639943608399e-06,3.5669297331834e-06,4.7245020360411e-27,9.4734141876817e-27
215,128,0,215,3.6399436834941e-06,3.5669386135437e-06,-8.0429344481794e-27,-3.5744691860494e-27
216,128,0,216,3.6399406478704e-06,3.5669393089704e-06,6.8966315559988e-27,-3.9546176505983e-27
217,128,0,217,3.6399371217457e-06,3.5669391971548e-06,3.1259922788287e-27,4.8767666596379e-27
218,128,0,218,3.6399544315151e-06,3.5669427396682e-06,-1.0642468054059e-26,-1.0845065829977e-27
219,128,0,219,3.6399502553735e-06,3.5669361108255e-06,-2.8049809321344e-27,-1.3301699950727e-27
220,128,0,220,3.6399416553823e-06,3.5669350297017e-06,4.8046957602838e-27,6.1356562607659e-27
221,128,0,221,3.639950150565e-06,3.5669400140084e-06,-2.7177282201743e-27,-2.2929200500487e-27
222,128,0,222,3.6399492111974e-06,3.5669323474638e-06,1.0407367922054e-27,-2.4845370504515e-27
223,128,0,223,3.6399423673641e-06,3.56692904486e-06,1.6389831440606e-27,2.3076060282551e-27
224,128,0,224,3.6399388514492e-06,3.5669340422146e-06,9.3261360646214e-27,-3.3345541748765e-27
225,128,0,225,3.6399375302568e-06,3.5669475423822e-06,-3.9848054271118e-27,-6.0046377230276e-28
226,128,0,226,3.6399437598391e-06,3.5669413028458e-06,-3.7239504103065e-27,1.498222230404e-27
227,128,0,227,3.6399449797137e-06,3.5669413501922e-06,3.022929280962e-27,-5.4531127100499e-27
228,128,0,228,3.6399545979298e-06,3.5669403737895e-06,-6.1624877051719e-27,2.190640291531e-27
229,128,0,229,3.639942096707e-06,3.5669381945507e-06,4.3442846379922e-27,7.7385721952255e-28
230,128,0,230,3.6399381101248e-06,3.5669297763768e-06,-1.7519907902663e-27,8.1218370334831e-27
231,128,0,231,3.6399367256136e-06,3.5669409641852e-06,3.6721465799838e-27,-8.994826599457e-27
232,128,0,232,3.6399493709729e-06,3.5669374227924e-06,-4.0626257706479e-27,4.2141544945082e-27
233,128,0,233,3.6399362568061e-06,3.5669340467477e-06,8.0944726098475e-27,-8.4266012537042e-29
234,128,0,234,3.6399383154744e-06,3.5669446291641e-06,-2.4627129371338e-27,-9.0067458368148e-27
235,128,0,235,3.6399513764135e-06,3.5669424895966e-06,-9.8987021945074e-27,4.0237174916809e-27
236,128,0,236,3.6399545014053e-06,3.566947038413e-06,2.3518156900862e-27,2.6673303552768e-27
237,128,0,237,3.6399405215072e-06,3.5669465066731e-06,1.5178150521567e-27,-4.9604206752004e-28
238,128,0,238,3.6399492340554e-06,3.5669378747648e-06,-2.8099422494813e-27,-3.2580680302581e-27
239,128,0,239,3.6399545917576e-06,3.5669384875585e-06,-3.9732485131264e-27,2.0366999347445e-28
240,128,0,240,3.6399547685497e-06,3.5669344273872e-06,1.9997950514339e-27,1.0715279208858e-26
241,128,0,241,3.6399408947087e-06,3.5669323061369e-06,5.6071396890843e-27,1.0914956388281e-27
242,128,0,242,3.6399514025754e-06,3.5669299282232e-06,-2.3902413044277e-27,-7.3500286468995e-27
243,128,0,243,3.6399391001642e-06,3.5669461943398e-06,1.1486423136317e-26,-8.6733217083166e-27
244,128,0,244,3.6399403697331e-06,3.5669449534278e-06,-6.0493081350477e-27,9.7485669971288e-27
245,128,0,245,3.6399443827069e-06,3.5669340470943e-06,-3.4085224252796e-27,4.3084009495672e-27
246,128,0,246,3.639950623792e-06,3.5669290570254e-06,-1.0027551858115e-27,1.2816827096554e-27
247,128,0,247,3.6399398140743e-06,3.5669327485418e-06,8.1316140576547e-28,-5.5095089408308e-27
248,128,0,248,3.6399397131896e-06,3.5669442946423e-06,6.9117726896888e-27,-9.0235573942803e-28
249,128,0,249,3.6399401819268e-06,3.5669327321314e-06,-4.5936009247038e-28,-2.3680665731505e-27
250,128,0,250,3.639949720913e-06,3.5669340554427e-06,-8.9206115120064e-27,5.4976871727718e-27
251,128,0,251,3.6399401430036e-06,3.5669442930873e-06,9.4689919197202e-27,-2.9960154403672e-27
252,128,0,252,3.6399364129853e-06,3.5669471720831e-06,-3.9843337279102e-27,-8.5284606634397e-28
253,128,0,253,3.6399469849143e-06,3.5669476804885e-06,-2.1423888587851e-27,-5.4595121773211e-27
254,128,0,254,3.6399455999637e-06,3.5669349246762e-06,4.0271070164685e-28,8.6854958688691e-27
255,128,0,255,3.6399495252376e-06,3.5669398083142e-06,-4.0490298778401e-27,-8.0239648126005e-27
256,128,0,256,3.6399417428115e-06,3.5669362219e-06,5.7471318107564e-27,8.0055776975672e-27
