x,y,z,id,cv,ci,jvx,jix,jvy,jiy
0,16,0,0,3.7e-11,0,-1.2447959964489e-12,-1.1734558983188e-11,1.1423082469296e-20,-9.7410100418988e-16
1,16,0,1,4.6234798075735e-09,1.1370295481217e-11,-6.2270256397877e-13,-1.1007993733812e-11,8.7873709227142e-20,-6.8112793291996e-15
2,16,0,2,6.2470375902569e-09,2.1805096400945e-11,-1.1723952099395e-13,-9.765489536187e-12,4.8515936013921e-19,-3.2705976022504e-14
3,16,0,3,6.6779708392881e-09,3.1374513344911e-11,-1.6142525321246e-14,-8.7319089262843e-12,1.6379112884124e-18,-1.0690055096591e-13
4,16,0,4,6.7586823024636e-09,4.0121127324193e-11,-1.6142525321246e-14,-8.7319089262843e-12,1.6379112884124e-18,-1.0690055096591e-13
5,16,0,5,6.7652814431245e-09,4.8111413545328e-11,-1.3200476241911e-15,-7.9761081974828e-12,2.090089448214e-18,-1.3578362761527e-13
6,16,0,6,6.7643897173376e-09,5.5402199596979e-11,1.7813640897671e-16,-7.2772248263396e-12,2.5183298597742e-18,-1.6352287657836e-13
7,16,0,7,6.7638104463573e-09,6.2047852222712e-11,1.1565606926736e-16,-6.6327760644106e-12,2.9252050648172e-18,-1.8996066321268e-13
8,16,0,8,6.7633570421951e-09,6.8100009277757e-11,9.0493965708002e-17,-6.0400113675302e-12,3.3101985901423e-18,-2.1498291204951e-13
9,16,0,9,6.7629323401454e-09,7.3607394588915e-11,8.4765216982413e-17,-5.4959965726019e-12,3.6722582739735e-18,-2.3851733812016e-13
10,16,0,10,6.7625467151271e-09,7.8615711881989e-11,7.6961606363849e-17,-4.9976938419775e-12,4.0108485367784e-18,-2.6052952777348e-13
11,16,0,11,6.7621964041287e-09,8.3167608942043e-11,6.9910492374372e-17,-4.5420323752149e-12,4.3259531284493e-18,-2.8101766370918e-13
12,16,0,12,6.7618781464582e-09,8.7302700941267e-11,6.3511229983677e-17,-4.1259677124037e-12,4.617964557002e-18,-3.0000663536856e-13
13,16,0,13,6.7615891734769e-09,9.1057641226942e-11,5.7665271249002e-17,-3.7465290715824e-12,4.8875936887993e-18,-3.1754213628201e-13
14,16,0,14,6.7613268698686e-09,9.4466228235702e-11,5.2341854610563e-17,-3.4008551849687e-12,5.1357857490828e-18,-3.3368517416598e-13
15,16,0,15,6.7610888412908e-09,9.7559538253676e-11,4.7496722187784e-17,-3.0862197678393e-12,5.3636461715178e-18,-3.4850724809198e-13
16,16,0,16,6.7608728910228e-09,1.0036607516847e-10,4.3090314608597e-17,-2.8000481082196e-12,5.5723785337982e-18,-3.6208630480293e-13
17,16,0,17,6.7606770086837e-09,1.0291192991255e-10,3.9085350732758e-17,-2.5399263725701e-12,5.763234613546e-18,-3.7450348288544e-13
18,16,0,18,6.7604993575418e-09,1.0522094380853e-10,3.5447104413826e-17,-2.3036051625034e-12,5.9374756691652e-18,-3.8584058786839e-13
19,16,0,19,6.7603382618624e-09,1.0731487139358e-10,3.2143391996138e-17,-2.0889986998834e-12,6.0963435249066e-18,-3.9617820651565e-13
20,16,0,20,6.7601921945931e-09,1.0921353947336e-10,2.9144501262519e-17,-1.8941808155e-12,6.2410399884731e-18,-4.0559435596786e-13
21,16,0,21,6.7600597655217e-09,1.1093500012389e-10,2.6423093522134e-17,-1.7173787057985e-12,6.3727133511226e-18,-4.1416356497974e-13
22,16,0,22,6.7599397100611e-09,1.1249567613255e-10,2.3954076690294e-17,-1.5569652243675e-12,6.4924495499563e-18,-4.2195629399602e-13
23,16,0,23,6.7598308785838e-09,1.1391049796887e-10,2.1714496357885e-17,-1.4114503009158e-12,6.6012640767065e-18,-4.290386136922e-13
24,16,0,24,6.7597322264299e-09,1.1519303182911e-10,1.9683402306839e-17,-1.2794719342716e-12,6.7000916581317e-18,-4.3547207506443e-13
25,16,0,25,6.7596428048251e-09,1.163555986275e-10,1.7841622596249e-17,-1.159787087027e-12,6.7898184972934e-18,-4.4131371239364e-13
26,16,0,26,6.7595617532771e-09,1.1740938408477e-10,1.61715761086e-17,-1.0512627351816e-12,6.871250339008e-18,-4.4661614584934e-13
27,16,0,27,6.7594882910626e-09,1.1836453880201e-10,1.4657394439593e-17,-9.5286615303697e-13,6.945032284571e-18,-4.5142743213882e-13
28,16,0,28,6.7594217075879e-09,1.192302723529e-10,1.3284675491272e-17,-8.6365710111674e-13,7.0121002037803e-18,-4.5579244611296e-13
29,16,0,29,6.7593613628069e-09,1.2001494439565e-10,1.2040046389728e-17,-7.8278874232017e-13,7.0730294598024e-18,-4.5975219632216e-13
30,16,0,30,6.7593066711794e-09,1.2072613398209e-10,1.0912091625134e-17,-7.0948170144424e-13,7.1281731318279e-18,-4.6334338174975e-13
31,16,0,31,6.7592571033724e-09,1.2137071438708e-10,9.8897872867925e-18,-6.4303176897853e-13,7.1781811127615e-18,-4.6659990275478e-13
32,16,0,32,6.7592121796588e-09,1.2195491809352e-10,8.963179827592e-18,-5.8279959962071e-13,7.2235181297424e-18,-4.6955264558529e-13
33,16,0,33,6.7591714655238e-09,1.2248439599079e-10,8.1232672553519e-18,-5.2820492761591e-13,7.2646407739265e-18,-4.7222972205976e-13
34,16,0,34,6.759134566961e-09,1.2296427124441e-10,7.3619817894096e-18,-4.7872124538581e-13,7.3019312779269e-18,-4.746566999447e-13
35,16,0,35,6.7591011265991e-09,1.2339918827981e-10,6.6720045880658e-18,-4.3387092497419e-13,7.3357298517307e-18,-4.76856818598e-13
36,16,0,36,6.7590708204551e-09,1.2379335729651e-10,6.0466673427326e-18,-3.93220755673e-13,7.3663591162494e-18,-4.7885119005201e-13
37,16,0,37,6.7590433548872e-09,1.2415059470044e-10,5.4799164284636e-18,-3.5637786947806e-13,7.3941177250846e-18,-4.8065898553632e-13
38,16,0,38,6.7590184637517e-09,1.2447435981405e-10,4.966266003268e-18,-3.22986025842e-13,7.4192759756626e-18,-4.8229760775952e-13
39,16,0,39,6.7589959058197e-09,1.2476778819584e-10,4.5007455336751e-18,-2.9272222783724e-13,7.4420779333822e-18,-4.837828494777e-13
40,16,0,40,6.7589754624452e-09,1.250337218744e-10,4.0788495083361e-18,-2.652936429668e-13,7.4627441755181e-18,-4.851290390242e-13
41,16,0,41,6.7589569354578e-09,1.2527473677661e-10,3.6964926195592e-18,-2.4043480326647e-13,7.4814744243432e-18,-4.8634917356159e-13
42,16,0,42,6.7589401452497e-09,1.2549316760587e-10,3.3499711243581e-18,-2.179050609012e-13,7.4984497806199e-18,-4.8745504086144e-13
43,16,0,43,6.7589249290396e-09,1.2569113040416e-10,3.0359278109967e-18,-1.974862770796e-13,7.5138344769331e-18,-4.8845733042864e-13
44,16,0,44,6.7589111392974e-09,1.2587054301103e-10,2.7513197035822e-18,-1.7898072373586e-13,7.5277774214476e-18,-4.8936573477606e-13
45,16,0,45,6.7588986423166e-09,1.2603314361376e-10,2.4933887001734e-18,-1.6220917901747e-13,7.5404136164706e-18,-4.9018904162905e-13
46,16,0,46,6.75888731692e-09,1.2618050756537e-10,2.2596349630417e-18,-1.4700919914078e-13,7.5518654487091e-18,-4.9093521780399e-13
47,16,0,47,6.7588770532859e-09,1.2631406263119e-10,2.0477927786249e-18,-1.3323355062263e-13,7.5622438611777e-18,-4.9161148546348e-13
48,16,0,48,6.758867751885e-09,1.2643510281019e-10,1.8558086623877e-18,-1.207487882515e-13,7.5716494192695e-18,-4.9222439140981e-13
49,16,0,49,6.7588593225158e-09,1.2654480086349e-10,1.6818215027231e-18,-1.0943396542183e-13,7.5801732761992e-18,-4.9277987003578e-13
50,16,0,50,6.7588516834308e-09,1.2664421967071e-10,1.5241445579245e-18,-9.9179464619879e-14,7.5878980543233e-18,-4.9328330051857e-13
51,16,0,51,6.7588447605444e-09,1.2673432252332e-10,1.3812491175284e-18,-8.9885936916665e-14,7.5948986461401e-18,-4.9373955881901e-13
52,16,0,52,6.7588384867151e-09,1.2681598245416e-10,1.2517497669397e-18,-8.1463340299801e-14,7.6012429032489e-18,-4.9415306505417e-13
53,16,0,53,6.7588328010926e-09,1.2688999069303e-10,1.1343911671827e-18,-7.3830067584742e-14,7.6069923400937e-18,-4.9452782688073e-13
54,16,0,54,6.7588276485411e-09,1.2695706433016e-10,1.028032794722e-18,-6.6912155605629e-14,7.6122031758189e-18,-4.9486747969262e-13
55,16,0,55,6.7588229791059e-09,1.2701785326284e-10,9.3164053891994e-19,-6.0642568737278e-14,7.6169271669293e-18,-4.9517532515923e-13
56,16,0,56,6.7588187472781e-09,1.2707294649522e-10,8.4431179815927e-19,-5.4960554701552e-14,7.6212274231904e-18,-4.9545436677967e-13
57,16,0,57,6.758814911772e-09,1.2712287785498e-10,7.651994712917e-19,-4.9811067310233e-14,7.6251829516624e-18,-4.9570733690411e-13
58,16,0,58,6.7588114353987e-09,1.2716812158217e-10,6.935847294934e-19,-4.5134808882128e-14,7.6287746295219e-18,-4.9593654765782e-13
59,16,0,59,6.7588082855741e-09,1.2720912482339e-10,6.284284352469e-19,-4.0904495201573e-14,7.6320010449162e-18,-4.9614421198848e-13
60,16,0,60,6.7588054329437e-09,1.2724628581498e-10,5.6921515812638e-19,-3.7071514357096e-14,7.6348484626147e-18,-4.9633243524458e-13
61,16,0,61,6.758802848672e-09,1.272799645465e-10,5.1567685951875e-19,-3.3597645708603e-14,7.637336847366e-18,-4.9650299827999e-13
62,16,0,62,6.7588005060696e-09,1.2731048730154e-10,4.6742352256579e-19,-3.0449271089486e-14,7.6396112737042e-18,-4.9665756803853e-13
63,16,0,63,6.7587983816107e-09,1.2733814980178e-10,4.2386412601672e-19,-2.7595905138902e-14,7.6417358963513e-18,-4.9679764709249e-13
64,16,0,64,6.7587964556756e-09,1.2736322006554e-10,3.8425597978218e-19,-2.500991155456e-14,7.6436945875187e-18,-4.9692459439822e-13
65,16,0,65,6.7587947104655e-09,1.2738594100023e-10,3.4819544333926e-19,-2.2666239897158e-14,7.6454721943538e-18,-4.9703964139629e-13
66,16,0,66,6.7587931292765e-09,1.2740653275316e-10,3.1546642594793e-19,-2.0542184925746e-14,7.6470901440396e-18,-4.9714390419297e-13
67,16,0,67,6.7587916966461e-09,1.2742519484292e-10,2.8582865153393e-19,-1.861716768714e-14,7.6485589630595e-18,-4.9723839426941e-13
68,16,0,68,6.7587903985165e-09,1.2744210809152e-10,2.5899829294308e-19,-1.6872536778309e-14,7.6498840212322e-18,-4.9732402816352e-13
69,16,0,69,6.758789222173e-09,1.2745743637589e-10,2.347040894043e-19,-1.5291388053465e-14,7.6510762482089e-18,-4.9740163630512e-13
70,16,0,70,6.75878815611e-09,1.2747132821546e-10,2.127028315575e-19,-1.3858401110354e-14,7.6521506240961e-18,-4.9747197107997e-13
71,16,0,71,6.7587871899617e-09,1.2748391821111e-10,1.9276734529029e-19,-1.2559691016106e-14,7.6531227140755e-18,-4.9753571417048e-13
72,16,0,72,6.7587863143869e-09,1.2749532834939e-10,1.7469487374529e-19,-1.1382673869437e-14,7.6540051191682e-18,-4.9759348322034e-13
73,16,0,73,6.7587855209181e-09,1.2750566918455e-10,1.5831243010924e-19,-1.0315944922525e-14,7.6548065212967e-18,-4.9764583787206e-13
74,16,0,74,6.758784801862e-09,1.2751504090978e-10,1.4346553476316e-19,-9.3491681012702e-15,7.655533543117e-18,-4.9769328523079e-13
75,16,0,75,6.75878415024e-09,1.275235343281e-10,1.3001114183342e-19,-8.4729758666849e-15,7.6561925041443e-18,-4.9773628480712e-13
76,16,0,76,6.7587835597284e-09,1.2753123173228e-10,1.1781843152742e-19,-7.6788784556314e-15,7.6567896469659e-18,-4.97775252989e-13
77,16,0,77,6.7587830245969e-09,1.2753820770228e-10,1.0676904221977e-19,-6.9591816261951e-15,7.6573307801681e-18,-4.9781056708961e-13
78,16,0,78,6.7587825396523e-09,1.2754452982794e-10,9.6755795539454e-20,-6.306912113245e-15,7.657821159884e-18,-4.9784256901321e-13
79,16,0,79,6.7587821001883e-09,1.2755025936403e-10,8.7681542018674e-20,-5.7157500734386e-15,7.6582655432604e-18,-4.978715685769e-13
