x,y,z,id,cv,ci,jvx,jix,jvy,jiy
128,0,0,0,3.7e-11,0,-1.1457376768093e-20,-1.2528324682796e-20,-1.2922237708267e-11,-1.4207390198123e-11
128,1,0,1,6.2608935190511e-08,1.3832670714032e-11,-6.9510038942495e-20,-7.9970825612159e-20,-1.2108488556935e-11,-1.3458157589392e-11
128,2,0,2,1.1983893377988e-07,2.6669054214597e-11,-1.1159135507835e-19,-1.2749632533989e-19,-1.1052978474237e-11,-1.2464331147836e-11
128,3,0,3,1.7190778583478e-07,3.8517711655226e-11,-1.8581621432455e-19,-1.7853165499646e-19,-1.003517381054e-11,-1.148079140498e-11
128,4,0,4,2.1901363022036e-07,4.9391267061432e-11,-2.3672295798201e-19,-2.3940552740429e-19,-9.0579629412315e-12,-1.0511125211348e-11
128,5,0,5,2.6136456672402e-07,5.9305203762791e-11,-1.2019520076618e-19,-3.0504077743377e-19,-8.1228220081916e-12,-9.5577748492179e-12
128,6,0,6,2.9917212771921e-07,6.8276815455172e-11,1.1147011289986e-19,-3.6489547285405e-19,-7.2299844541696e-12,-8.6221899833375e-12
128,7,0,7,3.326455741762e-07,7.6324303536669e-11,2.9426665741443e-19,-3.8043887187934e-19,-6.378602863e-12,-7.7049702449628e-12
128,8,0,8,3.6198696301312e-07,8.3466009646073e-11,3.8343132231865e-19,-3.7347537467719e-19,-5.5668983753947e-12,-6.8059958106013e-12
128,9,0,9,3.873869259001e-07,8.9719771088764e-11,2.7216507966129e-19,-3.7729709127885e-19,-4.7922986713617e-12,-5.9245455683816e-12
128,10,0,10,4.090210970831e-07,9.5102386110837e-11,9.9849276143741e-20,-3.9363978265159e-19,-4.0515627916507e-12,-5.0594020084317e-12
128,11,0,11,4.2704712546714e-07,9.9629176190238e-11,4.9421429032797e-20,-4.4035147317368e-19,-3.3408932931141e-12,-4.2089435965031e-12
128,12,0,12,4.4160221161704e-07,1.0331363329929e-10,8.4081069616333e-20,-5.408094631033e-19,-2.6560370385995e-12,-3.3712254357359e-12
128,13,0,13,4.5280111312954e-07,1.0616714111072e-10,5.3542053738776e-20,-6.6938997181023e-19,-1.9923744389088e-12,-2.5440493480167e-12
128,14,0,14,4.6073456594569e-07,1.0819876044222e-10,-1.0322859349615e-20,-7.2644650585753e-19,-1.345001771292e-12,-1.7250247913156e-12
128,15,0,15,4.6546816640183e-07,1.0941507082577e-10,6.8293958372333e-20,-6.4969723773074e-19,-7.0882650071469e-13,-9.1162231377514e-13
128,16,0,16,4.6704160498979e-07,1.0982006196274e-10,1.597459298715e-19,-6.0257340446845e-19,-7.8620010725372e-14,-1.0122154791686e-13
128,17,0,17,4.6546816745338e-07,1.0941507068288e-10,1.6385953479193e-19,-7.1787401311699e-19,5.5092148479586e-13,7.0884452505855e-13
128,18,0,18,4.6073456785121e-07,1.0819876023989e-10,2.9563428739898e-19,-6.7915067072662e-19,1.1851104230245e-12,1.5212483056931e-12
128,19,0,19,4.5280111467043e-07,1.061671407801e-10,6.8137876669934e-20,-6.875614884315e-19,1.9923745754696e-12,2.5440494650101e-12
128,20,0,20,4.4160221295238e-07,1.0331363283249e-10,6.1063928656543e-21,-3.1831387910151e-19,2.6560370111191e-12,3.3712256217278e-12
128,21,0,21,4.2704712718909e-07,9.9629175581679e-11,-6.0872859199466e-20,-2.4183407798395e-19,3.3408931836429e-12,4.2089436621713e-12
128,22,0,22,4.0902109915894e-07,9.5102385424961e-11,-1.1400365726653e-19,-1.5532098962644e-19,4.0515627985587e-12,5.0594020341211e-12
128,23,0,23,3.8738692801917e-07,8.9719770434603e-11,-1.8028990403189e-19,-1.7036728864651e-19,4.7922986908264e-12,5.9245454729041e-12
128,24,0,24,3.6198696533251e-07,8.3466009107344e-11,-2.1178662829918e-19,-2.067142186852e-19,5.5668982642406e-12,6.8059956947834e-12
128,25,0,25,3.3264557734738e-07,7.6324303094529e-11,-2.1462259519175e-19,-1.8072655613365e-19,6.3786025869769e-12,7.7049701819343e-12
128,26,0,26,2.9917213232839e-07,6.8276815046804e-11,-2.4239843077668e-19,-8.8791347328464e-20,7.2299841217335e-12,8.622189956863e-12
128,27,0,27,2.6136457277328e-07,5.9305203396447e-11,-2.9085107911095e-19,-4.2023783340937e-20,8.1228217901972e-12,9.557774763193e-12
128,28,0,28,2.1901363650408e-07,4.9391266806261e-11,-2.3848767171827e-19,-7.1077817347917e-20,9.0579631299484e-12,1.0511125093809e-11
128,29,0,29,1.7190779059417e-07,3.8517711538073e-11,-5.5284874320333e-20,-1.1443931652924e-19,1.0035174219994e-11,1.1480791290804e-11
128,30,0,30,1.1983893641387e-07,2.6669054204097e-11,1.0594739455629e-19,-1.1649342894123e-19,1.1052978844267e-11,1.2464331079394e-11
128,31,0,31,6.2608936226692e-08,1.3832670743017e-11,1.082169604432e-19,-6.7570015788719e-20,1.2108488808916e-11,1.3458157600203e-11
128,32,0,32,3.7e-11,0,1.8155527861086e-20,-1.0193031245103e-20,1.2922237925464e-11,1.4207390243318e-11
