x,Ci_Center,Cv_center,Fi,Fv,Di,Dv,Zi,Zv,rho,rho,ki,kv
0.0,2.1123242461196e-10,1.1662060532723e-06,3.9848610187812504e-05,3.9848352253987496e-05,1.0,0.000181,188648.16924302952,188780.22598963382,1.909859317102744e-12,1.909859317102744e-12,3.6029146368317524e-07,3.6054367349106376e-07
10.0,1.7670061906845e-13,0.0013941269788388,1.3005842504818999e-05,0.00052963381751355,1.0,0.000181,73603831.00741044,2098.9147562135445,1.909859317102744e-12,1.909859317102744e-12,0.00014057296242395867,4.008631902958873e-09
20.0,8.8518381318355e-14,0.002782959766034,1.0326446865648e-05,0.001042077607759575,1.0,0.000181,116658785.57481855,2068.781201858768,1.909859317102744e-12,1.909859317102744e-12,0.0002228018685519584,3.951081053416981e-09
30.0,5.8900249506995e-14,0.004182377741734,9.0073734996205e-06,0.001558891145891025,1.0,0.000181,152925897.17384446,2059.273168621187,1.909859317102744e-12,1.909859317102744e-12,0.000292066949543763,3.932922047550864e-09
40.0,4.4259196143663e-14,0.0055659186619312,8.17940896688625e-06,0.00207168169976805,1.0,0.000181,184806993.33843124,2056.400019932374,1.909859317102744e-12,1.909859317102744e-12,0.00035295535809314765,3.927434737758113e-09
50.0,3.5340363483344e-14,0.0069705872277874,7.582238322604e-06,0.002590709923225,1.0,0.000181,214548962.58148354,2053.38718607487,1.909859317102744e-12,1.909859317102744e-12,0.00040975833516097436,3.9216806489444764e-09
