bias,Ci_Center,Cv_center,Fi,Fv,Di,Dv,rho,Zi,Zv,ki,kv,Zi_scaled,Zv_scaled,ki_scaled,kv_scaled
0,7.2068479897824E-12,3.416157475393E-08,2.2492218388968E-05,2.23293289388655E-05,1,0.000181,1.5278874536822E-14,3120950.85408442,3611263.79900224,4.76846165351432E-08,5.51760465043222E-08,0.000312095085408,0.0003611263799,4768461653514.32,5517604650432.22
5,3.512987180881E-13,7.0130814885506E-07,1.54040428486012E-05,4.1300272389495E-05,1,0.000181,1.5278874536822E-14,43848844.4604519,325360.971303365,6.69960993095866E-07,4.97114945972265E-09,0.004384884446045,3.25360971303365E-05,66996099309586.6,497114945972.265
10,1.7605288740105E-13,1.399329255543E-06,1.27606959800253E-05,6.45426847401325E-05,1,0.000181,1.5278874536822E-14,72482173.785405,254828.816764357,1.10744603942333E-06,3.8934975197094E-09,0.007248217378541,2.54828816764357E-05,110744603942333,389349751970.939
20,9.3256311637367E-14,2.6416419802371E-06,1.0469858450756E-05,0.000109612679121,1,0.000181,1.5278874536822E-14,112269703.432715,229249.427743832,1.71535471303465E-06,3.50267324413624E-09,0.011226970343272,2.29249427743832E-05,171535471303465,350267324413.624
30,5.8704635381762E-14,4.1963872457362E-06,9.0660300822275E-06,0.000164442411314,1,0.000181,1.5278874536822E-14,154434654.491425,216500.898574574,2.35958771011193E-06,3.30789006643014E-09,0.015443465449143,2.16500898574574E-05,235958771011193,330789006643.014
40,4.4030453350969E-14,5.5949074829529E-06,8.25524175399475E-06,0.000215421662121,1,0.000181,1.5278874536822E-14,187489365.330668,212724.684451206,2.86462648987565E-06,3.25019376461502E-09,0.018748936533067,2.12724684451206E-05,286462648987565,325019376461.502
50,3.5224457111808E-14,6.9935972392443E-06,7.67209405192725E-06,0.000266632450116,1,0.000181,1.5278874536822E-14,217805884.91612,210636.587840631,3.32782878901488E-06,3.21828999848128E-09,0.021780588491612,2.10636587840631E-05,332782878901487,321828999848.128
