time,average_xi,average_xv,left_jix,left_jvx,right_jix,right_jvx,total_ci,total_cv
0,0,0,0,0,0,0,0,0
25.958682112,3.5744339284407e-10,2.7077210733581e-10,-9.1751799451293e-11,-1.9503145827985e-13,9.1752758755066e-11,1.8184172012279e-13,1.7872169642204e-08,1.353860536679e-08
186.68799962237,1.7923214900214e-09,1.7137711822657e-09,-2.4717766818163e-10,-1.0668895501203e-12,2.4717774265668e-10,1.0620990598467e-12,8.9616074501072e-08,8.5688559113283e-08
1181.8815689988,3.3704930558558e-09,1.0565854626475e-08,-4.0294130983814e-10,-3.7324217034632e-12,4.0294130960626e-10,3.7320707304347e-12,1.6852465279279e-07,5.2829273132375e-07
7343.8578398454,3.385675186022e-09,6.4066486940788e-08,-4.0443343343166e-10,-1.0702257208238e-11,4.0443343318244e-10,1.0702270361733e-11,1.692837593011e-07,3.2033243470394e-06
45497.190750011,3.3753140681426e-09,3.7458436238869e-07,-4.0339294794071e-10,-2.8179010572146e-11,4.0339294771342e-10,2.81790103144e-11,1.6876570340713e-07,1.8729218119434e-05
281732.57176583,3.3173265294108e-09,1.9615892456445e-06,-3.9781856441237e-10,-7.1229057361327e-11,3.9781856429824e-10,7.1229060164643e-11,1.6586632647054e-07,9.8079462282223e-05
1744439.784661,3.1414660781215e-09,6.7753523386779e-06,-3.8142543809414e-10,-1.6117141551938e-10,3.814254380937e-10,1.6117141553172e-10,1.5707330390608e-07,0.00033876761693389
10801137.310052,3.0765353962336e-09,8.681071839096e-06,-3.7539660323902e-10,-1.9564497146336e-10,3.7539660323901e-10,1.9564497146369e-10,1.5382676981168e-07,0.0004340535919548
66877821.244672,3.0766683936841e-09,8.677081422147e-06,-3.7540895663142e-10,-1.955726001414e-10,3.7540895663118e-10,1.9557260014163e-10,1.5383341968421e-07,0.00043385407110735
414089867.61007,3.0766680766443e-09,8.6770903607934e-06,-3.7540892802823e-10,-1.955727189113e-10,3.7540892802801e-10,1.9557271891159e-10,1.5383340383222e-07,0.00043385451803967
2563935341.3868,3.0766680267691e-09,8.6770917629573e-06,-3.7540892353431e-10,-1.9557273720728e-10,3.7540892353409e-10,1.9557273720757e-10,1.5383340133846e-07,0.00043385458814787
15875211863.902,3.0766680187517e-09,8.677091988239e-06,-3.7540892281208e-10,-1.9557274013708e-10,3.7540892281186e-10,1.9557274013739e-10,1.5383340093759e-07,0.00043385459941195
98295127536.995,3.0766680174572e-09,8.6770920246104e-06,-3.7540892269548e-10,-1.9557274060991e-10,3.7540892269525e-10,1.9557274061022e-10,1.5383340087286e-07,0.00043385460123052
608617521341.22,3.0766680172482e-09,8.6770920304843e-06,-3.7540892267664e-10,-1.9557274068627e-10,3.7540892267642e-10,1.9557274068658e-10,1.5383340086241e-07,0.00043385460152421
3768399274225.2,3.0766680172144e-09,8.6770920314329e-06,-3.754089226736e-10,-1.955727406986e-10,3.7540892267338e-10,1.9557274069891e-10,1.5383340086072e-07,0.00043385460157165
23332935040392,3.076668017209e-09,8.6770920315861e-06,-3.7540892267311e-10,-1.9557274070059e-10,3.7540892267289e-10,1.955727407009e-10,1.5383340086045e-07,0.00043385460157931
1.4447138373111e+14,3.0766680172081e-09,8.6770920316109e-06,-3.7540892267303e-10,-1.9557274070091e-10,3.7540892267281e-10,1.9557274070122e-10,1.538334008604e-07,0.00043385460158054
8.1766708833477e+14,3.0766680172079e-09,8.6770920316145e-06,-3.7540892267302e-10,-1.9557274070096e-10,3.754089226728e-10,1.9557274070127e-10,1.538334008604e-07,0.00043385460158072
1.8176670883348e+15,3.0766680172079e-09,8.6770920316145e-06,-3.7540892267302e-10,-1.9557274070096e-10,3.754089226728e-10,1.9557274070127e-10,1.538334008604e-07,0.00043385460158072
2.8176670883348e+15,3.0766680172079e-09,8.6770920316145e-06,-3.7540892267302e-10,-1.9557274070096e-10,3.754089226728e-10,1.9557274070127e-10,1.538334008604e-07,0.00043385460158072
3.8176670883348e+15,3.0766680172079e-09,8.6770920316145e-06,-3.7540892267302e-10,-1.9557274070096e-10,3.754089226728e-10,1.9557274070127e-10,1.538334008604e-07,0.00043385460158072
4.8176670883348e+15,3.0766680172079e-09,8.6770920316145e-06,-3.7540892267302e-10,-1.9557274070096e-10,3.754089226728e-10,1.9557274070127e-10,1.538334008604e-07,0.00043385460158072
5.8176670883348e+15,3.0766680172079e-09,8.6770920316145e-06,-3.7540892267302e-10,-1.9557274070096e-10,3.754089226728e-10,1.9557274070127e-10,1.538334008604e-07,0.00043385460158072
6.8176670883348e+15,3.0766680172079e-09,8.6770920316145e-06,-3.7540892267302e-10,-1.9557274070096e-10,3.754089226728e-10,1.9557274070127e-10,1.538334008604e-07,0.00043385460158072
7.8176670883348e+15,3.0766680172079e-09,8.6770920316145e-06,-3.7540892267302e-10,-1.9557274070096e-10,3.754089226728e-10,1.9557274070127e-10,1.538334008604e-07,0.00043385460158072
8.8176670883348e+15,3.0766680172079e-09,8.6770920316145e-06,-3.7540892267302e-10,-1.9557274070096e-10,3.754089226728e-10,1.9557274070127e-10,1.538334008604e-07,0.00043385460158072
9.8176670883348e+15,3.0766680172079e-09,8.6770920316145e-06,-3.7540892267302e-10,-1.9557274070096e-10,3.754089226728e-10,1.9557274070127e-10,1.538334008604e-07,0.00043385460158072
1.0817667088335e+16,3.0766680172079e-09,8.6770920316145e-06,-3.7540892267302e-10,-1.9557274070096e-10,3.754089226728e-10,1.9557274070127e-10,1.538334008604e-07,0.00043385460158072
1.1817667088335e+16,3.0766680172079e-09,8.6770920316145e-06,-3.7540892267302e-10,-1.9557274070096e-10,3.754089226728e-10,1.9557274070127e-10,1.538334008604e-07,0.00043385460158072
1.2817667088335e+16,3.0766680172079e-09,8.6770920316145e-06,-3.7540892267302e-10,-1.9557274070096e-10,3.754089226728e-10,1.9557274070127e-10,1.538334008604e-07,0.00043385460158072
1.3817667088335e+16,3.0766680172079e-09,8.6770920316145e-06,-3.7540892267302e-10,-1.9557274070096e-10,3.754089226728e-10,1.9557274070127e-10,1.538334008604e-07,0.00043385460158072
1.4817667088335e+16,3.0766680172079e-09,8.6770920316145e-06,-3.7540892267302e-10,-1.9557274070096e-10,3.754089226728e-10,1.9557274070127e-10,1.538334008604e-07,0.00043385460158072
1.5817667088335e+16,3.0766680172079e-09,8.6770920316145e-06,-3.7540892267302e-10,-1.9557274070096e-10,3.754089226728e-10,1.9557274070127e-10,1.538334008604e-07,0.00043385460158072
1.6817667088335e+16,3.0766680172079e-09,8.6770920316145e-06,-3.7540892267302e-10,-1.9557274070096e-10,3.754089226728e-10,1.9557274070127e-10,1.538334008604e-07,0.00043385460158072
1.7817667088335e+16,3.0766680172079e-09,8.6770920316145e-06,-3.7540892267302e-10,-1.9557274070096e-10,3.754089226728e-10,1.9557274070127e-10,1.538334008604e-07,0.00043385460158072
1.8817667088335e+16,3.0766680172079e-09,8.6770920316145e-06,-3.7540892267302e-10,-1.9557274070096e-10,3.754089226728e-10,1.9557274070127e-10,1.538334008604e-07,0.00043385460158072
1.9817667088335e+16,3.0766680172079e-09,8.6770920316145e-06,-3.7540892267302e-10,-1.9557274070096e-10,3.754089226728e-10,1.9557274070127e-10,1.538334008604e-07,0.00043385460158072
2.0817667088335e+16,3.0766680172079e-09,8.6770920316145e-06,-3.7540892267302e-10,-1.9557274070096e-10,3.754089226728e-10,1.9557274070127e-10,1.538334008604e-07,0.00043385460158072
2.1817667088335e+16,3.0766680172079e-09,8.6770920316145e-06,-3.7540892267302e-10,-1.9557274070096e-10,3.754089226728e-10,1.9557274070127e-10,1.538334008604e-07,0.00043385460158072
