time,average_xi,average_xv,center_xi,center_xs,center_xv
0,0,0,0,0,0
1,9.9990997253119e-07,9.9991996163172e-07,9.999093345295e-07,1,9.9991932362366e-07
2.2,2.1994706789045e-06,2.1995019598474e-06,2.1994701154722e-06,1,2.1995013964024e-06
3.64,3.6380174975465e-06,3.6380916600754e-06,3.6380170304456e-06,1,3.6380911929557e-06
5.368,5.3621271318955e-06,5.3622793509704e-06,5.3621268630431e-06,1,5.3622790820981e-06
7.4416,7.4265792724925e-06,7.4268640966332e-06,7.426579436481e-06,1,7.426864260622e-06
9.92992,9.8950999037022e-06,9.8956000506163e-06,9.895100981779e-06,1,9.8956011287899e-06
12.915904,1.28405913783e-05,1.2841430566634e-05,1.2840594038184e-05,1,1.2841433226924e-05
16.4990848,1.634430200084e-05,1.634566335155e-05,1.6344306461992e-05,1,1.6345667813824e-05
20.79890176,2.0493034612169e-05,2.0495186708058e-05,2.0493039813419e-05,1,2.0495191911695e-05
25.958682112,2.5373010111654e-05,2.5376343388119e-05,2.5373013297598e-05,1,2.5376346578296e-05
32.1504185344,3.1058463200274e-05,3.1063539828681e-05,3.1058459468087e-05,1,3.1063536103058e-05
39.58050224128,3.7592744869312e-05,3.7600365397683e-05,3.7592726485077e-05,1,3.7600347022457e-05
48.496602689536,4.4960347258997e-05,4.4971636480298e-05,4.4960303166769e-05,1,4.4971592398733e-05
59.195923227443,5.3051107206278e-05,5.306761932879e-05,5.3051023600089e-05,1,5.306753573236e-05
72.035107872932,6.1624259426423e-05,6.1648098043022e-05,6.1624122614379e-05,1,6.1647961234455e-05
87.442129447518,7.0289665337292e-05,7.0323607280824e-05,7.0289467768228e-05,1,7.0323409700102e-05
105.93055533702,7.853114566993e-05,7.8578752027906e-05,7.8530893927051e-05,1,7.8578500246781e-05
128.11666640443,8.5791020786235e-05,8.5856718018083e-05,8.5790740745175e-05,1,8.5856437901776e-05
154.73999968531,9.1606468231038e-05,9.1695592604299e-05,9.1606200770281e-05,1,9.1695325028327e-05
186.68799962237,9.5747114587598e-05,9.5865934295427e-05,9.5746900078761e-05,1,9.5865719642524e-05
225.02559954685,9.8282996099046e-05,9.8438748985671e-05,9.8282856153469e-05,1,9.8438608895233e-05
271.03071945622,9.9540667586271e-05,9.9741664353876e-05,9.9540597479398e-05,1,9.9741594143664e-05
326.23686334746,9.9968651600258e-05,0.00010022448510471,9.9968628501919e-05,1,0.00010022446199569
392.48423601695,9.9983367957133e-05,0.00010030524225324,9.9983366633732e-05,1,0.00010030524103817
471.98108322034,9.9867939753279e-05,0.00010026910389524,9.9867943599141e-05,1,0.00010026910787009
567.37729986441,9.9754555245483e-05,0.00010025081454556,9.9754557907426e-05,1,0.00010025081734725
681.8527598373,9.9670078453275e-05,0.00010028036704549,9.9670079281102e-05,1,0.00010028036801813
819.22331180476,9.9597858378139e-05,0.00010034488191282,9.9597858349735e-05,1,0.00010034488203129
984.06797416571,9.9518577556027e-05,0.00010042955592602,9.9518577381249e-05,1,0.00010042955589882
1181.8815689988,9.9422471392035e-05,0.00010053001859401,9.9422471272738e-05,1,0.00010053001862244
1419.2578827986,9.9305755956998e-05,0.0001006489313518,9.9305755878172e-05,1,0.00010064893142065
1704.1094593583,9.9165558658125e-05,0.00010079112146834,9.9165558587444e-05,1,0.00010079112154517
2045.93135123,9.8997857345626e-05,0.0001009617585691,9.8997857273783e-05,1,0.00010096175864454
2456.117621476,9.8797419054124e-05,0.00010116657085534,9.8797418981571e-05,1,0.00010116657092979
2948.3411457712,9.8557981375508e-05,0.00010141235049986,9.8557981303183e-05,1,0.00010141235057419
3539.0093749255,9.8272194971674e-05,0.00010170727265016,9.8272194899806e-05,1,0.00010170727272452
4247.8112499105,9.7931451190753e-05,0.00010206115731918,9.7931451119399e-05,1,0.00010206115739355
5098.3734998927,9.7525699389743e-05,0.00010248578320605,9.7525699318987e-05,1,0.0001024857832804
6119.0481998712,9.7043271549601e-05,0.00010299527377573,9.7043271479553e-05,1,0.00010299527385008
7343.8578398454,9.6470718390177e-05,0.00010360655961518,9.6470718320968e-05,1,0.00010360655968951
8813.6294078145,9.579267254887e-05,0.00010433992787775,9.5792672480649e-05,1,0.00010433992795205
10577.355289377,9.4991764529885e-05,0.00010521967312907,9.4991764462829e-05,1,0.00010521967320334
12693.826347253,9.4048626870242e-05,0.00010627486447826,9.4048626804549e-05,1,0.0001062748645525
15233.591616703,9.2942033237817e-05,0.0001075402431509,9.2942033173714e-05,1,0.00010754024322507
18281.309940044,9.1649231136921e-05,0.00010905726186016,9.1649231074661e-05,1,0.00010905726193425
21938.571928053,9.0146537211934e-05,0.00011087527089226,9.0146537151797e-05,1,0.00011087527096623
26327.286313664,8.8410268817508e-05,0.00011305284368048,8.8410268759795e-05,1,0.00011305284375428
31593.743576396,8.6418078361649e-05,0.00011565921420965,8.641807830668e-05,1,0.00011565921428323
37913.492291676,8.4150724147986e-05,0.00011877576157574,8.4150724096087e-05,1,0.000118775761649
45497.190750011,8.1594288493881e-05,0.00012249746803529,8.1594288445373e-05,1,0.00012249746810812
54597.628900013,7.8742659499618e-05,0.00012693411864839,7.8742659454797e-05,1,0.00012693411872065
63698.067050015,7.6104564872781e-05,0.00013133471510459,7.6104564831277e-05,1,0.00013133471517622
72798.505200017,7.3658923167824e-05,0.00013569592764113,7.3658923129307e-05,1,0.0001356959277121
81898.943350019,7.1386895573413e-05,0.00014001537030494,7.1386895537593e-05,1,0.0001400153703752
90999.381500021,6.9271745147125e-05,0.00014429131075203,6.9271745113745e-05,1,0.00014429131082158
100099.81965002,6.7298620617282e-05,0.00014852251860991,6.7298620586111e-05,1,0.00014852251867871
111020.34543003,6.5099590698332e-05,0.00015354043839494,6.5099590669549e-05,1,0.00015354043846284
121940.87121003,6.3065996772611e-05,0.00015849238119349,6.3065996745961e-05,1,0.00015849238126047
132861.39699003,6.1180560957622e-05,0.00016337772243676,6.1180560932883e-05,1,0.00016337772250284
143781.92277003,5.9428107408442e-05,0.00016819652380383,5.9428107385419e-05,1,0.00016819652386901
154702.44855004,5.7795331524402e-05,0.00017294927763069,5.7795331502926e-05,1,0.00017294927769497
165622.97433004,5.6270555878143e-05,0.00017763677301564,5.6270555858065e-05,1,0.00017763677307903
178727.60526604,5.4568803661558e-05,0.00018317771154108,5.4568803642987e-05,1,0.00018317771160344
191832.23620204,5.2992272948763e-05,0.00018862855955413,5.2992272931535e-05,1,0.00018862855961547
204936.86713805,5.1527712306462e-05,0.00019399118828584,5.1527712290436e-05,1,0.00019399118834619
218041.49807405,5.016356489312e-05,0.00019926786181424,5.0163564878174e-05,1,0.00019926786187362
231146.12901005,4.8889755104049e-05,0.00020446101107952,4.8889755090076e-05,1,0.00020446101113797
246871.68613326,4.746794472735e-05,0.00021058675459928,4.7467944714422e-05,1,0.00021058675465664
262597.24325646,4.6150341287646e-05,0.00021660056021615,4.6150341275649e-05,1,0.00021660056027248
278322.80037967,4.4925724182978e-05,0.00022250629950633,4.4925724171811e-05,1,0.00022250629956165
