x,Ci,Cv,Ji,Cv,Di,Dv,Zi,Zv,rho,rho,ki,kv
500.0,-3.5014722447048e-27,0.00011282362429002,4.8899230563676e-162,3.9453171666334e-16,1.0,0.000181,-1.3965334335471382e-135,1.9319829999706317e-08,1.5278874536821944e+19,1.5278874536821944e+19,-2.133745911764389e-116,295185258638.2416
