x,y,z,id,xi,xv,jvx,jix
0,128,0,0,0,0,-2.6095864446399e-14,-2.6095869194973e-14
1,128,0,1,26.095869194969,26.095864446395,-2.6095864446399e-14,-2.6095869194973e-14
2,128,0,2,19.455128110217,19.455125960286,6.6407384861107e-15,6.6407410847538e-15
3,128,0,3,21.257741766282,21.257739081437,-1.80261312115e-15,-1.8026136560648e-15
4,128,0,4,20.776436387284,20.776433855714,4.8130522572284e-16,4.8130537899787e-16
5,128,0,5,20.905523365202,20.905520793306,-1.2908693758987e-16,-1.2908697791616e-16
6,128,0,6,20.870943361705,20.870940800667,3.4579992638675e-17,3.4580003496824e-17
7,128,0,7,20.880209672236,20.880207108292,-9.2663076229145e-18,-9.2663105286861e-18
8,128,0,8,20.877726817148,20.877724253983,2.4828543112725e-18,2.4828550901703e-18
9,128,0,9,20.878392099319,20.878389535945,-6.6528196722659e-19,-6.6528217574202e-19
10,128,0,10,20.878213837755,20.878211274438,1.7826151149913e-19,1.7826156738643e-19
11,128,0,11,20.878261602807,20.878259039474,-4.776503924786e-20,-4.7765054310478e-20
12,128,0,12,20.878248804198,20.878246240869,1.2798600028674e-20,1.2798604271058e-20
13,128,0,13,20.878252233572,20.878249670242,-3.4293729074264e-21,-3.429374204611e-21
14,128,0,14,20.878251314678,20.878248751349,9.1889531139699e-22,9.1889594111549e-22
15,128,0,15,20.878251560897,20.878248997567,-2.462173136486e-22,-2.462177910445e-22
16,128,0,16,20.878251494924,20.878248931595,6.5972258767033e-23,6.5972518115132e-23
17,128,0,17,20.878251512602,20.878248949273,-1.7673746910418e-23,-1.7673807306551e-23
18,128,0,18,20.878251507868,20.878248944538,4.7327666230501e-24,4.7327977092948e-24
19,128,0,19,20.878251509128,20.878248945798,-1.2626006906657e-24,-1.262764115495e-24
20,128,0,20,20.878251508793,20.878248945464,3.3701841317679e-25,3.3708724700432e-25
21,128,0,21,20.87825150888,20.878248945551,-8.8870688585985e-26,-8.8995477653953e-26
22,128,0,22,20.878251508857,20.878248945527,2.5044410989494e-26,2.5084823107591e-26
23,128,0,23,20.878251508862,20.878248945533,-1.0606626688059e-26,-1.0652367876673e-26
24,128,0,24,20.878251508869,20.87824894554,-2.6560975641132e-27,-2.7085000908755e-27
25,128,0,25,20.878251508862,20.878248945532,5.6958882055369e-27,5.849543072145e-27
26,128,0,26,20.878251508859,20.87824894553,5.5910831520123e-28,6.7901240186075e-28
27,128,0,27,20.878251508859,20.878248945529,-5.5688786915198e-28,-7.061018436616e-28
28,128,0,28,20.878251508862,20.878248945532,1.9060308886765e-27,1.9308998844281e-27
29,128,0,29,20.878251508859,20.87824894553,2.5872637365865e-27,2.6609825454216e-27
30,128,0,30,20.878251508863,20.878248945533,-5.6425975003549e-27,-5.5560001044341e-27
31,128,0,31,20.878251508859,20.87824894553,3.6752823007191e-27,3.6557423754857e-27
32,128,0,32,20.878251508862,20.878248945532,-2.2897239659869e-27,-2.5006663406657e-27
33,128,0,33,20.87825150886,20.87824894553,-8.7840845708342e-28,-8.3533180372797e-28
34,128,0,34,20.878251508869,20.87824894554,-4.7699622029995e-27,-4.5838888240723e-27
35,128,0,35,20.878251508868,20.878248945539,4.303668532657e-27,4.2694736634985e-27
36,128,0,36,20.878251508862,20.878248945533,-1.1448619829935e-27,-1.2474465904688e-27
37,128,0,37,20.878251508868,20.878248945538,1.2119194536808e-27,1.2234657731369e-27
38,128,0,38,20.87825150886,20.878248945531,5.0177639820959e-27,5.0022208597511e-27
39,128,0,39,20.878251508859,20.878248945529,-3.6428637884001e-27,-3.5154101851731e-27
40,128,0,40,20.878251508869,20.87824894554,-3.4057201503401e-27,-3.4856562081131e-27
41,128,0,41,20.878251508862,20.878248945533,3.9048764222116e-27,3.8054004392052e-27
42,128,0,42,20.878251508861,20.878248945531,4.9515946898282e-28,3.8280489889075e-28
43,128,0,43,20.878251508867,20.878248945538,-5.1758597408025e-27,-4.8334669600081e-27
44,128,0,44,20.878251508869,20.878248945539,-7.9269923958236e-28,-1.1279865930192e-27
45,128,0,45,20.878251508863,20.878248945533,4.5585757391109e-27,4.6793680041901e-27
46,128,0,46,20.878251508866,20.878248945537,-2.2053470161154e-27,-2.3039348207021e-27
47,128,0,47,20.878251508868,20.878248945539,-2.9132252166164e-27,-2.8501645488177e-27
48,128,0,48,20.878251508869,20.878248945539,4.507949569188e-27,4.5869974485413e-27
49,128,0,49,20.878251508859,20.87824894553,3.3044678104943e-27,3.2747138334344e-27
50,128,0,50,20.878251508865,20.878248945535,-3.805844528415e-27,-3.8808956048797e-27
51,128,0,51,20.878251508866,20.878248945537,-3.1397107136399e-28,-3.335109965974e-28
52,128,0,52,20.87825150886,20.878248945531,3.6770586575585e-28,1.0231815394945e-27
53,128,0,53,20.878251508866,20.878248945533,-7.5495165674511e-29,-2.0143886558799e-27
54,128,0,54,20.878251508858,20.87824894554,-4.0563108427705e-27,2.4273916210404e-27
55,128,0,55,20.878251508878,20.878248945476,2.7541080527271e-26,-8.3333340228364e-27
56,128,0,56,20.878251508947,20.878248945069,1.3453593794566e-25,-1.9729551326009e-26
57,128,0,57,20.878251508648,20.878248946804,-5.6828586281199e-25,1.0070966283138e-25
58,128,0,58,20.878251509351,20.878248942589,1.2986793862524e-24,-2.1983348474919e-25
59,128,0,59,20.878251508333,20.878248948622,-1.3095444728606e-24,2.2102630836685e-25
60,128,0,60,20.878251507709,20.878248952086,-4.6150061550065e-24,8.0172313232652e-25
61,128,0,61,20.878251509704,20.878248941279,1.6438963079679e-23,-2.8780240413084e-24
