x,y,z,id,cv,ci
0,128,0,0,2.0495194009436e-05,2.0493043701559e-05
1,128,0,1,2.049518062678e-05,2.0493030698708e-05
2,128,0,2,2.0495178498412e-05,2.0493030390196e-05
3,128,0,3,2.0495193372798e-05,2.049303739694e-05
4,128,0,4,2.0495176945001e-05,2.0493037936995e-05
5,128,0,5,2.0495182701324e-05,2.0493043151848e-05
6,128,0,6,2.0495193318148e-05,2.0493043273779e-05
7,128,0,7,2.049518509559e-05,2.0493038148941e-05
8,128,0,8,2.0495179667422e-05,2.0493042690237e-05
9,128,0,9,2.0495183347906e-05,2.0493034472534e-05
10,128,0,10,2.049519010351e-05,2.0493039380493e-05
11,128,0,11,2.0495191509818e-05,2.0493043824926e-05
12,128,0,12,2.0495178406768e-05,2.0493027785633e-05
13,128,0,13,2.0495184468564e-05,2.0493030870683e-05
14,128,0,14,2.0495190816198e-05,2.0493027305283e-05
15,128,0,15,2.0495191688647e-05,2.0493039679128e-05
16,128,0,16,2.0495191854499e-05,2.0493038800361e-05
17,128,0,17,2.0495184512551e-05,2.0493037093613e-05
18,128,0,18,2.0495192358522e-05,2.0493028756028e-05
19,128,0,19,2.0495189660514e-05,2.0493027507237e-05
20,128,0,20,2.0495191185761e-05,2.0493039192692e-05
21,128,0,21,2.0495178672763e-05,2.0493037309017e-05
22,128,0,22,2.0495181481942e-05,2.0493028875271e-05
23,128,0,23,2.0495178549311e-05,2.0493036775962e-05
24,128,0,24,2.0495185522416e-05,2.0493044296249e-05
25,128,0,25,2.0495184632681e-05,2.0493028234716e-05
26,128,0,26,2.0495195265956e-05,2.0493027134937e-05
27,128,0,27,2.0495178565765e-05,2.0493032918366e-05
28,128,0,28,2.0495184098387e-05,2.0493027858258e-05
29,128,0,29,2.0495190895026e-05,2.0493039666772e-05
30,128,0,30,2.0495185077976e-05,2.0493036135678e-05
31,128,0,31,2.0495192141859e-05,2.0493026555614e-05
32,128,0,32,2.0495194480784e-05,2.0493031973745e-05
33,128,0,33,2.0495187442128e-05,2.0493031969497e-05
34,128,0,34,2.0495182323376e-05,2.0493039566546e-05
35,128,0,35,2.0495195999164e-05,2.0493033446206e-05
36,128,0,36,2.0495190380577e-05,2.0493039845141e-05
37,128,0,37,2.0495185154716e-05,2.0493039291203e-05
38,128,0,38,2.0495189764907e-05,2.0493028413983e-05
39,128,0,39,2.0495184314296e-05,2.0493029205926e-05
40,128,0,40,2.0495181619117e-05,2.0493043975874e-05
41,128,0,41,2.0495180027457e-05,2.0493032000886e-05
42,128,0,42,2.0495177357775e-05,2.0493031523839e-05
43,128,0,43,2.0495184434903e-05,2.0493029700604e-05
44,128,0,44,2.0495193890395e-05,2.0493042892223e-05
45,128,0,45,2.0495190928286e-05,2.0493040847852e-05
46,128,0,46,2.0495194019506e-05,2.0493035465132e-05
47,128,0,47,2.0495186030465e-05,2.0493033633038e-05
48,128,0,48,2.049518028276e-05,2.0493033336e-05
49,128,0,49,2.0495195696407e-05,2.0493035413333e-05
50,128,0,50,2.0495184176436e-05,2.0493034275589e-05
51,128,0,51,2.0495184199104e-05,2.0493034306227e-05
52,128,0,52,2.0495180381992e-05,2.0493034523453e-05
53,128,0,53,2.0495195220447e-05,2.0493036422525e-05
54,128,0,54,2.0495180888265e-05,2.0493037149208e-05
55,128,0,55,2.0495195488304e-05,2.0493039215937e-05
56,128,0,56,2.0495196361512e-05,2.0493033969527e-05
57,128,0,57,2.0495191679849e-05,2.0493031333499e-05
58,128,0,58,2.0495180854513e-05,2.0493025201327e-05
59,128,0,59,2.0495188415632e-05,2.0493031477993e-05
60,128,0,60,2.0495184305766e-05,2.0493042770109e-05
61,128,0,61,2.0495180530092e-05,2.0493037801622e-05
62,128,0,62,2.0495193454943e-05,2.0493042531098e-05
63,128,0,63,2.0495181395739e-05,2.0493039716152e-05
64,128,0,64,2.0495178450061e-05,2.0493035815734e-05
65,128,0,65,2.0495190716895e-05,2.0493041616769e-05
66,128,0,66,2.0495184245148e-05,2.04930285999e-05
67,128,0,67,2.0495194610767e-05,2.0493031189361e-05
68,128,0,68,2.0495183084822e-05,2.0493034923488e-05
69,128,0,69,2.0495189240544e-05,2.0493033086136e-05
70,128,0,70,2.0495190004608e-05,2.0493027534688e-05
71,128,0,71,2.0495180879732e-05,2.0493043932709e-05
72,128,0,72,2.0495180923155e-05,2.0493041830762e-05
73,128,0,73,2.0495181414775e-05,2.0493026784877e-05
74,128,0,74,2.0495195456957e-05,2.0493030617839e-05
75,128,0,75,2.0495177978255e-05,2.0493042148599e-05
76,128,0,76,2.0495189626411e-05,2.0493039887206e-05
77,128,0,77,2.0495181932887e-05,2.0493033371962e-05
78,128,0,78,2.0495189109778e-05,2.0493041027722e-05
79,128,0,79,2.0495182670169e-05,2.0493040921493e-05
80,128,0,80,2.049518502485e-05,2.0493034449402e-05
81,128,0,81,2.0495195786381e-05,2.04930430156e-05
82,128,0,82,2.0495190123118e-05,2.0493040951049e-05
83,128,0,83,2.0495187609097e-05,2.04930418675e-05
84,128,0,84,2.04951933479e-05,2.0493034785359e-05
85,128,0,85,2.0495195550352e-05,2.0493038269663e-05
86,128,0,86,2.0495177397554e-05,2.0493032181437e-05
87,128,0,87,2.0495187090434e-05,2.0493042841749e-05
88,128,0,88,2.0495184187884e-05,2.0493028301997e-05
89,128,0,89,2.0495187966211e-05,2.0493037469294e-05
90,128,0,90,2.0495180553011e-05,2.049303732692e-05
91,128,0,91,2.0495187968824e-05,2.0493036701029e-05
92,128,0,92,2.049519005788e-05,2.0493044429556e-05
93,128,0,93,2.0495185601772e-05,2.049304204306e-05
94,128,0,94,2.0495179698683e-05,2.0493026103711e-05
95,128,0,95,2.0495178817445e-05,2.0493031600187e-05
96,128,0,96,2.0495193167429e-05,2.0493040616765e-05
97,128,0,97,2.0495192739539e-05,2.0493028988064e-05
98,128,0,98,2.0495189129076e-05,2.0493026994661e-05
99,128,0,99,2.0495196284192e-05,2.0493040625597e-05
100,128,0,100,2.0495195893608e-05,2.0493044233623e-05
101,128,0,101,2.0495190186186e-05,2.0493029377488e-05
102,128,0,102,2.0495192147762e-05,2.049303652389e-05
103,128,0,103,2.0495179191093e-05,2.0493042183855e-05
104,128,0,104,2.0495188528991e-05,2.0493037278328e-05
105,128,0,105,2.0495180731501e-05,2.0493037220524e-05
106,128,0,106,2.049517971627e-05,2.0493042217633e-05
107,128,0,107,2.0495180526343e-05,2.0493044657506e-05
108,128,0,108,2.0495182587831e-05,2.0493025189066e-05
109,128,0,109,2.049519251895e-05,2.049303373412e-05
110,128,0,110,2.0495183710936e-05,2.0493042475426e-05
111,128,0,111,2.0495177321841e-05,2.0493028065542e-05
112,128,0,112,2.0495190275601e-05,2.0493038728333e-05
113,128,0,113,2.0495189054446e-05,2.0493039171338e-05
114,128,0,114,2.0495194924782e-05,2.0493034561702e-05
115,128,0,115,2.0495186790984e-05,2.049302535499e-05
116,128,0,116,2.0495194946329e-05,2.0493039642593e-05
117,128,0,117,2.0495193537505e-05,2.0493036963842e-05
118,128,0,118,2.0495189885135e-05,2.049302719088e-05
119,128,0,119,2.04951890602e-05,2.0493031137525e-05
120,128,0,120,2.0495190841287e-05,2.04930415384e-05
121,128,0,121,2.0495191531044e-05,2.0493027052114e-05
122,128,0,122,2.0495186098678e-05,2.049303950022e-05
123,128,0,123,2.049519128849e-05,2.0493042911767e-05
124,128,0,124,2.0495187997464e-05,2.0493044046521e-05
125,128,0,125,2.0495189814536e-05,2.049303412063e-05
126,128,0,126,2.0495182512827e-05,2.0493028508596e-05
127,128,0,127,2.0495187169835e-05,2.0493026134101e-05
128,128,0,128,2.0495181699803e-05,2.049303670713e-05
129,128,0,129,2.0495196055831e-05,2.049302661045e-05
130,128,0,130,2.0495179936725e-05,2.0493038658939e-05
131,128,0,131,2.049519608176e-05,2.0493043766463e-05
132,128,0,132,2.0495183770449e-05,2.0493043505301e-05
133,128,0,133,2.0495178224689e-05,2.04930360391e-05
134,128,0,134,2.0495187463507e-05,2.0493047248647e-05
135,128,0,135,2.0495190118779e-05,2.0493038786578e-05
136,128,0,136,2.0495170750792e-05,2.04930326836e-05
137,128,0,137,2.0495194285203e-05,2.0493046401116e-05
138,128,0,138,2.049518774687e-05,2.0493041738962e-05
139,128,0,139,2.0495183434417e-05,2.0493026478327e-05
140,128,0,140,2.0495177795874e-05,2.0493025779587e-05
141,128,0,141,2.0495189593663e-05,2.0493041289938e-05
142,128,0,142,2.0495178032156e-05,2.0493026737396e-05
143,128,0,143,2.0495192673166e-05,2.0493027626903e-05
144,128,0,144,2.0495191325016e-05,2.0493026613869e-05
145,128,0,145,2.0495188867391e-05,2.0493039398325e-05
146,128,0,146,2.049518284584e-05,2.049303342206e-05
147,128,0,147,2.0495185426603e-05,2.0493041514763e-05
148,128,0,148,2.0495181607667e-05,2.0493043321454e-05
149,128,0,149,2.0495187149109e-05,2.0493040043757e-05
150,128,0,150,2.0495192495819e-05,2.0493031000931e-05
151,128,0,151,2.0495191531611e-05,2.0493040042207e-05
152,128,0,152,2.0495178269469e-05,2.0493044035124e-05
153,128,0,153,2.0495178383533e-05,2.0493044290362e-05
154,128,0,154,2.0495188252794e-05,2.049304181856e-05
155,128,0,155,2.0495191662598e-05,2.0493030690049e-05
156,128,0,156,2.0495194043246e-05,2.0493040649531e-05
157,128,0,157,2.0495184191253e-05,2.0493042171344e-05
158,128,0,158,2.0495181392849e-05,2.0493040224211e-05
159,128,0,159,2.0495194118422e-05,2.0493028479839e-05
160,128,0,160,2.049518109917e-05,2.0493042918446e-05
161,128,0,161,2.0495178595306e-05,2.0493039893102e-05
162,128,0,162,2.0495185017282e-05,2.0493030348074e-05
163,128,0,163,2.0495184723918e-05,2.0493034395362e-05
164,128,0,164,2.0495188460365e-05,2.0493035877582e-05
165,128,0,165,2.0495181935056e-05,2.0493034103861e-05
166,128,0,166,2.0495179830706e-05,2.0493029414588e-05
167,128,0,167,2.0495189226577e-05,2.049303231237e-05
168,128,0,168,2.0495196672882e-05,2.049303052048e-05
169,128,0,169,2.0495190726016e-05,2.0493040177187e-05
170,128,0,170,2.0495188961568e-05,2.0493042695248e-05
171,128,0,171,2.0495182096534e-05,2.0493032452413e-05
172,128,0,172,2.0495182477989e-05,2.0493025268401e-05
173,128,0,173,2.0495193362077e-05,2.0493027933083e-05
174,128,0,174,2.0495188144542e-05,2.049303795221e-05
175,128,0,175,2.0495181449743e-05,2.0493031307341e-05
176,128,0,176,2.0495194316003e-05,2.0493031264764e-05
177,128,0,177,2.0495192917073e-05,2.0493034956482e-05
178,128,0,178,2.0495179546635e-05,2.0493029090289e-05
179,128,0,179,2.0495182368837e-05,2.0493026277368e-05
180,128,0,180,2.0495185239884e-05,2.0493037117981e-05
181,128,0,181,2.0495195457512e-05,2.0493032492249e-05
182,128,0,182,2.0495187234645e-05,2.0493032407343e-05
183,128,0,183,2.04951951253e-05,2.0493042096528e-05
184,128,0,184,2.0495185148292e-05,2.0493043363956e-05
185,128,0,185,2.0495190038705e-05,2.0493036297987e-05
186,128,0,186,2.0495191712072e-05,2.049303778924e-05
187,128,0,187,2.0495196444653e-05,2.0493042387898e-05
188,128,0,188,2.0495191508077e-05,2.0493044335743e-05
189,128,0,189,2.0495183621031e-05,2.0493033723588e-05
190,128,0,190,2.0495186457943e-05,2.0493038335812e-05
191,128,0,191,2.0495196266314e-05,2.0493041107527e-05
192,128,0,192,2.0495180005229e-05,2.0493043316307e-05
193,128,0,193,2.0495186925405e-05,2.0493025013024e-05
194,128,0,194,2.0495186258267e-05,2.0493040370388e-05
195,128,0,195,2.049518746447e-05,2.049303646298e-05
196,128,0,196,2.0495180343953e-05,2.0493037286062e-05
197,128,0,197,2.049518198925e-05,2.0493043598753e-05
198,128,0,198,2.0495184145993e-05,2.0493025307082e-05
199,128,0,199,2.0495183856484e-05,2.0493039013406e-05
200,128,0,200,2.0495177805633e-05,2.0493034926639e-05
201,128,0,201,2.0495181324287e-05,2.049303500865e-05
202,128,0,202,2.0495190535118e-05,2.049303316787e-05
203,128,0,203,2.0495192761397e-05,2.0493031724507e-05
204,128,0,204,2.0495183190494e-05,2.0493044285395e-05
205,128,0,205,2.0495193915034e-05,2.0493032184684e-05
206,128,0,206,2.0495180007727e-05,2.0493030382354e-05
207,128,0,207,2.0495186967286e-05,2.049303535074e-05
208,128,0,208,2.0495189490869e-05,2.0493031968156e-05
209,128,0,209,2.0495182084373e-05,2.0493027084457e-05
210,128,0,210,2.0495187270384e-05,2.0493025749078e-05
211,128,0,211,2.0495185195584e-05,2.0493040055614e-05
212,128,0,212,2.0495182687588e-05,2.0493036670368e-05
213,128,0,213,2.0495182437266e-05,2.049303857332e-05
214,128,0,214,2.0495184940751e-05,2.0493026041116e-05
215,128,0,215,2.0495184820428e-05,2.0493035052626e-05
216,128,0,216,2.049518183342e-05,2.0493035822347e-05
217,128,0,217,2.0495178383839e-05,2.0493035783085e-05
218,128,0,218,2.0495195252511e-05,2.0493039014175e-05
219,128,0,219,2.0495191308826e-05,2.0493032374163e-05
220,128,0,220,2.0495182913166e-05,2.049303145791e-05
221,128,0,221,2.0495191121022e-05,2.0493036337891e-05
222,128,0,222,2.049519036874e-05,2.0493028576532e-05
223,128,0,223,2.0495183740822e-05,2.0493025368628e-05
224,128,0,224,2.0495180189713e-05,2.0493030514686e-05
225,128,0,225,2.0495178601606e-05,2.0493044244446e-05
226,128,0,226,2.0495184836467e-05,2.0493037780517e-05
227,128,0,227,2.0495186029672e-05,2.0493037802893e-05
