x,y,z,id,cv,ci
0,128,0,0,0.00015271543678846,6.5451203109904e-05
1,128,0,1,0.00015271541707196,6.5451211164087e-05
2,128,0,2,0.00015271539461778,6.5451220241742e-05
3,128,0,3,0.00015271542519445,6.5451207797725e-05
4,128,0,4,0.0001527154102042,6.5451214044735e-05
5,128,0,5,0.00015271541239063,6.5451213155101e-05
6,128,0,6,0.00015271541667306,6.5451211307402e-05
7,128,0,7,0.00015271541539293,6.5451211859332e-05
8,128,0,8,0.00015271541079651,6.5451213828008e-05
9,128,0,9,0.00015271541624661,6.5451211492862e-05
10,128,0,10,0.00015271541709114,6.5451211130916e-05
11,128,0,11,0.00015271541570364,6.5451211725481e-05
12,128,0,12,0.00015271541704055,6.5451211152604e-05
13,128,0,13,0.00015271541840363,6.5451210568522e-05
14,128,0,14,0.00015271542293736,6.5451208625803e-05
15,128,0,15,0.00015271541768037,6.5451210878443e-05
16,128,0,16,0.00015271541815792,6.5451210673808e-05
17,128,0,17,0.00015271541557922,6.5451211778792e-05
18,128,0,18,0.00015271542297981,6.5451208607613e-05
19,128,0,19,0.00015271542231633,6.5451208891916e-05
20,128,0,20,0.00015271541767266,6.5451210881747e-05
21,128,0,21,0.00015271541280911,6.5451212965793e-05
22,128,0,22,0.00015271541794938,6.545121076317e-05
23,128,0,23,0.00015271541299629,6.5451212885585e-05
24,128,0,24,0.00015271541274886,6.5451212991609e-05
25,128,0,25,0.00015271541968361,6.5451210020045e-05
26,128,0,26,0.00015271542505095,6.5451207720124e-05
27,128,0,27,0.00015271541476715,6.5451212126767e-05
28,128,0,28,0.00015271541961125,6.5451210051051e-05
29,128,0,29,0.00015271541732295,6.5451211031596e-05
30,128,0,30,0.00015271541627576,6.5451211480323e-05
31,128,0,31,0.00015271542388653,6.5451208219082e-05
32,128,0,32,0.0001527154224799,6.5451208821827e-05
33,128,0,33,0.00015271541926173,6.5451210200824e-05
34,128,0,34,0.0001527154134473,6.5451212692324e-05
35,128,0,35,0.00015271542250148,6.5451208812577e-05
36,128,0,36,0.00015271541700604,6.5451211167393e-05
37,128,0,37,0.00015271541486848,6.5451212083345e-05
38,128,0,38,0.00015271542194962,6.5451209049054e-05
39,128,0,39,0.00015271541909401,6.5451210272691e-05
40,128,0,40,0.00015271541110959,6.5451213694044e-05
41,128,0,41,0.00015271541585523,6.5451211660521e-05
42,128,0,42,0.00015271541485194,6.5451212090433e-05
43,128,0,43,0.00015271541892307,6.545121034594e-05
44,128,0,44,0.00015271541721892,6.5451211076174e-05
45,128,0,45,0.00015271541679828,6.5451211256419e-05
46,128,0,46,0.00015271542067295,6.5451209596112e-05
47,128,0,47,0.0001527154178555,6.5451210803399e-05
48,128,0,48,0.00015271541536175,6.5451211871978e-05
49,128,0,49,0.00015271542146379,6.5451209257234e-05
50,128,0,50,0.00015271541671358,6.5451211292712e-05
51,128,0,51,0.00015271541670995,6.5451211294271e-05
52,128,0,52,0.00015271541486436,6.5451212085112e-05
53,128,0,53,0.00015271542078474,6.545120954821e-05
54,128,0,54,0.00015271541389573,6.5451212500175e-05
55,128,0,55,0.0001527154196304,6.5451210042847e-05
56,128,0,56,0.00015271542242803,6.5451208844051e-05
57,128,0,57,0.00015271542149116,6.5451209245505e-05
58,128,0,58,0.00015271541934172,6.5451210166548e-05
59,128,0,59,0.00015271541993176,6.5451209913713e-05
60,128,0,60,0.00015271541288987,6.5451212931187e-05
61,128,0,61,0.00015271541343365,6.5451212698176e-05
62,128,0,62,0.00015271541718478,6.5451211090803e-05
63,128,0,63,0.00015271541295454,6.5451212903478e-05
64,128,0,64,0.00015271541338982,6.5451212716958e-05
65,128,0,65,0.00015271541635009,6.5451211448472e-05
66,128,0,66,0.00015271541933939,6.5451210167544e-05
67,128,0,67,0.00015271542289791,6.5451208642708e-05
68,128,0,68,0.00015271541591802,6.5451211633615e-05
69,128,0,69,0.00015271541957406,6.5451210066988e-05
70,128,0,70,0.00015271542246121,6.5451208829836e-05
71,128,0,71,0.00015271541079106,6.5451213830535e-05
72,128,0,72,0.00015271541177174,6.5451213410311e-05
73,128,0,73,0.00015271541887418,6.5451210366891e-05
74,128,0,74,0.00015271542354628,6.5451208364878e-05
75,128,0,75,0.00015271541027919,6.5451214049875e-05
76,128,0,76,0.00015271541664181,6.545121132347e-05
77,128,0,77,0.00015271541610023,6.5451211555535e-05
78,128,0,78,0.0001527154158841,6.5451211648148e-05
79,128,0,79,0.00015271541298661,6.5451212889733e-05
80,128,0,80,0.00015271541702227,6.5451211160439e-05
81,128,0,81,0.00015271541802993,6.5451210728654e-05
82,128,0,82,0.00015271541638275,6.5451211434477e-05
83,128,0,83,0.0001527154148137,6.5451212106821e-05
84,128,0,84,0.00015271542067642,6.5451209594624e-05
85,128,0,85,0.00015271542009133,6.5451209845337e-05
86,128,0,86,0.00015271541456955,6.5451212211438e-05
87,128,0,87,0.00015271541413108,6.5451212399323e-05
88,128,0,88,0.00015271541944937,6.5451210120421e-05
89,128,0,89,0.00015271541698752,6.5451211175332e-05
90,128,0,90,0.00015271541366111,6.5451212600708e-05
91,128,0,91,0.00015271541733988,6.5451211024342e-05
92,128,0,92,0.00015271541476287,6.5451212128601e-05
93,128,0,93,0.00015271541381512,6.5451212534715e-05
94,128,0,94,0.00015271541840045,6.5451210569885e-05
95,128,0,95,0.00015271541548483,6.545121181924e-05
96,128,0,96,0.0001527154179283,6.5451210772201e-05
97,128,0,97,0.00015271542304806,6.5451208578367e-05
98,128,0,98,0.00015271542230751,6.5451208895698e-05
99,128,0,99,0.00015271541935016,6.5451210162933e-05
100,128,0,100,0.00015271541752222,6.5451210946209e-05
101,128,0,101,0.00015271542170192,6.5451209155193e-05
102,128,0,102,0.00015271541933268,6.5451210170421e-05
103,128,0,103,0.00015271541081793,6.545121381902e-05
104,128,0,104,0.00015271541733227,6.5451211027603e-05
105,128,0,105,0.00015271541379141,6.5451212544874e-05
106,128,0,106,0.00015271541104276,6.545121372268e-05
107,128,0,107,0.00015271541029807,6.5451214041782e-05
108,128,0,108,0.0001527154201403,6.5451209824353e-05
109,128,0,109,0.00015271542077771,6.5451209551221e-05
110,128,0,110,0.00015271541275245,6.5451212990073e-05
111,128,0,111,0.0001527154164163,6.5451211420098e-05
112,128,0,112,0.00015271541746852,6.5451210969219e-05
113,128,0,113,0.00015271541670737,6.5451211295377e-05
114,128,0,114,0.00015271542150005,6.5451209241694e-05
115,128,0,115,0.00015271542198735,6.5451209032885e-05
116,128,0,116,0.00015271541918742,6.5451210232664e-05
117,128,0,117,0.00015271541976737,6.5451209984154e-05
118,128,0,118,0.0001527154225637,6.5451208785917e-05
119,128,0,119,0.00015271542038227,6.5451209720667e-05
120,128,0,120,0.00015271541644283,6.5451211408733e-05
121,128,0,121,0.00015271542338013,6.5451208436076e-05
122,128,0,122,0.00015271541520479,6.5451211939238e-05
123,128,0,123,0.00015271541601964,6.5451211590072e-05
124,128,0,124,0.00015271541399537,6.5451212457476e-05
125,128,0,125,0.00015271541936364,6.5451210157152e-05
126,128,0,126,0.00015271541858919,6.5451210489021e-05
127,128,0,127,0.0001527154218024,6.5451209112097e-05
128,128,0,128,0.00015271541447707,6.5451212251224e-05
129,128,0,129,0.0001527154256222,6.5451207474746e-05
130,128,0,130,0.0001527154128817,6.5451212936898e-05
131,128,0,131,0.0001527154174061,6.5451210987716e-05
132,128,0,132,0.00015271541386046,6.5451212546085e-05
133,128,0,133,0.00015271540739407,6.5451215171208e-05
134,128,0,134,0.00015271543046599,6.5451205819153e-05
135,128,0,135,0.00015271541817495,6.5451210691462e-05
136,128,0,136,0.00015271538990141,6.5451222262636e-05
137,128,0,137,0.00015271542152914,6.5451209368344e-05
138,128,0,138,0.00015271541339918,6.5451212675668e-05
139,128,0,139,0.00015271542034993,6.5451209744515e-05
