time,average_ci,average_cv,tot_ci,tot_cv
4247.8112499105,9.7930865931051e-05,0.00010206056432821,6.4179972296574,6.6886411438139
5098.3734998927,9.7524861272845e-05,0.00010248493123697,6.3913893083772,6.7164524535463
6119.0481998712,9.7042074276096e-05,0.00010299405215729,6.3597493797582,6.7498182021804
7343.8578398454,9.6470651667627e-05,0.00010360646357568,6.3223006276896,6.7899531968955
8813.6294078145,9.5792707242737e-05,0.00010433993147878,6.27787086186,6.8380217493932
10577.355289377,9.4991782161165e-05,0.00010521965911675,6.2253814357141,6.8956755798753
12693.826347253,9.4048641576974e-05,0.00010627484750978,6.1635717743886,6.964828406401
15233.591616703,9.2942047777563e-05,0.00010754022624127,6.0910500431504,7.0477562669481
18281.309940044,9.1649245325914e-05,0.0001090572449756,6.0063249416791,7.1471756067207
21938.571928053,9.0146550929122e-05,0.00011087525402011,5.9078443616909,7.2663206474619
26327.286313664,8.8410281986147e-05,0.00011305282683935,5.7940562402441,7.4090300597438
31593.743576396,8.6418090906107e-05,0.00011565919741796,5.6634960056227,7.5798411619834
37913.492291676,8.4150735992989e-05,0.00011877574485499,5.5149026340365,7.7840872148164
45497.190750011,8.1594299565097e-05,0.00012249745141125,5.3473640162982,8.0279929756877
54597.628900013,7.8742669729311e-05,0.00012693410215499,5.1604796033801,8.3187533188297
65518.154680015,7.5600140537317e-05,0.00013221110600733,4.9545308102536,8.6645870432964
76438.680460018,7.2728925988666e-05,0.00013743131773321,4.7663628935932,9.0066988389633
87359.206240021,7.0097901385031e-05,0.00014259042706618,4.5939360651694,9.344806228209
98279.732020023,6.7679873193473e-05,0.00014768569015089,4.4354681696075,9.6787293897285
109200.25780003,6.5451210897054e-05,0.00015271541763508,4.2894105573494,10.008357610133
120120.78358003,6.3391382226107e-05,0.00015767868748872,4.1544176255701,10.333630463261
133225.41451603,6.111708668961e-05,0.00016354741603362,4.0053693932903,10.718243457179
146330.04545203,5.9033563732294e-05,0.00016932086229102,3.8688236327596,11.096612031104
159434.67638804,5.7118373942581e-05,0.00017499947495054,3.743309754701,11.468765590359
172539.30732404,5.5352204898365e-05,0.0001805845982039,3.6275621002193,11.834792227891
185643.93826004,5.3718441956154e-05,0.00018607807850587,3.5204918120385,12.194812952961
201369.49538325,5.1912395938757e-05,0.00019255331006028,3.4021307802424,12.619173728111
217095.05250645,5.025522336087e-05,0.00019890432003603,3.293526318178,13.035393517881
232820.60962965,4.872920232506e-05,0.00020513481315482,3.1935170035751,13.443715114914
248546.16675286,4.7319182968866e-05,0.00021124895523207,3.1011099750476,13.844411530089
267416.8353007,4.5761925113465e-05,0.00021843945765764,2.999053524236,14.315648297051
286287.50384855,4.4334049989444e-05,0.00022547655775626,2.9054763001082,14.776831689115
305158.17239639,4.3019766088489e-05,0.00023236677779896,2.8193433903752,15.228389149833
324028.84094424,4.1805667657561e-05,0.00023911677137892,2.7397762356059,15.670756729089
342899.50949208,4.0680350483542e-05,0.00024573300663697,2.6660274492894,16.104358322961
365544.31174949,3.9433372659433e-05,0.00025350564146175,2.5843055106086,16.613745718838
388189.11400691,3.8285936634907e-05,0.00026110517491541,2.5091071433053,17.111788743256
410833.91626432,3.7226157079658e-05,0.00026854037133466,2.4396534303724,17.599061775788
433478.71852173,3.6243932664e-05,0.00027581974427476,2.3752823710679,18.076122760791
456123.52077915,3.5330653584076e-05,0.00028295131956247,2.315429713286,18.543497678846
483297.28348804,3.4315297471557e-05,0.00029132563865684,2.248887335096,19.092317055014
510471.04619694,3.337778008416e-05,0.00029951042000956,2.1874461955955,19.628714885747
537644.80890583,3.250905570956e-05,0.00030751604186695,2.1305134749818,20.153371319792
564818.57161473,3.1701413999384e-05,0.00031535236484225,2.0775838678636,20.666932582302
597427.08686541,3.0803552420928e-05,0.00032454643327607,2.0187416114579,21.26947505118
630035.60211608,2.9974502079425e-05,0.00033352501462307,1.9644089682772,21.857895358337
662644.11736676,2.9206211823012e-05,0.00034230066351108,1.9140582980329,22.433016283862
695252.63261743,2.8491833557825e-05,0.00035088516192694,1.8672408040456,22.995609972044
727861.14786811,2.7825522923776e-05,0.00035928936415929,1.8235734703326,23.546387769543
766991.36616892,2.7082310785686e-05,0.0003691514335449,1.7748663196507,24.192708348799
806121.58446973,2.6393720302234e-05,0.00037878440437445,1.7297388537272,24.824014725084
845251.80277054,2.5753570170473e-05,0.00038820179069356,1.6877859746921,25.441192554893
884382.02107135,2.5156578224287e-05,0.00039741618700076,1.6486615105069,26.045067231282
923512.23937216,2.459821583535e-05,0.00040643915071465,1.6120686729855,26.636396181235
970468.50133313,2.3973654668512e-05,0.00041702988147876,1.5711374323556,27.330470312592
1017424.7632941,2.3393333447569e-05,0.00042737729392369,1.5331055008199,28.008598334583
1064381.0252551,2.2852396031735e-05,0.00043749573393124,1.4976546263358,28.671720418918
1111337.287216,2.2346674621318e-05,0.00044739852596254,1.4645116679827,29.320709797481
1158293.549177,2.1872580997731e-05,0.00045709787705576,1.4334414682673,29.956366470726
1205249.811138,2.1427011067028e-05,0.00046660493750417,1.4042405972888,30.579421184273
1261597.3254912,2.0926160851797e-05,0.00047777483249182,1.3714168775833,31.311451422184
1317944.8398443,2.0458469310864e-05,0.00048869903546666,1.3407662447568,32.027379988343
1374292.3541975,2.0020511577474e-05,0.00049939148653529,1.3120642467413,32.728120461577
1430639.8685507,1.9609321706953e-05,0.00050986514561696,1.2851165073869,33.414522183153
1486987.3829038,1.9222324347627e-05,0.00052013191161986,1.2597542484461,34.087364959919
1554604.4001276,1.8786684983727e-05,0.00053219519300731,1.2312041870936,34.877944168927
1622221.4173514,1.8379287468696e-05,0.00054399389809309,1.2045049835485,35.651184105429
1689838.4345752,1.7997266831074e-05,0.00055554296061148,1.1794688790413,36.408063466634
1757455.451799,1.7638135934581e-05,0.00056685625084971,1.1559328766087,37.149491255687
1825072.4690228,1.729973024462e-05,0.00057794649980122,1.1337551213114,37.876301810973
1892689.4862466,1.6980158180092e-05,0.00058882536617186,1.1128116464905,38.589259197439
1973829.9069152,1.6619182476331e-05,0.00060161690092159,1.0891547427688,39.427565218797
2054970.3275837,1.6280432243965e-05,0.0006141367861988,1.0669544075405,40.248068420324
2136110.7482523,1.5961758417995e-05,0.00062639977388592,1.0460697996817,41.051735581388
2217251.1689209,1.5661282739597e-05,0.00063841959494657,1.0263778256223,41.839466574419
2298391.5895894,1.5377360178299e-05,0.00065020888630551,1.007770676645,42.612089572918
2379532.010258,1.5108544586732e-05,0.00066177925279732,0.99015357803609,43.370365111325
2476900.5150603,1.4804100180848e-05,0.00067539058233987,0.97020150945203,44.262397204226
2574269.0198625,1.4517635207031e-05,0.00068871938106227,0.95142774092798,45.135913357297
2671637.5246648,1.4247478414329e-05,0.00070178047453431,0.93372274536144,45.99188517908
2769006.0294671,1.3992161316537e-05,0.00071458769080037,0.91699028404056,46.831218904293
2866374.5342693,1.3750391298162e-05,0.00072715378633135,0.90114564411637,47.654750541012
2963743.0390716,1.3520692202138e-05,0.00073948995312025,0.88609208415929,48.463213567689
3080585.2448343,1.3260736147205e-05,0.00075400757043519,0.8690556041432,49.41464013604
3197427.4505971,1.3015304099492e-05,0.00076822783221218,0.8529709694643,50.346579211857
3314269.6563598,1.2783103520942e-05,0.00078216563716613,0.83775347234846,51.26000719732
3431111.8621225,1.2563508920989e-05,0.00079583578425947,0.82336212064591,52.155893957229
3571322.5090378,1.2315193633881e-05,0.00081190648701755,0.80708852999,53.209103533182
3711533.1559531,1.2081233825699e-05,0.00082763136576466,0.791755740001,54.239649186753
3851743.8028683,1.1860390632874e-05,0.00084302847947809,0.777282560516,55.248714431076
3991954.4497836,1.1652098912448e-05,0.00085811571583836,0.76363195432621,56.237471553182
4132165.0966989,1.1454366301679e-05,0.00087290738138275,0.75067334994687,57.2068581463
4272375.7436142,1.1267374068051e-05,0.00088741938960361,0.73841862692376,58.157917117062
4440628.5199125,1.1054831861269e-05,0.00090448293480109,0.7244894608601,59.276193615124
4608881.2962108,1.085443793943e-05,0.00092118322124076,0.71135644479846,60.370663587235
4777134.0725091,1.0664844344087e-05,0.00093753816225963,0.69893123893411,61.442501001847
4945386.8488075,1.0485859469927e-05,0.00095356625424372,0.68720128622112,62.492918038117
5113639.6251058,1.0315855318979e-05,0.00096928252119287,0.67605989418463,63.522899308896
5281892.4014041,1.0154150309183e-05,0.00098470147448779,0.66546239466263,64.533395832032
5450145.1777024,1.0000421529533e-05,0.00099983712158799,0.65538762535948,65.52532560039
5652048.5092604,9.8256528870699e-06,0.0010176449284144,0.64393398760701,66.692378028568
5853951.8408184,9.6601343764592e-06,0.0010350831122941,0.63308656649563,67.835206847305
6055855.1723764,9.5030903943027e-06,0.0010521690934559,0.62279453208102,68.954953708727
6257758.5039344,9.3543648298045e-06,0.0010689204351176,0.61304765348607,70.052769635867
6459661.8354924,9.2127594389438e-06,0.0010853518565875,0.60376740259062,71.129619273318
6661565.1670504,9.0777461665532e-06,0.0011014774173863,0.59491917277123,72.186424025831
6863468.4986084,8.9490956973558e-06,0.0011173107130048,0.58648793562191,73.22407488748
7105752.496478,8.8024854147304e-06,0.0011359434474265,0.57687968413977,74.445189770546
7348036.4943475,8.6633165239472e-06,0.001154192996562,0.5677591117134,75.641192222685
7590320.4922171,8.5309756348482e-06,0.0011720765183449,0.55908601920541,76.813206706248
7832604.4900867,8.4054042430553e-06,0.0011896113754688,0.55085657247287,77.962371102722
8074888.4879563,8.28561047888e-06,0.0012068122547688,0.54300576834388,79.089647928531
8317172.4858259,8.1711762285688e-06,0.0012236931380721,0.53550620531548,80.195953496693
8559456.4836955,8.0621267622262e-06,0.0012402680424804,0.52835953948926,81.282206431997
8850197.281139,7.9373200270161e-06,0.0012597716122462,0.52018020529053,82.560392380164
9140938.0785825,7.8187826066263e-06,0.0012788719925071,0.51241173690786,83.812154900948
9431678.876026,7.7058611429933e-06,0.0012975863564292,0.50501131586721,85.038619454947
9722419.6734695,7.5985999864889e-06,0.0013159323756762,0.49798184871453,86.240944172318
10013160.470913,7.4961140758769e-06,0.0013339249817084,0.49126533207667,87.42010760124
10303901.268357,7.3980630919055e-06,0.0013515783600018,0.48483946279112,88.577039401079
10594642.0658,7.3045672082964e-06,0.0013689069312261,0.47871211656291,89.712684644831
10943531.022732,7.2232253378208e-06,0.0013843041170907,0.47338129573942,90.721754617653
11292419.979664,7.1285625147025e-06,0.0014026869286138,0.46717747296354,91.926490553633
11641308.936597,7.0327202790398e-06,0.0014218008300785,0.46089635620715,93.179139200026
11990197.893529,6.9396241567079e-06,0.0014409006080121,0.45479520873401,94.430862246679
12339086.850461,6.8718901305925e-06,0.0014550846606401,0.45035619159851,95.360428319712
12687975.807393,6.7923146293216e-06,0.0014721300384038,0.44514113154722,96.47751419683
13106642.555712,6.695659021042e-06,0.0014933793845034,0.43880670960301,97.870111342816
13525309.304031,6.6018914768186e-06,0.001514600149015,0.43266155982478,99.260835365847
13943976.052349,6.5119924030113e-06,0.0015355050259205,0.42676993412375,100.63085737873
14362642.800668,6.4261243265043e-06,0.0015560104481476,0.42114248386178,101.9747007298
14781309.548987,6.3443688251784e-06,0.0015761012233606,0.41578455532689,103.29136977416
15199976.297305,6.2905961660864e-06,0.0015895579165078,0.41226051034064,104.17326761626
15618643.045624,6.2227625836584e-06,0.00160687702356,0.40781496868264,105.30829261603
16121043.143606,6.1389550359756e-06,0.0016288187567972,0.4023225572377,106.74626604546
16623443.241589,6.0570557651376e-06,0.0016508366040973,0.39695520662406,108.18922768612
17125843.339571,5.9783879096602e-06,0.0016725462203873,0.39179963004749,109.6119890993
17628243.437553,5.9034209203243e-06,0.0016938333295668,0.38688659343438,111.00706108649
18130643.535536,5.8620347783718e-06,0.0017057796198105,0.38417431123537,111.7899731639
18633043.633518,5.8301387602875e-06,0.0017151050342588,0.3820839737942,112.40112352519
19235923.751097,5.7925998953482e-06,0.0017262174561017,0.37962382674154,113.12938720308
19959379.892192,5.7437950279746e-06,0.0017408859689753,0.37642535095335,114.09070286277
20682836.033286,5.6968464116544e-06,0.0017552339163245,0.37334852643418,115.03100994024
21406292.174381,5.6491340106658e-06,0.001770059614364,0.37022164652299,116.00262688696
22129748.315476,5.6009270585341e-06,0.0017852954086121,0.36706235570809,117.0011198988
22853204.45657,5.5638510947862e-06,0.001797192774845,0.36463254534791,117.78082569224
23576660.597665,5.5249332152688e-06,0.0018098532268041,0.36208202319586,118.61054107183
24300116.738759,5.4857792185976e-06,0.0018227715808139,0.35951602687001,119.45715832022
25023572.879854,5.4458016523312e-06,0.0018361532140117,0.35689605708718,120.33413703347
25747029.020949,5.4050290148901e-06,0.0018500048096245,0.35422398151984,121.24191520355
26470485.162043,5.3753213256226e-06,0.0018602297410133,0.352277058396,121.91201630705
27338632.531357,5.3427800586683e-06,0.001871561504281,0.35014443392489,122.65465474456
28206779.90067,5.3112876583515e-06,0.0018826601763954,0.34808054797773,123.38201732025
29074927.269984,5.2799535551167e-06,0.0018938342300864,0.34602703618813,124.11432010294
29943074.639297,5.2562305813285e-06,0.0019023823696492,0.34447232737795,124.67453097733
30943074.639297,5.232857972393e-06,0.0019108793688681,0.34294058007875,125.23139031814
31943074.639297,5.2098644670863e-06,0.0019193133324649,0.34143367771497,125.78411855642
32943074.639297,5.1871095774454e-06,0.0019277335756803,0.33994241326746,126.33594761579
33943074.639297,5.1645983482784e-06,0.0019361367821159,0.33846711735277,126.88666015275
34943074.639297,5.1423375770201e-06,0.0019445189203568,0.33700823544759,127.43599196451
35943074.639297,5.1203301671221e-06,0.001952877349307,0.33556595783251,127.98376996418
36943074.639297,5.103836738822e-06,0.0019591883902372,0.33448504451544,128.39737034259
37943074.639297,5.0879245868248e-06,0.0019653162575574,0.33344222572215,128.79896625528
38943074.639297,5.0721446911295e-06,0.0019714311856475,0.33240807447787,129.1997141826
39943074.639297,5.0564842222437e-06,0.0019775375621376,0.33138174998896,129.59990167225
40943074.639297,5.0409404600199e-06,0.001983635943074,0.33036307398786,129.9995651653
41943074.639297,5.0255109290841e-06,0.0019897268095197,0.32935188424846,130.39873618868
42943074.639297,5.0151144980818e-06,0.0019938516631411,0.32867054374629,130.66906259562
43943074.639297,5.0051106633924e-06,0.0019978372287339,0.32801493243608,130.93026062231
44943074.639297,4.9952105980096e-06,0.0020017971942141,0.32736612175116,131.18978092002
45943074.639297,4.9853953924656e-06,0.0020057387490733,0.32672287244063,131.44809465927
46943074.639297,4.9756628679664e-06,0.0020096624601695,0.32608504171504,131.70523898967
47943074.639297,4.9660119001644e-06,0.0020135684812279,0.32545255588918,131.96122398575
48943074.639297,4.9564101396786e-06,0.0020174696737787,0.32482329491397,132.21689254076
49943074.639297,4.9468388588684e-06,0.0020213735408016,0.3241960314548,132.47273636997
50943074.639297,4.9418779116263e-06,0.0020234027370461,0.32387091081634,132.60572177505
51943074.639297,4.9370870504369e-06,0.0020253663715699,0.32355693693743,132.7344105272
52943074.639297,4.9323212071482e-06,0.0020273235469021,0.32324460263167,132.86267596978
53943074.639297,4.9275755276698e-06,0.002029276208761,0.32293358978137,132.99064561736
54943074.639297,4.922849729555e-06,0.0020312244359266,0.32262387987611,133.11832463288
55943074.639297,4.9181436806056e-06,0.0020331682461132,0.32231546425217,133.24571417727
56943074.639297,4.9134572547117e-06,0.0020351076549554,0.32200833464479,133.37281527516
57943074.639297,4.9087903271267e-06,0.0020370426779352,0.32170248287858,133.49962894116
58943074.639297,4.9041427742901e-06,0.0020389733304457,0.32139790085588,133.62615618409
59943074.639297,4.8995144737997e-06,0.0020408996277938,0.32109458055494,133.75239800709
60943074.639297,4.8949053043898e-06,0.0020428215852009,0.32079251402849,133.87835540772
61943074.639297,4.8903151459106e-06,0.0020447392178036,0.3204916934024,134.00402937798
62943074.639297,4.8857438793093e-06,0.0020466525406547,0.32019211087441,134.12942090435
63943074.639297,4.8811913866111e-06,0.0020485615687233,0.31989375871295,134.25453096785
64943074.639297,4.8766575509024e-06,0.0020504663168959,0.31959662925594,134.37936054409
65943074.639297,4.8721422563131e-06,0.0020523667999767,0.31930071490974,134.50391060327
66943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
67943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
68943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
69943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
70943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
71943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
72943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
73943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
74943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
75943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
76943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
77943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
78943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
79943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
80943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
81943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
82943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
83943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
84943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
85943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
86943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
87943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
88943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
89943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
90943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
91943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
92943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
93943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
94943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
95943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
96943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
97943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
98943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
99943074.639297,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
100943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
101943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
102943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
103943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
104943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
105943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
106943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
107943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
108943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
109943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
110943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
111943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
112943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
113943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
114943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
115943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
116943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
117943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
118943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
119943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
120943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
121943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
122943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
123943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
124943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
125943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
126943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
127943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
128943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
129943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
130943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
131943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
132943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
133943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
134943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
135943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
136943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
137943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
138943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
139943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
140943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
141943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
142943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
143943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
144943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
145943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
146943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
147943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
148943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
149943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
150943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
151943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
152943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
153943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
154943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
155943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
156943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
157943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
158943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
159943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
160943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
161943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
162943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
163943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
164943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
165943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
166943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
167943074.6393,4.8676453880018e-06,0.0020542630326886,0.31900600814808,134.62818211028
