time,T_cold,T_hot,average_ci,average_cv,jx,k_x_direct,left_jix,left_jvx,left_jx,left_jy,right_jix,right_jvx,right_jy,tot_ci,tot_cv
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,15,9.8041180048001e-07,9.9010903244008e-07,0.038660305125042,0,-7.2007836508788e-14,-6.9781333657235e-16,0.038660305081058,-4.0492522529467e-13,-1.8862187207302e-14,-6.3083235883327e-16,-1.0200174038744e-13,0.064252267756258,0.064887785549993
2.2,5.0000000000001,15,2.1552640224886e-06,2.1857848481017e-06,0.038573662765092,0.98970381120108,3.6530179433964e-14,-6.8692799707841e-16,0.038573662600529,6.2394794192455e-13,-1.77328288274e-14,-6.2410947595394e-16,1.4504716872032e-13,0.14124738297781,0.1432475958052
3.64,5,15,3.5512649908786e-06,3.6236558326326e-06,0.038574090771357,0.98748576678634,2.0998480152068e-14,-6.7627802593224e-16,0.038574090771331,4.6230380634782e-16,-4.5010703235163e-15,-6.181691333435e-16,-6.8391473040386e-16,0.23273570244222,0.23747990864741
5.368,5,15,5.2020094829065e-06,5.3502260537549e-06,0.038583262863733,0.98749672374673,7.5613629345049e-15,-6.6463951259361e-16,0.038583262864258,2.471113591529e-15,1.8687692109349e-17,-6.1196836629921e-16,-2.8852788214184e-15,0.34091889347176,0.35063241465888
7.4416,5,15,7.1462687728302e-06,7.4223584025349e-06,0.038585888619117,0.98773152931156,3.9592273126616e-15,-6.5136604141437e-16,0.038585888619116,-2.5066754227865e-16,-1.5006460119929e-16,-6.0496104034128e-16,-8.9338259012806e-17,0.4683378702962,0.48643168026853
9.92992,5,15,9.4268722754405e-06,9.9086880362083e-06,0.038585823554201,0.98779874864939,2.9143455800482e-15,-6.3588237084146e-16,0.038585823554201,-1.9862583799934e-16,-8.6681361006422e-16,-5.9681847425924e-16,-1.348747502572e-16,0.61779950144327,0.64937577914095
12.915904,5,15,1.2089525072208e-05,1.2891700857993e-05,0.038585635297601,0.98779708298755,2.2091122446631e-15,-6.1828593464094e-16,0.038585635297599,-2.7495367094232e-16,-1.2561669188967e-15,-5.872496251584e-16,-1.2836953722228e-16,0.79229911513221,0.84487050742941
16.4990848,5,15,1.5181118727166e-05,1.6470375413042e-05,0.03858560555162,0.98779226361859,1.6718612153095e-15,-5.9750290842432e-16,0.03858560555162,-1.6393136847981e-16,-1.2432050251678e-15,-5.7598097067607e-16,-1.4268100589909e-16,0.99490979690357,1.0794025230691
20.79890176,5,15,1.8747199661678e-05,2.076339917444e-05,0.038585610076634,0.98779150212147,1.2213187228234e-15,-5.7329558878553e-16,0.038585610076634,-2.4025920142279e-16,-1.1736078219028e-15,-5.6272894224135e-16,-1.2923689896027e-16,1.2286164770277,1.3607501282961
25.958682112,5,15,2.2828311720941e-05,2.5913038398382e-05,0.038585611843851,0.98779161796182,8.4802751448125e-16,-5.4539032939025e-16,0.038585611843851,-2.3678975447083e-16,-1.0288381518698e-15,-5.472056132616e-16,-1.4311468676809e-16,1.4960762369436,1.6982368844764
32.1504185344,5,15,2.7454974796142e-05,3.2089775221385e-05,0.038585611878312,0.98779166320259,6.320234638082e-16,-5.1324538710389e-16,0.038585611878312,-2.8536201179818e-16,-7.9227246739202e-16,-5.2907815677218e-16,-1.1362438767648e-16,1.7992892282399,2.1030355089087
39.58050224128,5,15,3.2641163299123e-05,3.9497851876168e-05,0.038585611831143,0.98779166408479,4.6990400137296e-16,-4.7773471457174e-16,0.038585611831143,-2.541369892306e-16,-6.125075070661e-16,-5.0825712243938e-16,-1.344410693882e-16,2.1391712779713,2.5885312205565
48.496602689536,5,15,3.8376363613388e-05,4.8381891547124e-05,0.03858561182679,0.98779166287727,3.1474738799217e-16,-4.377435019501e-16,0.03858561182679,-2.5760643618256e-16,-4.0682010096929e-16,-4.8418509226198e-16,-1.0928757898654e-16,2.515033365767,3.1707556444323
59.195923227443,5,15,4.4616667385839e-05,5.903479954996e-05,0.038585611827459,0.98779166276581,2.0581181736967e-16,-3.939216206829e-16,0.038585611827459,-2.4025920142279e-16,-2.5991987837613e-16,-4.5684993072946e-16,-1.0972125985553e-16,2.9239979137984,3.8689046233062
72.035107872932,5,15,5.1275932161321e-05,7.1807188156846e-05,0.038585611827567,0.98779166278296,1.1987261885613e-16,-3.4680210631422e-16,0.038585611827567,-1.4311468676809e-16,-1.5320459617534e-16,-4.2617046074195e-16,-7.1123662515049e-17,3.3604194901243,4.7059558830471
87.442129447518,5,15,5.8218798063643e-05,8.7118615761378e-05,0.038585611827563,0.98779166278572,1.3168168420023e-16,-2.9686019438513e-16,0.038585611827563,-1.9862583799934e-16,-8.5720313288564e-17,-3.9188653924773e-16,-1.0104764247565e-16,3.8154271498989,5.7094056025377
105.93055533702,5,15,6.5258168887772e-05,0.0001054709886361,0.038585611827561,0.98779166278561,1.0758035430285e-16,-2.4515384000523e-16,0.038585611827561,-2.2638141361497e-16,-5.039084368255e-17,-3.5428445967721e-16,-9.801187639269e-17,4.276759356229,6.9121467112554
128.11666640443,5,15,7.2160356823671e-05,0.00012746454397164,0.038585611827562,0.98779166278557,7.2349643444526e-17,-1.9306430109533e-16,0.038585611827561,-1.9862583799934e-16,-2.5210089407897e-17,-3.138583635917e-16,-8.4134088584875e-17,4.7291011447961,8.3535163537252
154.73999968531,5,15,7.8660954201744e-05,0.00015381691920083,0.038585611827561,0.98779166278558,1.340990136613e-17,-1.4261389888005e-16,0.038585611827561,-1.3617579286418e-16,-4.0076834503745e-18,-2.7147720142549e-16,-6.5919492087119e-17,5.1551242945655,10.080545616746
186.68799962237,5,15,8.4493001629394e-05,0.00018538591769276,0.038585611827561,0.98779166278557,2.3425867444065e-17,-9.4835412327075e-17,0.038585611827562,-1.1535911115246e-16,-1.3777440873344e-17,-2.2821458289967e-16,-2.9490299091606e-17,5.537333354784,12.149451501913
225.02559954685,5,15,8.9425689163105e-05,0.00022319670665295,0.038585611827562,0.98779166278557,5.0719949069783e-17,-5.2571022103126e-17,0.038585611827561,-1.2576745200832e-16,-9.3220912459231e-17,-1.8549636868827e-16,-2.0383000842727e-17,5.8606019649932,14.627419367208
271.03071945622,5,15,9.330686815064e-05,0.00026847432894421,0.038585611827561,0.98779166278558,4.7386433700507e-16,-1.7650462866946e-17,0.038585611827561,-1.118896642005e-16,-5.9044305648757e-16,-1.4497561508271e-16,-4.1199682554449e-17,6.1149589111204,17.594733621688
