time,center_xi,center_xs,center_xv
0,0,0,0
1,4.9998750062462e-05,1,4.9998750062462e-05
2.2,8.3770765561867e-05,1,8.3770765561867e-05
3.64,9.8998364294689e-05,1,9.8998364294689e-05
5.368,0.00010256640031721,1,0.00010256640031721
7.4416,0.00010173532473185,1,0.00010173532473185
9.92992,0.00010052376357398,1,0.00010052376357398
12.915904,9.9997036893078e-05,1,9.9997036893078e-05
16.4990848,9.9924907136235e-05,1,9.9924907136235e-05
20.79890176,9.9964718038081e-05,1,9.9964718038081e-05
25.958682112,9.9988060954074e-05,1,9.9988060954074e-05
32.1504185344,9.9991588781741e-05,1,9.9991588781741e-05
39.58050224128,9.9990532410474e-05,1,9.9990532410474e-05
48.496602689536,9.9990014261525e-05,1,9.9990014261525e-05
59.195923227443,9.9989975853535e-05,1,9.9989975853535e-05
72.035107872932,9.9989997443809e-05,1,9.9989997443809e-05
87.442129447518,9.9990002417728e-05,1,9.9990002417728e-05
105.93055533702,9.9990002194225e-05,1,9.9990002194225e-05
