time,average_xi,average_xv,left_jix,left_jvx,right_jix,right_jvx,total_ci,total_cv
0,0,0,0,0,0,0,0,0
25.958682112,2.6000563774043e-16,3.7541942835213e-11,8.7777794999045e-20,1.7268413405241e-21,8.5806000734827e-20,-4.4206690700457e-22,1.3000281887022e-14,1.8770971417607e-09
186.68799962237,1.7125158667652e-15,3.7543395345456e-11,7.5104598136394e-21,2.6623675706802e-22,7.1387495626719e-21,-6.2792089785603e-23,8.5625793338261e-14,1.8771697672728e-09
1181.8815689988,1.070606657433e-14,3.7552388898188e-11,-8.220787335346e-24,-5.6006198715685e-21,-6.7614940571612e-24,3.248245401418e-22,5.3530332871652e-13,1.8776194449094e-09
7343.8578398454,6.6391415759817e-14,3.7608074331673e-11,-3.5308151940244e-24,1.8483729495295e-19,-1.0745673924303e-24,-1.2395292401388e-20,3.3195707879908e-12,1.8804037165836e-09
45497.190750011,4.1116644203405e-13,3.7952854284052e-11,-1.8908528892492e-23,3.235233015986e-18,-1.1522468413118e-23,2.8651162325243e-18,2.0558322101702e-11,1.8976427142026e-09
281732.57176583,2.545366628194e-12,4.0087209225113e-11,-4.15949063492e-23,1.1656202043751e-18,-2.8389097116761e-23,1.1511443089227e-18,1.272683314097e-10,2.0043604612557e-09
1744439.784661,1.5734160723608e-11,5.3281913144897e-11,-7.237830359839e-25,8.1146235064558e-21,3.7352374535598e-24,7.9954012674553e-21,7.8670803618038e-10,2.6640956572448e-09
10801137.310052,9.5420938694639e-11,1.3319261645835e-10,1.0339757656913e-24,-1.689523080623e-23,3.205324873643e-24,-8.0354183791828e-24,4.7710469347319e-09,6.6596308229177e-09
44030331.443911,3.1883301949801e-10,3.59802176562e-10,8.892191584945e-24,3.1618740066438e-23,-7.8582158192538e-24,-1.5379618375532e-23,1.5941650974901e-08,1.79901088281e-08
109162398.72794,4.5153630969427e-10,5.042145924987e-10,0,-7.1566012236863e-26,0,-1.6379334181408e-25,2.2576815484713e-08,2.5210729624935e-08
228366025.17934,4.5628111559785e-10,5.3311998389695e-10,2.0679515313826e-25,9.4398265094858e-26,0,1.5645707696134e-25,2.2814055779893e-08,2.6655999194847e-08
379415104.63677,4.427917790723e-10,5.4965768668862e-10,-2.0679515313826e-25,3.600758565474e-26,2.0679515313826e-25,-9.7168079375992e-26,2.2139588953615e-08,2.7482884334431e-08
475842219.50542,4.3453947833053e-10,5.6011047388442e-10,-2.0679515313826e-25,7.8153678635235e-26,0,6.1160493721252e-26,2.1726973916526e-08,2.8005523694221e-08
602366768.02642,4.2419654787425e-10,5.7378957928563e-10,-2.0679515313826e-25,7.0892273627938e-26,0,7.7479940026311e-26,2.1209827393713e-08,2.8689478964281e-08
696271697.93897,4.1685648074175e-10,5.8391187653972e-10,-2.0679515313826e-25,5.0156096442153e-27,-2.0679515313826e-25,-1.891708294169e-25,2.0842824037087e-08,2.9195593826986e-08
804827162.80778,4.0870794285678e-10,5.9557784168789e-10,0,-8.6088822251456e-27,0,9.0580412977619e-27,2.0435397142839e-08,2.9778892084394e-08
911104470.20115,4.0106160008451e-10,6.0695894376986e-10,0,3.5932725809304e-27,2.0679515313826e-25,-3.5857865963867e-26,2.0053080004225e-08,3.0347947188493e-08
1011488660.1143,3.9412394237323e-10,6.1766994272089e-10,0,-1.864758749812e-25,0,-2.4089898261321e-25,1.9706197118661e-08,3.0883497136044e-08
1112331921.0108,3.8741848471009e-10,6.2838951736718e-10,0,3.3686930446222e-26,2.0679515313826e-25,6.1609652793868e-26,1.9370924235504e-08,3.1419475868359e-08
1212836471.718,3.8098536146113e-10,6.3903081693989e-10,0,-8.0848633070933e-27,2.0679515313826e-25,1.1498472258977e-25,1.9049268073057e-08,3.1951540846995e-08
1288605078.8864,3.7629275810617e-10,6.4702412132085e-10,0,6.3106849702589e-26,0,1.41634827565e-25,1.8814637905309e-08,3.2351206066043e-08
1372839338.0738,3.71227594235e-10,6.558803460538e-10,-2.0679515313826e-25,5.0829835051077e-26,2.0679515313826e-25,1.0210882917477e-25,1.856137971175e-08,3.279401730269e-08
1486823305.1568,3.6461641717697e-10,6.6781237131965e-10,0,3.3686930446222e-26,2.0679515313826e-25,-5.3524789486775e-26,1.8230820858849e-08,3.3390618565982e-08
1619917503.6574,3.5723134491965e-10,6.8166690728705e-10,0,1.0031219288431e-25,0,9.5371443085526e-26,1.7861567245982e-08,3.4083345364353e-08
1736197711.6454,3.5105698644916e-10,6.9370049744083e-10,-2.0679515313826e-25,-2.5826646675437e-26,0,8.5040784415352e-26,1.7552849322458e-08,3.4685024872041e-08
1854631901.668,3.4501893958872e-10,7.058876991507e-10,0,-1.459766986003e-26,-2.0679515313826e-25,1.5443586113457e-25,1.7250946979436e-08,3.5294384957535e-08
1950362181.0541,3.4031365084955e-10,7.1568663603939e-10,2.0679515313826e-25,1.6843465223111e-26,2.0679515313826e-25,-4.1247774835263e-26,1.7015682542477e-08,3.5784331801969e-08
2071865383.2916,3.3455540085373e-10,7.2805586062543e-10,0,3.9675718081106e-27,0,-1.4223370632849e-26,1.6727770042687e-08,3.6402793031272e-08
2188162335.5578,3.292564220371e-10,7.3982323259581e-10,-2.0679515313826e-25,2.1709355176454e-27,0,2.2457953630815e-27,1.6462821101855e-08,3.699116162979e-08
2324141251.1148,3.233093247064e-10,7.534921463717e-10,0,2.747356327503e-26,0,-7.9725735389392e-26,1.616546623532e-08,3.7674607318585e-08
2468725230.541,3.1726251144247e-10,7.679189074712e-10,0,-5.3225350105031e-26,2.0679515313826e-25,8.3244148124886e-26,1.5863125572124e-08,3.839594537356e-08
2624171088.0361,3.1105911597811e-10,7.8330569886551e-10,0,-1.5391184221652e-25,0,-1.5832857309724e-25,1.5552955798906e-08,3.9165284943276e-08
2746432729.6281,3.0638344334245e-10,7.9531742666073e-10,0,-3.5932725809304e-26,2.0679515313826e-25,-6.06364748032e-27,1.5319172167123e-08,3.9765871333036e-08
2877436130.5603,3.0156060598325e-10,8.0809973736202e-10,0,-2.3056832394303e-26,2.0679515313826e-25,-3.2788612300989e-26,1.5078030299162e-08,4.0404986868101e-08
3065457270.3852,2.9495609756997e-10,8.2628622607239e-10,0,8.526536395166e-26,-2.0679515313826e-25,-7.635704234477e-26,1.4747804878498e-08,4.1314311303619e-08
3248126737.3014,2.8887322578049e-10,8.4377618536701e-10,0,-3.8328240863257e-26,2.0679515313826e-25,2.4179730075844e-26,1.4443661289024e-08,4.218880926835e-08
3437662933.6289,2.8288308248781e-10,8.6173864360374e-10,0,1.1827855578896e-26,-2.0679515313826e-25,5.7866660522066e-26,1.4144154124391e-08,4.3086932180187e-08
3579426542.429,2.7860213580729e-10,8.750515821911e-10,0,-1.0031219288431e-26,0,7.560844389041e-27,1.3930106790364e-08,4.3752579109555e-08
