x,y,z,id,xi,xv,jvx,jix,xie,xve,Di,Dv,K0_dist_FP,K0_dist_II,super_saturation,void_nucleation_rate
0,0,0,0,1.44386e-28,3.7e-11,-1.4986394212194e-15,-5.9190013175661e-13,0,3.7e-11,1,0.000181,3.9589787289072e-14,2.3850840829801e-24,0.99999999999998,-nan
1,0,0,1,5.9190013175661e-13,4.5279775807842e-11,-1.4986394212194e-15,-5.9190013175661e-13,0,3.7e-11,1,0.000181,3.9590815976579e-14,2.4546197926388e-24,-87.159099945556,-nan
2,0,0,2,1.1458294878713e-12,4.3602756564679e-11,3.0354048301253e-16,-5.5392935611472e-13,0,3.7e-11,1,0.000181,3.9591785779538e-14,2.5261196208272e-24,-169.91748378873,-nan
3,0,0,3,1.6634030403301e-12,4.4418150734993e-11,-1.475863448269e-16,-5.1757355245878e-13,0,3.7e-11,1,0.000181,3.9592697050056e-14,2.599637152707e-24,-247.17983500778,-nan
4,0,0,4,2.1462276690895e-12,4.398924227682e-11,7.7632430929336e-17,-4.828246287594e-13,0,3.7e-11,1,0.000181,3.9593550145779e-14,2.6752273800876e-24,-319.28708619343,-nan
5,0,0,5,2.5958981562335e-12,4.5061135661652e-11,-1.9401270265457e-16,-4.4967048714399e-13,0,3.7e-11,1,0.000181,3.959434542997e-14,2.7529467367844e-24,-386.40317913674,-nan
6,0,0,6,3.013993270973e-12,4.4522807120512e-11,9.7437465946322e-17,-4.1809511473955e-13,0,3.7e-11,1,0.000181,3.959508327158e-14,2.8328531348236e-24,-448.84793831331,-nan
7,0,0,7,3.4020719449484e-12,4.3996057376535e-11,9.534170365991e-17,-3.880786739754e-13,0,3.7e-11,1,0.000181,3.9595764045329e-14,2.9150060015106e-24,-506.81031186551,-nan
8,0,0,8,3.7616695993386e-12,4.4173163121707e-11,-3.2056139876191e-17,-3.5959765439014e-13,0,3.7e-11,1,0.000181,3.9596388131782e-14,2.9994663173838e-24,-560.5008596108,-nan
9,0,0,9,4.0942946304349e-12,4.3522762601437e-11,1.1772249416893e-16,-3.3262503109631e-13,0,3.7e-11,1,0.000181,3.9596955917429e-14,3.0862966550719e-24,-610.1862043309,-nan
10,0,0,10,4.4014250618311e-12,4.3588706633507e-11,-1.1935869804683e-17,-3.071304313962e-13,0,3.7e-11,1,0.000181,3.9597467794762e-14,3.1755612190759e-24,-656.045319685,-nan
11,0,0,11,4.684505418189e-12,4.444825828806e-11,-1.5557884947408e-16,-2.8308035635794e-13,0,3.7e-11,1,0.000181,3.959792416236e-14,3.2673258864964e-24,-698.29181475868,-nan
12,0,0,12,4.944943808335e-12,4.4024186519085e-11,7.6756990184477e-17,-2.6043839014596e-13,0,3.7e-11,1,0.000181,3.9598325424963e-14,3.3616582487272e-24,-737.19209057414,-nan
13,0,0,13,5.1841092295051e-12,4.4853796171237e-11,-1.5015934703959e-16,-2.3916542117012e-13,0,3.7e-11,1,0.000181,3.9598671993563e-14,3.4586276541364e-24,-772.88199080157,-nan
14,0,0,14,5.4033291558672e-12,4.4479646445388e-11,6.7721100378701e-17,-2.1921992636208e-13,0,3.7e-11,1,0.000181,3.9598964285479e-14,3.5583052517587e-24,-805.62615198754,-nan
15,0,0,15,5.6038873589506e-12,4.4915813907977e-11,-7.8946310728518e-17,-2.0055820308344e-13,0,3.7e-11,1,0.000181,3.9599202724445e-14,3.6607640360191e-24,-835.56183315414,-nan
16,0,0,16,5.7870220302439e-12,4.4132652919418e-11,1.4175213892907e-16,-1.8313467129322e-13,0,3.7e-11,1,0.000181,3.9599387740693e-14,3.7660788925128e-24,-862.92877707413,-nan
17,0,0,17,5.9539241595971e-12,4.3938802767209e-11,3.5086877549828e-17,-1.6690212935323e-13,0,3.7e-11,1,0.000181,3.959951977104e-14,3.8743266448634e-24,-887.85594091328,-nan
18,0,0,18,6.1057362325076e-12,4.4171567193101e-11,-4.2130361086335e-17,-1.5181207291047e-13,0,3.7e-11,1,0.000181,3.959959925897e-14,3.9855861026854e-24,-910.51831847777,-nan
19,0,0,19,6.2435511982293e-12,4.3455834348611e-11,1.2954764485264e-16,-1.3781496572173e-13,0,3.7e-11,1,0.000181,3.9599626654729e-14,4.0999381106722e-24,-931.11627478157,-nan
20,0,0,20,6.3684117128286e-12,4.3793387058385e-11,-6.1097040469064e-17,-1.248605145993e-13,0,3.7e-11,1,0.000181,3.9599602415404e-14,4.217465598838e-24,-949.75139760654,-nan
21,0,0,21,6.4813097056949e-12,4.5185178392377e-11,-2.5191423145262e-16,-1.128979928663e-13,0,3.7e-11,1,0.000181,3.9599527005019e-14,4.3382536339366e-24,-966.571776677,-nan
22,0,0,22,6.5831861965039e-12,4.4694015352332e-11,8.890051024817e-17,-1.0187649080903e-13,0,3.7e-11,1,0.000181,3.959940089462e-14,4.4623894720838e-24,-981.7973092019,-nan
23,0,0,23,6.674931347409e-12,4.4482606102417e-11,3.8265074234639e-17,-9.1745150905026e-14,0,3.7e-11,1,0.000181,3.9599224562369e-14,4.5899626126108e-24,-995.50246314834,-nan
24,0,0,24,6.7573848334676e-12,4.4287395772859e-11,3.5333069649899e-17,-8.2453486058643e-14,0,3.7e-11,1,0.000181,3.9598998493634e-14,4.7210648531742e-24,-1007.819742397,-nan
25,0,0,25,6.8313364457788e-12,4.4945854992022e-11,-1.1918111866839e-16,-7.3951612311181e-14,0,3.7e-11,1,0.000181,3.9598723181082e-14,4.8557903461506e-24,-1018.8444446805,-nan
26,0,0,26,6.8975269253681e-12,4.5223966913927e-11,-5.0338257864847e-17,-6.6190479589333e-14,0,3.7e-11,1,0.000181,3.959839912477e-14,4.9942356563452e-24,-1028.7205296934,-nan
27,0,0,27,6.9566489821606e-12,4.4255189285502e-11,1.7534875074499e-16,-5.9122056792473e-14,0,3.7e-11,1,0.000181,3.9598026832244e-14,5.1364998200409e-24,-1037.5748533522,-nan
28,0,0,28,7.0093485187964e-12,4.4318358490934e-11,-1.1433626183171e-17,-5.2699536635848e-14,0,3.7e-11,1,0.000181,3.9597606818628e-14,5.2826844054197e-24,-1045.4422720486,-nan
29,0,0,29,7.0562260727579e-12,4.5030899782857e-11,-1.2896997383821e-16,-4.6877553961452e-14,0,3.7e-11,1,0.000181,3.9597139606725e-14,5.4328935743834e-24,-1052.4227982525,-nan
