time,center_xi,center_xs,center_xv
0,0,0,0
1,0.0049875621119177,1,0.0049875621119177
2.2,0.0083371357517302,1,0.0083371357517302
3.64,0.0098269966905574,1,0.0098269966905574
5.368,0.010161718684722,1,0.010161718684722
7.4416,0.010071478525988,1,0.010071478525988
9.92992,0.0099516504689542,1,0.0099516504689542
12.915904,0.00990159733036,1,0.00990159733036
16.4990848,0.0098955452202335,1,0.0098955452202335
20.79890176,0.0098996139547545,1,0.0098996139547545
25.958682112,0.0099018119259704,1,0.0099018119259704
32.1504185344,0.0099021069843934,1,0.0099021069843934
39.58050224128,0.0099019988936149,1,0.0099019988936149
48.496602689536,0.0099019516141675,1,0.0099019516141675
59.195923227443,0.0099019489065632,1,0.0099019489065632
72.035107872932,0.0099019509792781,1,0.0099019509792781
87.442129447518,0.0099019514038293,1,0.0099019514038293
105.93055533702,0.0099019513762777,1,0.0099019513762777
