time,center_ci,center_cs,center_cv,center_xi,center_xv
0,0,0,0,0,0
1e-08,9.999999251017e-11,0,9.999999251017e-11,0.00027367862317002,0.00027367862317002
2.2e-08,2.1999996118992e-10,0,2.1999996118992e-10,0.00060209290985486,0.00060209290985486
