time,center_ci,center_cs,center_cv,center_xi,center_xv
2.8e-07,2.7998665081473e-09,1,2.7999450553298e-09,0.0076626366840143,0.0076628516508779
2.9e-07,2.8998547194845e-09,1,2.8999389663467e-09,0.0079362830646299,0.0079365136302999
3e-07,2.9998422964817e-09,1,2.999932442998e-09,0.0082099277091924,0.0082101744209556
3.1e-07,3.0998292241653e-09,1,3.0999254703088e-09,0.0084835705767224,0.0084838339818625
3.2e-07,3.1998154875623e-09,1,3.1999180333047e-09,0.0087572116262417,0.0087574922720386
3.3e-07,3.2998010716999e-09,1,3.2999101170115e-09,0.009030850816773,0.0090311492505029
3.4e-07,3.3997859616056e-09,1,3.3999017064556e-09,0.00930448810734,0.0093048048762755
3.5e-07,3.4997701423074e-09,1,3.4998927866633e-09,0.0095781234569673,0.0095784591083771
3.6e-07,3.5997535988336e-09,1,3.5998833426616e-09,0.0098517568246808,0.0098521119058295
3.7e-07,3.699736316213e-09,1,3.6998733594778e-09,0.010125388169507,0.010125763227656
3.8e-07,3.7997182794746e-09,1,3.7998628221395e-09,0.010399017450474,0.010399413032879
3.9e-07,3.8996994736481e-09,1,3.8998517156747e-09,0.010672644626611,0.010673061280525
4e-07,3.9996798837632e-09,1,3.9998400251118e-09,0.010946269656948,0.010946707929619
4.1e-07,4.0996594948504e-09,1,4.0998277354795e-09,0.011219892500516,0.011220352939188
4.2e-07,4.1996382919406e-09,1,4.1998148318071e-09,0.011493513116348,0.011493996268261
4.3e-07,4.2996162600648e-09,1,4.2998012991241e-09,0.011767131463478,0.011767637875865
4.4e-07,4.3995933842549e-09,1,4.3997871224606e-09,0.012040747500939,0.012041277721033
4.5e-07,4.4995696495429e-09,1,4.4997722868469e-09,0.01231436118777,0.012314915762795
4.6e-07,4.5995450409615e-09,1,4.5997567773141e-09,0.012587972483006,0.012588551960184
4.7e-07,4.6995195435439e-09,1,4.6997405788934e-09,0.012861581345687,0.012862186272234
4.8e-07,4.7994931423235e-09,1,4.7997236766167e-09,0.013135187734853,0.01313581865798
4.9e-07,4.8994658223345e-09,1,4.8997060555161e-09,0.013408791609546,0.013409449076459
5e-07,4.9994375686114e-09,1,4.9996877006245e-09,0.013682392928808,0.013683077486709
5.1e-07,5.0994083661894e-09,1,5.099668596975e-09,0.013955991651684,0.013956703847768
5.2e-07,5.1993782001041e-09,1,5.1996487296015e-09,0.014229587737219,0.014230328118678
5.3e-07,5.2993470553917e-09,1,5.299628083538e-09,0.01450318114446,0.014503950258479
5.4e-07,5.3993149170888e-09,1,5.3996066438193e-09,0.014776771832457,0.014777570226216
5.5e-07,5.4992817702327e-09,1,5.4995843954807e-09,0.015050359760259,0.015051187980933
5.6e-07,5.5992475998612e-09,1,5.5995613235579e-09,0.015323944886918,0.015324803481676
5.7e-07,5.6992123910128e-09,1,5.6995374130873e-09,0.015597527171487,0.015598416687492
5.8e-07,5.7991761287262e-09,1,5.7995126491058e-09,0.015871106573021,0.015872027557431
5.9e-07,5.8991387980412e-09,1,5.8994870166507e-09,0.016144683050577,0.016145636050544
6e-07,5.9991003839979e-09,1,5.99946050076e-09,0.016418256563212,0.016419242125882
6.1e-07,6.0990608716369e-09,1,6.0994330864724e-09,0.016691827069986,0.0166928457425
6.2e-07,6.1990202459996e-09,1,6.1994047588268e-09,0.016965394529961,0.016966446859452
6.3e-07,6.298978492128e-09,1,6.2993755028632e-09,0.0172389589022,0.017240045435795
6.4e-07,6.3989355950648e-09,1,6.3993453036218e-09,0.017512520145767,0.017513641430589
6.5e-07,6.4988915398531e-09,1,6.4993141461435e-09,0.01778607821973,0.017787234802893
6.6e-07,6.5988463115368e-09,1,6.5992820154699e-09,0.018059633083155,0.01806082551177
6.7e-07,6.6987998951606e-09,1,6.6992488966433e-09,0.018333184695114,0.018334413516282
6.8e-07,6.7987522757696e-09,1,6.7992147747064e-09,0.018606733014679,0.018607998775496
6.9e-07,6.8987034384097e-09,1,6.8991796347027e-09,0.018880278000923,0.018881581248479
7e-07,6.9986533681276e-09,1,6.9991434616763e-09,0.019153819612922,0.019155160894299
7.1e-07,7.0986020499703e-09,1,7.0991062406721e-09,0.019427357809753,0.019428737672027
7.2e-07,7.1985494689861e-09,1,7.1990679567355e-09,0.019700892550497,0.019702311540737
7.3e-07,7.2984956102235e-09,1,7.2990285949126e-09,0.019974423794234,0.019975882459502
7.4e-07,7.3984404587319e-09,1,7.3989881402503e-09,0.020247951500048,0.020249450387399
7.5e-07,7.4983839995615e-09,1,7.4989465777961e-09,0.020521475627024,0.020523015283506
7.6e-07,7.5983262177632e-09,1,7.5989038925983e-09,0.02079499613425,0.020796577106904
7.7e-07,7.6982670983885e-09,1,7.6988600697058e-09,0.021068512980816,0.021070135816674
7.8e-07,7.7982066264899e-09,1,7.7988150941683e-09,0.021342026125812,0.021343691371901
7.9e-07,7.8981447871204e-09,1,7.8987689510363e-09,0.021615535528332,0.021617243731672
8e-07,7.9980815653341e-09,1,7.9987216253608e-09,0.021889041147473,0.021890792855073
8.1e-07,8.0980169461856e-09,1,8.0986731021939e-09,0.022162542942332,0.022164338701196
8.2e-07,8.1979509147304e-09,1,8.1986233665881e-09,0.022436040872009,0.022437881229133
8.3e-07,8.2978834560247e-09,1,8.298572403597e-09,0.022709534895606,0.022711420397978
8.4e-07,8.3978145551258e-09,1,8.3985201982748e-09,0.022983024972229,0.022984956166828
8.5e-07,8.4977441970914e-09,1,8.4984667356764e-09,0.023256511060983,0.023258488494782
8.6e-07,8.5976723669804e-09,1,8.5984120008578e-09,0.023529993120977,0.023532017340941
8.7e-07,8.6975990498524e-09,1,8.6983559788755e-09,0.023803471111324,0.023805542664408
8.8e-07,8.7975242307677e-09,1,8.798298654787e-09,0.024076944991136,0.024079064424288
8.9e-07,8.8974478947876e-09,1,8.8982400136505e-09,0.024350414719529,0.024352582579689
9e-07,8.9973700269744e-09,1,8.9981800405252e-09,0.024623880255622,0.024626097089721
9.1e-07,9.0972906123909e-09,1,9.0981187204709e-09,0.024897341558535,0.024899607913497
9.2e-07,9.1972096361012e-09,1,9.1980560385485e-09,0.025170798587392,0.02517311501013
9.3e-07,9.2971270831699e-09,1,9.2979919798197e-09,0.025444251301317,0.025446618338737
9.4e-07,9.3970429386629e-09,1,9.3979265293468e-09,0.02571769965944,0.025720117858439
9.5e-07,9.4969571876466e-09,1,9.4978596721934e-09,0.025991143620889,0.025993613528356
9.6e-07,9.5968698151886e-09,1,9.5977913934237e-09,0.026264583144799,0.026267105307614
9.7e-07,9.6967808063573e-09,1,9.6977216781028e-09,0.026538018190305,0.026540593155337
9.8e-07,9.7966901462221e-09,1,9.797650511297e-09,0.026811448716545,0.026814077030656
9.9e-07,9.8965978198533e-09,1,9.8975778780731e-09,0.027084874682659,0.027087556892702
1e-06,9.9965038123222e-09,1,9.9975037634992e-09,0.027358296047791,0.02736103270061
1.01e-06,1.0096408108701e-08,1,1.0097428152644e-08,0.027631712771087,0.027634504413515
1.02e-06,1.0196310694063e-08,1,1.0197351030577e-08,0.027905124811695,0.027907971990557
1.03e-06,1.0296211553482e-08,1,1.029727238237e-08,0.028178532128766,0.028181435390877
1.04e-06,1.0396110672034e-08,1,1.0397192193093e-08,0.028451934681455,0.028454894573621
1.05e-06,1.0496008034794e-08,1,1.0497110447821e-08,0.028725332428917,0.028728349497936
1.06e-06,1.059590362684e-08,1,1.0597027131625e-08,0.028998725330313,0.02900180012297
1.07e-06,1.069579743325e-08,1,1.0696942229581e-08,0.029272113344804,0.029275246407877
