time,center_ci,center_cv,center_xi,center_xs,center_xv
47403128632.15,0,0,3.0151701484908e-39,1,3.4571281462583e-42
56883754359.58,0,0,3.0151701484908e-39,1,3.4571281462583e-42
68260505232.496,0,0,3.0151701484908e-39,1,3.4571281462583e-42
81912606279.996,0,0,3.0151701484908e-39,1,3.4571281462583e-42
98295127536.995,0,0,3.0151701484908e-39,1,3.4571281462583e-42
117954153045.39,0,0,3.0151701484908e-39,1,3.4571281462583e-42
141544983655.47,0,0,3.0151701484908e-39,1,3.4571281462583e-42
169853980387.57,0,0,3.0151701484908e-39,1,3.4571281462583e-42
203824776466.08,0,0,3.0151701484908e-39,1,3.4571281462583e-42
244589731760.3,0,0,3.0151701484908e-39,1,3.4571281462583e-42
293507678113.36,0,0,3.0151701484908e-39,1,3.4571281462583e-42
352209213737.03,0,0,3.0151701484908e-39,1,3.4571281462583e-42
422651056485.43,0,0,3.0151701484908e-39,1,3.4571281462583e-42
507181267783.52,0,0,3.0151701484908e-39,1,3.4571281462583e-42
608617521341.22,0,0,3.0151701484908e-39,1,3.4571281462583e-42
730341025610.47,0,0,3.0151701484908e-39,1,3.4571281462583e-42
876409230733.56,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1051691076881.3,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1262029292258.5,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1514435150711.2,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1817322180854.5,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2180786617026.4,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2616943940432.7,0,0,3.0151701484908e-39,1,3.4571281462583e-42
3140332728520.2,0,0,3.0151701484908e-39,1,3.4571281462583e-42
3768399274225.2,0,0,3.0151701484908e-39,1,3.4571281462583e-42
4522079129071.3,0,0,3.0151701484908e-39,1,3.4571281462583e-42
5426494954886.5,0,0,3.0151701484908e-39,1,3.4571281462583e-42
6511793945864.8,0,0,3.0151701484908e-39,1,3.4571281462583e-42
7814152735038.8,0,0,3.0151701484908e-39,1,3.4571281462583e-42
9376983282047.5,0,0,3.0151701484908e-39,1,3.4571281462583e-42
11252379938458,0,0,3.0151701484908e-39,1,3.4571281462583e-42
13502855926151,0,0,3.0151701484908e-39,1,3.4571281462583e-42
16203427111382,0,0,3.0151701484908e-39,1,3.4571281462583e-42
19444112533659,0,0,3.0151701484908e-39,1,3.4571281462583e-42
23332935040392,0,0,3.0151701484908e-39,1,3.4571281462583e-42
27999522048471,0,0,3.0151701484908e-39,1,3.4571281462583e-42
33599426458167,0,0,3.0151701484908e-39,1,3.4571281462583e-42
40319311749801,0,0,3.0151701484908e-39,1,3.4571281462583e-42
48383174099762,0,0,3.0151701484908e-39,1,3.4571281462583e-42
58059808919716,0,0,3.0151701484908e-39,1,3.4571281462583e-42
69671770703660,0,0,3.0151701484908e-39,1,3.4571281462583e-42
83606124844393,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.0032734981327e+14,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.2039281977593e+14,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.4447138373111e+14,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.7336566047734e+14,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.0803879257281e+14,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.4964655108737e+14,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.9957586130484e+14,0,0,3.0151701484908e-39,1,3.4571281462583e-42
3.5949103356581e+14,0,0,3.0151701484908e-39,1,3.4571281462583e-42
4.3138924027898e+14,0,0,3.0151701484908e-39,1,3.4571281462583e-42
5.1766708833477e+14,0,0,3.0151701484908e-39,1,3.4571281462583e-42
6.2120050600173e+14,0,0,3.0151701484908e-39,1,3.4571281462583e-42
7.4544060720207e+14,0,0,3.0151701484908e-39,1,3.4571281462583e-42
8.9452872864249e+14,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.073434474371e+15,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.2881213692452e+15,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.5457456430942e+15,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.8548947717131e+15,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.2258737260557e+15,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.6710484712668e+15,0,0,3.0151701484908e-39,1,3.4571281462583e-42
3.2052581655202e+15,0,0,3.0151701484908e-39,1,3.4571281462583e-42
3.8463097986242e+15,0,0,3.0151701484908e-39,1,3.4571281462583e-42
4.6155717583491e+15,0,0,3.0151701484908e-39,1,3.4571281462583e-42
5.5386861100189e+15,0,0,3.0151701484908e-39,1,3.4571281462583e-42
6.6464233320227e+15,0,0,3.0151701484908e-39,1,3.4571281462583e-42
7.9757079984272e+15,0,0,3.0151701484908e-39,1,3.4571281462583e-42
9.5708495981127e+15,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.1485019517735e+16,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.3782023421282e+16,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.6538428105539e+16,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.9846113726646e+16,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.3815336471976e+16,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.8578403766371e+16,0,0,3.0151701484908e-39,1,3.4571281462583e-42
3.4294084519645e+16,0,0,3.0151701484908e-39,1,3.4571281462583e-42
4.1152901423574e+16,0,0,3.0151701484908e-39,1,3.4571281462583e-42
4.9383481708289e+16,0,0,3.0151701484908e-39,1,3.4571281462583e-42
5.9260178049947e+16,0,0,3.0151701484908e-39,1,3.4571281462583e-42
7.1112213659936e+16,0,0,3.0151701484908e-39,1,3.4571281462583e-42
8.5334656391923e+16,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.0240158767031e+17,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.2288190520437e+17,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.4745828624524e+17,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.7694994349429e+17,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.1233993219315e+17,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.5480791863178e+17,0,0,3.0151701484908e-39,1,3.4571281462583e-42
3.0576950235814e+17,0,0,3.0151701484908e-39,1,3.4571281462583e-42
3.6692340282976e+17,0,0,3.0151701484908e-39,1,3.4571281462583e-42
4.4030808339572e+17,0,0,3.0151701484908e-39,1,3.4571281462583e-42
5.2836970007486e+17,0,0,3.0151701484908e-39,1,3.4571281462583e-42
6.3404364008983e+17,0,0,3.0151701484908e-39,1,3.4571281462583e-42
7.608523681078e+17,0,0,3.0151701484908e-39,1,3.4571281462583e-42
9.1302284172936e+17,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.0956274100752e+18,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.3147528920903e+18,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.5777034705083e+18,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.89324416461e+18,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.271892997532e+18,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.7262715970384e+18,0,0,3.0151701484908e-39,1,3.4571281462583e-42
3.2715259164461e+18,0,0,3.0151701484908e-39,1,3.4571281462583e-42
3.9258310997353e+18,0,0,3.0151701484908e-39,1,3.4571281462583e-42
4.7109973196823e+18,0,0,3.0151701484908e-39,1,3.4571281462583e-42
5.6531967836188e+18,0,0,3.0151701484908e-39,1,3.4571281462583e-42
6.7838361403426e+18,0,0,3.0151701484908e-39,1,3.4571281462583e-42
8.1406033684111e+18,0,0,3.0151701484908e-39,1,3.4571281462583e-42
9.7687240420933e+18,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.1722468850512e+19,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.4066962620614e+19,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.6880355144737e+19,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.0256426173685e+19,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.4307711408422e+19,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.9169253690106e+19,0,0,3.0151701484908e-39,1,3.4571281462583e-42
3.5003104428127e+19,0,0,3.0151701484908e-39,1,3.4571281462583e-42
4.2003725313752e+19,0,0,3.0151701484908e-39,1,3.4571281462583e-42
5.0404470376503e+19,0,0,3.0151701484908e-39,1,3.4571281462583e-42
6.0485364451804e+19,0,0,3.0151701484908e-39,1,3.4571281462583e-42
7.2582437342164e+19,0,0,3.0151701484908e-39,1,3.4571281462583e-42
8.7098924810597e+19,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.0451870977272e+20,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.2542245172726e+20,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.5050694207271e+20,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.8060833048725e+20,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.167299965847e+20,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.6007599590165e+20,0,0,3.0151701484908e-39,1,3.4571281462583e-42
3.1209119508198e+20,0,0,3.0151701484908e-39,1,3.4571281462583e-42
3.7450943409837e+20,0,0,3.0151701484908e-39,1,3.4571281462583e-42
4.4941132091804e+20,0,0,3.0151701484908e-39,1,3.4571281462583e-42
5.3929358510165e+20,0,0,3.0151701484908e-39,1,3.4571281462583e-42
6.4715230212198e+20,0,0,3.0151701484908e-39,1,3.4571281462583e-42
7.7658276254638e+20,0,0,3.0151701484908e-39,1,3.4571281462583e-42
9.3189931505566e+20,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.1182791780668e+21,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.3419350136801e+21,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.6103220164162e+21,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.9323864196994e+21,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.3188637036393e+21,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.7826364443671e+21,0,0,3.0151701484908e-39,1,3.4571281462583e-42
3.3391637332406e+21,0,0,3.0151701484908e-39,1,3.4571281462583e-42
4.0069964798887e+21,0,0,3.0151701484908e-39,1,3.4571281462583e-42
4.8083957758664e+21,0,0,3.0151701484908e-39,1,3.4571281462583e-42
5.7700749310397e+21,0,0,3.0151701484908e-39,1,3.4571281462583e-42
6.9240899172477e+21,0,0,3.0151701484908e-39,1,3.4571281462583e-42
8.3089079006972e+21,0,0,3.0151701484908e-39,1,3.4571281462583e-42
9.9706894808366e+21,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.1964827377004e+22,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.4357792852405e+22,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.7229351422886e+22,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.0675221707463e+22,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.4810266048955e+22,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.9772319258746e+22,0,0,3.0151701484908e-39,1,3.4571281462583e-42
3.5726783110496e+22,0,0,3.0151701484908e-39,1,3.4571281462583e-42
4.2872139732595e+22,0,0,3.0151701484908e-39,1,3.4571281462583e-42
5.1446567679114e+22,0,0,3.0151701484908e-39,1,3.4571281462583e-42
6.1735881214937e+22,0,0,3.0151701484908e-39,1,3.4571281462583e-42
7.4083057457924e+22,0,0,3.0151701484908e-39,1,3.4571281462583e-42
8.8899668949509e+22,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.0667960273941e+23,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.2801552328729e+23,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.5361862794475e+23,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.843423535337e+23,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.2121082424044e+23,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.6545298908853e+23,0,0,3.0151701484908e-39,1,3.4571281462583e-42
3.1854358690624e+23,0,0,3.0151701484908e-39,1,3.4571281462583e-42
3.8225230428748e+23,0,0,3.0151701484908e-39,1,3.4571281462583e-42
4.5870276514498e+23,0,0,3.0151701484908e-39,1,3.4571281462583e-42
5.5044331817398e+23,0,0,3.0151701484908e-39,1,3.4571281462583e-42
6.6053198180877e+23,0,0,3.0151701484908e-39,1,3.4571281462583e-42
7.9263837817052e+23,0,0,3.0151701484908e-39,1,3.4571281462583e-42
9.5116605380463e+23,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.1413992645656e+24,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.3696791174787e+24,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.6436149409744e+24,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.9723379291693e+24,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.3668055150031e+24,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.8401666180038e+24,0,0,3.0151701484908e-39,1,3.4571281462583e-42
3.4081999416045e+24,0,0,3.0151701484908e-39,1,3.4571281462583e-42
4.0898399299254e+24,0,0,3.0151701484908e-39,1,3.4571281462583e-42
4.9078079159105e+24,0,0,3.0151701484908e-39,1,3.4571281462583e-42
5.8893694990926e+24,0,0,3.0151701484908e-39,1,3.4571281462583e-42
7.0672433989111e+24,0,0,3.0151701484908e-39,1,3.4571281462583e-42
8.4806920786933e+24,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.0176830494432e+25,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.2212196593318e+25,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.4654635911982e+25,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.7585563094379e+25,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.1102675713254e+25,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.5323210855905e+25,0,0,3.0151701484908e-39,1,3.4571281462583e-42
3.0387853027086e+25,0,0,3.0151701484908e-39,1,3.4571281462583e-42
3.6465423632503e+25,0,0,3.0151701484908e-39,1,3.4571281462583e-42
4.3758508359004e+25,0,0,3.0151701484908e-39,1,3.4571281462583e-42
5.2510210030805e+25,0,0,3.0151701484908e-39,1,3.4571281462583e-42
6.3012252036966e+25,0,0,3.0151701484908e-39,1,3.4571281462583e-42
7.5614702444359e+25,0,0,3.0151701484908e-39,1,3.4571281462583e-42
9.0737642933231e+25,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.0888517151988e+26,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.3066220582385e+26,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.5679464698862e+26,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.8815357638635e+26,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.2578429166362e+26,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.7094114999634e+26,0,0,3.0151701484908e-39,1,3.4571281462583e-42
3.2512937999561e+26,0,0,3.0151701484908e-39,1,3.4571281462583e-42
3.9015525599473e+26,0,0,3.0151701484908e-39,1,3.4571281462583e-42
4.6818630719367e+26,0,0,3.0151701484908e-39,1,3.4571281462583e-42
5.6182356863241e+26,0,0,3.0151701484908e-39,1,3.4571281462583e-42
6.7418828235889e+26,0,0,3.0151701484908e-39,1,3.4571281462583e-42
8.0902593883067e+26,0,0,3.0151701484908e-39,1,3.4571281462583e-42
9.708311265968e+26,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.1649973519162e+27,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.3979968222994e+27,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.6775961867593e+27,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.0131154241111e+27,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.4157385089334e+27,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.89888621072e+27,0,0,3.0151701484908e-39,1,3.4571281462583e-42
3.478663452864e+27,0,0,3.0151701484908e-39,1,3.4571281462583e-42
4.1743961434368e+27,0,0,3.0151701484908e-39,1,3.4571281462583e-42
5.0092753721242e+27,0,0,3.0151701484908e-39,1,3.4571281462583e-42
6.011130446549e+27,0,0,3.0151701484908e-39,1,3.4571281462583e-42
7.2133565358589e+27,0,0,3.0151701484908e-39,1,3.4571281462583e-42
8.6560278430306e+27,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.0387233411637e+28,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.2464680093964e+28,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.4957616112757e+28,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.7949139335308e+28,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.153896720237e+28,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.5846760642844e+28,0,0,3.0151701484908e-39,1,3.4571281462583e-42
3.1016112771413e+28,0,0,3.0151701484908e-39,1,3.4571281462583e-42
3.7219335325695e+28,0,0,3.0151701484908e-39,1,3.4571281462583e-42
4.4663202390834e+28,0,0,3.0151701484908e-39,1,3.4571281462583e-42
5.3595842869001e+28,0,0,3.0151701484908e-39,1,3.4571281462583e-42
6.4315011442801e+28,0,0,3.0151701484908e-39,1,3.4571281462583e-42
7.7178013731362e+28,0,0,3.0151701484908e-39,1,3.4571281462583e-42
9.2613616477634e+28,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.1113633977316e+29,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.3336360772779e+29,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.6003632927335e+29,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1.9204359512802e+29,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.3045231415363e+29,0,0,3.0151701484908e-39,1,3.4571281462583e-42
2.7654277698435e+29,0,0,3.0151701484908e-39,1,3.4571281462583e-42
3.3185133238122e+29,0,0,3.0151701484908e-39,1,3.4571281462583e-42
3.9822159885747e+29,0,0,3.0151701484908e-39,1,3.4571281462583e-42
4.7786591862896e+29,0,0,3.0151701484908e-39,1,3.4571281462583e-42
5.7343910235475e+29,0,0,3.0151701484908e-39,1,3.4571281462583e-42
6.881269228257e+29,0,0,3.0151701484908e-39,1,3.4571281462583e-42
8.2575230739084e+29,0,0,3.0151701484908e-39,1,3.4571281462583e-42
9.9090276886901e+29,0,0,3.0151701484908e-39,1,3.4571281462583e-42
1e+30,0,0,3.0151701484908e-39,1,3.4571281462583e-42
