time,average_xi,average_xv,left_jix,left_jvx,right_jix,right_jvx,total_ci,total_cv
0,0,0,0,0,0,0,0,0
25.958682112,2.6091748267134e-16,8.7123677894837e-09,6.3491683540803e-23,-3.7068488994871e-21,8.4006048654753e-23,7.8627823856306e-22,1.3045874133567e-11,0.00043561838947418
186.68799962237,1.7126757101612e-15,8.7123354902069e-09,2.7014289421576e-22,-6.3006545781511e-23,3.6278737604605e-22,-1.3470364960185e-23,8.5633785508061e-11,0.00043561677451034
1181.8815689988,1.0676973259172e-14,8.7121355027387e-09,-1.0376495224813e-22,4.0990465416477e-23,-2.227672514407e-23,-9.4183922745811e-23,5.3384866295862e-10,0.00043560677513694
7343.8578398454,6.5249193892523e-14,8.7108972771268e-09,2.7778001283366e-25,-4.2348365110044e-22,3.8143002489246e-25,-4.7584426328439e-22,3.2624596946262e-09,0.00043554486385634
45497.190750011,3.6987624882342e-13,8.7032323706285e-09,-1.4887635438821e-24,1.2565098497807e-23,-4.7861768841569e-26,9.559613842712e-24,1.8493812441171e-08,0.00043516161853142
281732.57176583,1.4083188150116e-12,8.6558735791587e-09,-1.8579252039765e-26,-7.9663448689267e-25,-1.8579252039765e-26,-8.3284514538779e-25,7.0415940750579e-08,0.00043279367895794
1744439.784661,1.9105427129236e-12,8.3682145498856e-09,5.1698788284564e-26,5.34396898071e-22,5.3314375418457e-25,-5.4913463607852e-22,9.5527135646181e-08,0.00041841072749428
10801137.310052,1.9329424006698e-12,6.7969932235672e-09,-4.8467614016779e-27,-1.8105329247561e-25,-6.4623485355705e-27,2.5347460946585e-25,9.6647120033492e-08,0.00033984966117836
66877821.244672,2.0089723935786e-12,2.023761982113e-09,-1.9387045606712e-26,0,-1.6155871338926e-26,0,1.0044861967893e-07,0.00010118809910565
414089867.61007,2.0361065340493e-12,4.0704736320763e-10,0,0,0,0,1.0180532670247e-07,2.0352368160381e-05
819608176.85432,2.0360666792479e-12,4.0939026776677e-10,0,0,0,0,1.018033339624e-07,2.0469513388338e-05
