time,average_xi,average_xv,center_xi,center_xs,center_xv
0,0,0,0,0,0
1,9.0902642493853e-07,9.9982908452393e-07,9.0902584422288e-07,1,9.9982844580253e-07
2.2,1.9209999537765e-06,2.1992494415226e-06,1.9209994923554e-06,1,2.1992488676917e-06
3.64,3.0007489360799e-06,3.6376479204845e-06,3.0007486004215e-06,1,3.6376474241537e-06
5.368,4.1137410985619e-06,5.3619038211607e-06,4.113740919009e-06,1,5.3619034611496e-06
7.4416,5.2211240674248e-06,7.4277180688496e-06,5.2211240799145e-06,1,7.4277179520734e-06
9.92992,6.2792045376346e-06,9.9011362773681e-06,6.2792047726567e-06,1,9.9011365874467e-06
12.915904,7.2421784299407e-06,1.286032915284e-05,7.2421788886734e-06,1,1.2860330173604e-05
16.4990848,8.0674275247166e-06,1.6397690115556e-05,8.0674281535097e-06,1,1.6397692219269e-05
20.79890176,8.7223667627017e-06,2.0622317861165e-05,8.7223674552485e-06,1,2.0622321430925e-05
25.958682112,9.1910769502348e-06,2.5662935855731e-05,9.1910775918159e-06,1,2.5662941136719e-05
32.1504185344,9.4783253569984e-06,3.1671245896224e-05,9.4783258755641e-06,1,3.1671252817315e-05
39.58050224128,9.6087339928953e-06,3.8825618419247e-05,9.6087343622489e-06,1,3.8825626514415e-05
48.496602689536,9.6203040490173e-06,4.7334920813689e-05,9.620304254889e-06,1,4.7334929428688e-05
59.195923227443,9.5540189105981e-06,5.7442240523713e-05,9.5540189356958e-06,1,5.7442249245638e-05
72.035107872932,9.4435409368014e-06,6.9428322192884e-05,9.4435407634096e-06,1,6.9428331126771e-05
87.442129447518,9.3093124413885e-06,8.3614670549487e-05,9.3093121301335e-06,1,8.3614680347467e-05
105.93055533702,9.1589331902943e-06,0.00010036633009826,9.1589328046651e-06,1,0.00010036634193897
128.11666640443,8.9920168959939e-06,0.00012009420719945,8.992016482606e-06,1,0.00012009422300069
154.73999968531,8.8056675292776e-06,0.0001432565045232,8.8056670725499e-06,1,0.00014325652532694
186.68799962237,8.5977187508743e-06,0.00017035863143732,8.5977185553197e-06,1,0.00017035865268673
225.02559954685,8.3674854852409e-06,0.00020195100044345,8.367485331885e-06,1,0.0002019510213808
271.03071945622,8.1153967601309e-06,0.00023862431074315,8.1153982072624e-06,1,0.00023862433735951
326.23686334746,7.8426592477782e-06,0.00028100203221787,7.8426626137926e-06,1,0.00028100209526367
392.48423601695,7.5511940707614e-06,0.00032972978139874,7.5511976306126e-06,1,0.00032972989939543
471.98108322034,7.2436464506913e-06,0.00038546122532326,7.2436470976982e-06,1,0.00038546140300754
567.37729986441,6.92332602777e-06,0.00044884010177,6.9233248681533e-06,1,0.00044884028208313
681.8527598373,6.5940698113317e-06,0.00052047785570701,6.5940689577883e-06,1,0.00052047803058697
819.22331180476,6.2600581313935e-06,0.00060092621777771,6.2600574796124e-06,1,0.00060092638316515
984.06797416571,5.9256100411324e-06,0.00069064382562691,5.925609500045e-06,1,0.00069064397960537
1181.8815689988,5.5949810587296e-06,0.0007899557880548,5.5949806137041e-06,1,0.00078995592974067
1419.2578827986,5.2721842160527e-06,0.00089900503375184,5.2721838563313e-06,1,0.00089900516276922
1704.1094593583,4.9608501073119e-06,0.0010176945343655,4.9608498204783e-06,1,0.0010176946506246
2045.93135123,4.6641340163633e-06,0.0011456202614277,4.6641337905233e-06,1,0.0011456203650268
2456.117621476,4.3846675123851e-06,0.0012819962111841,4.3846673367855e-06,1,0.0012819963023651
2948.3411457712,4.1245669451647e-06,0.0014255759085675,4.1245668103602e-06,1,0.0014255759876948
3539.0093749255,3.8854426769229e-06,0.0015745777540768,3.8854425748175e-06,1,0.0015745778216301
4247.8112499105,3.6684609220811e-06,0.0017266282471095,3.6684608458687e-06,1,0.001726628303683
5098.3734998927,3.4743858970968e-06,0.0018787423699828,3.4743858411514e-06,1,0.0018787424162877
6119.0481998712,3.303643082865e-06,0.0020273684703591,3.3036430425959e-06,1,0.0020273685072277
7343.8578398454,3.1563397281222e-06,0.0021685274850112,3.1563396998247e-06,1,0.0021685275133963
8813.6294078145,3.0322691703464e-06,0.0022980747855005,3.0322691510562e-06,1,0.002298074806468
10577.355289377,2.9308742686683e-06,0.0024120976062188,2.9308742560277e-06,1,0.0024120976209264
12693.826347253,2.8511690193917e-06,0.0025074276051368,2.8511690115353e-06,1,0.0025074276147964
15233.591616703,2.7916285282425e-06,0.0025821947555895,2.7916285237043e-06,1,0.0025821947614101
18281.309940044,2.7500817306311e-06,0.0026362856946837,2.7500817282735e-06,1,0.0026362856977996
21938.571928053,2.7236730401119e-06,0.0026715263179497,2.7236730390762e-06,1,0.0026715263193452
26327.286313664,2.7089795452116e-06,0.0026914314743094,2.7089795448835e-06,1,0.0026914314747563
31593.743576396,2.702343469733e-06,0.0027004923037568,2.7023434697123e-06,1,0.0027004923037852
37913.492291676,2.7003774443788e-06,0.0027031832957166,2.7003774444425e-06,1,0.0027031832956294
45497.190750011,2.7004718171893e-06,0.0027030559012459,2.7004718172431e-06,1,0.0027030559011723
