x,y,z,id,T,jx,dTdx,mat_therm_cond
0,0,0,0,0,-5.0759728447617e-09,1.0151945689523e-07,0.05
0.01,0,0,0.01,1.0150342630244e-09,-5.0739690562612e-09,1.0147938112522e-07,0.05
0.02,0,0,0.02,2.0290668097777e-09,-5.0669578728899e-09,1.013391574578e-07,0.05
0.03,0,0,0.03,3.041096912562e-09,-5.0549462138392e-09,1.0109892427678e-07,0.05
0.04,0,0,0.04,4.0501258198497e-09,-5.0379459331666e-09,1.0075891866333e-07,0.05
0.05,0,0,0.05,5.0551577419308e-09,-5.0159738080965e-09,1.0031947616193e-07,0.05
0.06,0,0,0.06,6.0552008336372e-09,-4.9890515224637e-09,9.9781030449274e-08,0.05
0.07,0,0,0.07,7.049268173174e-09,-4.9572056453137e-09,9.9144112906273e-08,0.05
0.08,0,0,0.08,8.0363787360924e-09,-4.9204676046826e-09,9.8409352093651e-08,0.05
0.09,0,0,0.09,9.0155583634421e-09,-4.8788736565807e-09,9.7577473131615e-08,0.05
0.1,0,0,0.1,9.9858407231486e-09,-4.8324648492135e-09,9.664929698427e-08,0.05
0.11,0,0,0.11,1.0946268263667e-08,-4.7812869824708e-09,9.5625739649416e-08,0.05
0.12,0,0,0.12,1.1895893158967e-08,-4.725390562728e-09,9.4507811254561e-08,0.05
0.13,0,0,0.13,1.2833778243929e-08,-4.6648307530031e-09,9.3296615060062e-08,0.05
0.14,0,0,0.14,1.3758997939204e-08,-4.5996673185168e-09,9.1993346370336e-08,0.05
0.15,0,0,0.15,1.4670639164657e-08,-4.5299645677119e-09,9.0599291354237e-08,0.05
0.16,0,0,0.16,1.5567802240463e-08,-4.4557912887877e-09,8.9115825775754e-08,0.05
0.17,0,0,0.17,1.6449601774981e-08,-4.3772206818156e-09,8.7544413636313e-08,0.05
0.18,0,0,0.18,1.7315167538531e-08,-4.2943302864991e-09,8.5886605729981e-08,0.05
0.19,0,0,0.19,1.8163645322207e-08,-4.2072019056503e-09,8.4144038113007e-08,0.05
0.2,0,0,0.2,1.8994197780873e-08,-4.1159215244624e-09,8.2318430489249e-08,0.05
0.21,0,0,0.21,1.9806005259526e-08,-4.0205792256512e-09,8.0411584513024e-08,0.05
0.22,0,0,0.22,2.0598266602197e-08,-3.9212691005547e-09,7.8425382011094e-08,0.05
0.23,0,0,0.23,2.1370199942589e-08,-3.8180891562763e-09,7.6361783125526e-08,0.05
0.24,0,0,0.24,2.2121043475695e-08,-3.7111412189642e-09,7.4222824379283e-08,0.05
0.25,0,0,0.25,2.2850056209595e-08,-3.6005308333208e-09,7.2010616666416e-08,0.05
0.26,0,0,0.26,2.3556518696737e-08,-3.4863671584418e-09,6.9727343168837e-08,0.05
0.27,0,0,0.27,2.4239733743939e-08,-3.368762860092e-09,6.7375257201839e-08,0.05
0.28,0,0,0.28,2.4899027100434e-08,-3.2478339995147e-09,6.4956679990294e-08,0.05
0.29,0,0,0.29,2.5533748123277e-08,-3.1236999188955e-09,6.247399837791e-08,0.05
0.3,0,0,0.3,2.6143270419449e-08,-2.9964831235853e-09,5.9929662471705e-08,0.05
0.31,0,0,0.31,2.6726992464032e-08,-2.8663091612021e-09,5.7326183224043e-08,0.05
0.32,0,0,0.32,2.7284338193842e-08,-2.7333064977305e-09,5.466612995461e-08,0.05
0.33,0,0,0.33,2.7814757575933e-08,-2.5976063907417e-09,5.1952127814833e-08,0.05
0.34,0,0,0.34,2.8317727150412e-08,-2.4593427598579e-09,4.9186855197159e-08,0.05
0.35,0,0,0.35,2.8792750547035e-08,-2.31865205459e-09,4.6373041091801e-08,0.05
0.36,0,0,0.36,2.9239358975059e-08,-2.1756731196786e-09,4.3513462393573e-08,0.05
0.37,0,0,0.37,2.9657111685885e-08,-2.0305470580706e-09,4.0610941161411e-08,0.05
0.38,0,0,0.38,3.0045596408024e-08,-1.883417091667e-09,3.766834183334e-08,0.05
0.39,0,0,0.39,3.0404429753957e-08,-1.7344284199816e-09,3.4688568399632e-08,0.05
0.4,0,0,0.4,3.0733257598493e-08,-1.5837280768463e-09,3.1674561536925e-08,0.05
0.41,0,0,0.41,3.1031755428252e-08,-1.4314647853039e-09,2.8629295706077e-08,0.05
0.42,0,0,0.42,3.1299628661912e-08,-1.2777888108419e-09,2.5555776216838e-08,0.05
