x,y,z,id,T,jx,dTdx,mat_therm_cond
0,0,0,0,0.63661767668936,-2.5266899683629e-12,5.0533799367258e-11,0.05
0.01,0,0,0.01,0.63661767669189,-2.2760104911868e-11,4.5520209823735e-10,0.05
0.02,0,0,0.02,0.63661767669946,-4.7955950321921e-11,9.5911900643841e-10,0.05
0.03,0,0,0.03,0.63661767671206,-7.2967054620676e-11,1.4593410924135e-09,0.05
0.04,0,0,0.04,0.63661767672962,-9.7685415312299e-11,1.953708306246e-09,0.05
0.05,0,0,0.05,0.63661767675209,-1.2201724075567e-10,2.4403448151133e-09,0.05
0.06,0,0,0.06,0.63661767677936,-1.4587726582249e-10,2.9175453164498e-09,0.05
0.07,0,0,0.07,0.63661767681134,-1.6915180367505e-10,3.383036073501e-09,0.05
0.08,0,0,0.08,0.6366176768479,-1.9176127352694e-10,3.8352254705387e-09,0.05
0.09,0,0,0.09,0.63661767688889,-2.1361756807892e-10,4.2723513615783e-09,0.05
0.1,0,0,0.1,0.63661767693414,-2.3462973786081e-10,4.6925947572163e-09,0.05
0.11,0,0,0.11,0.6366176769835,-2.5471251774434e-10,5.0942503548868e-09,0.05
0.12,0,0,0.12,0.63661767703674,-2.7379201128497e-10,5.4758402256994e-09,0.05
0.13,0,0,0.13,0.63661767709368,-2.9179147986724e-10,5.8358295973449e-09,0.05
0.14,0,0,0.14,0.63661767715408,-3.0863702704664e-10,6.1727405409329e-09,0.05
0.15,0,0,0.15,0.6366176772177,-3.2426612506242e-10,6.4853225012484e-09,0.05
0.16,0,0,0.16,0.6366176772843,-3.3861340398289e-10,6.7722680796578e-09,0.05
0.17,0,0,0.17,0.63661767735361,-3.5163338907296e-10,7.0326677814592e-09,0.05
0.18,0,0,0.18,0.63661767742535,-3.6325786822999e-10,7.2651573645999e-09,0.05
0.19,0,0,0.19,0.63661767749925,-3.7344705106079e-10,7.4689410212159e-09,0.05
0.2,0,0,0.2,0.63661767757501,-3.8216967368498e-10,7.6433934736997e-09,0.05
0.21,0,0,0.21,0.63661767765233,-3.8937741919653e-10,7.7875483839307e-09,0.05
0.22,0,0,0.22,0.63661767773091,-3.9505039239884e-10,7.9010078479769e-09,0.05
0.23,0,0,0.23,0.63661767781044,-3.9916301375342e-10,7.9832602750685e-09,0.05
0.24,0,0,0.24,0.6366176778906,-4.017039145765e-10,8.03407829153e-09,0.05
0.25,0,0,0.25,0.63661767797108,-4.0265604184242e-10,8.0531208368484e-09,0.05
0.26,0,0,0.26,0.63661767805156,-4.0201939555118e-10,8.0403879110236e-09,0.05
0.27,0,0,0.27,0.63661767813173,-3.9979966004466e-10,7.9959932008933e-09,0.05
0.28,0,0,0.28,0.63661767821126,-3.9599683532288e-10,7.9199367064575e-09,0.05
0.29,0,0,0.29,0.63661767828984,-3.906365009243e-10,7.812730018486e-09,0.05
0.3,0,0,0.3,0.63661767836716,-3.8373002553271e-10,7.6746005106543e-09,0.05
0.31,0,0,0.31,0.63661767844292,-3.7531151519943e-10,7.5062303039886e-09,0.05
0.32,0,0,0.32,0.63661767851682,-3.6540654946293e-10,7.3081309892586e-09,0.05
0.33,0,0,0.33,0.63661767858856,-3.540662874002e-10,7.081325748004e-09,0.05
0.34,0,0,0.34,0.63661767865787,-3.4133051940444e-10,6.8266103880887e-09,0.05
0.35,0,0,0.35,0.63661767872446,-3.2724472021073e-10,6.5448944042146e-09,0.05
0.36,0,0,0.36,0.63661767878809,-3.1186289106699e-10,6.2372578213399e-09,0.05
0.37,0,0,0.37,0.63661767884849,-2.9525892841775e-10,5.905178568355e-09,0.05
0.38,0,0,0.38,0.63661767890542,-2.7747830699809e-10,5.5495661399618e-09,0.05
0.39,0,0,0.39,0.63661767895867,-2.5861197627819e-10,5.1722395255638e-09,0.05
0.4,0,0,0.4,0.63661767900802,-2.3872530618974e-10,4.7745061237947e-09,0.05
0.41,0,0,0.41,0.63661767905328,-2.1788935100631e-10,4.3577870201261e-09,0.05
0.42,0,0,0.42,0.63661767909427,-1.9619506019808e-10,3.9239012039616e-09,0.05
0.43,0,0,0.43,0.63661767913082,-1.7373054106429e-10,3.4746108212858e-09,0.05
0.44,0,0,0.44,0.6366176791628,-1.5057821656228e-10,3.0115643312456e-09,0.05
0.45,0,0,0.45,0.63661767919008,-1.2683187833318e-10,2.5366375666636e-09,0.05
0.46,0,0,0.46,0.63661767921254,-1.0258816018904e-10,2.0517632037809e-09,0.05
0.47,0,0,0.47,0.63661767923011,-7.7935169429111e-11,1.5587033885822e-09,0.05
0.48,0,0,0.48,0.6366176792427,-5.297522420733e-11,1.0595044841466e-09,0.05
0.49,0,0,0.49,0.63661767925028,-2.7804958335764e-11,5.5609916671528e-10,0.05
