x,y,z,id,T,jx,dTdx,mat_therm_cond
0,0,0,0,0,-1.5470994579917e-05,0.00030941989159833,0.05
0.01,0,0,0.01,3.0937103215368e-06,-1.5464887257837e-05,0.00030929774515674,0.05
0.02,0,0,0.02,6.1843675244945e-06,-1.5443517959132e-05,0.00030887035918265,0.05
0.03,0,0,0.03,9.2689215033532e-06,-1.540690777272e-05,0.00030813815545441,0.05
0.04,0,0,0.04,1.2344328175739e-05,-1.5355092828435e-05,0.00030710185656871,0.05
0.05,0,0,0.05,1.5407552486563e-05,-1.5288124261372e-05,0.00030576248522743,0.05
0.06,0,0,0.06,1.845557140326e-05,-1.520606816142e-05,0.00030412136322839,0.05
0.07,0,0,0.07,2.148537689915e-05,-1.5109005508043e-05,0.00030218011016086,0.05
0.08,0,0,0.08,2.4493978922001e-05,-1.4997032090362e-05,0.00029994064180725,0.05
0.09,0,0,0.09,2.7478408344851e-05,-1.4870258412622e-05,0.00029740516825245,0.05
0.1,0,0,0.1,3.0435719896172e-05,-1.4728809585137e-05,0.00029457619170274,0.05
0.11,0,0,0.11,3.3362995066505e-05,-1.4572825200822e-05,0.00029145650401644,0.05
0.12,0,0,0.12,3.6257344988671e-05,-1.4402459197432e-05,0.00028804918394864,0.05
0.13,0,0,0.13,3.9115913288735e-05,-1.4217879705644e-05,0.00028435759411289,0.05
0.14,0,0,0.14,4.1935878904905e-05,-1.4019268883133e-05,0.00028038537766265,0.05
0.15,0,0,0.15,4.4714458871575e-05,-1.38068227348e-05,0.00027613645469601,0.05
0.16,0,0,0.16,4.7448911065782e-05,-1.3580750919346e-05,0.00027161501838693,0.05
0.17,0,0,0.17,5.0136536913343e-05,-1.3341276542359e-05,0.00026682553084718,0.05
0.18,0,0,0.18,5.2774684052028e-05,-1.3088635936136e-05,0.00026177271872272,0.05
0.19,0,0,0.19,5.5360748949118e-05,-1.2823078426454e-05,0.00025646156852909,0.05
0.2,0,0,0.2,5.789217947078e-05,-1.2544866086515e-05,0.0002508973217303,0.05
0.21,0,0,0.21,6.0366477400712e-05,-1.2254273478309e-05,0.00024508546956617,0.05
0.22,0,0,0.22,6.2781200905582e-05,-1.1951587381654e-05,0.00023903174763308,0.05
0.23,0,0,0.23,6.5133966944825e-05,-1.1637106511188e-05,0.00023274213022376,0.05
0.24,0,0,0.24,6.7422453622413e-05,-1.131114122156e-05,0.0002262228244312,0.05
0.25,0,0,0.25,6.9644402478287e-05,-1.0974013201157e-05,0.00021948026402314,0.05
0.26,0,0,0.26,7.1797620717185e-05,-1.0626055154633e-05,0.00021252110309265,0.05
0.27,0,0,0.27,7.3879983372668e-05,-1.026761047457e-05,0.0002053522094914,0.05
0.28,0,0,0.28,7.58894354042e-05,-9.8990329025925e-06,0.00019798065805185,0.05
0.29,0,0,0.29,7.782399372523e-05,-9.520686180264e-06,0.00019041372360528,0.05
0.3,0,0,0.3,7.9681749160259e-05,-9.1329436901228e-06,0.00018265887380246,0.05
0.31,0,0,0.31,8.146086832896e-05,-8.7361880871929e-06,0.00017472376174386,0.05
0.32,0,0,0.32,8.3159595455511e-05,-8.3308109213542e-06,0.00016661621842708,0.05
0.33,0,0,0.33,8.4776254101327e-05,-7.9172122509276e-06,0.00015834424501855,0.05
0.34,0,0,0.34,8.6309248819506e-05,-7.4958002478649e-06,0.0001499160049573,0.05
0.35,0,0,0.35,8.7757066729341e-05,-7.066990794935e-06,0.0001413398158987,0.05
0.36,0,0,0.36,8.9118279009354e-05,-6.631207075301e-06,0.00013262414150602,0.05
0.37,0,0,0.37,9.0391542307365e-05,-6.1888791548781e-06,0.00012377758309756,0.05
0.38,0,0,0.38,9.1575600066222e-05,-5.7404435579222e-06,0.00011480887115844,0.05
0.39,0,0,0.39,9.266928376387e-05,-5.2863428362273e-06,0.00010572685672455,0.05
