x,y,z,id,T,jx,dTdx,mat_therm_cond
0,0,0,0,0.63661767796923,-2.8421709430404e-15,5.6843418860808e-14,0.05
0.01,0,0,0.01,0.63661767796923,-3.1263880373444e-14,6.2527760746889e-13,0.05
0.02,0,0,0.02,0.63661767796925,-7.105427357601e-14,1.4210854715202e-12,0.05
0.03,0,0,0.03,0.63661767796926,-1.1084466677858e-13,2.2168933355715e-12,0.05
0.04,0,0,0.04,0.63661767796929,-1.4210854715202e-13,2.8421709430404e-12,0.05
0.05,0,0,0.05,0.63661767796932,-1.7905676941155e-13,3.5811353882309e-12,0.05
0.06,0,0,0.06,0.63661767796936,-2.1032064978499e-13,4.2064129956998e-12,0.05
0.07,0,0,0.07,0.63661767796941,-2.4442670110147e-13,4.8885340220295e-12,0.05
0.08,0,0,0.08,0.63661767796946,-2.7853275241796e-13,5.5706550483592e-12,0.05
0.09,0,0,0.09,0.63661767796952,-3.0695446184836e-13,6.1390892369673e-12,0.05
0.1,0,0,0.1,0.63661767796959,-3.3821834222181e-13,6.7643668444362e-12,0.05
0.11,0,0,0.11,0.63661767796966,-3.6664005165221e-13,7.3328010330442e-12,0.05
0.12,0,0,0.12,0.63661767796973,-3.9506176108262e-13,7.9012352216523e-12,0.05
0.13,0,0,0.13,0.63661767796982,-4.2348347051302e-13,8.4696694102604e-12,0.05
0.14,0,0,0.14,0.6366176779699,-4.4622083805734e-13,8.9244167611469e-12,0.05
0.15,0,0,0.15,0.63661767796999,-4.6611603465863e-13,9.3223206931725e-12,0.05
0.16,0,0,0.16,0.63661767797009,-4.8601123125991e-13,9.7202246251982e-12,0.05
0.17,0,0,0.17,0.63661767797019,-5.0590642786119e-13,1.0118128557224e-11,0.05
0.18,0,0,0.18,0.63661767797029,-5.2295945351943e-13,1.0459189070389e-11,0.05
0.19,0,0,0.19,0.6366176779704,-5.4285465012072e-13,1.0857093002414e-11,0.05
0.2,0,0,0.2,0.63661767797051,-5.5422333389288e-13,1.1084466677858e-11,0.05
0.21,0,0,0.21,0.63661767797062,-5.62749846722e-13,1.125499693444e-11,0.05
0.22,0,0,0.22,0.63661767797074,-5.6843418860808e-13,1.1368683772162e-11,0.05
0.23,0,0,0.23,0.63661767797085,-5.769607014372e-13,1.1539214028744e-11,0.05
0.24,0,0,0.24,0.63661767797097,-5.7980287238024e-13,1.1596057447605e-11,0.05
0.25,0,0,0.25,0.63661767797108,-5.7980287238024e-13,1.1596057447605e-11,0.05
0.26,0,0,0.26,0.6366176779712,-5.7980287238024e-13,1.1596057447605e-11,0.05
0.27,0,0,0.27,0.63661767797132,-5.7980287238024e-13,1.1596057447605e-11,0.05
0.28,0,0,0.28,0.63661767797143,-5.7127635955112e-13,1.1425527191022e-11,0.05
0.29,0,0,0.29,0.63661767797154,-5.6559201766504e-13,1.1311840353301e-11,0.05
0.3,0,0,0.3,0.63661767797166,-5.5422333389288e-13,1.1084466677858e-11,0.05
0.31,0,0,0.31,0.63661767797177,-5.4001247917768e-13,1.0800249583554e-11,0.05
0.32,0,0,0.32,0.63661767797187,-5.2580162446247e-13,1.0516032489249e-11,0.05
0.33,0,0,0.33,0.63661767797198,-5.0874859880423e-13,1.0174971976085e-11,0.05
0.34,0,0,0.34,0.63661767797208,-4.9169557314599e-13,9.8339114629198e-12,0.05
0.35,0,0,0.35,0.63661767797217,-4.7464254748775e-13,9.4928509497549e-12,0.05
0.36,0,0,0.36,0.63661767797226,-4.5474735088646e-13,9.0949470177293e-12,0.05
0.37,0,0,0.37,0.63661767797235,-4.2348347051302e-13,8.4696694102604e-12,0.05
0.38,0,0,0.38,0.63661767797243,-4.007461029687e-13,8.0149220593739e-12,0.05
0.39,0,0,0.39,0.63661767797251,-3.7232439353829e-13,7.4464878707658e-12,0.05
0.4,0,0,0.4,0.63661767797258,-3.4674485505093e-13,6.9348971010186e-12,0.05
0.41,0,0,0.41,0.63661767797265,-3.1548097467748e-13,6.3096194935497e-12,0.05
0.42,0,0,0.42,0.63661767797271,-2.81374923361e-13,5.62749846722e-12,0.05
0.43,0,0,0.43,0.63661767797276,-2.5579538487364e-13,5.1159076974727e-12,0.05
0.44,0,0,0.44,0.63661767797281,-2.1884716261411e-13,4.3769432522822e-12,0.05
0.45,0,0,0.45,0.63661767797285,-1.8189894035459e-13,3.6379788070917e-12,0.05
0.46,0,0,0.46,0.63661767797288,-1.477928890381e-13,2.955857780762e-12,0.05
0.47,0,0,0.47,0.6366176779729,-1.1368683772162e-13,2.2737367544323e-12,0.05
0.48,0,0,0.48,0.63661767797292,-7.6738615462091e-14,1.5347723092418e-12,0.05
0.49,0,0,0.49,0.63661767797293,-4.2632564145606e-14,8.5265128291212e-13,0.05
0.5,0,0,0.5,0.63661767797294,-2.8421709430404e-15,5.6843418860808e-14,0.05
0.51,0,0,0.51,0.63661767797293,3.1263880373444e-14,-6.2527760746889e-13,0.05
0.52,0,0,0.52,0.63661767797292,6.821210263297e-14,-1.3642420526594e-12,0.05
0.53,0,0,0.53,0.6366176779729,1.0516032489249e-13,-2.1032064978499e-12,0.05
0.54,0,0,0.54,0.63661767797288,1.3926637620898e-13,-2.7853275241796e-12,0.05
0.55,0,0,0.55,0.63661767797285,1.762145984685e-13,-3.5242919693701e-12,0.05
0.56,0,0,0.56,0.63661767797281,2.1032064978499e-13,-4.2064129956998e-12,0.05
0.57,0,0,0.57,0.63661767797276,2.4442670110147e-13,-4.8885340220295e-12,0.05
0.58,0,0,0.58,0.63661767797271,2.7853275241796e-13,-5.5706550483592e-12,0.05
0.59,0,0,0.59,0.63661767797265,3.0695446184836e-13,-6.1390892369673e-12,0.05
0.6,0,0,0.6,0.63661767797258,3.4106051316485e-13,-6.821210263297e-12,0.05
0.61,0,0,0.61,0.63661767797251,3.6664005165221e-13,-7.3328010330442e-12,0.05
0.62,0,0,0.62,0.63661767797243,3.9506176108262e-13,-7.9012352216523e-12,0.05
0.63,0,0,0.63,0.63661767797235,4.2632564145606e-13,-8.5265128291212e-12,0.05
0.64,0,0,0.64,0.63661767797226,4.433786671143e-13,-8.8675733422861e-12,0.05
0.65,0,0,0.65,0.63661767797217,4.6895820560167e-13,-9.3791641120333e-12,0.05
0.66,0,0,0.66,0.63661767797208,4.9169557314599e-13,-9.8339114629198e-12,0.05
0.67,0,0,0.67,0.63661767797198,5.1159076974727e-13,-1.0231815394945e-11,0.05
0.68,0,0,0.68,0.63661767797187,5.2864379540551e-13,-1.057287590811e-11,0.05
0.69,0,0,0.69,0.63661767797177,5.4001247917768e-13,-1.0800249583554e-11,0.05
0.7,0,0,0.7,0.63661767797166,5.485389920068e-13,-1.0970779840136e-11,0.05
0.71,0,0,0.71,0.63661767797154,5.6559201766504e-13,-1.1311840353301e-11,0.05
0.72,0,0,0.72,0.63661767797143,5.6843418860808e-13,-1.1368683772162e-11,0.05
