time,average_xi,average_xv,center_xi,center_xs,center_xv
819.22331180476,9.5646827763414e-05,0.0001029398687097,3.5389428419507e-05,1,3.8109670378415e-05
984.06797416571,9.4896714252951e-05,0.00010375863037294,3.5112021202501e-05,1,3.84127436896e-05
1181.8815689988,9.4011238670289e-05,0.00010473959488544,3.4784219682834e-05,1,3.8775524119187e-05
1419.2578827986,9.2969317909661e-05,0.00010591451520111,3.4398701442147e-05,1,3.9210237192465e-05
1704.1094593583,9.1749640171492e-05,0.00010732284688427,3.3947537270652e-05,1,3.9731439291792e-05
2045.93135123,9.0329270905396e-05,0.00010901099842622,3.3422152217461e-05,1,4.0356214749171e-05
2456.117621476,8.8684527826631e-05,0.0001110336755903,3.2813759518332e-05,1,4.1104783108203e-05
2948.3411457712,8.6792474517009e-05,0.00011345558834674,3.2113874720546e-05,1,4.200109262528e-05
3539.0093749255,8.4632623553635e-05,0.00011635301615317,3.1314918315276e-05,1,4.3073372271079e-05
4247.8112499105,8.2188978811831e-05,0.00011981526916469,3.041096838136e-05,1,4.4354669606291e-05
5098.3734998927,7.9452439851555e-05,0.00012394600480553,2.9398651968461e-05,1,4.5883339837828e-05
6119.0481998712,7.6423383784041e-05,0.00012886421059338,2.8278100855173e-05,1,4.7703409990536e-05
7343.8578398454,7.3114077331706e-05,0.00013470459287465,2.7053844155552e-05,1,4.9864722753684e-05
8813.6294078145,6.9550438941086e-05,0.00014161709466115,2.5735460905571e-05,1,5.2422758285621e-05
10577.355289377,6.5772603327564e-05,0.00014976531650521,2.4337790102261e-05,1,5.5438050380444e-05
12693.826347253,6.1833688803565e-05,0.00015932362689266,2.2880475885824e-05,1,5.8975117535992e-05
15233.591616703,5.7797267755867e-05,0.0001704739353656,2.1387034695748e-05,1,6.3101271048597e-05
18281.309940044,5.3732130971354e-05,0.00018340091874663,1.9882917075074e-05,1,6.7884846505458e-05
21938.571928053,4.9707016479854e-05,0.00019828852735831,1.8393559791114e-05,1,7.3393912811398e-05
26327.286313664,4.5785081053502e-05,0.00021531738906234,1.6942338854277e-05,1,7.9695310034293e-05
31593.743576396,4.2019365874525e-05,0.00023466395745868,1.5548890328969e-05,1,8.6854333135278e-05
36860.200839129,3.8990757727535e-05,0.00025294018119513,1.4428175065932e-05,1,9.3617264146241e-05
43179.949554408,3.6047198186771e-05,0.00027364854037841,1.333892201334e-05,1,0.00010128016875054
49499.698269688,3.3650409268186e-05,0.00029318967406724,1.2451991978052e-05,1,0.00010851113774155
57083.396728023,3.1293590031338e-05,0.00031532555135424,1.1579850743219e-05,1,0.00011670224595819
64667.095186358,2.9353267236647e-05,0.00033621989653342,1.0861832229466e-05,1,0.00012443392332132
73767.53333636,2.7425992783109e-05,0.00035990169419847,1.014864310534e-05,1,0.00013319704316287
82867.971486362,2.5824430886122e-05,0.00038227214246418,9.555984464743e-06,1,0.00014147489830545
93788.497266365,2.4220170425982e-05,0.00040764719225734,8.9623289080364e-06,1,0.0001508645430591
104709.02304637,2.2876654974787e-05,0.00043163753964475,8.4651629571846e-06,1,0.00015974178160732
117813.65398237,2.1521444664866e-05,0.00045887190457922,7.963671111166e-06,1,0.00016981939667799
130918.28491837,2.0379212239383e-05,0.00048464026544195,7.5409923613027e-06,1,0.00017935452335302
146643.84204158,1.922038263034e-05,0.00051391337039373,7.1121734639052e-06,1,0.00019018649918809
162369.39916478,1.8238509044411e-05,0.00054162836218066,6.7488373455127e-06,1,0.00020044190573706
181240.06771263,1.7237637802081e-05,0.00057312954291195,6.3784725758107e-06,1,0.00021209830053079
200110.73626047,1.6385924276789e-05,0.00060296750974644,6.0633034310524e-06,1,0.00022313923807295
222755.53851788,1.5514349787906e-05,0.00063689313929504,5.7407859639424e-06,1,0.00023569271417621
245400.3407753,1.4770030674639e-05,0.00066903550466982,5.4653588615687e-06,1,0.00024758631341861
268045.14303271,1.4125191726082e-05,0.00069962085370484,5.2267439096134e-06,1,0.00025890375775276
295218.90574161,1.3454506911385e-05,0.00073454261441445,4.9785656575334e-06,1,0.00027182578198554
322392.6684505,1.2873185687044e-05,0.00076775544759551,4.7634557314536e-06,1,0.00028411544153521
355001.18370118,1.2268402625333e-05,0.000805649465052,4.5396645916668e-06,1,0.00029813725272022
387609.69895185,1.1744105914809e-05,0.00084165894239556,4.3456566482685e-06,1,0.00031146171931249
420218.21420253,1.1284172565622e-05,0.00087600326353643,4.1754656853516e-06,1,0.00032417002205088
459348.43250334,1.0800348601871e-05,0.00091528859508217,3.9964347102574e-06,1,0.00033870661593933
498478.65080415,1.0376603462956e-05,0.00095270518155011,3.8396351510271e-06,1,0.00035255171369706
545434.91276512,9.9315832699897e-06,0.0009954377599235,3.6749633915387e-06,1,0.00036836385190157
592391.17472609,9.5424557880865e-06,0.0010360697048332,3.5309739390224e-06,1,0.00038339869024505
639347.43668706,9.198643593392e-06,0.0010748305097583,3.4037527346173e-06,1,0.0003977411494094
695694.95104023,8.8346117997592e-06,0.0011191590946196,3.2690498214557e-06,1,0.00041414381358247
752042.4653934,8.5138844722875e-06,0.0011613556875773,3.1503710232631e-06,1,0.0004297575774214
808389.97974656,8.2286921584086e-06,0.0012016400632476,3.0448413591023e-06,1,0.00044466376484564
876006.99697036,7.9249505588324e-06,0.0012477330143639,2.9324480197083e-06,1,0.00046171925397429
943624.01419416,7.6558877755484e-06,0.0012916183767069,2.8328869556735e-06,1,0.00047795787233171
1011241.031418,7.4155425343513e-06,0.0013335127539696,2.7439522901106e-06,1,0.00049345977013697
1092381.4520865,7.1584932130755e-06,0.0013814320863334,2.6488367116552e-06,1,0.00051119103152705
1173521.8727551,6.9299176174576e-06,0.0014270294155207,2.5642572874572e-06,1,0.0005280630878962
1254662.2934236,6.7250852824064e-06,0.0014705237071874,2.4884635902828e-06,1,0.00054415696317264
1352030.7982259,6.5053829549556e-06,0.001520219966351,2.4071676349952e-06,1,0.00056254569674756
1449399.3030282,6.3095088700917e-06,0.0015674445932954,2.3346888362277e-06,1,0.00058001986060142
1546767.8078305,6.1336106192291e-06,0.0016124236099748,2.2696016825312e-06,1,0.00059666308946244
1644136.3126327,5.9746354092093e-06,0.001655353739576,2.2107765454674e-06,1,0.00061254817659609
1760978.5183955,5.802751462752e-06,0.0017044163217375,2.1471748594101e-06,1,0.00063070239557306
1877820.7241582,5.6483598205443e-06,0.0017510315806549,2.0900458250142e-06,1,0.00064795104223359
1994662.9299209,5.5088294261965e-06,0.0017954075605249,2.0384158725254e-06,1,0.0006643710987651
2134873.5768362,5.3580100417085e-06,0.0018459731607151,1.9826087200555e-06,1,0.00068308143604986
2275084.2237515,5.2226063478836e-06,0.0018938582914174,1.9325058025957e-06,1,0.00070079993278614
2415294.8706667,5.1003182587559e-06,0.0019392901676818,1.8872560218031e-06,1,0.00071761066475072
2555505.517582,4.9892852064705e-06,0.0019824696926036,1.8461709136977e-06,1,0.00073358797153292
2723758.2938803,4.868754172683e-06,0.0020315722280348,1.8015713244666e-06,1,0.00075175690287344
2892011.0701787,4.7601245923049e-06,0.0020779567661382,1.7613755959549e-06,1,0.00076892010981535
3060263.846477,4.6617112234079e-06,0.0021218453739973,1.724960141128e-06,1,0.00078515976305652
3262167.178035,4.5551433894074e-06,0.0021715091947454,1.6855273424333e-06,1,0.00080353634785905
3464070.509593,4.4593643387846e-06,0.0022181705118834,1.6500866814891e-06,1,0.00082080193612296
3665973.8411509,4.3728391045591e-06,0.0022620809588084,1.6180701783624e-06,1,0.00083704963871691
3867877.1727089,4.2943098799238e-06,0.0023034652971914,1.5890124098905e-06,1,0.00085236262323211
4110161.1705785,4.2091559522492e-06,0.0023500858999289,1.5575033493602e-06,1,0.000869613112464
4352445.1684481,4.1325558216854e-06,0.0023936649147152,1.5291594175764e-06,1,0.00088573814589297
4594729.1663177,4.0633372107339e-06,0.0024344576642731,1.503546840205e-06,1,0.00090083219933342
4885469.9637612,3.9886370052697e-06,0.0024800693493502,1.4759059516747e-06,1,0.0009177093329131
5176210.7612047,3.9217944325373e-06,0.0025223562206225,1.4511725900283e-06,1,0.00093335621336195
5466951.5586482,3.8617152397773e-06,0.0025616135527711,1.4289418527638e-06,1,0.00094788209953881
5757692.3560917,3.8074945413702e-06,0.002598106367946,1.4088789081501e-06,1,0.00096138505606954
6106581.3130239,3.7490895288969e-06,0.0026385962789662,1.3872676797284e-06,1,0.00097636699236139
6455470.2699562,3.6969663499397e-06,0.0026758115695182,1.3679808887481e-06,1,0.0009901372519292
6804359.2268884,3.6502683522726e-06,0.0027100559900797,1.3507015514653e-06,1,0.0010028082296039
7223025.975207,3.6003683979918e-06,0.0027476302358819,1.3322374284545e-06,1,0.0010167112812115
7641692.7235257,3.556230866727e-06,0.0027817442660214,1.3159055454304e-06,1,0.0010293339855709
8060359.4718443,3.5170448168907e-06,0.0028127488233831,1.3014058330187e-06,1,0.0010408061255225
8562759.5698267,3.4755870102855e-06,0.0028463119302796,1.2860655325627e-06,1,0.0010532249513945
9065159.6678091,3.4393231598592e-06,0.0028763335890009,1.2726471224529e-06,1,0.0010643333766296
9567559.7657915,3.4074932057564e-06,0.0029032111565888,1.2608693611016e-06,1,0.0010742784319716
10170439.88337,3.3742389704685e-06,0.0029318330306558,1.2485645982537e-06,1,0.0010848688887115
10773320.000949,3.3455598094424e-06,0.0029569741007298,1.2379527210468e-06,1,0.0010941713892306
11496776.142044,3.3161669793179e-06,0.0029831920169122,1.2270767859351e-06,1,0.0011038723193567
12220232.283138,3.2913492900422e-06,0.0030056935933717,1.2178937580816e-06,1,0.0011121981454274
13088379.652452,3.2664916259123e-06,0.0030285741593509,1.2086959540307e-06,1,0.0011206641843684
