time,average_xi,average_xv,center_xi,center_xs,center_xv
0,0,0,0,0,0
1,9.9531525281134e-07,9.9541468479515e-07,4.0184173763203e-07,1,4.0188188161761e-07
2.2,2.1892798779761e-06,2.1895912434577e-06,8.8386533028862e-07,1,8.8399103733678e-07
3.64,3.6209590026012e-06,3.6216971788755e-06,1.4617907577983e-06,1,1.4620887715913e-06
5.368,5.3365960780052e-06,5.3381111185649e-06,2.1541840863198e-06,1,2.1547956992797e-06
7.4416,7.3905475252828e-06,7.3933822189085e-06,2.9827847504308e-06,1,2.9839289940075e-06
9.92992,9.8459953011039e-06,9.850972613799e-06,3.9727088368522e-06,1,3.974717666839e-06
12.915904,1.2775139662763e-05,1.2783490261796e-05,5.1523813529037e-06,1,5.1557508598772e-06
16.4990848,1.6258323831398e-05,1.6271868882855e-05,6.5529390853578e-06,1,6.5584026762391e-06
20.79890176,2.0381191645243e-05,2.0402601549056e-05,8.2066909727834e-06,1,8.2153224779735e-06
25.958682112,2.5228500764282e-05,2.5261656222956e-05,1.0144025736357e-05,1,1.0157382322214e-05
32.1504185344,3.0872684504276e-05,3.092317104869e-05,1.2387973580216e-05,1,1.2408289545073e-05
39.58050224128,3.7354967103421e-05,3.7430735028898e-05,1.4945629920487e-05,1,1.4976071599313e-05
48.496602689536,4.4657495740933e-05,4.4769709233744e-05,1.7796194022813e-05,1,1.7841181000362e-05
59.195923227443,5.2667801537865e-05,5.2831876616124e-05,2.0877002068782e-05,1,2.0942588245327e-05
72.035107872932,6.1143286691519e-05,6.1380071739205e-05,2.4071998493461e-05,1,2.4166287272747e-05
87.442129447518,6.9692984226944e-05,7.0029972943664e-05,2.721077708717e-05,1,2.7344322104596e-05
105.93055533702,7.780125724062e-05,7.8273665933832e-05,3.0087491686294e-05,1,3.0273620623024e-05
128.11666640443,8.4912141202999e-05,8.556367888959e-05,3.2502963661727e-05,1,3.2757976749498e-05
154.73999968531,9.0564671739468e-05,9.1447932803746e-05,3.4319224486625e-05,1,3.466247358266e-05
186.68799962237,9.4528847362527e-05,9.5705464505064e-05,3.5501956141519e-05,1,3.5955891932298e-05
225.02559954685,9.6872127299056e-05,9.8413052847204e-05,3.6126688245944e-05,1,3.6717030352469e-05
271.03071945622,9.7915026520572e-05,9.9901423641218e-05,3.6343443967782e-05,1,3.7099634954913e-05
326.23686334746,9.8097177369716e-05,0.00010062230439794,3.631860452126e-05,1,3.7274640184282e-05
392.48423601695,9.7824472648543e-05,0.00010099666857188,3.6183716711801e-05,1,3.7379337171138e-05
471.98108322034,9.7368927570468e-05,0.00010131551239871,3.6012492323236e-05,1,3.7494636271817e-05
567.37729986441,9.6851464372449e-05,0.00010172323245381,3.5827826399049e-05,1,3.7652243350616e-05
681.8527598373,9.6287231369458e-05,0.00010226330649343,3.5624431525844e-05,1,3.7857409301318e-05
