time,average_xi,average_xv,center_xi,center_xs,center_xv,left_jix,left_jvx,right_jix,right_jvx,total_ci,total_cv
0,0,0,0,0,0,0,0,0,0,0,0
1,9.9011876580589e-07,1.0000099538494e-06,9.9011879619643e-07,1,1.0000093690025e-06,-2.112584928496e-14,6.7511045578011e-17,-3.6677101669493e-13,-4.7667474434748e-16,0.064888423435855,0.065536652335473
2.2,2.1690830296545e-06,2.1999886367807e-06,2.1690835828227e-06,1,2.1999882774812e-06,-8.8367527482418e-14,7.0779753554711e-17,-2.6784189953914e-13,-4.7841733308241e-16,0.14215302543143,0.14417845530006
3.64,3.5669383043044e-06,3.6399456931326e-06,3.5669391198138e-06,1,3.6399456292133e-06,-1.2573005148608e-13,7.501060244491e-17,-1.9173584033873e-13,-4.8082403229343e-16,0.23376286871089,0.23854748094514
5.368,5.2187371522723e-06,5.3678674867798e-06,5.2187379712618e-06,1,5.3678677878358e-06,-1.3535220792634e-13,8.0246864183466e-17,-1.385034161028e-13,-4.838712384131e-16,0.34201515801131,0.3517885636136
7.4416,7.1639421610419e-06,7.4413345214298e-06,7.1639428031643e-06,1,7.44133526178e-06,-1.2619810071856e-13,8.6627332019332e-17,-1.0306348699353e-13,-4.8770847829352e-16,0.46949611346604,0.48767529919642
9.92992,9.4457973230146e-06,9.9294383348625e-06,9.4457977117094e-06,1,9.9294395959136e-06,-1.0788330033895e-13,9.4458722949107e-17,-7.9153073451193e-14,-4.9264890040966e-16,0.61903977336109,0.65073567071355
12.915904,1.211035238934e-05,1.2915081241527e-05,1.2110352531427e-05,1,1.2915083111766e-05,-8.7401224567014e-14,1.0426791578509e-16,-6.1877921861943e-14,-4.9918623419622e-16,0.79366405418776,0.8464027642447
16.4990848,1.5204869314783e-05,1.6497735075284e-05,1.5204869262491e-05,1,1.64977376487e-05,-6.8408264741473e-14,1.1683455903194e-16,-4.8461507550294e-14,-5.0799276876539e-16,0.9964663154136,1.0811955658938
20.79890176,1.8775348526188e-05,2.0796750237069e-05,1.877534834626e-05,1,2.0796753610337e-05,-5.213201165816e-14,1.3320371877518e-16,-3.7794419525728e-14,-5.1993800458689e-16,1.2304612410123,1.3629358235366
25.958682112,2.2862913063428e-05,2.595532444047e-05,2.2862912820652e-05,1,2.595532870918e-05,-3.8603377073108e-14,1.5472113299361e-16,-2.9602338604537e-14,-5.3615571933158e-16,1.4983438705248,1.7010081425307
32.1504185344,2.7498817082035e-05,3.2145262152298e-05,2.7498816832121e-05,1,3.2145267406565e-05,-2.7435767928733e-14,1.8321893405057e-16,-2.3707178835122e-14,-5.5832912675747e-16,1.8021624762882,2.106671900413
39.58050224128,3.2697940712038e-05,3.9572681518433e-05,3.2697940496953e-05,1,3.9572687838261e-05,-1.818421958678e-14,2.2171282054133e-16,-1.9397756075286e-14,-5.8951043398774e-16,2.1428922425041,2.593435255992
48.496602689536,3.8450842030643e-05,4.8484856333965e-05,3.8450841871529e-05,1,4.8484863783884e-05,-1.0679439352297e-14,2.7538029532873e-16,-1.5227847010388e-14,-6.3416839345229e-16,2.5199143833202,3.1775035447027
59.195923227443,4.4714808383803e-05,5.9178417278284e-05,4.4714808272401e-05,1,5.9178425894861e-05,-5.2659165357469e-15,3.4956924578111e-16,-9.4612741248641e-15,-6.94600264724e-16,2.9304296822409,3.8783167547496
72.035107872932,5.1404919609227e-05,7.2009180257347e-05,5.1404919520736e-05,1,7.2009190045982e-05,-2.7387454004874e-15,4.4585025589065e-16,-1.4136554123269e-15,-7.7026397661755e-16,3.3688728115103,4.7191936373455
87.442129447518,5.8386892853751e-05,8.7403921492418e-05,5.8386892791323e-05,1,8.7403932111048e-05,-3.1837683913699e-15,4.7919172546142e-16,-1.5208563918224e-16,-8.0323875270821e-16,3.8264434100634,5.7281033989271
105.93055533702,6.5474306771868e-05,0.00010587448042575,6.5474306748346e-05,1,0.00010587449120828,-1.2892194034675e-15,4.9015504076246e-16,2.6253851051107e-16,-8.1052104626928e-16,4.2909241686011,6.9385899491822
128.11666640443,7.2433416290686e-05,0.00012803464401467,7.2433416293737e-05,1,0.00012803465478378,-8.7469234492575e-17,4.8880387234708e-16,2.4942597792818e-15,-8.0892027723565e-16,4.7469963700264,8.3908784301453
154.73999968531,7.8998673511741e-05,0.00015462035153293,7.8998673469333e-05,1,0.00015462036203295,-8.5894420910872e-16,4.7482428982035e-16,8.0105318315453e-15,-8.0810082804205e-16,5.1772570672655,10.133199358062
186.68799962237,8.490063020699e-05,0.00018651385925814,8.4900630014771e-05,1,0.00018651386908938,-5.1142937074261e-15,4.595286315525e-16,2.1789129282057e-14,-8.5473774929995e-16,5.5640477012453,12.223372280341
225.02559954685,8.9904613022407e-05,0.00022477262150039,8.9904612778733e-05,1,0.00022477263094496,-3.9187549766372e-15,4.976399667862e-16,7.0901628114224e-15,-8.2320304648406e-16,5.8919887190365,14.73069852265
271.03071945622,9.3853606474134e-05,0.00027066378009176,9.3853606225344e-05,1,0.00027066378933886,-2.6633956556792e-15,5.0491303556953e-16,1.066667547568e-14,-8.1279539461009e-16,6.1507899538889,17.738221492094
326.23686334746,9.6703636031139e-05,0.00032570531079006,9.6703635810139e-05,1,0.00032570531962489,-2.2747031946729e-15,4.8475880192782e-16,5.7152257383356e-15,-7.9745345152386e-16,6.3375694909367,21.345423247937
392.48423601695,9.853758526472e-05,0.00039171505256181,9.8537585034622e-05,1,0.00039171506080753,-3.1623769415552e-15,4.6000051364712e-16,1.0547676299994e-14,-7.7323756513198e-16,6.4577591879087,25.671437684691
471.98108322034,9.9547221863539e-05,0.00047086904511833,9.954722171172e-05,1,0.00047086905248959,-1.3490389745501e-15,4.3219469433994e-16,2.7638601292055e-15,-7.5154792920018e-16,6.5239267320489,30.858873740875
