x,y,z,id,cv,ci,jvx,jix,jvy,jiy
0,16,0,0,3.7e-11,0,-1.4094483528827e-09,-5.7602606345799e-10,7.3773091850497e-18,-2.9443501917137e-18
1,16,0,1,3.1539181287461e-06,8.5451026689984e-11,-3.0617158390191e-10,5.863430274264e-11,1.5092183687677e-16,-2.5195471168382e-17
2,16,0,2,3.6183901883558e-06,7.4736016714543e-11,1.8572608222383e-13,5.3688778158269e-14,7.9794758212204e-16,-8.2616389947319e-17
3,16,0,3,3.6174609345476e-06,7.468234069676e-11,1.8572608222383e-13,5.3688778158269e-14,7.9794758212204e-16,-8.2616389947319e-17
4,16,0,4,3.5743970217473e-06,7.55812469242e-11,8.6126650450757e-12,-8.9889263269594e-13,1.0401419895762e-15,-1.089715095037e-16
5,16,0,5,3.5595602164917e-06,7.5902113903888e-11,2.9672449905473e-12,-3.2085403619725e-13,1.2737175505373e-15,-1.355097441899e-16
6,16,0,6,3.5532515778311e-06,7.6036800848279e-11,1.2616200354406e-12,-1.346751404918e-13,1.4974747886949e-15,-1.6025713367791e-16
7,16,0,7,3.5499557883186e-06,7.6107759214134e-11,6.590629886896e-13,-7.094801446284e-14,1.7000852645222e-15,-1.8241242528383e-16
8,16,0,8,3.5481075941954e-06,7.6147452660415e-11,3.6955864954306e-13,-3.9684730131092e-14,1.875174171895e-15,-2.0147996765819e-16
9,16,0,9,3.5470308040868e-06,7.6170623732237e-11,2.1529295214326e-13,-2.316401124241e-14,2.0204188599531e-15,-2.1725669677932e-16
10,16,0,10,3.5463874617384e-06,7.6184461729858e-11,1.286176473254e-13,-1.3832490137436e-14,2.136310805609e-15,-2.2982475961779e-16
11,16,0,11,3.5459998399075e-06,7.6192803343518e-11,7.7486111917503e-14,-8.3374719285242e-15,2.2253874249588e-15,-2.3947397476144e-16
12,16,0,12,3.5457665118807e-06,7.6197824745912e-11,4.6637824017211e-14,-5.0183965774596e-15,2.2914230327004e-15,-2.4662152313471e-16
13,16,0,13,3.5456271656506e-06,7.620082418257e-11,2.784975961915e-14,-2.9973293733887e-15,2.3386907611285e-15,-2.5173462467527e-16
14,16,0,14,3.5455449966717e-06,7.6202593103369e-11,1.6420580999238e-14,-1.7674922643338e-15,2.3713919358912e-15,-2.5527044369808e-16
15,16,0,15,3.5454973107323e-06,7.6203619848415e-11,9.5285142930937e-15,-1.0258076753694e-15,2.393280317495e-15,-2.5763634861517e-16
16,16,0,16,3.5454701317637e-06,7.6204205143677e-11,5.4302776642754e-15,-5.846992498973e-16,2.4074699552737e-15,-2.5916973170462e-16
