x,y,z,id,xi,xv,jvx,jix
0,128,0,0,0,0,-1.5157260237979e-14,-1.5157263101865e-14
1,128,0,1,15.157263101859,15.157260237973,-1.5157260237979e-14,-1.5157263101865e-14
2,128,0,2,11.15829707033,11.158295804689,3.9989644332865e-15,3.9989660315314e-15
3,128,0,3,12.234193545895,12.234191955228,-1.0758961505378e-15,-1.0758964755639e-15
4,128,0,4,11.946224165432,11.946222668154,2.8796928707352e-16,2.8796938046254e-16
5,128,0,5,12.023407987381,12.023406465552,-7.7183797394476e-17,-7.7183821945944e-17
6,128,0,6,12.002728273844,12.002726758627,2.0679706924762e-17,2.0679713536851e-17
7,128,0,7,12.008269502909,12.008267985923,-5.5412272933919e-18,-5.5412290627683e-18
8,128,0,8,12.006784743539,12.006783227027,1.4847588995177e-18,1.4847593738259e-18
9,128,0,9,12.007182584182,12.007181067543,-3.978405228624e-19,-3.9784064998427e-19
10,128,0,10,12.00707598316,12.007074466555,1.0660099332838e-19,1.0660102742355e-19
11,128,0,11,12.007104546816,12.007103030202,-2.8563651097491e-20,-2.8563660314562e-20
12,128,0,12,12.007096893202,12.00709537659,7.6536051338838e-21,7.6536076567546e-21
13,128,0,13,12.007098943977,12.007097427364,-2.0507752573895e-21,-2.0507759299626e-21
14,128,0,14,12.00709839448,12.007096877868,5.4950029459988e-22,5.4950055439207e-22
15,128,0,15,12.00709854172,12.007097025108,-1.4723865437993e-22,-1.4723878161149e-22
16,128,0,16,12.00709850227,12.007096985657,3.9450454902834e-23,3.9450449795808e-23
17,128,0,17,12.007098512841,12.007096996229,-1.0565428087972e-23,-1.0565429864329e-23
18,128,0,18,12.007098510012,12.0070969934,2.8266249341158e-24,2.8266593510295e-24
19,128,0,19,12.007098510757,12.007096994145,-7.4917649861561e-25,-7.491578468688e-25
20,128,0,20,12.007098510562,12.00709699395,1.987747744181e-25,1.9874857315472e-25
21,128,0,21,12.00709851061,12.007096993998,-5.1240567344735e-26,-5.1209925189255e-26
22,128,0,22,12.007098510597,12.007096993985,1.565392260261e-26,1.5660139851548e-26
23,128,0,23,12.0070985106,12.007096993987,-1.0099698855015e-26,-1.0106582237768e-26
24,128,0,24,12.007098510612,12.007096994,-5.7234217365476e-27,-5.7749360848902e-27
25,128,0,25,12.0070985106,12.007096993988,9.1835428150944e-27,9.220180174907e-27
26,128,0,26,12.007098510596,12.007096993984,8.604228440845e-28,8.7840845708342e-28
27,128,0,27,12.007098510596,12.007096993983,-1.0440537323575e-27,-1.0267342531733e-27
28,128,0,28,12.0070985106,12.007096993988,2.9318769634301e-27,2.9523050670832e-27
29,128,0,29,12.007098510596,12.007096993984,4.1118219940017e-27,4.0274450441302e-27
30,128,0,30,12.007098510601,12.007096993989,-8.583356247982e-27,-8.5069729038878e-27
31,128,0,31,12.007098510597,12.007096993984,5.6177285046033e-27,5.5806470555808e-27
32,128,0,32,12.0070985106,12.007096993988,-3.6368685840671e-27,-3.714140106581e-27
33,128,0,33,12.007098510597,12.007096993985,-1.3087309014281e-27,-1.2383427616669e-27
34,128,0,34,12.007098510611,12.007096993999,-7.0590200351717e-27,-7.0219385861492e-27
35,128,0,35,12.007098510609,12.007096993997,6.4706018321203e-27,6.4415139888752e-27
36,128,0,36,12.007098510601,12.007096993989,-1.8889334540972e-27,-1.8647305921604e-27
37,128,0,37,12.007098510609,12.007096993997,1.8931523015908e-27,1.8620660569013e-27
38,128,0,38,12.007098510598,12.007096993986,7.588152328708e-27,7.6121331460399e-27
39,128,0,39,12.007098510596,12.007096993983,-5.3415050160766e-27,-5.4078963529491e-27
40,128,0,40,12.007098510611,12.007096993999,-5.2653437165873e-27,-5.1738613393582e-27
41,128,0,41,12.007098510601,12.007096993988,5.7949200993335e-27,5.7323035207446e-27
42,128,0,42,12.007098510599,12.007096993987,6.5858429820764e-28,6.4348526507274e-28
43,128,0,43,12.007098510608,12.007096993996,-7.4686923312584e-27,-7.5055517356759e-27
44,128,0,44,12.007098510611,12.007096993998,-1.6568968419506e-27,-1.5940582187568e-27
45,128,0,45,12.007098510601,12.007096993989,7.1094241604897e-27,7.1500583231909e-27
46,128,0,46,12.007098510607,12.007096993994,-3.3346658767641e-27,-3.4181546482159e-27
47,128,0,47,12.00709851061,12.007096993998,-4.460654068339e-27,-4.4200199056377e-27
48,128,0,48,12.007098510611,12.007096993999,6.9562133830914e-27,6.9142469527606e-27
49,128,0,49,12.007098510596,12.007096993983,4.9593662510006e-27,4.9926729417393e-27
50,128,0,50,12.007098510605,12.007096993993,-5.7838178690872e-27,-5.7893689842103e-27
51,128,0,51,12.007098510607,12.007096993995,-5.3468340865948e-28,-5.3468340865948e-28
