time,average_xi,average_xv,left_jix,left_jvx,right_jix,right_jvx,total_ci,total_cv
0,0,0,0,0,0,0,0,0
25.958682112,2.3457897159054e-13,3.7880966973223e-11,-5.0951839782119e-14,-2.2651517464766e-16,5.095191420964e-14,2.2650908732132e-16,1.1728948579527e-08,1.8940483486611e-06
186.68799962237,1.6864321630676e-12,3.9406093149108e-11,-1.3842298841352e-13,-1.1753822327587e-15,1.3842299276086e-13,1.1753760984151e-15,8.4321608153379e-08,1.9703046574554e-06
1181.8815689988,1.0669617017954e-11,4.8849174778591e-11,-3.4992253190214e-13,-4.0302635582194e-15,3.4992253217987e-13,4.0302622327894e-15,5.3348085089772e-07,2.4424587389296e-06
7343.8578398454,6.6193716308247e-11,1.0731621558273e-10,-8.739036562379e-13,-1.1294175367681e-14,8.7390365625549e-13,1.1294187796842e-14,3.3096858154124e-06,5.3658107791363e-06
45497.190750011,4.0836894340944e-10,4.6920063472003e-10,-2.176322975788e-12,-2.9628554067328e-14,2.1763229757881e-12,2.9628569870335e-14,2.0418447170472e-05,2.3460031736002e-05
281732.57176583,2.480255121203e-09,2.6866582927515e-09,-5.3809400953617e-12,-7.5387251893628e-14,5.3809400953592e-12,7.5387253536085e-14,0.00012401275606015,0.00013433291463758
1744439.784661,1.1323724487174e-08,1.2759421232171e-08,-1.0941840054589e-11,-1.8867462128358e-13,1.0941840054584e-11,1.8867462139732e-13,0.00056618622435872,0.00063797106160855
10801137.310052,1.2216238430155e-08,2.1500896335786e-08,-7.4517591675494e-12,-4.5041985637541e-13,7.4517591675462e-12,4.5041985638189e-13,0.00061081192150775,0.0010750448167893
66877821.244672,5.4820703017553e-09,5.1144313115353e-08,-3.5347389035294e-12,-8.98438715385e-13,3.5347389035306e-12,8.9843871538502e-13,0.00027410351508777,0.0025572156557677
414089867.61007,1.1542371018738e-09,2.2375281746807e-07,-1.9563920683995e-12,-1.3709282156894e-12,1.9563920684639e-12,1.3709282156938e-12,5.7711855093688e-05,0.011187640873404
2563935341.3868,2.0448680258123e-10,1.1971632406305e-06,-1.4990108076765e-12,-1.7556454053702e-12,1.4990108076714e-12,1.7556454053782e-12,1.0224340129062e-05,0.059858162031526
15875211863.902,3.7343647548536e-11,6.8360758044955e-06,-1.2890692199539e-12,-2.1611688490977e-12,1.2890692199507e-12,2.1611688491064e-12,1.8671823774268e-06,0.34180379022478
98295127536.995,8.3302853237699e-12,3.7394095167353e-05,-1.0586255652142e-12,-3.1600342960434e-12,1.0586255651927e-12,3.1600342961787e-12,4.1651426618849e-07,1.8697047583677
608617521341.22,2.7938304420483e-12,0.00015256457188133,-8.4672688622169e-13,-5.4486395177473e-12,8.4672688626755e-13,5.4486395169808e-12,1.3969152210241e-07,7.6282285940667
3346137574216.8,1.9286860157136e-12,0.00024798447917587,-7.6802283495182e-13,-7.0806326141379e-12,7.6802283495883e-13,7.0806326139609e-12,9.6434300785679e-08,12.399223958793
3404631587899.6,1.9272675944714e-12,0.00024821731594904,-7.6786437993062e-13,-7.0846338537218e-12,7.6786437993597e-13,7.0846338535866e-12,9.6363379723568e-08,12.410865797452
