time,center_xi,center_xs,center_xv
0,0,0,0
1,0.00049987506246495,1,0.00049987506246495
2.2,0.00083734176978844,1,0.00083734176978844
3.64,0.00098931385833264,1,0.00098931385833264
5.368,0.0010247881749206,1,0.0010247881749206
7.4416,0.0010164093517559,1,0.0010164093517559
9.92992,0.001004305098214,1,0.001004305098214
12.915904,0.0009990621441124,1,0.0009990621441124
16.4990848,0.0009983518919856,1,0.0009983518919856
20.79890176,0.00099875094756667,1,0.00099875094756667
25.958682112,0.00099898311606682,1,0.00099898311606682
32.1504185344,0.00099901783954109,1,0.00099901783954109
39.58050224128,0.000999007246752,1,0.000999007246752
48.496602689536,0.00099900210789214,1,0.00099900210789214
59.195923227443,0.00099900173501666,1,0.00099900173501666
72.035107872932,0.00099900195019322,1,0.00099900195019322
87.442129447518,0.00099900199926927,1,0.00099900199926927
105.93055533702,0.00099900199694015,1,0.00099900199694015
