time,average_xi,average_xv,left_jix,left_jvx,right_jix,right_jvx,total_ci,total_cv,xDi,xDv
0,0,0,0,0,0,0,0,0,0,0
25.958682112,2.5435326971916e-16,3.6996738328666e-11,-4.9731829738141e-17,1.4694117099725e-16,1.9203157146076e-21,-2.5485447484779e-16,1.2717663485958e-12,1.8498369164333e-07,1,0.00018099999999999
186.68799962237,1.7035416455016e-15,3.6998269569442e-11,-1.3592708739528e-16,1.378073521957e-16,1.1416265382902e-21,-2.127975127709e-16,8.517708227508e-12,1.8499134784721e-07,1,0.00018099999999999
1181.8815689988,1.0645287209924e-14,3.7007742622633e-11,-3.4688332607826e-16,9.421819716397e-17,-2.5302868151701e-23,-7.2103674623114e-17,5.3226436049621e-11,1.8503871311316e-07,1,0.00018099999999999
7343.8578398454,6.5530965639134e-14,3.7066277840201e-11,-8.706688450128e-16,2.2123823380771e-17,-7.231304902431e-24,5.3446703022982e-18,3.2765482819567e-10,1.85331389201e-07,1,0.00018099999999999
45497.190750011,3.9798241055067e-13,3.7428203209874e-11,-2.1734906493814e-15,-2.0849596500566e-17,9.1977395016425e-25,2.1097039750648e-19,1.9899120527534e-09,1.8714101604937e-07,1,0.00018099999999999
281732.57176583,2.3423624015713e-12,3.9666818603747e-11,-5.4143920745162e-15,-7.0129924719406e-17,-4.4343827857518e-24,4.2521361743267e-20,1.1711812007856e-08,1.9833409301874e-07,1,0.00018099999999999
1744439.784661,1.2612656515868e-11,5.3485039231195e-11,-1.3464463349589e-14,-1.8608360462701e-16,-6.671790666669e-20,1.2145013269598e-20,6.3063282579338e-08,2.6742519615597e-07,1,0.00018099999999999
10801137.310052,4.8899346715135e-11,1.3762561497173e-10,-3.2123711625125e-14,-4.6922787137382e-16,-2.4804246139196e-18,-5.8522421539109e-22,2.4449673357567e-07,6.8812807485863e-07,1,0.00018099999999999
66877821.244672,6.2751210955043e-11,6.0967336270182e-10,-3.8834984779899e-14,-1.1702568904191e-15,-3.6024819316567e-18,4.6691017603539e-22,3.1375605477521e-07,3.0483668135091e-06,1,0.00018099999999999
414089867.61007,3.8316312909013e-11,2.7566645957984e-09,-2.6111749771496e-14,-2.817307639795e-15,-1.956286433225e-18,6.7307771626499e-21,1.9158156454506e-07,1.3783322978992e-05,1,0.00018099999999999
2563935341.3868,1.7251768176328e-11,9.6255160564409e-09,-1.4649278640251e-14,-5.7266446687302e-15,-7.5412992420773e-19,3.7482257834848e-20,8.6258840881641e-08,4.8127580282204e-05,1,0.00018099999999999
15875211863.902,7.3529236046238e-12,2.4880140001519e-08,-9.636285967786e-15,-8.5280900288427e-15,-1.5626259096658e-19,8.2344450761862e-20,3.6764618023119e-08,0.0001244007000076,1,0.00018099999999999
98295127536.995,4.4421004181608e-12,4.2729075138218e-08,-8.1954974973396e-15,-1.0219398754699e-14,5.9454134016448e-20,-1.2829702734403e-19,2.2210502090804e-08,0.00021364537569109,1,0.00018099999999999
608617521341.22,4.2884157063521e-12,4.4440564681358e-08,-8.109721755261e-15,-1.036034987895e-14,6.7132173096182e-20,-1.5753393164579e-19,2.1442078531761e-08,0.00022220282340679,1,0.00018099999999999
