time,average_xi,average_xv,left_jix,left_jvx,right_jix,right_jvx,total_ci,total_cv
0,0,0,0,0,0,0,0,0
25.958682112,2.5998910054315e-16,8.707725646746e-09,8.5448728950133e-20,-1.3087284057408e-17,7.717963156977e-20,1.9992006850267e-18,1.2999455027157e-14,4.353862823373e-07
186.68799962237,1.712439755506e-15,8.7077270958278e-09,1.1712994627484e-20,-5.3237332969492e-17,5.045412245179e-21,-1.596260385168e-17,8.5621987775299e-14,4.3538635479139e-07
1181.8815689988,1.0704004594517e-14,8.7077360664441e-09,5.0085873495874e-22,5.0335792914469e-15,-1.1062194643757e-21,4.2153202762496e-15,5.3520022972584e-13,4.3538680332221e-07
7343.8578398454,6.6313459714296e-14,8.7077915712539e-09,-6.8688302584579e-23,2.0025708250082e-15,-1.0030574669164e-23,1.9573582367697e-15,3.3156729857148e-12,4.3538957856269e-07
45497.190750011,4.0819000065928e-13,8.7081326478302e-09,-5.7959188428398e-24,6.2574512612887e-17,-1.0637025689549e-23,6.176128578669e-17,2.0409500032964e-11,4.3540663239151e-07
281732.57176583,2.4341491144592e-12,8.71015377632e-09,-1.21314437884e-23,9.6001697802266e-22,-2.4896197733285e-24,9.3611794341588e-22,1.2170745572296e-10,4.35507688816e-07
1744439.784661,1.2070947208464e-11,8.7197646379224e-09,-5.1052553431007e-25,-7.6042382839755e-24,-2.7594228246886e-24,-1.3035837058244e-23,6.035473604232e-10,4.3598823189612e-07
10801137.310052,2.7302724385913e-11,8.7348963993153e-09,2.2101231991651e-24,1.4484263398049e-25,3.942032606698e-24,1.4484263398049e-25,1.3651362192956e-09,4.3674481996577e-07
66877821.244672,2.8014413825266e-11,8.735116492138e-09,5.040631857745e-25,-3.6210658495121e-26,6.9793364184162e-25,0,1.4007206912633e-09,4.367558246069e-07
414089867.61007,2.8024205025866e-11,8.7320885616419e-09,8.6983211288779e-24,1.4846369983e-24,-1.3066868738924e-23,2.1726395097073e-25,1.4012102512933e-09,4.3660442808209e-07
2563935341.3868,2.808419871321e-11,8.7134078461338e-09,2.57072224745e-23,5.7574947007243e-24,1.0675799780763e-23,4.3452790194146e-25,1.4042099356605e-09,4.3567039230669e-07
