time,average_xi,average_xv,center_xi,center_xs,center_xv
0,0,0,0,0,0
1,9.9981999821242e-07,9.9991988022026e-07,9.9981938544743e-07,1,9.9991926739404e-07
2.2,2.1991889632706e-06,2.1995017380165e-06,2.1991885865874e-06,1,2.1995013612407e-06
3.64,3.6373497814484e-06,3.6380912989609e-06,3.6373497076451e-06,1,3.6380912250824e-06
5.368,5.3607573112054e-06,5.362279210059e-06,5.3607576085987e-06,1,5.3622795074852e-06
7.4416,7.424018170456e-06,7.4268656983545e-06,7.4240189563282e-06,1,7.4268664845375e-06
9.92992,9.8906082411309e-06,9.8956080949981e-06,9.8906097648073e-06,1,9.8956096196514e-06
12.915904,1.2833069266155e-05,1.284145769894e-05,1.2833071990947e-05,1,1.2841460426353e-05
16.4990848,1.63321345485e-05,1.6345741006646e-05,1.633213990541e-05,1,1.6345746376966e-05
20.79890176,2.0473881678387e-05,2.0495388735417e-05,2.0473898662065e-05,1,2.0495405788262e-05
25.958682112,2.5343529997076e-05,2.5376836114772e-05,2.5343551053606e-05,1,2.5376857328357e-05
32.1504185344,3.1013967666565e-05,3.1064684078462e-05,3.1013977739333e-05,1,3.1064694429991e-05
39.58050224128,3.752680156851e-05,3.7602915438593e-05,3.7526777001104e-05,1,3.7602891301862e-05
48.496602689536,4.4864379109284e-05,4.4977106945014e-05,4.4864286886567e-05,1,4.4977015319563e-05
59.195923227443,5.2914082984449e-05,5.3078914058925e-05,5.29138830101e-05,1,5.3078714827999e-05
72.035107872932,6.143260293235e-05,6.1670486437759e-05,6.1432336561976e-05,1,6.1670220865502e-05
87.442129447518,7.0027483454733e-05,7.0366048807299e-05,7.0027232393796e-05,1,7.0365798237077e-05
105.93055533702,7.8180734176152e-05,7.8655375543123e-05,7.8180522348197e-05,1,7.865516382367e-05
128.11666640443,8.5333375596089e-05,8.5988027910909e-05,8.5333214018333e-05,1,8.5987866050812e-05
154.73999968531,9.102136389528e-05,9.1908899064719e-05,9.102125389881e-05,1,9.1908788436933e-05
186.68799962237,9.501241596866e-05,9.6194796921865e-05,9.5012351102369e-05,1,9.6194731152916e-05
225.02559954685,9.7373243326671e-05,9.8921805460262e-05,9.737321205346e-05,1,9.8921773107809e-05
271.03071945622,9.8425330629224e-05,0.00010042167503621,9.8425320006855e-05,1,0.00010042166324967
326.23686334746,9.8610498921812e-05,0.00010114838367508,9.8610498082695e-05,1,0.00010114838166048
392.48423601695,9.8337147971369e-05,0.00010152548728783,9.8337150023806e-05,1,0.00010152548820264
