bias,size,xi_center,xv_center,Fi,Fv,Di,Dv,rho,Zi,Zv,ki,kv,Zi_scaled,Zv_scaled,ki_scaled,kv_scaled,super_saturation_center
20.0,50.0,1.2547231524347e-13,8.6894660616188e-10,1.30500280944795e-10,1.56619380426395e-10,1.0,0.000181,1.5278874536821954e-08,1040.0723115020917,995.8039288130013,1.589113435666286e-05,1.5214763291608227e-05,1.0400723115020917e-07,9.958039288130014e-08,1589113435666286.0,1521476329160822.5,4.7494431046482
30.0,50.0,1.2546534372727e-13,9.3827746857053e-10,1.3049151115214998e-10,1.696715108099925e-10,1.0,0.000181,1.5278874536821954e-08,1040.060205277129,999.0772381668837,1.589094938717054e-05,1.5264775774546404e-05,1.040060205277129e-07,9.990772381668837e-08,1589094938717053.8,1526477577454640.2,6.6242911876952
40.0,50.0,1.2545838035968e-13,1.0076083854285e-09,1.30482754604735e-10,1.8272365720273e-10,1.0,0.000181,1.5278874536821954e-08,1040.0481357295582,1001.9001256540454,1.589076497806749e-05,1.530790631829431e-05,1.0400481357295583e-07,1.0019001256540454e-07,1589076497806748.8,1530790631829430.8,8.4991395255903
50.0,50.0,1.2545141644798e-13,1.0769392973648e-09,1.304739972387525e-10,1.9577580230366999e-10,1.0,0.000181,1.5278874536821954e-08,1040.0360628279966,1004.3595488787465,1.5890580517719235e-05,1.5345483537177464e-05,1.0400360628279967e-07,1.0043595488787466e-07,1589058051771923.2,1534548353717746.2,10.373987811713
0.0,250.0,2.4672685008026e-12,1.3668310057197e-08,1.21267058395425e-08,1.2126690676923124e-08,1.0,0.000181,1.2223099629457562e-10,4915.032893905829,4901.724555000618,6.007693674427207e-07,5.991426759193109e-07,4.915032893905829e-07,4.901724555000618e-07,60076936744272.06,59914267591931.086,0.99979387040384
5.0,250.0,2.4396529039877e-12,1.4384550081755e-08,1.1957225660493126e-08,1.2773232738489377e-08,1.0,0.000181,1.2223099629457562e-10,4901.199527583867,4905.982197593925,5.990785012950794e-07,5.99663091815357e-07,4.901199527583867e-07,4.905982197593925e-07,59907850129507.94,59966309181535.695,24.481209617735
10.0,250.0,2.412538546317e-12,1.5103559371366e-08,1.1790952904334376e-08,1.3422982205827499e-08,1.0,0.000181,1.2223099629457562e-10,4887.36352931419,4910.108992237015,5.973873134418467e-07,6.00167514036085e-07,4.887363529314189e-07,4.910108992237015e-07,59738731344184.664,60016751403608.49,47.962625041091
20.0,250.0,2.3597710022161e-12,1.6549650992319e-08,1.1467758821231875e-08,1.4731833035783126e-08,1.0,0.000181,1.2223099629457562e-10,4859.691389741764,4918.00961705528,5.940049202523067e-07,6.011332152789712e-07,4.859691389741765e-07,4.91800961705528e-07,59400492025230.664,60113321527897.12,94.925463251239
30.0,250.0,2.3088821729731e-12,1.800612204295e-08,1.1156587645750001e-08,1.6052706431878125e-08,1.0,0.000181,1.2223099629457562e-10,4832.029878503455,4925.490652564252,5.906238261746344e-07,6.020476297025479e-07,4.832029878503455e-07,4.925490652564252e-07,59062382617463.44,60204762970254.78,141.88829577434
40.0,250.0,2.2597921576124e-12,1.9472531230026e-08,1.0856928991668749e-08,1.73850922611e-08,1.0,0.000181,1.2223099629457562e-10,4804.392720408287,4932.601332210681,5.872457088059114e-07,6.029167751600625e-07,4.804392720408287e-07,4.932601332210681e-07,58724570880591.13,60291677516006.24,188.85112662721
50.0,250.0,2.2124241296735e-12,2.0948454093274e-08,1.0568290831625e-08,1.8728498489608748e-08,1.0,0.000181,1.2223099629457562e-10,4776.792428667202,4939.37962606639,5.838720976483777e-07,6.037452927712233e-07,4.776792428667203e-07,4.939379626066391e-07,58387209764837.766,60374529277122.32,235.813955683
0.0,500.0,4.2674091854767e-12,2.3622225448763e-08,3.318347085638e-08,3.320784477227e-08,1.0,0.000181,1.5278874536821952e-11,7776.022737475822,7766.785396483804,1.1880887580136788e-07,1.1866773962729699e-07,7.776022737475822e-07,7.766785396483804e-07,11880887580136.787,11866773962729.697,1.2264627070934
5.0,500.0,4.0261480703697e-12,2.5757897861451e-08,3.0434983168707495e-08,3.6966317062895e-08,1.0,0.000181,1.5278874536821952e-11,7559.330316908293,7928.977629546814,1.1549805949443634e-07,1.211458544071137e-07,7.559330316908293e-07,7.928977629546814e-07,11549805949443.633,12114585440711.37,94.972591093465
10.0,500.0,3.8032971443155e-12,2.7970651570036e-08,2.7927455565367502e-08,4.08941617715125e-08,1.0,0.000181,1.5278874536821952e-11,7342.959149828341,8077.5592537414095,1.1219215157923601e-07,1.2341601440166016e-07,7.342959149828341e-07,8.07755925374141e-07,11219215157923.6,12341601440166.016,188.05297743184
20.0,500.0,3.3998560514965e-12,3.2714082426531e-08,2.346495653943875e-08,4.954791768377e-08,1.0,0.000181,1.5278874536821952e-11,6901.750010595384,8367.815364608346,1.0545097249639646e-07,1.2785080110314198e-07,6.901750010595384e-07,8.367815364608346e-07,10545097249639.645,12785080110314.195,376.49587392948
30.0,500.0,3.0552241333937e-12,3.7757084729278e-08,1.97692931782665e-08,5.8894827012854996e-08,1.0,0.000181,1.5278874536821952e-11,6470.652336824482,8617.873623836605,9.886428522573504e-08,1.3167140987278663e-07,6.470652336824482e-07,8.617873623836606e-07,9886428522573.504,13167140987278.662,564.2538752584
40.0,500.0,2.7602333997868e-12,4.3073630568952e-08,1.671361169579925e-08,6.887963765392e-08,1.0,0.000181,1.5278874536821952e-11,6055.144357390287,8834.882949247063,9.251579093891158e-08,1.3498706812905338e-07,6.055144357390288e-07,8.834882949247064e-07,9251579093891.156,13498706812905.338,751.99249413074
50.0,500.0,2.5095849594438e-12,4.8572319093007e-08,1.4217860113963001e-08,7.9242462724845e-08,1.0,0.000181,1.5278874536821952e-11,5665.422906070537,9013.439540017001,8.656128577988895e-08,1.3771521187714993e-07,5.665422906070537e-07,9.013439540017001e-07,8656128577988.895,13771521187714.992,938.03267080642
0.0,1000.0,4.9293825345719e-12,2.7272991675493e-08,4.7576944341361e-08,4.7587518451465994e-08,1.0,0.000181,1.909859317102744e-12,9651.704652191878,9640.10364946267,1.8433398055912557e-08,1.8411241772762444e-08,9.651704652191878e-07,9.64010364946267e-07,1843339805591.2556,1841124177276.2441,1.0495682682275
5.0,1000.0,3.8912331740086e-12,3.5390833932717e-08,2.7201335391587998e-08,7.916429885327901e-08,1.0,0.000181,1.909859317102744e-12,6990.415165371913,12358.335994581272,1.3350709534001866e-08,2.360268314313725e-08,6.990415165371913e-07,1.2358335994581272e-06,1335070953400.1865,2360268314313.7246,375.4677867423
10.0,1000.0,3.1222334643496e-12,4.4985777524534e-08,1.5402193356127e-08,1.1925826238922e-07,1.0,0.000181,1.909859317102744e-12,4933.069077630767,14646.52749872809,9.421467939824562e-09,2.7972807006647392e-08,4.933069077630768e-07,1.464652749872809e-06,942146793982.456,2797280700664.739,749.61807788429
20.0,1000.0,2.1449514903195e-12,6.7281139316976e-08,5.4638249515569e-09,2.1315153954864e-07,1.0,0.000181,1.909859317102744e-12,2547.295347338153,17503.16399426254,4.8649757525262424e-09,3.342858083321959e-08,2.547295347338153e-07,1.7503163994262542e-06,486497575252.6242,3342858083321.959,1498.1237458643
30.0,1000.0,1.5938842446083e-12,9.194039912258e-08,2.3214475865671003e-09,3.1389461339305e-07,1.0,0.000181,1.909859317102744e-12,1456.4718827104036,18862.48482644559,2.7816563952926394e-09,3.602469238949625e-08,1.4564718827104038e-07,1.8862484826445592e-06,278165639529.2639,3602469238949.6245,2246.8759140778
40.0,1000.0,1.2554220007258e-12,1.1776351709847e-07,1.1464798570131e-09,4.1654235562678004e-07,1.0,0.000181,1.909859317102744e-12,913.2226903386136,19542.0367705146,1.7441268637328352e-09,3.732254100133173e-08,9.132226903386136e-08,1.95420367705146e-06,174412686373.2835,3732254100133.173,2995.3374039266
50.0,1000.0,1.0312775981918e-12,1.4412882398716e-07,6.345915810147701e-10,5.1933890433119e-07,1.0,0.000181,1.909859317102744e-12,615.3450653126151,19907.716133121135,1.1752225062204945e-09,3.802093713907801e-08,6.153450653126151e-08,1.9907716133121138e-06,117522250622.04944,3802093713907.8003,3741.3826405082
0.0,2000.0,5.1236977483739e-12,2.8342811384573e-08,5.1493939830940004e-08,5.1470915481936e-08,1.0,0.000181,2.38732414637843e-13,10050.15173802603,10033.221296812108,2.3992969918956686e-09,2.395255146783785e-09,1.005015173802603e-06,1.0033221296812107e-06,239929699189.56683,239525514678.37845,0.94835183423559
5.0,2000.0,2.2222463140888e-12,6.6981774757268e-08,1.24980486127872e-09,4.0903423123828e-07,1.0,0.000181,2.38732414637843e-13,562.4060903398031,33738.39584484147,1.3426456395385005e-10,8.054448706046374e-09,5.624060903398031e-08,3.3738395844841473e-06,13426456395.385004,805444870604.6373,1478.4911030277
10.0,2000.0,1.2873609472967e-12,1.1649698584992e-07,1.61740434159808e-10,8.1589632064772e-07,1.0,0.000181,2.38732414637843e-13,125.63720726455392,38693.82925086023,2.999367385862211e-11,9.237471288642263e-09,1.2563720726455393e-08,3.869382925086023e-06,2999367385.8622108,923747128864.2262,2956.3376872538
20.0,2000.0,6.7540768758114e-13,2.2242495034082e-07,1.99101038996832e-11,1.6310557961216402e-06,1.0,0.000181,2.38732414637843e-13,29.47864566213026,40514.1508442029,7.037508259173733e-12,9.672041058038364e-09,2.9478645662130258e-09,4.05141508442029e-06,703750825.9173732,967204105803.8363,5910.6328690617
30.0,2000.0,4.5433956786349e-13,3.3049302245191e-07,6.4003544901624e-12,2.4461236941435597e-06,1.0,0.000181,2.38732414637843e-13,14.087160667647238,40891.92397313309,3.3630618815786735e-12,9.762227749293162e-09,1.4087160667647239e-09,4.089192397313309e-06,336306188.1578673,976222774929.316,8864.401597123
40.0,2000.0,3.4164358705452e-13,4.3925491715898e-07,3.0585482154116797e-12,3.26228526056896e-06,1.0,0.000181,2.38732414637843e-13,8.952453174318158,41032.38180993056,2.1372407632371964e-12,9.79575958782663e-09,8.952453174318159e-10,4.1032381809930555e-06,213724076.32371962,979575958782.6628,11820.740095374
50.0,2000.0,2.7354063886672e-13,5.4833701495405e-07,1.80355910023884e-12,4.079288087556e-06,1.0,0.000181,2.38732414637843e-13,6.59338629795921,41101.55366413548,1.5740550315518709e-12,9.812273151605947e-09,6.59338629795921e-10,4.110155366413548e-06,157405503.15518707,981227315160.5946,14779.07407314
0.0,3000.0,5.1680530967447e-12,2.8586247654996e-08,5.10251767963902e-08,5.096104209799649e-08,1.0,0.000181,7.07355302630646e-14,9873.191285230874,9849.236673924026,6.983854209494742e-10,6.966909788164387e-10,9.873191285230875e-07,9.849236673924027e-07,69838542094.9474,69669097881.64386,0.90454364784661
5.0,3000.0,1.1815095203075e-12,1.2699638210639e-07,3.6994052424943805e-11,1.3364866692252899e-06,1.0,0.000181,7.07355302630646e-14,31.310837356025473,58142.63467503889,2.2147886833590334e-12,4.112750094630522e-09,3.1310837356025474e-09,5.814263467503889e-06,221478868.33590332,411275009463.0522,3255.910951314
10.0,3000.0,6.2678953038065e-13,2.3927930395585e-07,6.79795696351818e-12,2.5856943937657203e-06,1.0,0.000181,7.07355302630646e-14,10.845677271268034,59702.63265260015,7.671747328452119e-13,4.223097378782627e-09,1.0845677271268034e-09,5.970263265260015e-06,76717473.28452118,422309737878.26263,6373.4156317199
20.0,3000.0,3.1086979689427e-13,4.8178816503718e-07,1.5950573537814e-12,5.3169036059772e-06,1.0,0.000181,7.07355302630646e-14,5.130949901588205,60971.107585853664,3.629404620420608e-13,4.312823625811719e-09,5.130949901588206e-10,6.0971107585853666e-06,36294046.20420608,431282362581.1719,12974.882495869
30.0,3000.0,2.0732438683702e-13,7.2182931352594e-07,8.387660230090829e-13,7.98557200502454e-06,1.0,0.000181,7.07355302630646e-14,4.045669859708526,61121.35032684066,2.861726027957807e-13,4.3234511257636105e-09,4.045669859708526e-10,6.112135032684066e-06,28617260.27957807,432345112576.361,19477.942565531
40.0,3000.0,1.5508504832895e-13,9.6446342817485e-07,5.64802563486897e-13,1.06936415469792e-05,1.0,0.000181,7.07355302630646e-14,3.641889205778867,61257.78417181832,2.5761096413009935e-13,4.333101846133934e-09,3.6418892057788674e-10,6.125778417181832e-06,25761096.413009934,433310184613.3934,26043.421748741
50.0,3000.0,1.2408718729311e-13,1.2049407821362e-06,4.31072947710756e-13,1.3362893792532e-05,1.0,0.000181,7.07355302630646e-14,3.4739521228126953,61271.17912740019,2.457318455156549e-13,4.334049345419868e-09,3.4739521228126954e-10,6.127117912740019e-06,24573184.551565487,433404934541.98676,32547.438312581
0.0,4000.0,5.1846898261555e-12,2.8672173160347e-08,5.0148014730444796e-08,4.99212353575648e-08,1.0,0.000181,2.9841551829730376e-14,9672.326872373396,9619.359112051128,2.886372436760246e-10,2.870566035110629e-10,9.672326872373396e-07,9.619359112051128e-07,28863724367.60246,28705660351.10629,0.74264833018094
5.0,4000.0,7.0814404985829e-13,2.1158578560235e-07,6.22250019889104e-12,3.03393807841184e-06,1.0,0.000181,2.9841551829730376e-14,8.787054272554085,79221.24250117144,2.622193355050765e-13,2.3640848141143464e-09,8.787054272554086e-10,7.922124250117144e-06,26221933.550507646,236408481411.43463,5612.7942577522
10.0,4000.0,3.5812736263538e-13,4.1786837375961e-07,1.94287719529168e-12,6.081181627563521e-06,1.0,0.000181,2.9841551829730376e-14,5.425101229334941,80402.56372549188,1.6189343951673262e-13,2.3993372726574655e-09,5.425101229334941e-10,8.040256372549188e-06,16189343.95167326,239933727265.74652,11240.264041788
20.0,4000.0,1.8336136050407e-13,8.1523896731551e-07,8.53320007185152e-13,1.176376747920304e-05,1.0,0.000181,2.9841551829730376e-14,4.6537613204839365,79722.87034665397,1.3887545964841587e-13,2.3790541674645493e-09,4.6537613204839365e-10,7.972287034665397e-06,13887545.964841586,237905416746.4549,22006.105976348
30.0,4000.0,1.1979779987526e-13,1.2470767327437e-06,5.51800172796128e-13,1.82167302561264e-05,1.0,0.000181,2.9841551829730376e-14,4.606096049933241,80704.67189352927,1.3745305400679915e-13,2.408352649212138e-09,4.6060960499332406e-10,8.070467189352928e-06,13745305.400679914,240835264921.21378,33686.888282327
40.0,4000.0,9.1462645810266e-14,1.6328845023336e-06,4.39212035848576e-13,2.36180617905744e-05,1.0,0.000181,2.9841551829730376e-14,4.802091957406263,79911.67106014598,1.4330187603807037e-13,2.3846882737417113e-09,4.802091957406263e-10,7.991167106014598e-06,14330187.603807036,238468827374.1711,44118.356320229
50.0,4000.0,7.1768426771825e-14,2.0804322786411e-06,3.5802749563849596e-13,3.0422707668291203e-05,1.0,0.000181,2.9841551829730376e-14,4.988649072339023,80791.5064390611,1.4886902985254133e-13,2.410943926803237e-09,4.988649072339024e-10,8.07915064390611e-06,14886902.985254131,241094392680.3237,56217.182918809
0.0,5000.0,5.2511425784966e-12,2.838315631691e-08,5.815410801685e-08,3.9707424969355e-08,1.0,0.000181,1.5278874536821954e-14,11074.5627542072,7729.162889964553,1.692068548716932e-10,1.180929100704286e-10,1.10745627542072e-06,7.729162889964553e-07,16920685487.16932,11809291007.04286,-16.991381982374
5.0,5000.0,4.7932647867451e-13,3.1211729887112e-07,3.16861279241575e-12,5.5313816937225e-06,1.0,0.000181,1.5278874536821954e-14,6.610552375862838,97912.29119741735,1.0100180036989859e-13,1.4959896128181163e-09,6.610552375862839e-10,9.791229119741736e-06,10100180.036989858,149598961281.8116,8364.0293589665
10.0,5000.0,2.4056076620652e-13,6.2126148778331e-07,1.4018541157408249e-12,1.1092754802760501e-05,1.0,0.000181,1.5278874536821954e-14,5.827442844679591,98647.57327139244,8.903676809436029e-14,1.5072238953755559e-09,5.827442844679591e-10,9.864757327139244e-06,8903676.809436029,150722389537.55557,16754.930345315
20.0,5000.0,1.2050645673288e-13,1.2391604148589e-06,7.529402382875251e-13,2.21479035137685e-05,1.0,0.000181,1.5278874536821954e-14,6.248131915093364,98747.59259866203,9.546442362022458e-14,1.5087520781281653e-09,6.248131915093364e-10,9.874759259866203e-06,9546442.362022458,150875207812.81653,33472.827927837
30.0,5000.0,8.0236801425247e-14,1.8603476263801e-06,5.5429894212835e-13,3.3283971731825e-05,1.0,0.000181,1.5278874536821954e-14,6.908288120691916,98846.76604365812,1.055508674602693e-13,1.510267336751645e-09,6.908288120691916e-10,9.884676604365812e-06,10555086.74602693,151026733675.1645,50267.684571207
40.0,5000.0,6.0145013489463e-14,2.4812141330472e-06,4.55218374205475e-13,4.44077286065825e-05,1.0,0.000181,1.5278874536821954e-14,7.56868022459129,98881.65782204535,1.1564091556085574e-13,1.51080044385599e-09,7.56868022459129e-10,9.888165782204536e-06,11564091.556085572,151080044385.599,67050.860544729
50.0,5000.0,4.8022154958283e-14,3.1070617669816e-06,3.93824215158275e-13,5.5671854889469995e-05,1.0,0.000181,1.5278874536821954e-14,8.200885934843852,98993.6254406698,1.2530030728926702e-13,1.5125111830531398e-09,8.200885934843851e-10,9.89936254406698e-06,12530030.728926701,151251118305.31396,83967.471654278
