x,Ci_Center,Cv_center,Fi,Fv,Di,Dv,rho,Zi,Zv,ki,kv,Zi_scaled,Zv_scaled,ki_scaled,kv_scaled
5.0,2.8191546925754e-12,1.6391319537468e-08,5.619316680383e-10,5.900310809664e-10,1.0,0.000181,1.5278874536821953e-05,199.32629788575204,198.8760098832931,0.0030454814972856042,0.003038601603390598,1.9932629788575205e-08,1.9887600988329313e-08,3.045481497285604e+17,3.038601603390598e+17
50.0,1.5505562559048e-10,9.3470852362508e-07,3.7519471907700004e-07,4.0342095801675e-07,1.0,0.000181,1.5278874536821954e-08,2419.7427061945696,2384.534874328113,3.6970945219336856e-05,3.643300917353574e-05,2.4197427061945697e-07,2.384534874328113e-07,3697094521933685.0,3643300917353573.5
250.0,9.9481270948796e-11,2.4994135052971e-06,8.64152712311125e-06,1.217043844405e-05,1.0,0.000181,1.2223099629457562e-10,86865.86973299859,26902.30778584133,1.0617701801459238e-05,3.2882958832867045e-06,8.68658697329986e-06,2.690230778584133e-06,1061770180145923.8,328829588328670.44
500.0,3.0939330410682e-11,7.970529830408e-06,3.0648458226217504e-05,5.88820760178125e-05,1.0,0.000181,1.5278874536821952e-11,990598.6270354426,40814.7694114249,1.5135232138822611e-05,6.236037410864795e-07,9.905986270354426e-05,4.08147694114249e-06,1513523213882261.0,62360374108647.945
1000.0,7.9186905251501e-12,3.1111230230002e-05,0.00010396183448194,0.00032908311448275003,1.0,0.000181,1.909859317102744e-12,13128664.916472333,58439.95048112971,2.5073903011844603e-05,1.1161208391740856e-07,0.0013128664916472333,5.8439950481129714e-06,2507390301184460.0,11161208391740.855
2000.0,2.0078388679313e-12,0.00012269119686612,0.000342011999132768,0.00212456158857688,1.0,0.000181,2.38732414637843e-13,170338369.57501823,95670.34660165863,4.066529027411739e-05,2.283961285345332e-08,0.017033836957501824,9.567034660165864e-06,4066529027411738.5,2283961285345.332
3000.0,9.1437740332853e-13,0.00026941096209392,0.000683050670014473,0.00658413734552694,1.0,0.000181,7.07355302630646e-14,747011756.3360839,135022.15774768472,5.2840272697176095e-05,9.550863925545634e-09,0.0747011756336084,1.3502215774768472e-05,5284027269717609.0,955086392554.5632
4000.0,5.3068980746936e-13,0.00046419424054845,0.00111717768822552,0.01476268155459488,1.0,0.000181,2.9841551829730376e-14,2105142538.0729997,175706.13639746385,6.282072015887557e-05,5.2433437761065925e-09,0.2105142538073,1.7570613639746387e-05,6282072015887556.0,524334377610.6592
5000.0,3.5403922187894e-13,0.00069580740761822,0.00164192226215185,0.027437990799525,1.0,0.000181,1.5278874536821954e-14,4637684642.503503,217863.60382184497,7.085860179415699e-05,3.328710668933853e-09,0.4637684642503503,2.1786360382184497e-05,7085860179415699.0,332871066893.3853
