bias,size,xi_center,xv_center,Fi,Fv,Di,Dv,rho,Zi,Zv,ki,kv,Zi_scaled,Zv_scaled,ki_scaled,kv_scaled,super_saturation_center
20.0,500.0,4.4131405780683e-12,5.5588054826161e-08,1.907622439759e-07,3.0361468587735e-07,1.0,0.000181,1.5278874536821952e-11,43225.96133101194,30176.07306080494,6.604440399100486e-07,4.6105643431001147e-07,4.322596133101194e-06,3.017607306080494e-06,66044403991004.86,46105643431001.14,843.40709951722
30.0,500.0,3.7201125243618e-12,6.7343808273647e-08,1.7836338652391e-07,3.4764231516652497e-07,1.0,0.000181,1.5278874536821952e-11,47945.69663037517,28520.45085713232,7.325562833960292e-07,4.357603903797208e-07,4.794569663037517e-06,2.852045085713232e-06,73255628339602.9,43576039037972.08,1264.613524439
40.0,500.0,3.1752418577632e-12,7.9968965803164e-08,1.680322865217475e-07,3.9388172777265e-07,1.0,0.000181,1.5278874536821952e-11,52919.52362964814,27212.33319118692,8.085507620857786e-07,4.157738246823407e-07,5.291952362964814e-06,2.7212333191186923e-06,80855076208577.84,41577382468234.06,1687.1944083335
50.0,500.0,2.746750232785e-12,9.3202828340904e-08,1.593862899215925e-07,4.4170914321665e-07,1.0,0.000181,1.5278874536821952e-11,58027.22359651415,26183.561702609943,8.86590669051254e-07,4.000553541813135e-07,5.802722359651416e-06,2.6183561702609944e-06,88659066905125.39,40005535418131.35,2108.8489916259
0.0,1000.0,6.6687484068484e-12,3.6879957891471e-08,8.9642956999583e-07,8.9642364749574e-07,1.0,0.000181,1.909859317102744e-12,134422.46060373957,134290.19771571917,2.5672798881192857e-07,2.564753853029359e-07,1.3442246060373958e-05,1.3429019771571917e-05,25672798881192.855,25647538530293.586,0.9741632832229
5.0,1000.0,4.4762020588293e-12,5.5839803346692e-08,8.1128549173129e-07,1.0364337468361e-06,1.0,0.000181,1.909859317102744e-12,181244.1621421068,102546.08638008822,3.461508517375831e-07,1.958485985054343e-07,1.812441621421068e-05,1.0254608638008823e-05,34615085173758.305,19584859850543.426,840.79473598956
10.0,1000.0,3.1557396744672e-12,7.9502485410742e-08,7.4503355511515e-07,1.1946906223480999e-06,1.0,0.000181,1.909859317102744e-12,236088.407780638,83022.57019834657,4.5089564525980345e-07,1.5856142922312881e-07,2.36088407780638e-05,8.302257019834658e-06,45089564525980.34,15856142922312.88,1677.4989077015
20.0,1000.0,1.8652799162428e-12,1.3406971994155e-07,6.5160925498201e-07,1.5490487458358e-06,1.0,0.000181,1.909859317102744e-12,349335.90894740075,63834.55091473923,6.671824405017492e-07,1.219150118175842e-07,3.493359089474008e-05,6.383455091473923e-06,66718244050174.91,12191501181758.42,3344.9812443151
30.0,1000.0,1.2873023332299e-12,1.9351917867389e-07,5.885026872451901e-07,1.9390332905211e-06,1.0,0.000181,1.909859317102744e-12,457159.6524404723,55358.291520574676,8.731106216168882e-07,1.0572654883945938e-07,4.5715965244047226e-05,5.535829152057468e-06,87311062161688.81,10572654883945.938,5038.0273266753
40.0,1000.0,9.7831169581756e-13,2.5399941482067e-07,5.4337872949947e-07,2.3444478760987e-06,1.0,0.000181,1.909859317102744e-12,555424.9548712353,50995.1989685601,1.0607835250122e-06,9.739365587761275e-08,5.554249548712353e-05,5.09951989685601e-06,106078352501219.98,9739365587761.273,6718.7669683027
50.0,1000.0,7.8856192499317e-13,3.1459995613569e-07,5.091661131534e-07,2.7577291490937e-06,1.0,0.000181,1.909859317102744e-12,645689.4468469424,48429.98973704578,1.23317600601555e-06,9.249446712648715e-08,6.456894468469425e-05,4.842998973704578e-06,123317600601554.98,9249446712648.713,8384.9529842566
0.0,2000.0,6.794852038702e-12,3.6230132758683e-08,3.5932880950283596e-06,3.5779644780508e-06,1.0,0.000181,2.38732414637843e-13,528825.0685315548,545616.536348584,1.2624768553156088e-07,1.3025635318883388e-07,5.288250685315548e-05,5.45616536348584e-05,12624768553156.086,13025635318883.387,-35.418547018123
5.0,2000.0,1.8635361544192e-12,1.3265266738297e-07,2.95219492914728e-06,4.7306981976904e-06,1.0,0.000181,2.38732414637843e-13,1584189.7792787268,197029.23918921204,3.78197451251802e-07,4.703726602589771e-08,0.00015841897792787267,1.9702923918921203e-05,37819745125180.195,4703726602589.7705,3306.9429060622
10.0,2000.0,9.8979444755145e-13,2.4939665332702e-07,2.5772085194998e-06,6.1257441049624e-06,1.0,0.000181,2.38732414637843e-13,2603781.548659208,135703.06430009537,6.216070563008751e-07,3.2396720214116237e-08,0.00026037815486592083,1.3570306430009538e-05,62160705630087.5,3239672021411.6235,6592.6533977362
20.0,2000.0,5.013279473634e-13,4.9190937583109e-07,2.15126602606052e-06,9.2631166654628e-06,1.0,0.000181,2.38732414637843e-13,4291135.248642185,104038.35067020875,1.0244330794459096e-06,2.4837326670437587e-08,0.0004291135248642185,1.0403835067020875e-05,102443307944590.95,2483732667043.7583,13219.989409895
30.0,2000.0,3.3450847973989e-13,7.3696374572449e-07,1.9078627634328e-06,1.25917725172792e-05,1.0,0.000181,2.38732414637843e-13,5703481.014640743,94397.86470700562,1.3616057944662794e-06,2.253583017815987e-08,0.0005703481014640743,9.439786470700562e-06,136160579446627.92,2253583017815.987,19867.990069642
40.0,2000.0,2.5105277859445e-13,9.8177159408827e-07,1.745327776957e-06,1.59932952952992e-05,1.0,0.000181,2.38732414637843e-13,6952035.292054656,90001.32823143838,1.65967617191971e-06,2.1486234409304352e-08,0.0006952035292054656,9.000132823143838e-06,165967617191971.0,2148623440930.435,26496.880058441
50.0,2000.0,2.0099331631317e-13,1.2261597655766e-06,1.62637098828988e-06,1.943153390179e-05,1.0,0.000181,2.38732414637843e-13,8091667.017204755,87555.10000230935,1.9317432054626837e-06,2.0902240437409125e-08,0.0008091667017204755,8.755510000230935e-06,193174320546268.34,2090224043740.9124,33109.44068285
0.0,3000.0,6.6724970327584e-12,3.6907142468975e-08,8.067803994760229e-06,8.0678823543531e-06,1.0,0.000181,7.07355302630646e-14,1209113.1633557298,1207731.9639925868,8.5527260758019e-08,8.542956088866807e-08,0.00012091131633557298,0.00012077319639925869,8552726075801.898,8542956088866.806,1.1491345566969
5.0,3000.0,9.249420937773e-13,2.6655200764168e-07,6.19555888786941e-06,1.19616503489055e-05,1.0,0.000181,7.07355302630646e-14,6698320.824137046,247930.85072122607,4.738092753674618e-07,1.7537520194338637e-08,0.0006698320824137046,2.479308507212261e-05,47380927536746.17,1753752019433.8635,7065.9954142701
10.0,3000.0,4.5577893990523e-13,5.4071459412917e-07,5.23748885533938e-06,1.7028293999547598e-05,1.0,0.000181,7.07355302630646e-14,11491291.93294541,173990.07423631116,8.128426282845701e-07,1.2307280161615444e-08,0.001149129193294541,1.7399007423631118e-05,81284262828457.0,1230728016161.5442,14545.850768624
20.0,3000.0,2.2946100854826e-13,1.0738004181971e-06,4.30080688980504e-06,2.78171894762352e-05,1.0,0.000181,7.07355302630646e-14,18743083.70304447,143123.55173133046,1.325801964499855e-06,1.0123920324848816e-08,0.0018743083703044471,1.4312355173133047e-05,132580196449985.48,1012392032484.8815,28987.369670767
30.0,3000.0,1.5211351919463e-13,1.6196969674517e-06,3.7872659417001296e-06,3.92335239426579e-05,1.0,0.000181,7.07355302630646e-14,24897628.83504328,133827.37953087452,1.7611469779397536e-06,9.466350654832806e-09,0.0024897628835043283,1.3382737953087452e-05,176114697793975.34,946635065483.2805,43752.880034278
40.0,3000.0,1.1417737122759e-13,2.1577756346623e-06,3.45567106377747e-06,5.06948777146359e-05,1.0,0.000181,7.07355302630646e-14,30265813.852810405,129801.35321727475,2.14086839172175e-06,9.181567548687275e-09,0.0030265813852810406,1.2980135321727476e-05,214086839172174.97,918156754868.7274,58301.211363692
50.0,3000.0,9.1340851441214e-14,2.6971933725555e-06,3.21479115975441e-06,6.226835469675659e-05,1.0,0.000181,7.07355302630646e-14,35195546.23183489,127548.90420487408,2.489575625607046e-06,9.022239373404598e-09,0.003519554623183489,1.2754890420487409e-05,248957562560704.56,902223937340.4597,72883.479107228
0.0,4000.0,6.6714007283119e-12,3.6913227172392e-08,1.4342650548244e-05,1.4343014459682561e-05,1.0,0.000181,2.9841551829730376e-14,2149870.9390034196,2146741.9643457276,6.415548505350165e-08,6.406211159408023e-08,0.00021498709390034196,0.00021467419643457278,6415548505350.165,6406211159408.022,1.4772868285744
5.0,4000.0,5.333381083305e-13,4.6200947778068e-07,1.035710475281424e-05,2.3885830432880002e-05,1.0,0.000181,2.9841551829730376e-14,19419397.5473362,285634.6467776524,5.795049584109721e-07,8.523781116182042e-09,0.00194193975473362,2.8563464677765237e-05,57950495841097.21,852378111618.2041,12407.104281017
10.0,4000.0,2.6453190762581e-13,9.3136342413902e-07,8.642157699959519e-06,3.59663137504576e-05,1.0,0.000181,2.9841551829730376e-14,32669623.024017826,213352.7155976486,9.749122487289808e-07,6.366776120520955e-09,0.003266962302401783,2.133527155976486e-05,97491224872898.08,636677612052.0955,25132.484375323
20.0,4000.0,1.3540067686963e-13,1.8194852097425e-06,7.06632197479312e-06,6.07819473439872e-05,1.0,0.000181,2.9841551829730376e-14,52188232.27595014,184564.21738457555,1.5573778383647739e-06,5.5076826589954355e-09,0.005218823227595014,1.8456421738457556e-05,155737783836477.38,550768265899.5435,49155.057829854
30.0,4000.0,9.0489497463954e-14,2.7224603861428e-06,6.21938983759456e-06,8.66531277521968e-05,1.0,0.000181,2.9841551829730376e-14,68730515.82667945,175850.699096902,2.051025250325959e-06,5.247657751394522e-09,0.006873051582667946,1.75850699096902e-05,205102525032595.88,524765775139.4521,73566.498491022
40.0,4000.0,6.7479731175567e-14,3.6507450312712e-06,5.6590742626528e-06,0.00011338378043920799,1.0,0.000181,2.9841551829730376e-14,83863319.60821195,171589.5579717724,2.5026115987017006e-06,5.1204986876551704e-09,0.008386331960821196,1.7158955797177238e-05,250261159870170.03,512049868765.51697,98658.708515591
50.0,4000.0,5.4063627061033e-14,4.5566617105467e-06,5.2633578014712e-06,0.0001397692001524544,1.0,0.000181,2.9841551829730376e-14,97354877.71712652,169467.38089352704,2.9052206292726937e-06,5.0571696303828465e-09,0.009735487771712651,1.6946738089352705e-05,290522062927269.3,505716963038.2846,123144.9463912
0.0,5000.0,7.2068479897824e-12,3.416157475393e-08,2.2492218388968e-05,2.23293289388655e-05,1.0,0.000181,1.5278874536821954e-14,3120950.8540844247,3611263.7990022395,4.768461653514324e-08,5.517604650432223e-08,0.0003120950854084425,0.00036112637990022393,4768461653514.324,5517604650432.223,-152.84499915203
5.0,5000.0,3.512987180881e-13,7.0130814885506e-07,1.540404284860125e-05,4.1300272389495e-05,1.0,0.000181,1.5278874536821954e-14,43848844.46045194,325360.97130336537,6.699609930958655e-07,4.971149459722648e-09,0.004384884446045194,3.253609713033654e-05,66996099309586.55,497114945972.2647,18901.818161069
10.0,5000.0,1.7605288740105e-13,1.399329255543e-06,1.276069598002525e-05,6.454268474013251e-05,1.0,0.000181,1.5278874536821954e-14,72482173.78540504,254828.81676435663,1.1074460394233289e-06,3.893497519709396e-09,0.007248217378540504,2.5482881676435664e-05,110744603942332.88,389349751970.9395,37793.421288021
20.0,5000.0,9.3256311637367e-14,2.6416419802371e-06,1.0469858450755999e-05,0.0001096126791214925,1.0,0.000181,1.5278874536821954e-14,112269703.43271455,229249.42774383232,1.7153547130346547e-06,3.502673244136244e-09,0.011226970343271456,2.2924942774383232e-05,171535471303465.47,350267324413.6244,71381.804108
30.0,5000.0,5.8704635381762e-14,4.1963872457362e-06,9.0660300822275e-06,0.0001644424113138475,1.0,0.000181,1.5278874536821954e-14,154434654.49142504,216500.8985745744,2.3595877101119302e-06,3.3078900664301374e-09,0.015443465449142504,2.165008985745744e-05,235958771011193.0,330789006643.01373,113407.10569552
40.0,5000.0,4.4030453350969e-14,5.5949074829529e-06,8.25524175399475e-06,0.00021542166212091748,1.0,0.000181,1.5278874536821954e-14,187489365.33066776,212724.6844512062,2.8646264898756486e-06,3.2501937646150194e-09,0.018748936533066776,2.127246844512062e-05,286462648987564.8,325019376461.5019,151207.14110215
50.0,5000.0,3.5224457111808e-14,6.9935972392443e-06,7.67209405192725e-06,0.0002666324501163,1.0,0.000181,1.5278874536821954e-14,217805884.91611978,210636.58784063114,3.3278287890148754e-06,3.21828999848128e-09,0.02178058849161198,2.1063658784063113e-05,332782878901487.5,321828999848.128,189010.88186443
