x,Ci_center,Cv_center,Ci_average,Cv_average
5.0,2.8191546925754e-12,1.6391319537468e-08,1.8824180329392e-12,1.0957171603477e-08
50.0,1.5505562559048e-10,9.3470852362508e-07,1.0826897906802e-10,6.5021606651041e-07
250.0,9.9481270948796e-11,2.4994135052971e-06,1.1098386654033e-10,1.9130604313863e-06
500.0,3.0939330410682e-11,7.970529830408e-06,5.0076595477112e-11,5.4764184479678e-06
1000.0,7.9186905251501e-12,3.1111230230002e-05,1.7145424091602e-11,2.0810041966192e-05
2000.0,2.0078388679313e-12,0.00012269119686612,5.352980767454e-12,8.1872864764641e-05
3000.0,9.1437740332853e-13,0.00026941096209392,2.6843278703277e-12,0.00017992329523341
4000.0,5.3068980746936e-13,0.00046419424054845,1.6524645441822e-12,0.00031040083145777
5000.0,3.5403922187894e-13,0.00069580740761822,1.1464023933092e-12,0.00046611001790138
