x,Ci,Cv,Ji,Cv,Di,Dv,Zi,Zv,rho,rho,ki,kv
5.0,2.8195423092563e-15,5.2590920296231e-11,2.247952687397e-16,2.2494723835062e-16,1.0,0.000181,0.07972757422426954,0.023631501689383765,1.527887453682195e+25,1.527887453682195e+25,1.218147603697774e+24,3.610627494287905e+23
50.0,2.820190690645e-13,1.5950949879284e-09,2.2558861439396e-15,2.255861628847e-15,1.0,0.000181,0.00799905535261398,0.007813530862176602,1.5278874536821947e+22,1.5278874536821947e+22,1.2221656314568303e+20,1.1938195773278252e+20
250.0,4.5608790664819e-12,2.5235206321805e-08,8.3401388994347e-15,8.3401333716867e-15,1.0,0.000181,0.0018286253105737325,0.0018259444499421878,1.2223099629457555e+20,1.2223099629457555e+20,2.2351469356090496e+17,2.2318700929498435e+17
500.0,6.4051096339795e-12,3.5444279465134e-08,8.9527602762338e-15,8.9550324582976e-15,1.0,0.000181,0.0013977528548049915,0.0013958618483929442,1.5278874536821944e+19,1.5278874536821944e+19,2.1356090502050164e+16,2.132719805233217e+16
1000.0,6.6687484068484e-12,3.6879957891471e-08,8.9642956999583e-15,8.9642364749574e-15,1.0,0.000181,0.0013442246060373956,0.0013429019771571918,1.909859317102743e+18,1.909859317102743e+18,2567279888119284.0,2564753853029358.0
2000.0,6.794852038702e-12,3.6230132758683e-08,8.9832202375709e-15,8.944911195127e-15,1.0,0.000181,0.001322062671328887,0.00136404134087146,2.3873241463784288e+17,2.3873241463784288e+17,315619213828902.0,325640882972084.56
3000.0,6.6724970327584e-12,3.6907142468975e-08,8.9642266608447e-15,8.964313727059e-15,1.0,0.000181,0.0013434590703952554,0.0013419244044362078,7.073553026306459e+16,7.073553026306459e+16,95030289731132.2,94921734320742.31
4000.0,6.6714007283119e-12,3.6913227172392e-08,8.9641565926525e-15,8.9643840373016e-15,1.0,0.000181,0.001343669336877137,0.0013417137277160797,2.984155182973036e+16,2.984155182973036e+16,40097178158438.51,40038819746300.12
5000.0,7.2068479897824e-12,3.416157475393e-08,8.9968873555872e-15,8.9317315755462e-15,1.0,0.000181,0.00124838034163377,0.001444505519600896,1.5278874536821948e+16,1.5278874536821948e+16,19073846614057.293,22070418601728.887
