x,Ci_Center,Cv_center,Ji,Jv,Di,Dv,Zi,Zv,rho,rho,ki,kv
5.0,2.8195423092563e-15,5.2590920296231e-11,5.619881718492499e-15,5.6236809587654995e-15,1.0,0.000181,1.9931893556067384,0.5907875422345941,0.0019098593171027443,0.0019098593171027443,0.0038067112615555445,0.0011283210919649706
50.0,2.820190690645e-13,1.5950949879284e-09,5.639715359849e-12,5.6396540721175e-12,1.0,0.000181,19.997638381534948,19.533827155441504,1.909859317102744e-06,1.909859317102744e-06,3.819267598302596e-05,3.730686179149455e-05
250.0,4.5608790664819e-12,2.5235206321805e-08,5.212586812146687e-10,5.212583357304187e-10,1.0,0.000181,114.28908191085829,114.12152812138673,1.5278874536821954e-08,1.5278874536821954e-08,1.7462085434445713e-06,1.7436485101170662e-06
500.0,6.4051096339795e-12,3.5444279465134e-08,2.2381900690584503e-09,2.2387581145744e-09,1.0,0.000181,349.4382137012479,348.965462098236,1.909859317102744e-09,1.909859317102744e-09,6.673778281890681e-07,6.664749391353806e-07
1000.0,6.6687484068484e-12,3.6879957891471e-08,8.964295699958299e-09,8.9642364749574e-09,1.0,0.000181,1344.2246060373955,1342.9019771571918,2.38732414637843e-10,2.38732414637843e-10,3.2090998601491067e-07,3.205942316286699e-07
2000.0,6.794852038702e-12,3.6230132758683e-08,3.59328809502836e-08,3.5779644780508e-08,1.0,0.000181,5288.250685315548,5456.165363485839,2.984155182973038e-11,2.984155182973038e-11,1.5780960691445111e-07,1.6282044148604236e-07
3000.0,6.6724970327584e-12,3.6907142468975e-08,8.067803994760229e-08,8.067882354353101e-08,1.0,0.000181,12091.131633557297,12077.31963992587,8.841941282883075e-12,8.841941282883075e-12,1.0690907594752375e-07,1.0678695111083512e-07
4000.0,6.6714007283119e-12,3.6913227172392e-08,1.4342650548244e-07,1.434301445968256e-07,1.0,0.000181,21498.709390034193,21467.419643457273,3.730193978716297e-12,3.730193978716297e-12,8.019435631687707e-08,8.007763949260028e-08
5000.0,7.2068479897824e-12,3.416157475393e-08,2.2492218388968e-07,2.23293289388655e-07,1.0,0.000181,31209.508540844246,36112.6379900224,1.909859317102744e-12,1.909859317102744e-12,5.960577066892905e-08,6.897005813040279e-08
