x,Ci_Center,Cv_center,Ji,Jv,Di,Dv,Zi,Zv,rho,rho,ki,kv
5.0,1.2223893528241e-15,4.3759135418692e-11,1.30654187385055e-15,1.30813660659275e-15,1.0,0.000181,1.068842648892541,0.165160348814525,0.0019098593171027443,0.0019098593171027443,0.0020413390915041967,0.00031543303099935976
50.0,1.2548623386454e-13,7.3028472884709e-10,1.3051777835414751e-12,1.305150719417325e-12,1.0,0.000181,10.400963861505236,9.873926114719781,1.909859317102744e-06,1.909859317102744e-06,1.986437773774471e-05,1.8857809786581672e-05
250.0,2.4672685008026e-12,1.3668310057197e-08,1.21267058395425e-10,1.2126690676923123e-10,1.0,0.000181,49.1503289390583,49.01724555000618,1.5278874536821954e-08,1.5278874536821954e-08,7.509617093034011e-07,7.489283448991387e-07
500.0,4.2674091854767e-12,2.3622225448763e-08,3.318347085638e-10,3.320784477227e-10,1.0,0.000181,77.76022737475822,77.66785396483805,1.909859317102744e-09,1.909859317102744e-09,1.4851109475170984e-07,1.4833467453412126e-07
1000.0,4.9293825345719e-12,2.7272991675493e-08,4.757694434136101e-10,4.7587518451466e-10,1.0,0.000181,96.5170465219188,96.40103649462671,2.38732414637843e-10,2.38732414637843e-10,2.3041747569890703e-08,2.3014052215953062e-08
2000.0,5.1236977483739e-12,2.8342811384573e-08,5.149393983094e-10,5.1470915481936e-10,1.0,0.000181,100.50151738026028,100.33221296812108,2.984155182973038e-11,2.984155182973038e-11,2.9991212398695855e-09,2.994068933479732e-09
3000.0,5.1680530967447e-12,2.8586247654996e-08,5.102517679639021e-10,5.09610420979965e-10,1.0,0.000181,98.73191285230875,98.49236673924027,8.841941282883075e-12,8.841941282883075e-12,8.729817761868428e-10,8.708637235205485e-10
4000.0,5.1846898261555e-12,2.8672173160347e-08,5.01480147304448e-10,4.992123535756479e-10,1.0,0.000181,96.72326872373397,96.19359112051127,3.730193978716297e-12,3.730193978716297e-12,3.607965545950308e-10,3.588207543888286e-10
5000.0,5.2511425784966e-12,2.838315631691e-08,5.815410801685e-10,3.9707424969355e-10,1.0,0.000181,110.74562754207199,77.29162889964553,1.909859317102744e-12,1.909859317102744e-12,2.1150856858961644e-10,1.4761613758803573e-10
