size,xi_center,xv_center,Fi,Fv,Di,Dv,rho,Zi,Zv,ki,kv,Zi_scaled,Zv_scaled,ki_scaled,kv_scaled,super_saturation_center
500.0,6.4051096339795e-12,3.5444279465134e-08,2.23819006905845e-07,2.2387581145744003e-07,1.0,0.000181,1.5278874536821952e-11,34943.82137012479,34896.5462098236,5.339022625512544e-07,5.331799513083045e-07,3.4943821370124788e-06,3.4896546209823604e-06,53390226255125.43,53317995130830.445,1.5387411094195
500.0,5.8244847688883e-12,3.9952853357713e-08,2.14444975580985e-07,2.4249897277891497e-07,1.0,0.000181,1.5278874536821952e-11,36817.84468326722,33533.85847750976,5.62535229631837e-07,5.123596164134149e-07,3.6817844683267222e-06,3.3533858477509764e-06,56253522963183.695,51235961641341.484,210.09133774193
500.0,5.2957451470278e-12,4.4879779510665e-08,2.057563008012925e-07,2.62182425023325e-07,1.0,0.000181,1.5278874536821952e-11,38853.134939239244,32275.597184418457,5.936321740988499e-07,4.931347999817334e-07,3.8853134939239245e-06,3.227559718441846e-06,59363217409884.98,49313479998173.336,422.20321702294
500.0,4.4131405780683e-12,5.5588054826161e-08,1.907622439759e-07,3.0361468587735e-07,1.0,0.000181,1.5278874536821952e-11,43225.96133101194,30176.07306080494,6.604440399100486e-07,4.6105643431001147e-07,4.322596133101194e-06,3.017607306080494e-06,66044403991004.86,46105643431001.14,843.40709951722
500.0,3.7201125243618e-12,6.7343808273647e-08,1.7836338652391e-07,3.4764231516652497e-07,1.0,0.000181,1.5278874536821952e-11,47945.69663037517,28520.45085713232,7.325562833960292e-07,4.357603903797208e-07,4.794569663037517e-06,2.852045085713232e-06,73255628339602.9,43576039037972.08,1264.613524439
500.0,3.1752418577632e-12,7.9968965803164e-08,1.680322865217475e-07,3.9388172777265e-07,1.0,0.000181,1.5278874536821952e-11,52919.52362964814,27212.33319118692,8.085507620857786e-07,4.157738246823407e-07,5.291952362964814e-06,2.7212333191186923e-06,80855076208577.84,41577382468234.06,1687.1944083335
500.0,2.746750232785e-12,9.3202828340904e-08,1.593862899215925e-07,4.4170914321665e-07,1.0,0.000181,1.5278874536821952e-11,58027.22359651415,26183.561702609943,8.86590669051254e-07,4.000553541813135e-07,5.802722359651416e-06,2.6183561702609944e-06,88659066905125.39,40005535418131.35,2108.8489916259
