size,xi_center,xv_center,Fi,Fv,Di,Dv,rho,Zi,Zv,ki,kv,Zi_scaled,Zv_scaled,ki_scaled,kv_scaled,super_saturation_center
5.0,2.8191546925754e-12,1.6391319537468e-08,5.619316680383e-10,5.900310809664e-10,1.0,0.000181,1.5278874536821953e-05,199.32629788575204,198.8760098832931,0.0030454814972856042,0.003038601603390598,1.9932629788575205e-08,1.9887600988329313e-08,3.045481497285604e+17,3.038601603390598e+17,22.050790459349
50.0,1.5505562559048e-10,9.3470852362508e-07,3.7519471907700004e-07,4.0342095801675e-07,1.0,0.000181,1.5278874536821954e-08,2419.7427061945696,2384.534874328113,3.6970945219336856e-05,3.643300917353574e-05,2.4197427061945697e-07,2.384534874328113e-07,3697094521933685.0,3643300917353573.5,2109.3948313663
250.0,9.9481270948796e-11,2.4994135052971e-06,8.64152712311125e-06,1.217043844405e-05,1.0,0.000181,1.2223099629457562e-10,86865.86973299859,26902.30778584133,1.0617701801459238e-05,3.2882958832867045e-06,8.68658697329986e-06,2.690230778584133e-06,1061770180145923.8,328829588328670.44,52697.114157083
500.0,3.0939330410682e-11,7.970529830408e-06,3.0648458226217504e-05,5.88820760178125e-05,1.0,0.000181,1.5278874536821952e-11,990598.6270354426,40814.7694114249,1.5135232138822611e-05,6.236037410864795e-07,9.905986270354426e-05,4.08147694114249e-06,1513523213882261.0,62360374108647.945,210799.84603452
1000.0,7.9186905251501e-12,3.1111230230002e-05,0.00010396183448194,0.00032908311448275003,1.0,0.000181,1.909859317102744e-12,13128664.916472333,58439.95048112971,2.5073903011844603e-05,1.1161208391740856e-07,0.0013128664916472333,5.8439950481129714e-06,2507390301184460.0,11161208391740.855,839661.63671871
