x,Ci_Center,Cv_center,Fi,Fv,Di,Dv,Zi,Zv,rho,rho,ki,kv
1000.0,1.6428034203654e-10,9.0766544997806e-07,2.8350743747017e-09,2.8352593085288e-09,1.0,0.000181,17.257538787392527,17.257918178551943,2.38732414637843e-10,2.38732414637843e-10,4.119933905420451e-09,4.1200244783880315e-09
