bias,Ci_Center,Cv_center,Fi,Fv,Di,Dv,rho,Zi,Zv,ki,kv,Zi_scaled,Zv_scaled,ki_scaled,kv_scaled
0,6.794852038702E-12,3.6230132758683E-08,3.59328809502836E-06,3.5779644780508E-06,1,0.000181,2.38732414637843E-13,528825.068531555,545616.536348584,1.26247685531561E-07,1.30256353188834E-07,5.28825068531555E-05,5.45616536348584E-05,12624768553156.1,13025635318883.4
5,1.8635361544192E-12,1.3265266738297E-07,2.95219492914728E-06,4.7306981976904E-06,1,0.000181,2.38732414637843E-13,1584189.77927873,197029.239189212,3.78197451251802E-07,4.70372660258977E-08,0.000158418977928,1.97029239189212E-05,37819745125180.2,4703726602589.77
10,9.8979444755145E-13,2.4939665332702E-07,2.5772085194998E-06,6.1257441049624E-06,1,0.000181,2.38732414637843E-13,2603781.54865921,135703.064300095,6.21607056300875E-07,3.23967202141162E-08,0.000260378154866,1.35703064300095E-05,62160705630087.5,3239672021411.62
20,5.013279473634E-13,4.9190937583109E-07,2.15126602606052E-06,9.2631166654628E-06,1,0.000181,2.38732414637843E-13,4291135.24864219,104038.350670209,1.02443307944591E-06,2.48373266704376E-08,0.000429113524864,1.04038350670209E-05,102443307944591,2483732667043.76
30,3.3450847973989E-13,7.3696374572449E-07,1.9078627634328E-06,1.25917725172792E-05,1,0.000181,2.38732414637843E-13,5703481.01464074,94397.8647070056,1.36160579446628E-06,2.25358301781599E-08,0.000570348101464,9.43978647070056E-06,136160579446628,2253583017815.99
40,2.5105277859445E-13,9.8177159408827E-07,1.745327776957E-06,1.59932952952992E-05,1,0.000181,2.38732414637843E-13,6952035.29205466,90001.3282314384,1.65967617191971E-06,2.14862344093043E-08,0.000695203529205,9.00013282314384E-06,165967617191971,2148623440930.43
50,2.0099331631317E-13,1.2261597655766E-06,1.62637098828988E-06,1.943153390179E-05,1,0.000181,2.38732414637843E-13,8091667.01720475,87555.1000023093,1.93174320546268E-06,2.09022404374091E-08,0.00080916670172,8.75551000023093E-06,193174320546268,2090224043740.91
