time,average_xi,average_xv,left_jix,left_jvx,right_jix,right_jvx,total_ci,total_cv,xDi,xDv
0,0,0,0,0,0,0,0,0,0,0
25.958682112,2.6072494130817e-16,3.7634986503137e-11,-5.3854254396811e-17,-1.410554022228e-16,5.3856360625525e-17,1.4105536726564e-16,2.6072494130817e-12,3.7634986503137e-07,1,0.000181
186.68799962237,1.7099000235716e-15,3.7637159458479e-11,-1.3950078888961e-16,-2.3525086081873e-16,1.3950090029101e-16,2.352508835425e-16,1.7099000235716e-11,3.7637159458479e-07,1,0.000181
1181.8815689988,1.0651616901855e-14,3.7650612563883e-11,-3.503517332445e-16,-1.3974515010903e-16,3.5035174026755e-16,1.3974495998678e-16,1.0651616901855e-10,3.7650612563883e-07,1,0.000181
7343.8578398454,6.5537218533235e-14,3.7734026187818e-11,-8.7408720473049e-16,-7.1519701329941e-17,8.7408720518422e-16,7.1516935176301e-17,6.5537218533235e-10,3.7734026187818e-07,1,0.000181
45497.190750011,3.9798821867549e-13,3.8250706448538e-11,-2.1768911649038e-15,-6.4681065647503e-17,2.1768911649332e-15,6.4680595966245e-17,3.9798821867549e-09,3.8250706448538e-07,1,0.000181
281732.57176583,2.3423507399471e-12,4.1448067374679e-11,-5.4177589532497e-15,-1.1669991752197e-16,5.4177589530062e-15,1.166998818685e-16,2.3423507399471e-08,4.1448067374679e-07,1,0.000181
1744439.784661,1.26105601374e-11,6.1193111055442e-11,-1.346623725734e-14,-2.7408723733733e-16,1.346623727836e-14,2.7408723496637e-16,1.26105601374e-07,6.1193111055442e-07,1,0.000181
10801137.310052,4.8657011318803e-11,1.8156277899676e-10,-3.2000212987429e-14,-6.768307044254e-16,3.2000213334076e-14,6.7683070426731e-16,4.8657011318803e-07,1.8156277899676e-06,1,0.000181
66877821.244672,5.8715962187771e-11,8.6058482571669e-10,-3.6795319600998e-14,-1.6778554504747e-15,3.6795319593631e-14,1.6778554507913e-15,5.8715962187771e-07,8.6058482571669e-06,1,0.000181
414089867.61007,3.0689924266318e-11,4.1139724183946e-09,-2.2183780519648e-14,-4.049757279553e-15,2.2183780518416e-14,4.0497572739576e-15,3.0689924266318e-07,4.1139724183946e-05,1,0.00018099999999999
2563935341.3868,1.0506358696672e-11,1.7144374753885e-08,-1.112843776801e-14,-8.6321749314731e-15,1.1128437764018e-14,8.6321749317082e-15,1.0506358696672e-07,0.00017144374753885,1,0.00018099999999999
15875211863.902,3.048520642736e-12,6.5166381573951e-08,-6.9226370378889e-15,-1.5166339813635e-14,6.9226370377571e-15,1.516633981373e-14,3.048520642736e-08,0.00065166381573951,1,0.00018099999999999
93289357152.912,1.2812414804411e-12,1.7859257051821e-07,-5.34429475937e-15,-2.4684793691724e-14,5.3442947593274e-15,2.4684793692007e-14,1.2812414804411e-08,0.0017859257051821,1,0.00018099999999999
325231782507.81,1.1044346203194e-12,2.1299395085366e-07,-5.0916611315803e-15,-2.757729149243e-14,5.091661131534e-15,2.7577291490937e-14,1.1044346203194e-08,0.0021299395085366,1,0.00018099999999999
