time,average_xi,average_xv,left_xi,left_xs,left_xv
0,0,0,0,0,0
1,9.6062548172294e-07,9.6072144819897e-07,4.0700711483517e-23,1,4.0700711483517e-23
2.2,2.1129731092149e-06,2.1132736223739e-06,1.0398154260222e-34,1,1.0398154540094e-34
3.64,3.4947382830377e-06,3.495450729418e-06,3.2545586058778e-38,1,3.255222104515e-38
5.368,5.1505355518459e-06,5.1519977784763e-06,4.7962460249554e-38,1,4.7976077407524e-38
7.4416,7.1327928063414e-06,7.1355286657378e-06,6.641419560896e-38,1,6.643967207357e-38
9.92992,9.502425056068e-06,9.5072287810482e-06,8.8462423735762e-38,1,8.8507151956273e-38
12.915904,1.232899638468e-05,1.2337055622286e-05,1.1474451787318e-37,1,1.1481954746617e-37
16.4990848,1.56898347071e-05,1.570290684258e-05,1.4596181173266e-37,1,1.4608348264396e-37
20.79890176,1.9667223290166e-05,1.9687884940423e-05,1.8284774273497e-37,1,1.8303998922025e-37
25.958682112,2.4342330256704e-05,2.4374325280414e-05,2.2610264199816e-37,1,2.2640019219557e-37
32.1504185344,2.9784030910161e-05,2.9832746725434e-05,2.762775945121e-37,1,2.7673032140312e-37
39.58050224128,3.6030518227483e-05,3.6103620828875e-05,3.3358903103273e-37,1,3.3426769875079e-37
48.496602689536,4.3062278030714e-05,4.3170527915167e-05,3.9765605403414e-37,1,3.9865960172107e-37
59.195923227443,5.0767834897556e-05,5.0926082461329e-05,4.6718580257331e-37,1,4.6865005895628e-37
72.035107872932,5.89099236778e-05,5.913823824168e-05,5.3969774955382e-37,1,5.4180504461964e-37
87.442129447518,6.710894304193e-05,6.7433768392769e-05,6.1146190735367e-37,1,6.1445051726996e-37
105.93055533702,7.4867418498385e-05,7.5322593531594e-05,6.7786433073881e-37,1,6.8203632330536e-37
128.11666640443,8.1652842648449e-05,8.2280325012468e-05,7.3430191193451e-37,1,7.4002818268063e-37
154.73999968531,8.7028393668786e-05,8.7878624486902e-05,7.7740734351223e-37,1,7.8512977320693e-37
186.68799962237,9.0782139280282e-05,9.1914187586916e-05,8.0607703959653e-37,1,8.1630955524166e-37
225.02559954685,9.2987686355801e-05,9.446952990931e-05,8.2173193990752e-37,1,8.3506392357935e-37
271.03071945622,9.3958223544402e-05,9.586762531021e-05,8.2762315881955e-37,1,8.447290139427e-37
326.23686334746,9.4116403088729e-05,9.6542742528634e-05,8.2754673389346e-37,1,8.4920403228218e-37
392.48423601695,9.3848523298606e-05,9.6895676277704e-05,8.2463154101445e-37,1,8.5174771958966e-37
471.98108322034,9.3410875054192e-05,9.7200958307439e-05,8.2072412737902e-37,1,8.5436964150031e-37
567.37729986441,9.2915597425991e-05,9.7593270858481e-05,8.1647082069115e-37,1,8.5791623127087e-37
681.8527598373,9.2375245881702e-05,9.8112358333172e-05,8.1180636900752e-37,1,8.6256211701861e-37
819.22331180476,9.1761217942942e-05,9.8761792473719e-05,8.0644240940066e-37,1,8.6830185184035e-37
984.06797416571,9.1041607747276e-05,9.9547321780162e-05,8.0012126383939e-37,1,8.7520854102155e-37
