x,y,z,id,xi,xv,jvx,jix,xie,xve,Di,Dv,K0_dist_FP,K0_dist_II,super_saturation,void_nucleation_rate,Sv
10,0,0,10,4.5779901618779E-11,2.5059605347804E-07,-3.6121573640568E-12,-3.6550287037805E-12,0,3.7E-11,1,0.000181,2.262712445415E-13,1.2702244876304E-23,-63.01566959128,-nan,6771.62901557895
11,0,0,11,4.9250732362851E-11,2.6953505562148E-07,-3.4279593879619E-12,-3.4708307440726E-12,0,3.7E-11,1,0.000181,2.2627385235634E-13,1.3069303545986E-23,-69.417245835961,-nan,7283.4001321383
12,0,0,12,5.2543968901321E-11,2.874928742085E-07,-3.2503651642515E-12,-3.2932365384696E-12,0,3.7E-11,1,0.000181,2.262761452855E-13,1.3446632994909E-23,-75.818824784461,-nan,7768.65757404321
13,0,0,13,5.5666321427255E-11,3.0450658211944E-07,-3.0794811318797E-12,-3.122352525934E-12,0,3.7E-11,1,0.000181,2.262781256775E-13,1.3834510616546E-23,-82.220406694909,-nan,8228.40312967602
14,0,0,14,5.8624550909095E-11,3.206135327615E-07,-2.915358066213E-12,-2.9582294818402E-12,0,3.7E-11,1,0.000181,2.2627979591702E-13,1.4233221007035E-23,-88.621991826637,-nan,8663.64616785381
15,0,0,15,6.142542056513E-11,3.3585109197195E-07,-2.7579982170906E-12,-2.800869656035E-12,0,3.7E-11,1,0.000181,2.262811584254E-13,1.4643056144077E-23,-95.023580440102,-nan,9075.39639328067
16,0,0,16,6.4075653930328E-11,3.5025640634313E-07,-2.6073619011846E-12,-2.6502333651978E-12,0,3.7E-11,1,0.000181,2.2628221566111E-13,1.5064315570051E-23,-101.42517279686,-nan,9464.65758619459
17,0,0,17,6.6581898969114E-11,3.6386620495057E-07,-2.4633735479454E-12,-2.5062450387859E-12,0,3.7E-11,1,0.000181,2.2628297012023E-13,1.5497306579454E-23,-107.82676915949,-nan,9832.42224463786
18,0,0,18,6.8950697696613E-11,3.7671663151447E-07,-2.3259272080659E-12,-2.3687987274992E-12,0,3.7E-11,1,0.000181,2.2628342433697E-13,1.5942344410742E-23,-114.2283697916,-nan,10179.667049102
19,0,0,19,7.1188460787305E-11,3.8884310411609E-07,-2.1948915408945E-12,-2.237763090692E-12,0,3.7E-11,1,0.000181,2.2628358088416E-13,1.6399752442689E-23,-120.62997495773,-nan,10507.3490717649
20,0,0,20,7.3301446672095E-11,4.0028019971195E-07,-2.0701143028502E-12,-2.1129858847897E-12,0,3.7E-11,1,0.000181,2.2628344237374E-13,1.6869862395352E-23,-127.03158492332,-nan,10816.4026558183
21,0,0,21,7.5295744650897E-11,4.1106156083315E-07,-1.951426362937E-12,-1.9942979788021E-12,0,3.7E-11,1,0.000181,2.2628301145725E-13,1.7353014535746E-23,-133.43319995469,-nan,11107.7368942838
22,0,0,22,7.717726157663E-11,4.2121982201632E-07,-1.8386452741534E-12,-1.8815169257332E-12,0,3.7E-11,1,0.000181,2.262822908264E-13,1.7849557888335E-23,-139.83482031901,-nan,11382.2336420201
23,0,0,23,7.8951711696916E-11,4.3078655368039E-07,-1.7315784311971E-12,-1.7744501202857E-12,0,3.7E-11,1,0.000181,2.2628128321354E-13,1.8359850450443E-23,-146.23644628416,-nan,11640.7459991539
24,0,0,24,8.0624609270879E-11,4.3979222133545E-07,-1.6300258455665E-12,-1.6728975739632E-12,0,3.7E-11,1,0.000181,2.262799913922E-13,1.8884259412697E-23,-152.63807811882,-nan,11884.0972088157
25,0,0,25,8.220126360954E-11,4.482661581816E-07,-1.5337825691518E-12,-1.5766543386606E-12,0,3.7E-11,1,0.000181,2.2627841817761E-13,1.9423161384602E-23,-159.03971609235,-nan,12113.0799167024
26,0,0,26,8.3686776218801E-11,4.5623654932432E-07,-1.4426407968324E-12,-1.4855126092615E-12,0,3.7E-11,1,0.000181,2.2627656642726E-13,1.9976942625381E-23,-165.44136047479,-nan,12328.4557445433
27,0,0,27,8.5086039753568E-11,4.6373042599617E-07,-1.3563916776047E-12,-1.399263534767E-12,0,3.7E-11,1,0.000181,2.2627443904139E-13,2.0545999280164E-23,-171.84301153679,-nan,12530.9551339572
28,0,0,28,8.6403738519737E-11,4.7077366833019E-07,-1.2748268624573E-12,-1.3176987661691E-12,0,3.7E-11,1,0.000181,2.2627203896359E-13,2.1130737621679E-23,-178.24466954961,-nan,12721.2774213965
29,0,0,29,8.7644350287499E-11,4.7739101537814E-07,-1.1977398156798E-12,-1.2406117677617E-12,0,3.7E-11,1,0.000181,2.2626936918129E-13,2.1731574297533E-23,-184.64633478507,-nan,12900.0911088609
30,0,0,30,8.8812149204409E-11,4.8360608120485E-07,-1.1249269146342E-12,-1.1677989169101E-12,0,3.7E-11,1,0.000181,2.2626643272637E-13,2.234893658323E-23,-191.04800751553,-nan,13068.0342988012
31,0,0,31,8.9911209619976E-11,4.8944137601849E-07,-1.0561883612694E-12,-1.0990604155667E-12,0,3.7E-11,1,0.000181,2.2626323267567E-13,2.2983262641024E-23,-197.44968801385,-nan,13225.7152651046
32,0,0,32,9.0945410655019E-11,4.949183314157E-07,-9.9132892689417E-13,-1.0342010350434E-12,0,3.7E-11,1,0.000181,2.2625977215161E-13,2.3635001784769E-23,-203.85137655337,-nan,13373.7131352715
33,0,0,33,9.1918441368818E-11,5.0005732892931E-07,-9.3015854996472E-13,-9.7303071379938E-13,0,3.7E-11,1,0.000181,2.2625605432269E-13,2.4304614750858E-23,-210.25307340789,-nan,13512.5786618363
34,0,0,34,9.2833806395106E-11,5.048777311665E-07,-8.7249280493153E-13,-9.1536502628796E-13,0,3.7E-11,1,0.000181,2.2625208240413E-13,2.4992573975409E-23,-216.65477885158,-nan,13642.8350637866
35,0,0,35,9.3694831934359E-11,5.0939791491532E-07,-8.181532585355E-13,-8.6102553925272E-13,0,3.7E-11,1,0.000181,2.2624785965839E-13,2.5699363877824E-23,-223.05649315907,-nan,13764.9789211726
36,0,0,36,9.4504672004655E-11,5.1363530567983E-07,-7.6696772837637E-13,-8.0984007029597E-13,0,3.7E-11,1,0.000181,2.2624338939582E-13,2.6425481150859E-23,-229.45821660533,-nan,13879.4811083196
37,0,0,37,9.5266314866716E-11,5.1760641317759E-07,-7.1877045709519E-13,-7.6164286206108E-13,0,3.7E-11,1,0.000181,2.262386749752E-13,2.7171435057341E-23,-235.8599494657,-nan,13986.7877530466
38,0,0,38,9.5982589550702E-11,5.2132686739929E-07,-6.7340221412789E-13,-7.1627468398627E-13,0,3.7E-11,1,0.000181,2.2623371980435E-13,2.7937747733684E-23,-242.26169201585,-nan,14087.321211074
39,0,0,39,9.6656172423007E-11,5.2481145488938E-07,-6.3071033570601E-13,-6.73582872305E-13,0,3.7E-11,1,0.000181,2.2622852734074E-13,2.8724954500344E-23,-248.66344453175,-nan,14181.4810464042
40,0,0,40,9.7289593740792E-11,5.2807415495897E-07,-5.9054871259524E-13,-6.3342131778505E-13,0,3.7E-11,1,0.000181,2.2622310109208E-13,2.9533604179359E-23,-255.06520728967,-nan,14269.6450098711
41,0,0,41,9.7885244150404E-11,5.3112817558869E-07,-5.5277773397862E-13,-5.9565040961136E-13,0,3.7E-11,1,0.000181,2.2621744461697E-13,3.0364259419132E-23,-261.46698056618,-nan,14352.1700093119
42,0,0,42,9.8445381093234E-11,5.3398598882018E-07,-5.1726419490108E-13,-5.6013694283054E-13,0,3.7E-11,1,0.000181,2.2621156152545E-13,3.1217497026611E-23,-267.86876463807,-nan,14429.3930659213
43,0,0,43,9.8972135089111E-11,5.3665936547098E-07,-4.8388117379485E-13,-5.2675399587653E-13,0,3.7E-11,1,0.000181,2.2620545547968E-13,3.2093908307012E-23,-274.27055978241,-nan,14501.6322523214
44,0,0,44,9.9467515872993E-11,5.3915940903889E-07,-4.5250788579159E-13,-4.9538078388241E-13,0,3.7E-11,1,0.000181,2.2619913019455E-13,3.2994099411271E-23,-280.67236627649,-nan,14569.1876087302
45,0,0,45,9.9933418365748E-11,5.414965886897E-07,-4.2302951679685E-13,-4.6590249275517E-13,0,3.7E-11,1,0.000181,2.2619258943831E-13,3.3918691691353E-23,-287.07418439778,-nan,14632.3420343604
46,0,0,46,1.0037162846408E-10,5.4368077124577E-07,-3.9533704264806E-13,-4.3821009833382E-13,0,3.7E-11,1,0.000181,2.2618583703321E-13,3.4868322063624E-23,-293.47601442403,-nan,14691.3621518191
47,0,0,47,1.0078382863845E-10,5.4572125211366E-07,-3.6932703708874E-13,-4.1220017436297E-13,0,3.7E-11,1,0.000181,2.2617887685614E-13,3.5843643380426E-23,-299.87785663311,-nan,14746.4991428384
48,0,0,48,1.0117160333094E-10,5.4762678510688E-07,-3.449014717715E-13,-3.8777469249627E-13,0,3.7E-11,1,0.000181,2.2617171283929E-13,3.6845324810041E-23,-306.27971130308,-nan,14797.98955415
49,0,0,49,1.0153644414802E-10,5.494056111347E-07,-3.2196751103642E-13,-3.6484081707545E-13,0,3.7E-11,1,0.000181,2.2616434897079E-13,3.7874052225228E-23,-312.68157871222,-nan,14846.0560727176
50,0,0,50,1.0187975484504E-10,5.5106548574137E-07,-3.004373038071E-13,-3.4331069702441E-13,0,3.7E-11,1,0.000181,2.2615678929538E-13,3.8930528600492E-23,-319.08345913888,-nan,14890.9082699061
51,0,0,51,1.0220285610188E-10,5.526137054904E-07,-2.8022777457391E-13,-3.2310125683492E-13,0,3.7E-11,1,0.000181,2.2614903791507E-13,4.0015474418299E-23,-325.48535286159,-nan,14932.7433144405
52,0,0,52,1.0250699009018E-10,5.540571331983E-07,-2.6126041512924E-13,-3.041339883005E-13,0,3.7E-11,1,0.000181,2.2614109898981E-13,4.1129628084393E-23,-331.88726015908,-nan,14971.7466542759
53,0,0,53,1.0279332483456E-10,5.554022220294E-07,-2.4346107842973E-13,-2.8633474437829E-13,0,3.7E-11,1,0.000181,2.2613297673819E-13,4.2273746352435E-23,-338.28918131012,-nan,15008.092667691
54,0,0,54,1.0306295837087E-10,5.5665503846984E-07,-2.2675977571985E-13,-2.6963353631388E-13,0,3.7E-11,1,0.000181,2.2612467543808E-13,4.344860475813E-23,-344.69111659368,-nan,15041.9452840938
55,0,0,55,1.0331692270582E-10,5.5782128420378E-07,-2.1109047784276E-13,-2.5396433495085E-13,0,3.7E-11,1,0.000181,2.2611619942735E-13,4.4654998063071E-23,-351.09306628879,-nan,15073.4585751642
56,0,0,56,1.0355618758278E-10,5.589063169191E-07,-1.9639092147339E-13,-2.3926487696481E-13,0,3.7E-11,1,0.000181,2.2610755310452E-13,4.5893740708477E-23,-357.49503067454,-nan,15102.777317068
57,0,0,57,1.0378166405938E-10,5.5991517007299E-07,-1.8260242085447E-13,-2.2547647659941E-13,0,3.7E-11,1,0.000181,2.2609874092953E-13,4.7165667279044E-23,-363.89701003021,-nan,15130.0375245657
58,0,0,58,1.0399420790273E-10,5.6085257165021E-07,-1.6966968547709E-13,-2.1254384334642E-13,0,3.7E-11,1,0.000181,2.2608976742438E-13,4.8471632977121E-23,-370.29900463516,-nan,15155.3669579002
59,0,0,59,1.0419462280862E-10,5.6172296194872E-07,-1.5754064402925E-13,-2.0041490589405E-13,0,3.7E-11,1,0.000181,2.2608063717385E-13,4.9812514107412E-23,-376.70101476877,-nan,15178.885603403
60,0,0,60,1.0438366345119E-10,5.6253051042847E-07,-1.4616627483445E-13,-1.890406425668E-13,0,3.7E-11,1,0.000181,2.2607135482623E-13,5.1189208572437E-23,-383.10304071059,-nan,15200.7061287843
61,0,0,61,1.0456203836958E-10,5.6327913166008E-07,-1.3550044292123E-13,-1.7837491839336E-13,0,3.7E-11,1,0.000181,2.2606192509403E-13,5.2602636378968E-23,-389.50508274017,-nan,15220.9343141003
62,0,0,62,1.0473041269846E-10,5.6397250041028E-07,-1.2549974378642E-13,-1.6837432887136E-13,0,3.7E-11,1,0.000181,2.2605235275471E-13,5.4053740155668E-23,-395.90714113721,-nan,15239.6694593941
63,0,0,63,1.0488941074889E-10,5.6461406590122E-07,-1.1612335385984E-13,-1.5899805043076E-13,0,3.7E-11,1,0.000181,2.2604264265141E-13,5.5543485682156E-23,-402.3092161814,-nan,15257.0047700127
64,0,0,64,1.0503961844644E-10,5.6520706528035E-07,-1.073328876233E-13,-1.5020769755378E-13,0,3.7E-11,1,0.000181,2.2603279969365E-13,5.7072862429751E-23,-408.7113081525,-nan,15273.027720592
65,0,0,65,1.051815856329E-10,5.6575453633726E-07,-9.9092261300097E-14,-1.419671864643E-13,0,3.7E-11,1,0.000181,2.2602282885814E-13,5.8642884114113E-23,-415.11341733037,-nan,15287.8203986926
66,0,0,66,1.0531582823817E-10,5.6625932950296E-07,-9.1367562992971E-14,-1.3424260526527E-13,0,3.7E-11,1,0.000181,2.2601273518945E-13,6.0254589260041E-23,-421.51554399489,-nan,15301.4598290465
67,0,0,67,1.0544283032855E-10,5.6672411916663E-07,-8.4126929123313E-14,-1.2700209037838E-13,0,3.7E-11,1,0.000181,2.2600252380083E-13,6.1909041778675E-23,-427.91768842599,-nan,15314.0182793595
68,0,0,68,1.0556304603767E-10,5.6715141434344E-07,-7.7340427003879E-14,-1.2021570911684E-13,0,3.7E-11,1,0.000181,2.259921998749E-13,6.3607331557346E-23,-434.31985090366,-nan,15325.5635485784
69,0,0,69,1.0567690138587E-10,5.6754356872664E-07,-7.0979943358985E-14,-1.138553482052E-13,0,3.7E-11,1,0.000181,2.2598176866447E-13,6.5350575062339E-23,-440.72203170793,-nan,15336.1592385204
70,0,0,70,1.0578479599392E-10,5.6790279015534E-07,-6.5019078594684E-14,-1.0789460804952E-13,0,3.7E-11,1,0.000181,2.2597123549327E-13,6.7139915954834E-23,-447.12423111884,-nan,15345.8650097121
71,0,0,71,1.0588710469647E-10,5.6823114952889E-07,-5.9433046611397E-14,-1.0230870255083E-13,0,3.7E-11,1,0.000181,2.2596060575673E-13,6.8976525720287E-23,-453.5264494165,-nan,15354.7368222755
72,0,0,72,1.0598417906072E-10,5.6853058919712E-07,-5.4198579950034E-14,-9.7074364250323E-14,0,3.7E-11,1,0.000181,2.2594988492276E-13,7.0861604311528E-23,-459.92868688108,-nan,15362.8271626503
73,0,0,73,1.0607634881531E-10,5.6880293085487E-07,-4.9293840052702E-14,-9.2169754589854E-14,0,3.7E-11,1,0.000181,2.2593907853255E-13,7.2796380805851E-23,-466.3309437927,-nan,15370.1852569204
74,0,0,74,1.0616392319438E-10,5.690498829677E-07,-4.4698332423045E-14,-8.7574379073383E-14,0,3.7E-11,1,0.000181,2.259281922013E-13,7.478211407638E-23,-472.73322043155,-nan,15376.8572714731
75,0,0,75,1.062471922015E-10,5.6927304775484E-07,-4.0392826471969E-14,-8.3269007112546E-14,0,3.7E-11,1,0.000181,2.2591723161908E-13,7.6820093478002E-23,-479.13551707789,-nan,15382.8865016929
76,0,0,76,1.0632642779784E-10,5.6947392775393E-07,-3.6359279834581E-14,-7.9235596341858E-14,0,3.7E-11,1,0.000181,2.2590620255161E-13,7.8911639548152E-23,-485.53783401194,-nan,15388.3135493549
77,0,0,77,1.0640188501904E-10,5.696539319912E-07,-3.2580766947159E-14,-7.5457221198238E-14,0,3.7E-11,1,0.000181,2.2589511084102E-13,8.1058104722759E-23,-491.94017151396,-nan,15393.1764893562
78,0,0,78,1.0647380302459E-10,5.698143817795E-07,-2.9041411682168E-14,-7.1918005554015E-14,0,3.7E-11,1,0.000181,2.258839624067E-13,8.3260874067649E-23,-498.34252986425,-nan,15397.5110263912
79,0,0,79,1.065424060838E-10,5.6995651616535E-07,-2.5726323837535E-14,-6.8603059207463E-14,0,3.7E-11,1,0.000181,2.2587276324611E-13,8.5521366025724E-23,-504.74490934311,-nan,15401.3506421423
80,0,0,80,1.0660790450183E-10,5.700814970454E-07,-2.2621539289082E-14,-6.5498418034546E-14,0,3.7E-11,1,0.000181,2.2586151943559E-13,8.7841033180217E-23,-511.14731023089,-nan,15404.7267335378
81,0,0,81,1.0667049548945E-10,5.7019041397145E-07,-1.9713963616441E-14,-6.2590987614884E-14,0,3.7E-11,1,0.000181,2.2585023713117E-13,9.0221363034363E-23,-517.54973280793,-nan,15407.6687425935
82,0,0,82,1.067303639796E-10,5.7028428866218E-07,-1.6991319020612E-14,-5.9868490149335E-14,0,3.7E-11,1,0.000181,2.2583892256942E-13,9.2663878807798E-23,-523.95217735455,-nan,15410.2042783297
83,0,0,83,1.0678768339409E-10,5.7036407923875E-07,-1.4442094360032E-14,-5.7319414496826E-14,0,3.7E-11,1,0.000181,2.2582758206826E-13,9.5170140250023E-23,-530.35464415114,-nan,15412.3592312258
84,0,0,84,1.0684261636325E-10,5.7043068420083E-07,-1.2055498136944E-14,-5.4932969159372E-14,0,3.7E-11,1,0.000181,2.2581622202783E-13,9.7741744471282E-23,-536.75713347807,-nan,15414.1578806613
85,0,0,85,1.0689531540131E-10,5.7048494615814E-07,-9.8214142728552E-15,-5.2699038058415E-14,0,3.7E-11,1,0.000181,2.2580484893128E-13,1.0038032679118E-22,-543.15964561568,-nan,15415.6229957497
86,0,0,86,1.0694592354026E-10,5.7052765533228E-07,-7.7303605195209E-15,-5.0608138946185E-14,0,3.7E-11,1,0.000181,2.2579346934567E-13,1.030875616054E-22,-549.56218084439,-nan,15416.7759299659
87,0,0,87,1.0699457492456E-10,5.7055955284256E-07,-5.7734493597884E-15,-4.8651384305339E-14,0,3.7E-11,1,0.000181,2.257820899228E-13,1.0586516327089E-22,-555.96473944459,-nan,15417.6367099361
88,0,0,88,1.0704139536916E-10,5.7058133378873E-07,-3.9423512576747E-15,-4.6820444599978E-14,0,3.7E-11,1,0.000181,2.2577071740006E-13,1.0871488700988E-22,-562.36732169669,-nan,15418.2241187395
89,0,0,89,1.070865028829E-10,5.7059365014301E-07,-2.2292601236444E-15,-4.5107513740387E-14,0,3.7E-11,1,0.000181,2.2575935860128E-13,1.1163852983305E-22,-568.76992788106,-nan,15418.5557740575
90,0,0,90,1.0713000815954E-10,5.7059711346273E-07,-6.2686086925525E-16,-4.3505276638595E-14,0,3.7E-11,1,0.000181,2.2574802043763E-13,1.1463793148231E-22,-575.17255827815,-nan,15418.6482014749
91,0,0,91,1.0717201503827E-10,5.7059229743473E-07,8.7170106730006E-16,-4.2006878732449E-14,0,3.7E-11,1,0.000181,2.2573670990847E-13,1.1771497539352E-22,-581.57521316837,-nan,15418.5169032349
92,0,0,92,1.0721262093564E-10,5.7057974026156E-07,2.2728483434405E-15,-4.0605897364497E-14,0,3.7E-11,1,0.000181,2.2572543410221E-13,1.2087158967955E-22,-587.97789283209,-nan,15418.1764227196
93,0,0,93,1.0725191725055E-10,5.7055994689921E-07,3.5825985860424E-15,-3.9296314908203E-14,0,3.7E-11,1,0.000181,2.2571420019723E-13,1.2410974813406E-22,-594.38059754976,-nan,15417.6404049178
94,0,0,94,1.0728998974408E-10,5.7053339115545E-07,4.8065896213113E-15,-3.8072493536672E-14,0,3.7E-11,1,0.000181,2.2570301546271E-13,1.2743147125647E-22,-600.78332760172,-nan,15416.9216531272
95,0,0,95,1.0732691889563E-10,5.7050051765733E-07,5.9501031584143E-15,-3.6929151541529E-14,0,3.7E-11,1,0.000181,2.2569188725956E-13,1.3083882729845E-22,-607.18608326843,-nan,15416.0321821198
96,0,0,96,1.0736278023673E-10,5.7046174369591E-07,7.0180870165643E-15,-3.5861341103308E-14,0,3.7E-11,1,0.000181,2.256808230413E-13,1.3433393333239E-22,-613.5888648303,-nan,15414.9832679912
97,0,0,97,1.0739764466416E-10,5.7041746095567E-07,8.0151759834017E-15,-3.4864427434287E-14,0,3.7E-11,1,0.000181,2.2566983035492E-13,1.3791895634228E-22,-619.99167256775,-nan,15413.7854948921
98,0,0,98,1.0743157873337E-10,5.7036803713585E-07,8.9457113880196E-15,-3.3934069205454E-14,0,3.7E-11,1,0.000181,2.2565891684186E-13,1.4159611433739E-22,-626.39450676119,-nan,15412.448798841
99,0,0,99,1.0746464493355E-10,5.7031381747032E-07,9.8137594616094E-15,-3.306620018519E-14,0,3.7E-11,1,0.000181,2.2564809023882E-13,1.4536767748928E-22,-632.79736769098,-nan,15410.9825087942
100,0,0,100,1.0749690194557E-10,5.7025512615228E-07,1.0623128565277E-14,-3.225701201285E-14,0,3.7E-11,1,0.000181,2.2563735837876E-13,1.4923596929248E-22,-639.20025563754,-nan,15409.3953851442
101,0,0,101,1.0752840488361E-10,5.701922676697E-07,1.1377385345817E-14,-3.1502938041284E-14,0,3.7E-11,1,0.000181,2.2562672919171E-13,1.5320336774937E-22,-645.60317088125,-nan,15407.6956558058
102,0,0,102,1.0755920552179E-10,5.7012552805705E-07,1.2079869891047E-14,-3.0800638182582E-14,0,3.7E-11,1,0.000181,2.256162107058E-13,1.5727230657971E-22,-652.00611370246,-nan,15405.8910500413
103,0,0,103,1.0758935250649E-10,5.7005517606841E-07,1.273370994245E-14,-3.0146984695465E-14,0,3.7E-11,1,0.000181,2.2560581104808E-13,1.6144527645525E-22,-658.40908438155,-nan,15403.9888301596
104,0,0,104,1.0761889155534E-10,5.6998146427713E-07,1.3341834222276E-14,-2.9539048857188E-14,0,3.7E-11,1,0.000181,2.2559553844551E-13,1.6572482625994E-22,-664.81208319886,-nan,15401.9958212317
105,0,0,105,1.0764786564381E-10,5.6990463010624E-07,1.3906984931204E-14,-2.8974088467575E-14,0,3.7E-11,1,0.000181,2.2558540122584E-13,1.7011356437631E-22,-671.21511043475,-nan,15399.918438935
106,0,0,106,1.0767631517994E-10,5.6982489679427E-07,1.4431729465887E-14,-2.844953612993E-14,0,3.7E-11,1,0.000181,2.2557540781859E-13,1.7461415999825E-22,-677.61816636962,-nan,15397.7627156511
107,0,0,107,1.0770427816821E-10,5.6974247430033E-07,1.4918471404413E-14,-2.7962988265699E-14,0,3.7E-11,1,0.000181,2.2556556675593E-13,1.7922934447105E-22,-684.02125128378,-nan,15395.5343249233
108,0,0,108,1.0773179036302E-10,5.6965756015223E-07,1.5369460806354E-14,-2.7512194815262E-14,0,3.7E-11,1,0.000181,2.2555588667365E-13,1.8396191265895E-22,-690.42436545753,-nan,15393.2386043748
109,0,0,109,1.077588854126E-10,5.6957034024136E-07,1.578680386667E-14,-2.7095049582959E-14,0,3.7E-11,1,0.000181,2.2554637631213E-13,1.8881472434079E-22,-696.82750917108,-nan,15390.8805771878
110,0,0,110,1.0778559499379E-10,5.694809895675E-07,1.6172471967902E-14,-2.6709581187754E-14,0,3.7E-11,1,0.000181,2.2553704451719E-13,1.9379070563437E-22,-703.23068270485,-nan,15388.4649722299
111,0,0,111,1.0781194893837E-10,5.6938967293678E-07,1.6528310160983E-14,-2.6353944577375E-14,0,3.7E-11,1,0.000181,2.2552790024115E-13,1.9889285044996E-22,-709.63388633907,-nan,15385.9962429146
112,0,0,112,1.0783797535145E-10,5.6929654561568E-07,1.6856045118618E-14,-2.6026413079282E-14,0,3.7E-11,1,0.000181,2.2551895254371E-13,2.0412422197356E-22,-716.03712035398,-nan,15383.4785848737
113,0,0,113,1.078637007224E-10,5.6920175394393E-07,1.7157292587502E-14,-2.5725370946851E-14,0,3.7E-11,1,0.000181,2.2551021059291E-13,2.0948795418046E-22,-722.44038502986,-nan,15380.9159525191
114,0,0,114,1.0788915002877E-10,5.6910543590872E-07,1.743356437249E-14,-2.5449306375203E-14,0,3.7E-11,1,0.000181,2.2550168366611E-13,2.1498725337965E-22,-728.84368064696,-nan,15378.3120745592
115,0,0,115,1.0791434683373E-10,5.6900772168285E-07,1.7686274883101E-14,-2.519680495492E-14,0,3.7E-11,1,0.000181,2.2549338115093E-13,2.2062539978971E-22,-735.24700748554,-nan,15375.670468541
116,0,0,116,1.0793931337726E-10,5.6890873412889E-07,1.7916747267126E-14,-2.4966543537305E-14,0,3.7E-11,1,0.000181,2.2548531254623E-13,2.2640574914667E-22,-741.65036582576,-nan,15372.9944544733
117,0,0,117,1.0796407066175E-10,5.6880858927164E-07,1.8126219160787E-14,-2.4757284486635E-14,0,3.7E-11,1,0.000181,2.2547748746305E-13,2.3233173434455E-22,-748.05375594782,-nan,15370.287167594
118,0,0,118,1.0798863853204E-10,5.6870739674084E-07,1.8315848074947E-14,-2.4567870291996E-14,0,3.7E-11,1,0.000181,2.254699156256E-13,2.3840686710908E-22,-754.45717813192,-nan,15367.5515703326
119,0,0,119,1.0801303575056E-10,5.6860526018591E-07,1.8486716443184E-14,-2.439721851951E-14,0,3.7E-11,1,0.000181,2.2546260687222E-13,2.4463473970536E-22,-760.86063265823,-nan,15364.7904635178
120,0,0,120,1.0803728006764E-10,5.6850227766463E-07,1.8639836352118E-14,-2.424431708203E-14,0,3.7E-11,1,0.000181,2.2545557115634E-13,2.5101902667985E-22,-767.26411980683,-nan,15362.0064968801
121,0,0,121,1.0806138828745E-10,5.6839854200731E-07,1.8776153974367E-14,-2.4108219807425E-14,0,3.7E-11,1,0.000181,2.2544881854748E-13,2.5756348663761E-22,-773.66763985786,-nan,15359.2021788925
122,0,0,122,1.0808537632974E-10,5.6829414115802E-07,1.8896553721156E-14,-2.3988042284095E-14,0,3.7E-11,1,0.000181,2.2544235923221E-13,2.6427196405521E-22,-780.07119309144,-nan,15356.3798859916
123,0,0,123,1.0810925928771E-10,5.681891584943E-07,1.9001862132699E-14,-2.3882957971499E-14,0,3.7E-11,1,0.000181,2.2543620351512E-13,2.711483911301E-22,-786.4747797876,-nan,15353.5418712166
124,0,0,124,1.0813305148226E-10,5.6808367312676E-07,1.9092851526423E-14,-2.3792194552358E-14,0,3.7E-11,1,0.000181,2.2543036181981E-13,2.7819678966706E-22,-792.87840022642,-nan,15350.6902723048
