time,average_xi,average_xv,left_jix,left_jvx,right_jix,right_jvx,total_ci,total_cv
0,0,0,0,0,0,0,0,0
25.958682112,2.3401549145413e-13,3.7880791779697e-11,-5.0951843338609e-14,-2.265151909939e-16,5.0951918081994e-14,2.265091036676e-16,7.020464743624e-10,1.1364237533909e-07
186.68799962237,1.6755773720388e-12,3.9405758530929e-11,-1.3842301831508e-13,-1.1753821807242e-15,1.3842302271059e-13,1.1753760463807e-15,5.0267321161165e-09,1.1821727559279e-07
1181.8815689988,1.0496751956819e-11,4.884647027902e-11,-3.4992306970305e-13,-4.0302634129381e-15,3.4992306998422e-13,4.0302620875077e-15,3.1490255870457e-08,1.4653941083706e-07
7343.8578398454,6.3516903129015e-11,1.0727777917388e-10,-8.7391216012538e-13,-1.1294175407056e-14,8.7391216014404e-13,1.1294187836216e-14,1.9055070938704e-07,3.2183333752164e-07
45497.190750011,3.6712741288944e-10,4.6862551136529e-10,-2.1764540697437e-12,-2.9628554534766e-14,2.1764540697624e-12,2.9628570337803e-14,1.1013822386683e-06,1.4058765340959e-06
281732.57176583,1.8524756178226e-09,2.682850339039e-09,-5.3825757527262e-12,-7.5387255419963e-14,5.3825757461927e-12,7.5387257062488e-14,5.5574268534679e-06,8.0485510171169e-06
1744439.784661,4.6515593058951e-09,1.4466059643017e-08,-9.961025694814e-12,-1.8870341840731e-13,9.9610255640321e-12,1.8870341852233e-13,1.3954677917685e-05,4.3398178929052e-05
10801137.310052,2.4867387451874e-09,6.0012066642973e-08,-5.9999325871256e-12,-4.5450618947564e-13,5.9999325852983e-12,4.5450618953191e-13,7.4602162355623e-06,0.00018003619992892
66877821.244672,1.0054812330242e-09,2.0446008845336e-07,-3.0616831126968e-12,-9.3355014052677e-13,3.0616831117261e-12,9.3355014051861e-13,3.0164436990726e-06,0.00061338026536007
414089867.61007,3.692564312043e-10,5.7816732942318e-07,-1.8554492936327e-12,-1.4219249396309e-12,1.855449293433e-12,1.4219249396755e-12,1.1077692936129e-06,0.0017345019882696
2563935341.3868,1.4740290246074e-10,1.4387919163244e-06,-1.4771335373794e-12,-1.7857895521545e-12,1.4771335372956e-12,1.785789552242e-12,4.4220870738222e-07,0.0043163757489731
15875211863.902,9.5284630159023e-11,2.3604352798041e-06,-1.3492810165473e-12,-2.0157544386187e-12,1.3492810164653e-12,2.015754438809e-12,2.8585389047707e-07,0.0070813058394123
98295127536.995,9.4215238794578e-11,2.3921208614663e-06,-1.3458681676743e-12,-2.0233608072211e-12,1.3458681667863e-12,2.023360808963e-12,2.8264571638373e-07,0.0071763625843989
