time,average_xi,average_xv,center_xi,center_xs,center_xv,left_jix,left_jvx,right_jix,right_jvx,total_ci,total_cv
0,0,0,0,0,0,0,0,0,0,0,0
1,9.9539485444914e-07,1.094954251183e-06,4.0187313123512e-07,1,4.4206952441037e-07,-1.2649505804216e-21,-1.3914721779091e-21,1.264950439395e-21,1.3914720368823e-21,0.065234197181179,0.071758921805532
2.2,2.189508694813e-06,2.4085486293736e-06,8.8395385505416e-07,1,9.7238965913693e-07,-2.7823971093017e-21,-3.0607563933387e-21,2.7823969682914e-21,3.0607562523285e-21,0.14349164182327,0.15784664297463
3.64,3.6214315556612e-06,3.9838653857285e-06,1.4619671898345e-06,1,1.608297250422e-06,-4.6019327555647e-21,-5.062519183367e-21,4.6019326144532e-21,5.0625190422526e-21,0.23733413843181,0.2610866019191
5.368,5.3373879084954e-06,5.8719208843479e-06,2.1544610752632e-06,1,2.3702749272446e-06,-6.7821271165888e-21,-7.4614197509466e-21,6.7821269755238e-21,7.4614196098698e-21,0.34979105397116,0.38482220707662
7.4416,7.3916282675213e-06,8.1327189618327e-06,2.9831115103576e-06,1,3.2823215429329e-06,-9.3915798438315e-21,-1.0333369144625e-20,9.3915797034128e-21,1.0333369004177e-20,0.48441775014028,0.53298586988267
9.92992,9.8470522021584e-06,1.0836068058599e-05,3.9728813510078e-06,1,4.3721893390823e-06,-1.2509572230815e-20,-1.3766428524031e-20,1.250957209214e-20,1.3766428385299e-20,0.64533641312065,0.71015255628835
12.915904,1.2775233280006e-05,1.4061839519558e-05,5.1518707038812e-06,1,5.6713285386327e-06,-1.6225857161971e-20,-1.7860895637092e-20,1.6225857026507e-20,1.7860895501538e-20,0.83723768823847,0.92155671475374
16.4990848,1.6255244146085e-05,1.7899073403682e-05,6.5505758909532e-06,1,7.2142596153586e-06,-2.0638761081398e-20,-2.2727763487891e-20,2.0638760950833e-20,2.2727763357199e-20,1.0653036803578,1.1730336745837
20.79890176,2.0370300441698e-05,2.2442960203881e-05,8.200107390159e-06,1,9.0369275388152e-06,-2.5850267505851e-20,-2.8484233010528e-20,2.5850267382e-20,2.8484232886508e-20,1.3349880097471,1.4708218399215
