bias,Ci_Center,Cv_center,Fi,Fv,Di,Dv,rho,Zi,Zv,ki,kv,Zi_scaled,Zv_scaled,ki_scaled,kv_scaled
0,6.6724970327584E-12,3.6907142468975E-08,8.06780399476023E-06,8.0678823543531E-06,1,0.000181,7.07355302630646E-14,1209113.16335573,1207731.96399259,8.5527260758019E-08,8.54295608886681E-08,0.000120911316336,0.000120773196399,8552726075801.9,8542956088866.81
5,9.249420937773E-13,2.6655200764168E-07,6.19555888786941E-06,1.19616503489055E-05,1,0.000181,7.07355302630646E-14,6698320.82413705,247930.850721226,4.73809275367462E-07,1.75375201943386E-08,0.000669832082414,2.47930850721226E-05,47380927536746.2,1753752019433.86
10,4.5577893990523E-13,5.4071459412917E-07,5.23748885533938E-06,1.70282939995476E-05,1,0.000181,7.07355302630646E-14,11491291.9329454,173990.074236311,8.1284262828457E-07,1.23072801616154E-08,0.001149129193295,1.73990074236311E-05,81284262828457,1230728016161.54
20,2.2946100854826E-13,1.0738004181971E-06,4.30080688980504E-06,2.78171894762352E-05,1,0.000181,7.07355302630646E-14,18743083.7030445,143123.55173133,1.32580196449986E-06,1.01239203248488E-08,0.001874308370304,1.4312355173133E-05,132580196449985,1012392032484.88
30,1.5211351919463E-13,1.6196969674517E-06,3.78726594170013E-06,3.92335239426579E-05,1,0.000181,7.07355302630646E-14,24897628.8350433,133827.379530875,1.76114697793975E-06,9.46635065483281E-09,0.002489762883504,1.33827379530875E-05,176114697793975,946635065483.281
40,1.1417737122759E-13,2.1577756346623E-06,3.45567106377747E-06,5.06948777146359E-05,1,0.000181,7.07355302630646E-14,30265813.8528104,129801.353217275,2.14086839172175E-06,9.18156754868727E-09,0.003026581385281,1.29801353217275E-05,214086839172175,918156754868.727
50,9.1340851441214E-14,2.6971933725555E-06,3.21479115975441E-06,6.22683546967566E-05,1,0.000181,7.07355302630646E-14,35195546.2318349,127548.904204874,2.48957562560705E-06,9.0222393734046E-09,0.003519554623183,1.27548904204874E-05,248957562560705,902223937340.46
