x,y,z,id,xi,xv
0,128,0,0,1.1070318117754e-06,0.00090231663217692
1,128,0,1,1.1070318137824e-06,0.0009023166306051
2,128,0,2,1.1070318157893e-06,0.00090231662903327
3,128,0,3,1.1070318177962e-06,0.00090231662746144
4,128,0,4,1.1070318198031e-06,0.00090231662588961
5,128,0,5,1.107031819941e-06,0.00090231662584791
6,128,0,6,1.1070318200789e-06,0.00090231662580621
7,128,0,7,1.1070318202168e-06,0.0009023166257645
8,128,0,8,1.1070318203547e-06,0.0009023166257228
9,128,0,9,1.1070318197847e-06,0.00090231662609922
10,128,0,10,1.1070318192146e-06,0.00090231662647564
11,128,0,11,1.1070318186446e-06,0.00090231662685205
12,128,0,12,1.1070318180745e-06,0.00090231662722847
13,128,0,13,1.107031818227e-06,0.00090231662712786
14,128,0,14,1.1070318183794e-06,0.00090231662702725
15,128,0,15,1.1070318185318e-06,0.00090231662692664
16,128,0,16,1.1070318186843e-06,0.00090231662682603
17,128,0,17,1.1070318186436e-06,0.00090231662685276
18,128,0,18,1.107031818603e-06,0.00090231662687949
19,128,0,19,1.1070318185624e-06,0.00090231662690622
20,128,0,20,1.1070318185218e-06,0.00090231662693295
21,128,0,21,1.1070318185322e-06,0.00090231662692617
22,128,0,22,1.1070318185426e-06,0.00090231662691939
23,128,0,23,1.107031818553e-06,0.0009023166269126
24,128,0,24,1.1070318185635e-06,0.00090231662690582
25,128,0,25,1.1070318185612e-06,0.00090231662690715
26,128,0,26,1.107031818559e-06,0.00090231662690847
27,128,0,27,1.1070318185568e-06,0.0009023166269098
28,128,0,28,1.1070318185546e-06,0.00090231662691112
29,128,0,29,1.1070318185554e-06,0.00090231662691059
30,128,0,30,1.1070318185562e-06,0.00090231662691006
31,128,0,31,1.107031818557e-06,0.00090231662690952
32,128,0,32,1.1070318185579e-06,0.00090231662690899
33,128,0,33,1.1070318185576e-06,0.00090231662690913
34,128,0,34,1.1070318185574e-06,0.00090231662690926
35,128,0,35,1.1070318185572e-06,0.0009023166269094
36,128,0,36,1.107031818557e-06,0.00090231662690953
37,128,0,37,1.107031818556e-06,0.00090231662691033
38,128,0,38,1.1070318185551e-06,0.00090231662691113
39,128,0,39,1.1070318185541e-06,0.00090231662691193
40,128,0,40,1.1070318185532e-06,0.00090231662691273
41,128,0,41,1.1070318185544e-06,0.00090231662691168
42,128,0,42,1.1070318185556e-06,0.00090231662691063
43,128,0,43,1.1070318185569e-06,0.00090231662690959
44,128,0,44,1.1070318185581e-06,0.00090231662690854
45,128,0,45,1.1070318185536e-06,0.00090231662691241
46,128,0,46,1.1070318185491e-06,0.00090231662691627
47,128,0,47,1.1070318185445e-06,0.00090231662692014
48,128,0,48,1.10703181854e-06,0.00090231662692401
49,128,0,49,1.1070318185599e-06,0.00090231662690804
50,128,0,50,1.1070318185798e-06,0.00090231662689206
51,128,0,51,1.1070318185996e-06,0.00090231662687609
52,128,0,52,1.1070318186195e-06,0.00090231662686011
53,128,0,53,1.1070318185589e-06,0.00090231662691266
54,128,0,54,1.1070318184983e-06,0.00090231662696521
55,128,0,55,1.1070318184376e-06,0.00090231662701775
56,128,0,56,1.107031818377e-06,0.0009023166270703
57,128,0,57,1.1070318184497e-06,0.00090231662700912
58,128,0,58,1.1070318185224e-06,0.00090231662694795
59,128,0,59,1.1070318185951e-06,0.00090231662688677
60,128,0,60,1.1070318186678e-06,0.0009023166268256
61,128,0,61,1.1070318186086e-06,0.00090231662687555
62,128,0,62,1.1070318185494e-06,0.0009023166269255
63,128,0,63,1.1070318184902e-06,0.00090231662697546
64,128,0,64,1.107031818431e-06,0.00090231662702541
65,128,0,65,1.1070318184762e-06,0.00090231662698694
66,128,0,66,1.1070318185215e-06,0.00090231662694847
