time,average_xi,average_xv,left_xi,left_xs,left_xv
0,0,0,0,0,0
1,8.7339127239269e-07,9.6063433619834e-07,5.426253769382e-23,1,5.426253769382e-23
2.2,1.8456906022493e-06,2.1130320455671e-06,1.9465985922782e-34,1,1.9466234902628e-34
3.64,2.8830990739708e-06,3.4950288195936e-06,2.684970816781e-38,1,3.2548612427202e-38
5.368,3.9524278625695e-06,5.1516528078747e-06,3.680605480475e-38,1,4.7974095625903e-38
7.4416,5.0163320548792e-06,7.136398197848e-06,4.6709115409269e-38,1,6.6451734664416e-38
9.92992,6.0328095892938e-06,9.5126837199704e-06,5.6166022944355e-38,1,8.8569199810871e-38
12.915904,6.9578250031696e-06,1.2355557028462e-05,6.4764552619282e-38,1,1.1502083119617e-37
16.4990848,7.7504010425797e-06,1.5753702518549e-05,7.2120746023331e-38,1,1.4662574499869e-37
20.79890176,8.3792024260352e-06,1.9811817696048e-05,7.7940610823886e-38,1,1.8434927146078e-37
25.958682112,8.8289148703771e-06,2.4653407795851e-05,8.208002700237e-38,1,2.2932816730767e-37
32.1504185344,9.1041134994468e-06,3.0423994793891e-05,8.4581199758721e-38,1,2.8289948096949e-37
39.58050224128,9.2284649388302e-06,3.7294644900717e-05,8.5665323461922e-38,1,3.4663198913457e-37
48.496602689536,9.2385003900746e-06,4.5465619996354e-05,8.5674179263976e-38,1,4.2235811251841e-37
59.195923227443,9.1736160730903e-06,5.5169915766156e-05,8.4976211122209e-38,1,5.1220382457325e-37
72.035107872932,9.0661647827943e-06,6.6676511380556e-05,8.3873530444111e-38,1,6.1861480597391e-37
87.442129447518,8.9357868492576e-06,8.0293286157883e-05,8.254901964992e-38,1,7.4437857893089e-37
105.93055533702,8.7897810517635e-06,9.6369618112222e-05,8.1070430261556e-38,1,8.9264309698315e-37
128.11666640443,8.6277823586172e-06,0.000115298539088,7.9434857153205e-38,1,1.0669309262496e-36
154.73999968531,8.4470301731777e-06,0.00013751803535448,7.761831662022e-38,1,1.2711453446229e-36
186.68799962237,8.2454795582272e-06,0.0001635108845567,7.5604624485428e-38,1,1.509562877766e-36
225.02559954685,8.0225184497202e-06,0.00019380246920379,7.3391686422173e-38,1,1.7868075831595e-36
271.03071945622,7.7786107610785e-06,0.00022895619499735,7.098784888405e-38,1,2.1078045222208e-36
326.23686334746,7.514970178141e-06,0.00026956625169058,6.8408633904212e-38,1,2.4777110018418e-36
392.48423601695,7.233496090624e-06,0.00031624743199856,6.5675879063277e-38,1,2.9018238265807e-36
471.98108322034,6.9367784494723e-06,0.00036962166708237,6.2817444215774e-38,1,3.3854600429081e-36
567.37729986441,6.6280360443229e-06,0.00043030088896941,5.9866295189989e-38,1,3.9338079479501e-36
681.8527598373,6.3109812598875e-06,0.00049886574001178,5.6858978296745e-38,1,4.5517440048788e-36
819.22331180476,5.9896413262702e-06,0.00057583948024858,5.3833808096789e-38,1,5.2436094770993e-36
984.06797416571,5.6681615097192e-06,0.00066165622487165,5.0829020323474e-38,1,6.0129384351492e-36
1181.8815689988,5.3506121844911e-06,0.00075662245193748,4.7881086043912e-38,1,6.8621270564794e-36
1419.2578827986,5.0408170453971e-06,0.00086087062679934,4.5023316183881e-38,1,7.7920334234473e-36
1704.1094593583,4.7422318542463e-06,0.00097430424836095,4.2285003690183e-38,1,8.8015017540099e-36
2045.93135123,4.4578446003288e-06,0.0010965338866754,3.9690749934826e-38,1,9.8868070293211e-36
2456.117621476,4.1901438010873e-06,0.0012268058093029,3.7260427625646e-38,1,1.1041035228331e-35
2948.3411457712,3.941115744643e-06,0.0013639269879823,3.5009352803895e-38,1,1.2253433565066e-35
3539.0093749255,3.712272919397e-06,0.001506194156248,3.294869219785e-38,1,1.3508799688859e-35
4247.8112499105,3.5047006955808e-06,0.0016513397355366,3.1085984717995e-38,1,1.478702404725e-35
5098.3734998927,3.3191099655667e-06,0.0017965136692569,2.9425671121174e-38,1,1.6062953852857e-35
6119.0481998712,3.1558838856945e-06,0.0019383264244783,2.7969533967516e-38,1,1.730680061237e-35
7343.8578398454,3.0151081249083e-06,0.0020729823679606,2.6716962564465e-38,1,1.8485345729322e-35
8813.6294078145,2.8965684717606e-06,0.0021965298790959,2.5664907232856e-38,1,1.9564170257629e-35
10577.355289377,2.7997216853755e-06,0.0023052410697529,2.4807584892548e-38,1,2.0511012087605e-35
12693.826347253,2.723615318974e-06,0.0023961008587733,2.4135725018441e-38,1,2.1300057976877e-35
15233.591616703,2.6667834243512e-06,0.0024673349643766,2.3635607625315e-38,1,2.1916535069494e-35
18281.309940044,2.6271438220777e-06,0.0025188460318689,2.3288132239267e-38,1,2.2360441182541e-35
21938.571928053,2.6019615977402e-06,0.0025523859798623,2.3068505069887e-38,1,2.2647908632656e-35
26327.286313664,2.5879616522084e-06,0.0025713150337844,2.2947283497522e-38,1,2.2808922501251e-35
31593.743576396,2.5816471130124e-06,0.0025799201561138,2.2893262769273e-38,1,2.2881218324882e-35
37913.492291676,2.5797835852542e-06,0.0025824678334181,2.2877803452806e-38,1,2.2901964924691e-35
45497.190750011,2.5798774295382e-06,0.0025823395471429,2.2879028698962e-38,1,2.2900314395336e-35
