x,y,z,id,cv,ci,jvx,jix,jvy,jiy
128,0,0,0,3.7e-11,0,-3.4698196464504e-20,1.6714476746341e-21,-4.132767357285e-09,-2.3443405631385e-10
128,1,0,1,1.785413113028e-05,1.5029477742962e-11,-2.4324211264984e-19,1.3152607948119e-21,-3.2078753804106e-09,1.7845530378737e-11
128,2,0,2,3.1581120727591e-05,8.5475531379062e-12,-4.1197852963283e-19,6.1874563847387e-22,-2.4847960575362e-09,3.7135376967108e-12
128,3,0,3,4.2129603439786e-05,6.4123086101524e-12,-3.1086380214776e-19,2.5126015003082e-22,-1.9011472913816e-09,1.5311668534493e-12
128,4,0,4,5.0149195564782e-05,5.3845577694131e-12,-4.0351294354479e-20,2.5006865451957e-23,-1.492049944226e-09,8.6652527072204e-13
128,5,0,5,5.6181697576087e-05,4.8089051500045e-12,2.6548316496566e-19,-1.1903343079933e-22,-1.1189883258093e-09,5.0271418327984e-13
128,6,0,6,6.0666077476571e-05,4.4542725321987e-12,5.52834010124e-19,-2.10007748154e-22,-8.2904300385601e-10,3.1447833973384e-13
128,7,0,7,6.3955578609097e-05,4.2255085662174e-12,9.1043302454311e-19,-3.1041618560284e-22,-6.0579881412425e-10,2.0472964874486e-13
128,8,0,8,6.6342126542841e-05,4.0734457858483e-12,2.111634163967e-18,-5.4898438408399e-22,-3.417334699176e-10,1.0225448105001e-13
128,9,0,9,6.8050793889917e-05,3.9711913047515e-12,2.111634163967e-18,-5.4898438408399e-22,-3.417334699176e-10,1.0225448105001e-13
128,10,0,10,6.9249687053135e-05,3.9026632810496e-12,3.4022899447306e-18,-1.3270509458183e-21,-2.3977863343171e-10,6.8528024526816e-14
128,11,0,11,7.0076281077678e-05,3.8566777030434e-12,5.3960374512304e-18,-1.9413667453452e-22,-1.6531880611426e-10,4.5985576048411e-14
128,12,0,12,7.0634046085943e-05,3.8262605570393e-12,8.3827654087415e-18,-7.2068987829574e-21,-1.1155300343417e-10,3.0417154974645e-14
128,13,0,13,7.0998968504504e-05,3.8066072286938e-12,1.2637491523897e-17,-7.5688019331767e-20,-7.298448618565e-11,1.965338785599e-14
128,14,0,14,7.1224753440437e-05,3.7945465716381e-12,1.81997430974e-17,-9.0061578882576e-20,-4.515699027544e-11,1.2060611918747e-14
128,15,0,15,7.1346858575965e-05,3.7880548403545e-12,2.5502801368101e-17,-2.1520020531753e-20,-2.442103131996e-11,6.4917078790337e-15
128,16,0,16,7.1385391635927e-05,3.7860107621267e-12,3.504222990746e-17,-4.4099529373421e-21,-7.7066173174378e-12,2.0440845222646e-15
128,17,0,17,7.1346860023641e-05,3.7880547732964e-12,4.6673899622052e-17,-1.7270846534572e-20,7.7063161506276e-12,-2.0440046032634e-15
128,18,0,18,7.1224756322984e-05,3.7945463788802e-12,5.9960666972194e-17,-1.2064775575578e-21,2.4420733151256e-11,-6.4916282146189e-15
128,19,0,19,7.0998972786857e-05,3.8066068680565e-12,7.4072550292081e-17,6.54035990178e-20,4.5156700093737e-11,-1.2060533155538e-14
128,20,0,20,7.0634051690334e-05,3.8262602401844e-12,8.8248059000021e-17,4.8502120635552e-20,7.2984212260812e-11,-1.9653311247105e-14
128,21,0,21,7.0076287873009e-05,3.8566773328623e-12,1.0131170957093e-16,-2.274257984559e-20,1.1155275744502e-10,-3.0417082314065e-14
128,22,0,22,6.924969484138e-05,3.9026628414372e-12,1.1164162262977e-16,-3.2399141145522e-20,1.6531860201577e-10,-4.5985509282182e-14
128,23,0,23,6.8050802403425e-05,3.9711908085394e-12,1.1810198696419e-16,-3.3515877836015e-20,2.3977848544081e-10,-6.8527965278147e-14
128,24,0,24,6.634213545305e-05,4.0734452389106e-12,1.2003861022991e-16,-3.6010607408525e-20,3.4173339028861e-10,-1.0225442970052e-13
128,25,0,25,6.3955587541898e-05,4.2255079761098e-12,1.190116117499e-16,-4.0264018787835e-20,6.0579886787953e-10,-2.047296084144e-13
128,26,0,26,6.0666086051529e-05,4.4542719026133e-12,1.0845590342424e-16,-4.1215779949612e-20,8.2904313704161e-10,-3.144783000071e-13
128,27,0,27,5.6181705407141e-05,4.808904479578e-12,9.4271151553972e-17,-4.2444642779574e-20,1.118988532562e-09,-5.0271413483313e-13
128,28,0,28,5.0149202298435e-05,5.3845570459694e-12,7.7364328186997e-17,-4.4844738225001e-20,1.4920502151487e-09,-8.6652519492462e-13
128,29,0,29,4.2129608771189e-05,6.4123077983867e-12,6.2597802917737e-17,-5.0477718643039e-20,1.9011476063726e-09,-1.5311667199749e-12
128,30,0,30,3.1581124417074e-05,8.5475521383941e-12,4.1684529295655e-17,-6.2536360036218e-20,2.4847964118327e-09,-3.7135373611743e-12
128,31,0,31,1.7854133011126e-05,1.5029476145444e-11,1.9610211010926e-17,-1.0608910111334e-19,3.2078757588805e-09,-1.7845528898522e-11
128,32,0,32,3.7e-11,0,2.6944947297415e-18,-1.3057905138387e-19,4.1327677227389e-09,2.3443403860398e-10
