x,y,z,id,cv,ci,jvx,jix,jvy,jiy
0,16,0,0,3.7e-11,0,-4.7196619481586e-09,-2.0914977654823e-10,-1.0495451305306e-13,4.0216173531942e-15
1,16,0,1,2.0898615762656e-05,1.2821042217078e-11,-3.8192104228162e-09,1.5785371725676e-11,-7.5799503919078e-13,3.0059029362045e-15
2,16,0,2,3.7644651514593e-05,7.168876608116e-12,-3.0832376942274e-09,3.2598027979336e-12,-1.6246585870945e-12,1.717223416982e-15
3,16,0,3,5.1129192522674e-05,5.2724254741743e-12,-2.5495820267923e-09,1.504893097803e-12,-4.6771820523845e-12,2.7528383691412e-15
4,16,0,4,6.1966038938246e-05,4.3571378197482e-12,-2.0483496427305e-09,7.8197250993633e-13,-6.2535190553591e-12,2.3953004449228e-15
5,16,0,5,7.0665384460877e-05,3.8227309357861e-12,-1.6438070499478e-09,4.7068655469754e-13,-7.7244716168197e-12,2.217714659773e-15
6,16,0,6,7.764147568561e-05,3.4800587333719e-12,-1.3177915690939e-09,3.0783640332994e-13,-9.0748951160734e-12,2.1236530462375e-15
7,16,0,7,8.3230122404157e-05,3.2467577292304e-12,-1.0554027202869e-09,2.1233770009786e-13,-1.0296699095823e-11,2.074030897651e-15
8,16,0,8,8.7703156271223e-05,3.081356210997e-12,-8.4450169149965e-10,1.5189983215957e-13,-1.1390497621666e-11,2.0502683711563e-15
9,16,0,9,9.1280553991477e-05,2.9606875486018e-12,-6.7523868189979e-10,1.1154604158888e-13,-1.24027595347e-11,2.047924219198e-15
10,16,0,10,9.4156861882022e-05,2.8701696814921e-12,-4.5644465571368e-10,6.8024934153223e-14,-2.7441577635155e-11,4.0999156727197e-15
11,16,0,11,9.6439706151678e-05,2.8022023804834e-12,-4.5644465571368e-10,6.8024934153223e-14,-2.7441577635155e-11,4.0999156727197e-15
12,16,0,12,9.8260729257533e-05,2.7504013012414e-12,-3.6323053811083e-10,5.1759488410775e-14,-2.8539858912707e-11,4.0838733593832e-15
13,16,0,13,9.9710829501621e-05,2.7104353537422e-12,-2.8962822522454e-10,3.9968033277554e-14,-2.9905765566067e-11,4.1233784122054e-15
14,16,0,14,0.00010086628763543,2.6794178134161e-12,-2.3069737874106e-10,3.1012882312681e-14,-3.0691837179555e-11,4.1259506472714e-15
15,16,0,15,0.0001017860278387,2.6552228728153e-12,-1.8361251706171e-10,2.4188110743143e-14,-3.1421608793251e-11,4.1374385184186e-15
16,16,0,16,0.00010251771824398,2.6362827864562e-12,-1.4606158221672e-10,1.8934048681746e-14,-3.2033631224275e-11,4.15030605343e-15
17,16,0,17,0.00010309954526709,2.6214117778651e-12,-1.1613723917638e-10,1.4865363013707e-14,-3.2538295509451e-11,4.1619893081245e-15
18,16,0,18,0.00010356202373779,2.6097093630464e-12,-9.2309555131273e-11,1.169752338019e-14,-3.2952599964117e-11,4.1725263241036e-15
19,16,0,19,0.00010392951676619,2.6004839869718e-12,-7.334738617865e-11,9.2211904773939e-15,-3.3289958472342e-11,4.1816033598595e-15
20,16,0,20,0.00010422145144104,2.5932013423856e-12,-5.8264497840704e-11,7.2791116010696e-15,-3.3563615104204e-11,4.1893219421601e-15
21,16,0,21,0.00010445330731337,2.5874461714064e-12,-4.6272314663475e-11,5.7522149754081e-15,-3.3784912037151e-11,4.1958109310551e-15
22,16,0,22,0.00010463741061583,2.5828943263712e-12,-3.6741025837852e-11,4.5493906459512e-15,-3.3963406493961e-11,4.2012213240775e-15
23,16,0,23,0.00010478357113536,2.5792918816515e-12,-2.9168085905246e-11,3.6004194512952e-15,-3.4107059148378e-11,4.2057009817763e-15
24,16,0,24,0.00010489959210019,2.5764393751005e-12,-2.3152819273835e-11,2.8508442013328e-15,-3.4222450840557e-11,4.2093885998423e-15
25,16,0,25,0.00010499167790613,2.5741797889818e-12,-1.8375996579114e-11,2.2582277450074e-15,-3.4314989141662e-11,4.2124093232052e-15
26,16,0,26,0.00010506475980889,2.5723893114565e-12,-1.458343890141e-11,1.7893717612893e-15,-3.4389095400248e-11,4.2148734608968e-15
27,16,0,27,0.00010512275584624,2.5709701875637e-12,-1.1572875236305e-11,1.4182266641135e-15,-3.4448369284164e-11,4.2168764535109e-15
28,16,0,28,0.00010516877810024,2.5698451579807e-12,-9.1834215509154e-12,1.1243035735651e-15,-3.4495730766849e-11,4.218499691685e-15
29,16,0,29,0.00010520529784672,2.5689531146378e-12,-7.287168356507e-12,8.9145724369503e-16,-3.4533540955809e-11,4.2198118003484e-15
30,16,0,30,0.00010523427706283,2.568245695426e-12,-5.7824612924642e-12,7.069469958739e-16,-3.4563703825229e-11,4.2208701154848e-15
31,16,0,31,0.00010525727308553,2.5676846082655e-12,-4.5885391636699e-12,5.6070738842227e-16,-3.458775113194e-11,4.2217221034727e-15
32,16,0,32,0.00010527552186058,2.5672395235875e-12,-3.6412587633842e-12,4.4477969773619e-16,-3.4606912755034e-11,4.2224068557927e-15
33,16,0,33,0.00010529000413236,2.5668864121535e-12,-2.8896887933192e-12,3.5286684343304e-16,-3.462217456357e-11,4.2229564266631e-15
34,16,0,34,0.00010530149805007,2.5666062322598e-12,-2.2933979261136e-12,2.7998396029571e-16,-3.463432574304e-11,4.2233969505929e-15
35,16,0,35,0.00010531062096344,2.5663838919803e-12,-1.8202967293446e-12,2.2218348260048e-16,-3.464399730361e-11,4.2237496808569e-15
36,16,0,36,0.00010531786261934,2.5662074281982e-12,-1.4449211415773e-12,1.7633841476867e-16,-3.465169328639e-11,4.2240318451585e-15
37,16,0,37,0.00010532361152116,2.5660673567926e-12,-1.1470677176468e-12,1.3997124427273e-16,-3.4657815971051e-11,4.2242573738018e-15
38,16,0,38,0.00010532817585378,2.5659561580898e-12,-9.107089542369e-13,1.1111873269052e-16,-3.4662686186253e-11,4.2244375052359e-15
39,16,0,39,0.00010533180009074,2.5658678693033e-12,-7.2313150764599e-13,8.8224973406969e-17,-3.4666559640444e-11,4.2245812884389e-15
40,16,0,40,0.00010533467817184,2.5657977616536e-12,-5.7425171587414e-13,7.0056754366715e-17,-3.4669640030176e-11,4.2246959968001e-15
41,16,0,41,0.00010533696395743,2.5657420845342e-12,-4.5607210583623e-13,5.5636543968849e-17,-3.4672089545977e-11,4.2247874676322e-15
42,16,0,42,0.00010533877952087,2.5656978627836e-12,-3.6224996481181e-13,4.4189414151536e-17,-3.4674037281377e-11,4.2248603795099e-15
43,16,0,43,0.00010534022172541,2.5656627360283e-12,-2.8775495687354e-13,3.5100993270863e-17,-3.4675585955637e-11,4.2249184779971e-15
44,16,0,44,0.00010534136743964,2.5656348313573e-12,-2.2859746992919e-13,2.7884152314125e-17,-3.4676817282724e-11,4.2249647587647e-15
45,16,0,45,0.00010534227767326,2.5656126624106e-12,-1.8161312790151e-13,2.2152608426985e-17,-3.4677796255197e-11,4.2250016157328e-15
46,16,0,46,0.00010534300085625,2.5655950493954e-12,-1.4429188857201e-13,1.7600008632801e-17,-3.46785745595e-11,4.2250309606037e-15
47,16,0,47,0.00010534357543901,2.5655810556877e-12,-1.1464252470313e-13,1.3983355722689e-17,-3.467919329692e-11,4.2250543191079e-15
48,16,0,48,0.00010534403195402,2.5655699375756e-12,-9.1085177819452e-14,1.1109874800359e-17,-3.4679685150083e-11,4.2250729083398e-15
49,16,0,49,0.00010534439465058,2.5655611044162e-12,-7.2366178885535e-14,8.8266062155625e-18,-3.46800761071e-11,4.2250876988067e-15
50,16,0,50,0.00010534468279118,2.5655540870453e-12,-5.749052656494e-14,7.0121587746778e-18,-3.4680386833199e-11,4.2250994641379e-15
51,16,0,51,0.00010534491167968,2.5655485127261e-12,-4.5668365200862e-14,5.5701746445091e-18,-3.4680633761511e-11,4.2251088208581e-15
52,16,0,52,0.0001053450934768,2.5655440852809e-12,-3.6272560150459e-14,4.4241504132939e-18,-3.468082996038e-11,4.2251162601896e-15
53,16,0,53,0.00010534523784714,2.5655405693298e-12,-2.8805068575478e-14,3.5133325726933e-18,-3.4680985822858e-11,4.2251221734373e-15
54,16,0,54,0.00010534535247251,2.5655377777853e-12,-2.2870280428378e-14,2.7894641631782e-18,-3.4681109614752e-11,4.2251268723039e-15
55,16,0,55,0.00010534544345943,2.5655355619272e-12,-1.8153882723118e-14,2.2142058988736e-18,-3.4681207910304e-11,4.2251306049023e-15
56,16,0,56,0.00010534551566256,2.5655338035243e-12,-1.4406100267648e-14,1.7570907840118e-18,-3.4681285938493e-11,4.2251335692532e-15
57,16,0,57,0.00010534557294155,2.5655324085796e-12,-1.1428404316305e-14,1.3939047841494e-18,-3.4681347858352e-11,4.2251359213083e-15
58,16,0,58,0.00010534561836503,2.565531302357e-12,-9.0629692579879e-15,1.1053921911698e-18,-3.468139697785e-11,4.2251377915822e-15
59,16,0,59,0.00010534565437268,2.5655304254518e-12,-7.1843069213433e-15,8.7626596327412e-19,-3.4681435928103e-11,4.2251392611666e-15
60,16,0,60,0.00010534568290408,2.56552973058e-12,-5.6926318226078e-15,6.9433354441479e-19,-3.4681466799887e-11,4.2251404386582e-15
61,16,0,61,0.00010534570550103,2.5655291802809e-12,-4.5085792727933e-15,5.4988382450693e-19,-3.4681491257262e-11,4.2251413922112e-15
62,16,0,62,0.00010534572338893,2.5655287446446e-12,-3.5690236573419e-15,4.3531188554058e-19,-3.4681510624763e-11,4.2251421319543e-15
63,16,0,63,0.00010534573754161,2.5655283999768e-12,-2.8237640971687e-15,3.4440838573136e-19,-3.4681525953578e-11,4.2251427157969e-15
64,16,0,64,0.00010534574873272,2.5655281274586e-12,-2.2328684711468e-15,2.7232992470468e-19,-3.4681538079233e-11,4.2251431634251e-15
65,16,0,65,0.00010534575757677,2.5655279120693e-12,-1.7645777624053e-15,2.1522423338961e-19,-3.4681547665364e-11,4.2251435167917e-15
66,16,0,66,0.00010534576456166,2.5655277419649e-12,-1.3936362721262e-15,1.6997835310866e-19,-3.4681555238997e-11,4.2251438079524e-15
67,16,0,67,0.00010534577007466,2.5655276077039e-12,-1.0999626336589e-15,1.341603463552e-19,-3.4681561218714e-11,4.2251440346246e-15
68,16,0,68,0.00010534577442303,2.5655275018063e-12,-8.6759300441043e-16,1.058184922879e-19,-3.468156593679e-11,4.2251442143118e-15
69,16,0,69,0.00010534577785043,2.5655274183374e-12,-6.8383976832684e-16,8.3406542248285e-20,-3.4681569656891e-11,4.2251443557518e-15
70,16,0,70,0.00010534578055,2.5655273525937e-12,-5.3862226263607e-16,6.5694650220657e-20,-3.468157258805e-11,4.2251444672474e-15
71,16,0,71,0.00010534578267475,2.5655273008487e-12,-4.2393390569371e-16,5.170635064599e-20,-3.4681574895918e-11,4.2251445550092e-15
72,16,0,72,0.00010534578434584,2.5655272601519e-12,-3.3341797069575e-16,4.0666309829159e-20,-3.4681576711695e-11,4.2251446240552e-15
73,16,0,73,0.00010534578565913,2.5655272281688e-12,-2.6202983806714e-16,3.1959246101967e-20,-3.4681578139219e-11,4.2251446783294e-15
74,16,0,74,0.00010534578669043,2.5655272030529e-12,-2.0576811467828e-16,2.5097120883524e-20,-3.4681579260651e-11,4.2251447209604e-15
