time,center_xi,center_xs,center_xv
0,0,0,0
1,0.032893676033798,1,0.032893676033798
2,0.04296588352818,1,0.04296588352818
3,0.043671598410547,1,0.043671598410547
4,0.042979856040508,1,0.042979856040508
5,0.042646425185283,1,0.042646425185283
6,0.042584636899531,1,0.042584636899531
7,0.042592943511995,1,0.042592943511995
8,0.042602090332288,1,0.042602090332288
9,0.042604812641652,1,0.042604812641652
10,0.042604980364525,1,0.042604980364525
11,0.042604782897588,1,0.042604782897588
12,0.042604690720953,1,0.042604690720953
13,0.042604674237595,1,0.042604674237595
14,0.042604676763745,1,0.042604676763745
15,0.042604679323075,1,0.042604679323075
16,0.042604680065348,1,0.042604680065348
17,0.042604680104788,1,0.042604680104788
18,0.042604680048515,1,0.042604680048515
19,0.042604680023062,1,0.042604680023062
20,0.04260468001867,1,0.04260468001867
21,0.042604680019436,1,0.042604680019436
22,0.042604680020153,1,0.042604680020153
23,0.042604680020349,1,0.042604680020349
24,0.042604680020361,1,0.042604680020361
25,0.042604680020346,1,0.042604680020346
26,0.042604680020334,1,0.042604680020334
27,0.042604680020334,1,0.042604680020334
28,0.042604680020334,1,0.042604680020334
29,0.042604680020334,1,0.042604680020334
30,0.042604680020334,1,0.042604680020334
31,0.042604680020334,1,0.042604680020334
32,0.042604680020334,1,0.042604680020334
33,0.042604680020334,1,0.042604680020334
34,0.042604680020334,1,0.042604680020334
35,0.042604680020334,1,0.042604680020334
36,0.042604680020334,1,0.042604680020334
37,0.042604680020334,1,0.042604680020334
38,0.042604680020334,1,0.042604680020334
39,0.042604680020334,1,0.042604680020334
40,0.042604680020334,1,0.042604680020334
41,0.042604680020334,1,0.042604680020334
42,0.042604680020334,1,0.042604680020334
43,0.042604680020334,1,0.042604680020334
44,0.042604680020334,1,0.042604680020334
45,0.042604680020334,1,0.042604680020334
46,0.042604680020334,1,0.042604680020334
47,0.042604680020334,1,0.042604680020334
48,0.042604680020334,1,0.042604680020334
49,0.042604680020334,1,0.042604680020334
50,0.042604680020334,1,0.042604680020334
51,0.042604680020334,1,0.042604680020334
52,0.042604680020334,1,0.042604680020334
53,0.042604680020334,1,0.042604680020334
54,0.042604680020334,1,0.042604680020334
55,0.042604680020334,1,0.042604680020334
56,0.042604680020334,1,0.042604680020334
57,0.042604680020334,1,0.042604680020334
58,0.042604680020334,1,0.042604680020334
59,0.042604680020334,1,0.042604680020334
60,0.042604680020334,1,0.042604680020334
61,0.042604680020334,1,0.042604680020334
62,0.042604680020334,1,0.042604680020334
63,0.042604680020334,1,0.042604680020334
64,0.042604680020334,1,0.042604680020334
65,0.042604680020334,1,0.042604680020334
66,0.042604680020334,1,0.042604680020334
67,0.042604680020334,1,0.042604680020334
68,0.042604680020334,1,0.042604680020334
69,0.042604680020334,1,0.042604680020334
70,0.042604680020334,1,0.042604680020334
71,0.042604680020334,1,0.042604680020334
72,0.042604680020334,1,0.042604680020334
73,0.042604680020334,1,0.042604680020334
74,0.042604680020334,1,0.042604680020334
75,0.042604680020334,1,0.042604680020334
76,0.042604680020334,1,0.042604680020334
77,0.042604680020334,1,0.042604680020334
78,0.042604680020334,1,0.042604680020334
79,0.042604680020334,1,0.042604680020334
80,0.042604680020334,1,0.042604680020334
81,0.042604680020334,1,0.042604680020334
82,0.042604680020334,1,0.042604680020334
83,0.042604680020334,1,0.042604680020334
84,0.042604680020334,1,0.042604680020334
85,0.042604680020334,1,0.042604680020334
86,0.042604680020334,1,0.042604680020334
87,0.042604680020334,1,0.042604680020334
88,0.042604680020334,1,0.042604680020334
89,0.042604680020334,1,0.042604680020334
90,0.042604680020334,1,0.042604680020334
91,0.042604680020334,1,0.042604680020334
92,0.042604680020334,1,0.042604680020334
93,0.042604680020334,1,0.042604680020334
94,0.042604680020334,1,0.042604680020334
95,0.042604680020334,1,0.042604680020334
96,0.042604680020334,1,0.042604680020334
97,0.042604680020334,1,0.042604680020334
98,0.042604680020334,1,0.042604680020334
99,0.042604680020334,1,0.042604680020334
100,0.042604680020334,1,0.042604680020334
