time,DOFs,T_cold,T_hot,average_ci,average_cv,dt,grain_tracker,jx,k_x_direct,left_jix,left_jvx,left_jx,left_jy,right_jix,right_jvx,right_jy,tot_ci,tot_cv
0,3326392,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
0.25,3326392,5.0000000000154,15.000000000047,2.4940051849063e-07,2.4940113596491e-07,0.25,25,0.021471055223155,0,0,0,0.021467336516388,3.6931808269316e-06,0,0,-7.3642902568443e-06,0.050503604994351,0.050503730032894
0.75,3299974,5,15,7.4881862164906e-07,7.4882197974978e-07,0.5,25,0.020869119248519,0.96619748503741,0,0,0.020865661929423,1.0141631235063e-06,0,0,-9.7575711180072e-06,0.15163577088391,0.15163645089931
1.75,3436990,5,15,1.7476521142721e-06,1.7476681357759e-06,1,25,0.020322109786246,0.93911036618335,0,0,0.020320040667181,1.2578093470221e-06,0,0,-8.1015015535839e-06,0.35389955314003,0.35390279749455
3.75,3149362,5,15,3.7419448402416e-06,3.7420157940148e-06,2,25,0.019899178252599,0.91449494038107,0,0,0.019898628287921,-1.9465195730751e-06,0,0,-6.8206620797248e-06,0.75774383014895,0.75775819828803
7.75,2980966,5,15,7.7074237693707e-06,7.7077228607514e-06,4,24,0.019731094513571,0.89546302136695,0,0,0.019731011093088,-1.8058248232634e-06,0,0,-4.025302666966e-06,1.5607533132977,1.5608138793023
15.75,5606854,5,15,1.5496224375986e-05,1.5497443797344e-05,8,25,0.019813707989827,0.8878992531107,0,0,0.019813506922053,-1.3970938940965e-06,0,0,-1.8359788456395e-06,3.1379854361361,3.138232368961
