x,y,z,id,cv,ci,jvx,jix,jvy,jiy
0,16,0,0,3.7e-11,0,-7.3807911941457e-12,-1.1379556818389e-11,-2.5150328841155e-16,-9.1854307707578e-16
1,16,0,1,3.4956290814591e-08,1.1014784812717e-11,-6.5925841877796e-12,-1.0651941348919e-11,-1.7552592529441e-15,-6.4211647707252e-15
2,16,0,2,6.4868367844836e-08,2.1089849685328e-11,-5.6283397621823e-12,-9.7351935916105e-12,-3.721028425851e-15,-1.3692985617521e-14
3,16,0,3,9.0268716129317e-08,3.02868195814e-11,-4.7630129917094e-12,-8.8803667747893e-12,-5.603394719516e-15,-2.0824281933987e-14
4,16,0,4,1.1164623031393e-07,3.8667561118991e-11,-3.9945587191804e-12,-8.0872428774072e-12,-7.3669406341301e-15,-2.7750490334966e-14
5,16,0,5,1.294742218976e-07,4.6293061851212e-11,-3.3192573147732e-12,-7.3545740237084e-12,-8.9846563196025e-15,-3.4417077461019e-14
6,16,0,6,1.4420308698984e-07,5.3222545860954e-11,-2.7320472407079e-12,-6.680312754508e-12,-1.0438599533426e-14,-4.0780711142826e-14
7,16,0,7,1.5625462492815e-07,5.9512807335662e-11,-2.2268531877368e-12,-6.0618222698855e-12,-1.1719875520847e-14,-4.6809664606111e-14
8,16,0,8,1.6601797082289e-07,6.5217739886793e-11,-1.7969052589457e-12,-5.4960632666776e-12,-1.2828153531492e-14,-5.2483508757802e-14
9,16,0,9,1.7384682341811e-07,7.0388034255742e-11,-1.4348737410187e-12,-4.97974975017e-12,-1.3766501499026e-14,-5.7789653289787e-14
10,16,0,10,1.8005723908986e-07,7.5070946335883e-11,-1.1334012123646e-12,-4.509335531503e-12,-1.4559051472656e-14,-6.2662441796622e-14
11,16,0,11,1.8494048868045e-07,7.9317861207959e-11,-8.0502591096161e-13,-3.9307150004714e-12,-3.1065732915172e-14,-1.4072823235718e-13
12,16,0,12,1.8871218615255e-07,8.3146548944142e-11,-6.8403603251231e-13,-3.6952067833972e-12,-1.4973933089516e-14,-6.7697121778882e-14
13,16,0,13,1.9161137767159e-07,8.6617199163956e-11,-5.2184620924717e-13,-3.3401690958619e-12,-1.6218819105488e-14,-7.5711495851858e-14
14,16,0,14,1.9381630007264e-07,8.9765624552799e-11,-4.0755299773226e-13,-3.058524716728e-12,-3.2852489614894e-14,-1.5718084634077e-13
